Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
,11,Sat Feb 25 2023,16:00,-0300,Red Bull Bragantino,5-1,3-0,Ituano SP,,2023-02-25T19:00Z
,11,Sat Feb 25 2023,18:30,-0300,São Paulo FC,0-1,0-1,São Bernardo FC SP,,2023-02-25T21:30Z
,11,Sun Feb 26 2023,18:30,-0300,Palmeiras,2-1,1-0,Ferroviária SP,,2023-02-26T21:30Z
,11,Sun Feb 26 2023,20:40,-0300,Portuguesa SP,0-0,0-0,São Bento SP,,2023-02-26T23:40Z
,11,Sun Feb 26 2023,16:00,-0300,Santos FC,2-2,1-1,Corinthians SP,,2023-02-26T19:00Z
,11,Mon Feb 27 2023,20:00,-0300,Santo André SP,0-1,0-1,Mirassol SP,,2023-02-27T23:00Z
,12,Sat Mar 4 2023,18:30,-0300,Corinthians SP,3-1,1-1,Santo André SP,,2023-03-04T21:30Z
,12,Sun Mar 5 2023,16:00,-0300,Botafogo SP,1-3,1-0,São Paulo FC,,2023-03-05T19:00Z
,12,Sun Mar 5 2023,16:00,-0300,Ferroviária SP,0-0,0-0,Inter de Limeira SP,,2023-03-05T19:00Z
,12,Sun Mar 5 2023,16:00,-0300,Guarani SP,0-0,0-0,Palmeiras,,2023-03-05T19:00Z
,12,Sun Mar 5 2023,16:00,-0300,Ituano SP,3-0,2-0,Santos FC,,2023-03-05T19:00Z
,12,Sun Mar 5 2023,16:00,-0300,Mirassol SP,1-2,1-1,Portuguesa SP,,2023-03-05T19:00Z
,12,Sun Mar 5 2023,16:00,-0300,São Bento SP,0-3,0-2,Red Bull Bragantino,,2023-03-05T19:00Z
,12,Sun Mar 5 2023,16:00,-0300,São Bernardo FC SP,0-1,0-0,Água Santa SP,,2023-03-05T19:00Z
Taça Independência,Round 1,Fri Mar 10 2023,20:00,-0300,Santo André SP,0-0,0-0,Inter de Limeira SP,2-4,2023-03-10T23:00Z
Taça Independência,Round 1,Fri Mar 10 2023,20:00,-0300,Guarani SP,2-1,1-0,Portuguesa SP,,2023-03-10T23:00Z
Playoffs,Quarterfinals,Sat Mar 11 2023,19:00,-0300,Palmeiras,1-0,1-0,São Bernardo FC SP,,2023-03-11T22:00Z
Playoffs,Quarterfinals,Sun Mar 12 2023,16:00,-0300,Corinthians SP,1-1,1-1,Ituano SP,6-7,2023-03-12T19:00Z
Playoffs,Quarterfinals,Sun Mar 12 2023,19:30,-0300,Red Bull Bragantino,2-0,1-0,Botafogo SP,,2023-03-12T22:30Z
Playoffs,Quarterfinals,Mon Mar 13 2023,20:00,-0300,São Paulo FC,0-0,0-0,Água Santa SP,5-6,2023-03-13T23:00Z
Taça Independência,Semifinals,Thu Mar 16 2023,19:00,-0300,São Bernardo FC SP,1-0,1-0,Inter de Limeira SP,,2023-03-16T22:00Z
Taça Independência,Semifinals,Fri Mar 17 2023,20:00,-0300,Mirassol SP,1-0,0-0,Guarani SP,,2023-03-17T23:00Z
Playoffs,Semifinals,Sun Mar 19 2023,16:00,-0300,Palmeiras,1-0,0-0,Ituano SP,,2023-03-19T19:00Z
Playoffs,Semifinals,Mon Mar 20 2023,21:00,-0300,Água Santa SP,1-1,0-1,Red Bull Bragantino,4-2,2023-03-21T00:00Z
Taça Independência,Final,Sun Mar 26 2023,16:00,-0300,São Bernardo FC SP,0-0,0-0,Mirassol SP,4-2,2023-03-26T19:00Z
Playoffs,Final,Sun Apr 2 2023,16:00,-0300,Água Santa SP,2-1,1-0,Palmeiras,,2023-04-02T19:00Z
Playoffs,Final,Sun Apr 9 2023,16:00,-0300,Palmeiras,4-0,3-0,Água Santa SP,,2023-04-09T19:00Z
