Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Gruppe F,Wed Jun 14 2023,20:00,-0300,Portuguesa RJ,4-1,2-0,Democrata Gov. Valadares MG,,2023-06-14T23:00Z
Gruppe F,Wed Jun 14 2023,19:00,-0300,Real Noroeste ES,0-3,0-2,Santo André SP,,2023-06-14T22:00Z
Gruppe C,Wed Jun 14 2023,20:00,-0300,Santa Cruz PE,3-0,0-0,Globo RN,,2023-06-14T23:00Z
Gruppe C,Wed Jun 14 2023,20:00,-0300,Potiguar de Mossoró RN,0-0,0-0,Campinense PB,,2023-06-14T23:00Z
Gruppe C,Wed Jun 14 2023,19:00,-0300,Nacional PB,1-0,0-0,Pacajus CE,,2023-06-14T22:00Z
Gruppe F,Wed Jun 14 2023,19:00,-0300,Athletic MG,3-0,0-0,Resende FC RJ,,2023-06-14T22:00Z
Gruppe F,Wed Jun 14 2023,15:00,-0300,Nova Iguaçu RJ,3-2,2-0,Vitória ES,,2023-06-14T18:00Z
Gruppe B,Wed Jun 14 2023,20:00,-0300,Ferroviário CE,3-1,1-0,Maranhão MA,,2023-06-14T23:00Z
Gruppe B,Wed Jun 14 2023,18:00,-0300,Cordino MA,0-1,0-0,Tocantinópolis TO,,2023-06-14T21:00Z
Gruppe B,Wed Jun 14 2023,15:00,-0300,Caucaia CE,2-0,0-0,Parnahyba PI,,2023-06-14T18:00Z
Gruppe D,Wed Jun 14 2023,20:00,-0300,Sergipe SE,2-3,1-1,Atlético de Alagoinhas BA,,2023-06-14T23:00Z
Gruppe D,Wed Jun 14 2023,20:00,-0300,ASA AL,1-2,0-2,Retrô PE,,2023-06-14T23:00Z
Gruppe D,Wed Jun 14 2023,19:00,-0300,Bahia de Feira BA,3-0,3-0,Cruzeiro AL,,2023-06-14T22:00Z
Gruppe B,Wed Jun 14 2023,15:00,-0300,Fluminense PI,0-3,0-1,Atlético Cearense CE,,2023-06-14T18:00Z
Gruppe H,Wed Jun 14 2023,19:00,-0300,Hercílio Luz SC,1-0,0-0,Brasil de Pelotas RS,,2023-06-14T22:00Z
Gruppe E,Wed Jun 14 2023,15:30,-0300,Iporá GO,0-0,0-0,Brasiliense DF,,2023-06-14T18:30Z
Gruppe C,Thu Jun 15 2023,19:00,-0300,Iguatu CE,2-1,1-1,Sousa PB,,2023-06-15T22:00Z
Gruppe D,Thu Jun 15 2023,19:00,-0300,Jacuipense BA,2-0,0-0,Falcon SE,,2023-06-15T22:00Z
Gruppe A,Thu Jun 15 2023,18:00,-0300,São Francisco AC,0-3,0-1,Nacional AM,,2023-06-15T21:00Z
Gruppe C,Sat Jun 17 2023,19:00,-0300,Pacajus CE,0-0,0-0,Santa Cruz PE,,2023-06-17T22:00Z
Gruppe B,Sat Jun 17 2023,19:00,-0300,Parnahyba PI,0-1,0-0,Ferroviário CE,,2023-06-17T22:00Z
Gruppe F,Sat Jun 17 2023,15:00,-0300,Resende FC RJ,1-1,1-0,Real Noroeste ES,,2023-06-17T18:00Z
Gruppe F,Sat Jun 17 2023,15:00,-0300,Vitória ES,0-1,0-1,Portuguesa RJ,,2023-06-17T18:00Z
Gruppe G,Sat Jun 17 2023,18:00,-0300,CRAC GO,1-1,0-1,Maringá PR,,2023-06-17T21:00Z
Gruppe B,Sat Jun 17 2023,16:00,-0300,Tocantinópolis TO,1-1,0-0,Fluminense PI,,2023-06-17T19:00Z
Gruppe B,Sat Jun 17 2023,16:00,-0300,Maranhão MA,1-0,0-0,Caucaia CE,,2023-06-17T19:00Z
Gruppe G,Sat Jun 17 2023,16:00,-0300,Inter de Limeira SP,2-1,1-1,Operário de Campo Grande MS,,2023-06-17T19:00Z
Gruppe D,Sat Jun 17 2023,17:00,-0300,Atlético de Alagoinhas BA,1-0,0-0,ASA AL,,2023-06-17T20:00Z
Gruppe A,Sat Jun 17 2023,18:00,-0300,Humaitá AC,2-2,1-1,Princesa do Solimões AM,,2023-06-17T21:00Z
Gruppe A,Sat Jun 17 2023,16:00,-0300,Nacional AM,0-0,0-0,Águia de Marabá PA,,2023-06-17T19:00Z
Gruppe F,Sat Jun 17 2023,15:00,-0300,Santo André SP,0-1,0-0,Athletic MG,,2023-06-17T18:00Z
Gruppe E,Sun Jun 18 2023,16:00,-0300,Anápolis FC GO,0-1,0-1,Ceilândia DF,,2023-06-18T19:00Z
Gruppe D,Sun Jun 18 2023,16:00,-0300,Falcon SE,0-0,0-0,Bahia de Feira BA,,2023-06-18T19:00Z
Gruppe B,Sun Jun 18 2023,15:00,-0300,Atlético Cearense CE,2-1,0-1,Cordino MA,,2023-06-18T18:00Z
Gruppe E,Sun Jun 18 2023,16:00,-0300,Brasiliense DF,3-0,1-0,União Rondonópolis MT,,2023-06-18T19:00Z
Gruppe D,Sun Jun 18 2023,16:00,-0300,Cruzeiro AL,1-0,0-0,Jacuipense BA,,2023-06-18T19:00Z
Gruppe D,Sun Jun 18 2023,17:00,-0300,Retrô PE,1-1,0-0,Sergipe SE,,2023-06-18T20:00Z
Gruppe E,Sun Jun 18 2023,16:00,-0300,Operário MT,6-0,3-0,Interporto TO,,2023-06-18T19:00Z
Gruppe C,Sun Jun 18 2023,15:30,-0300,Globo RN,0-2,0-1,Nacional PB,,2023-06-18T18:30Z
Gruppe G,Sun Jun 18 2023,16:00,-0300,Cascavel FC PR,2-1,2-1,XV de Piracicaba SP,,2023-06-18T19:00Z
Gruppe A,Sun Jun 18 2023,16:00,-0300,Trem AP,4-1,2-1,São Francisco AC,,2023-06-18T19:00Z
Gruppe H,Sun Jun 18 2023,16:00,-0300,Brasil de Pelotas RS,1-1,0-1,Camboriú SC,,2023-06-18T19:00Z
Gruppe H,Sun Jun 18 2023,15:00,-0300,Concórdia SC,1-1,1-0,Novo Hamburgo RS,,2023-06-18T18:00Z
Gruppe A,Sun Jun 18 2023,15:00,-0300,Tuna Luso PA,4-1,3-0,São Raimundo RR,,2023-06-18T18:00Z
Gruppe G,Sun Jun 18 2023,11:00,-0300,Atlético Patrocinense MG,1-0,1-0,Ferroviária SP,,2023-06-18T14:00Z
Gruppe C,Sun Jun 18 2023,16:00,-0300,Sousa PB,1-1,0-1,Potiguar de Mossoró RN,,2023-06-18T19:00Z
Gruppe E,Sun Jun 18 2023,16:00,-0300,Real Ariquemes RO,2-1,2-0,Iporá GO,,2023-06-18T19:00Z
Gruppe F,Mon Jun 19 2023,20:30,-0300,Democrata Gov. Valadares MG,1-0,0-0,Nova Iguaçu RJ,,2023-06-19T23:30Z
Gruppe H,Mon Jun 19 2023,19:00,-0300,S.E.R. Caxias RS,0-1,0-1,Hercílio Luz SC,,2023-06-19T22:00Z
Gruppe H,Mon Jun 19 2023,15:00,-0300,Independente PR,0-0,0-0,Aimoré RS,,2023-06-19T18:00Z
Gruppe C,Tue Jun 20 2023,20:00,-0300,Campinense PB,0-0,0-0,Iguatu CE,,2023-06-20T23:00Z
Gruppe G,Sat Jun 24 2023,17:15,-0300,XV de Piracicaba SP,0-1,0-1,Inter de Limeira SP,,2023-06-24T20:15Z
Gruppe G,Sat Jun 24 2023,18:00,-0300,CRAC GO,0-1,0-1,Ferroviária SP,,2023-06-24T21:00Z
Gruppe G,Sat Jun 24 2023,19:00,-0300,Maringá PR,1-0,1-0,Atlético Patrocinense MG,,2023-06-24T22:00Z
Gruppe H,Sat Jun 24 2023,15:00,-0300,Hercílio Luz SC,2-0,0-0,Concórdia SC,,2023-06-24T18:00Z
Gruppe G,Sat Jun 24 2023,17:00,-0300,Operário de Campo Grande MS,1-1,1-0,Cascavel FC PR,,2023-06-24T20:00Z
Gruppe F,Sat Jun 24 2023,15:00,-0300,Santo André SP,0-0,0-0,Portuguesa RJ,,2023-06-24T18:00Z
Gruppe F,Sat Jun 24 2023,11:00,-0300,Nova Iguaçu RJ,3-0,3-0,Resende FC RJ,,2023-06-24T14:00Z
Gruppe A,Sat Jun 24 2023,17:00,-0300,São Raimundo RR,1-0,1-0,Nacional AM,,2023-06-24T20:00Z
Gruppe H,Sat Jun 24 2023,17:00,-0300,Camboriú SC,3-3,2-3,Independente PR,,2023-06-24T20:00Z
Gruppe E,Sat Jun 24 2023,15:30,-0300,Ceilândia DF,1-1,0-1,Brasiliense DF,,2023-06-24T18:30Z
Gruppe E,Sat Jun 24 2023,19:00,-0300,União Rondonópolis MT,0-0,0-0,Anápolis FC GO,,2023-06-24T22:00Z
Gruppe B,Sat Jun 24 2023,16:00,-0300,Tocantinópolis TO,1-1,0-0,Caucaia CE,,2023-06-24T19:00Z
Gruppe F,Sat Jun 24 2023,15:30,-0300,Real Noroeste ES,1-2,1-0,Democrata Gov. Valadares MG,,2023-06-24T18:30Z
Gruppe A,Sat Jun 24 2023,18:00,-0300,Humaitá AC,0-1,0-1,São Francisco AC,,2023-06-24T21:00Z
Gruppe A,Sat Jun 24 2023,18:00,-0300,Águia de Marabá PA,1-3,1-2,Tuna Luso PA,,2023-06-24T21:00Z
Gruppe F,Sat Jun 24 2023,15:00,-0300,Athletic MG,0-0,0-0,Vitória ES,,2023-06-24T18:00Z
Gruppe H,Sun Jun 25 2023,15:00,-0300,S.E.R. Caxias RS,2-0,1-0,Novo Hamburgo RS,,2023-06-25T18:00Z
Gruppe H,Sun Jun 25 2023,16:00,-0300,Aimoré RS,1-1,0-1,Brasil de Pelotas RS,,2023-06-25T19:00Z
Gruppe E,Sun Jun 25 2023,15:30,-0300,Iporá GO,0-2,0-1,Operário MT,,2023-06-25T18:30Z
Gruppe A,Sun Jun 25 2023,17:00,-0300,Princesa do Solimões AM,2-1,0-1,Trem AP,,2023-06-25T20:00Z
Gruppe E,Sun Jun 25 2023,16:00,-0300,Real Ariquemes RO,0-0,0-0,Interporto TO,,2023-06-25T19:00Z
Gruppe C,Tue Jun 27 2023,20:00,-0300,Potiguar de Mossoró RN,5-1,3-0,Pacajus CE,,2023-06-27T23:00Z
Gruppe B,Wed Jun 28 2023,15:30,-0300,Fluminense PI,1-1,1-1,Maranhão MA,,2023-06-28T18:30Z
Gruppe B,Wed Jun 28 2023,15:00,-0300,Cordino MA,1-1,0-0,Parnahyba PI,,2023-06-28T18:00Z
Gruppe C,Wed Jun 28 2023,19:00,-0300,Iguatu CE,3-0,1-0,Globo RN,,2023-06-28T22:00Z
Gruppe C,Wed Jun 28 2023,20:00,-0300,Sousa PB,2-1,0-0,Santa Cruz PE,,2023-06-28T23:00Z
Gruppe D,Wed Jun 28 2023,19:00,-0300,Bahia de Feira BA,2-1,0-1,Atlético de Alagoinhas BA,,2023-06-28T22:00Z
Gruppe D,Wed Jun 28 2023,20:00,-0300,ASA AL,1-0,0-0,Falcon SE,,2023-06-28T23:00Z
Gruppe D,Wed Jun 28 2023,20:00,-0300,Sergipe SE,2-1,0-0,Cruzeiro AL,,2023-06-28T23:00Z
Gruppe B,Wed Jun 28 2023,19:00,-0300,Ferroviário CE,2-1,1-1,Atlético Cearense CE,,2023-06-28T22:00Z
Gruppe D,Wed Jun 28 2023,20:00,-0300,Retrô PE,1-1,1-0,Jacuipense BA,,2023-06-28T23:00Z
Gruppe C,Wed Jun 28 2023,20:00,-0300,Nacional PB,2-1,1-1,Campinense PB,,2023-06-28T23:00Z
Gruppe F,Sat Jul 1 2023,15:00,-0300,Resende FC RJ,2-0,1-0,Santo André SP,,2023-07-01T18:00Z
Gruppe D,Sat Jul 1 2023,17:00,-0300,ASA AL,1-1,0-0,Sergipe SE,,2023-07-01T20:00Z
Gruppe F,Sat Jul 1 2023,18:00,-0300,Portuguesa RJ,2-2,1-0,Nova Iguaçu RJ,,2023-07-01T21:00Z
Gruppe D,Sat Jul 1 2023,17:00,-0300,Atlético de Alagoinhas BA,1-2,0-0,Retrô PE,,2023-07-01T20:00Z
Gruppe E,Sat Jul 1 2023,17:00,-0300,Anápolis FC GO,3-0,2-0,Operário MT,,2023-07-01T20:00Z
Gruppe B,Sat Jul 1 2023,15:00,-0300,Atlético Cearense CE,3-1,2-0,Tocantinópolis TO,,2023-07-01T18:00Z
Gruppe E,Sat Jul 1 2023,16:00,-0300,União Rondonópolis MT,3-0,3-0,Iporá GO,,2023-07-01T19:00Z
Gruppe H,Sat Jul 1 2023,15:30,-0300,Independente PR,0-1,0-0,Concórdia SC,,2023-07-01T18:30Z
Gruppe H,Sat Jul 1 2023,17:00,-0300,Camboriú SC,1-1,0-0,Hercílio Luz SC,,2023-07-01T20:00Z
Gruppe B,Sat Jul 1 2023,17:00,-0300,Cordino MA,2-0,0-0,Fluminense PI,,2023-07-01T20:00Z
Gruppe A,Sat Jul 1 2023,15:00,-0300,Tuna Luso PA,2-0,2-0,Humaitá AC,,2023-07-01T18:00Z
Gruppe A,Sat Jul 1 2023,16:00,-0300,Nacional AM,2-0,1-0,Trem AP,,2023-07-01T19:00Z
Gruppe A,Sat Jul 1 2023,17:00,-0300,São Raimundo RR,1-1,0-1,Princesa do Solimões AM,,2023-07-01T20:00Z
Gruppe F,Sat Jul 1 2023,15:30,-0300,Real Noroeste ES,0-1,0-0,Athletic MG,,2023-07-01T18:30Z
Gruppe G,Sat Jul 1 2023,16:00,-0300,Inter de Limeira SP,0-1,0-0,CRAC GO,,2023-07-01T19:00Z
Gruppe G,Sat Jul 1 2023,17:00,-0300,Operário de Campo Grande MS,0-1,0-0,Maringá PR,,2023-07-01T20:00Z
Gruppe G,Sat Jul 1 2023,17:00,-0300,Ferroviária SP,4-2,2-0,XV de Piracicaba SP,,2023-07-01T20:00Z
Gruppe C,Sat Jul 1 2023,16:00,-0300,Iguatu CE,1-2,1-1,Potiguar de Mossoró RN,,2023-07-01T19:00Z
Gruppe C,Sat Jul 1 2023,20:00,-0300,Santa Cruz PE,2-2,2-1,Nacional PB,,2023-07-01T23:00Z
Gruppe C,Sun Jul 2 2023,15:30,-0300,Globo RN,0-2,0-1,Pacajus CE,,2023-07-02T18:30Z
Gruppe H,Sun Jul 2 2023,15:00,-0300,Brasil de Pelotas RS,2-1,1-1,S.E.R. Caxias RS,,2023-07-02T18:00Z
Gruppe B,Sun Jul 2 2023,16:00,-0300,Caucaia CE,1-1,0-1,Ferroviário CE,,2023-07-02T19:00Z
Gruppe G,Sun Jul 2 2023,16:00,-0300,Cascavel FC PR,1-1,0-1,Atlético Patrocinense MG,,2023-07-02T19:00Z
Gruppe B,Sun Jul 2 2023,17:00,-0300,Parnahyba PI,0-3,0-1,Maranhão MA,,2023-07-02T20:00Z
Gruppe E,Sun Jul 2 2023,16:00,-0300,Brasiliense DF,5-1,2-0,Real Ariquemes RO,,2023-07-02T19:00Z
Gruppe E,Sun Jul 2 2023,15:30,-0300,Interporto TO,0-2,0-1,Ceilândia DF,,2023-07-02T18:30Z
Gruppe D,Sun Jul 2 2023,16:00,-0300,Falcon SE,4-1,2-1,Cruzeiro AL,,2023-07-02T19:00Z
Gruppe D,Sun Jul 2 2023,16:00,-0300,Jacuipense BA,0-0,0-0,Bahia de Feira BA,,2023-07-02T19:00Z
Gruppe A,Sun Jul 2 2023,18:00,-0300,São Francisco AC,0-1,0-1,Águia de Marabá PA,,2023-07-02T21:00Z
Gruppe H,Sun Jul 2 2023,18:00,-0300,Novo Hamburgo RS,4-1,2-1,Aimoré RS,,2023-07-02T21:00Z
Gruppe C,Mon Jul 3 2023,20:00,-0300,Campinense PB,1-2,1-1,Sousa PB,,2023-07-03T23:00Z
Gruppe F,Mon Jul 3 2023,20:30,-0300,Democrata Gov. Valadares MG,4-2,0-1,Vitória ES,,2023-07-03T23:30Z
Gruppe F,Sat Jul 8 2023,15:00,-0300,Athletic MG,1-0,1-0,Democrata Gov. Valadares MG,,2023-07-08T18:00Z
Gruppe F,Sat Jul 8 2023,15:00,-0300,Santo André SP,2-0,1-0,Nova Iguaçu RJ,,2023-07-08T18:00Z
Gruppe D,Sat Jul 8 2023,15:00,-0300,Atlético de Alagoinhas BA,1-0,0-0,Jacuipense BA,,2023-07-08T18:00Z
Gruppe D,Sat Jul 8 2023,16:00,-0300,Sergipe SE,1-3,1-1,Falcon SE,,2023-07-08T19:00Z
Gruppe D,Sat Jul 8 2023,17:00,-0300,Retrô PE,1-0,1-0,Bahia de Feira BA,,2023-07-08T20:00Z
Gruppe G,Sat Jul 8 2023,18:00,-0300,CRAC GO,1-2,0-1,XV de Piracicaba SP,,2023-07-08T21:00Z
Gruppe H,Sat Jul 8 2023,15:00,-0300,S.E.R. Caxias RS,3-1,1-1,Aimoré RS,,2023-07-08T18:00Z
Gruppe H,Sat Jul 8 2023,15:00,-0300,Hercílio Luz SC,3-0,1-0,Independente PR,,2023-07-08T18:00Z
Gruppe G,Sat Jul 8 2023,19:00,-0300,Maringá PR,0-0,0-0,Cascavel FC PR,,2023-07-08T22:00Z
Gruppe B,Sat Jul 8 2023,16:00,-0300,Tocantinópolis TO,1-1,1-0,Ferroviário CE,,2023-07-08T19:00Z
Gruppe B,Sat Jul 8 2023,16:00,-0300,Maranhão MA,1-1,1-0,Cordino MA,,2023-07-08T19:00Z
Gruppe G,Sat Jul 8 2023,16:00,-0300,Inter de Limeira SP,1-0,0-0,Ferroviária SP,,2023-07-08T19:00Z
Gruppe C,Sat Jul 8 2023,19:00,-0300,Pacajus CE,4-1,1-1,Iguatu CE,,2023-07-08T22:00Z
Gruppe F,Sat Jul 8 2023,15:00,-0300,Resende FC RJ,0-0,0-0,Portuguesa RJ,,2023-07-08T18:00Z
Gruppe A,Sat Jul 8 2023,18:00,-0300,Humaitá AC,0-0,0-0,Águia de Marabá PA,,2023-07-08T21:00Z
Gruppe B,Sun Jul 9 2023,15:00,-0300,Atlético Cearense CE,3-0,0-0,Caucaia CE,,2023-07-09T18:00Z
Gruppe B,Sun Jul 9 2023,15:30,-0300,Fluminense PI,1-3,0-0,Parnahyba PI,,2023-07-09T18:30Z
Gruppe H,Sun Jul 9 2023,16:00,-0300,Brasil de Pelotas RS,1-0,1-0,Novo Hamburgo RS,,2023-07-09T19:00Z
Gruppe H,Sun Jul 9 2023,15:00,-0300,Concórdia SC,1-1,1-0,Camboriú SC,,2023-07-09T18:00Z
Gruppe E,Sun Jul 9 2023,15:30,-0300,Iporá GO,1-1,0-1,Anápolis FC GO,,2023-07-09T18:30Z
Gruppe E,Sun Jul 9 2023,16:00,-0300,Real Ariquemes RO,0-7,0-1,Ceilândia DF,,2023-07-09T19:00Z
Gruppe E,Sun Jul 9 2023,17:00,-0300,Operário MT,2-1,1-1,União Rondonópolis MT,,2023-07-09T20:00Z
Gruppe D,Sun Jul 9 2023,16:00,-0300,Cruzeiro AL,0-2,0-1,ASA AL,,2023-07-09T19:00Z
Gruppe A,Sun Jul 9 2023,15:00,-0300,Tuna Luso PA,2-0,2-0,São Francisco AC,,2023-07-09T18:00Z
Gruppe A,Sun Jul 9 2023,16:00,-0300,Trem AP,1-2,0-2,São Raimundo RR,,2023-07-09T19:00Z
Gruppe C,Sun Jul 9 2023,16:00,-0300,Sousa PB,1-0,0-0,Nacional PB,,2023-07-09T19:00Z
Gruppe A,Sun Jul 9 2023,17:00,-0300,Princesa do Solimões AM,1-1,0-1,Nacional AM,,2023-07-09T20:00Z
Gruppe C,Sun Jul 9 2023,17:00,-0300,Potiguar de Mossoró RN,2-0,0-0,Globo RN,,2023-07-09T20:00Z
Gruppe F,Sun Jul 9 2023,15:00,-0300,Vitória ES,2-0,1-0,Real Noroeste ES,,2023-07-09T18:00Z
Gruppe G,Sun Jul 9 2023,11:00,-0300,Atlético Patrocinense MG,3-0,2-0,Operário de Campo Grande MS,,2023-07-09T14:00Z
Gruppe E,Mon Jul 10 2023,20:00,-0300,Brasiliense DF,10-0,4-0,Interporto TO,,2023-07-10T23:00Z
Gruppe C,Mon Jul 10 2023,20:00,-0300,Campinense PB,2-0,1-0,Santa Cruz PE,,2023-07-10T23:00Z
Gruppe G,Sat Jul 15 2023,17:00,-0300,Ferroviária SP,1-2,0-1,Maringá PR,,2023-07-15T20:00Z
Gruppe G,Sat Jul 15 2023,17:00,-0300,XV de Piracicaba SP,1-0,0-0,Operário de Campo Grande MS,,2023-07-15T20:00Z
Gruppe H,Sat Jul 15 2023,15:00,-0300,Independente PR,1-0,1-0,Brasil de Pelotas RS,,2023-07-15T18:00Z
Gruppe B,Sat Jul 15 2023,19:00,-0300,Parnahyba PI,1-1,1-1,Atlético Cearense CE,,2023-07-15T22:00Z
Gruppe E,Sat Jul 15 2023,17:00,-0300,Anápolis FC GO,0-0,0-0,Brasiliense DF,,2023-07-15T20:00Z
Gruppe A,Sat Jul 15 2023,18:00,-0300,Águia de Marabá PA,6-1,2-1,São Raimundo RR,,2023-07-15T21:00Z
Gruppe E,Sat Jul 15 2023,16:00,-0300,Operário MT,9-0,4-0,Real Ariquemes RO,,2023-07-15T19:00Z
Gruppe D,Sat Jul 15 2023,16:00,-0300,Falcon SE,1-0,0-0,Atlético de Alagoinhas BA,,2023-07-15T19:00Z
Gruppe D,Sat Jul 15 2023,17:00,-0300,Bahia de Feira BA,1-0,1-0,ASA AL,,2023-07-15T20:00Z
Gruppe F,Sat Jul 15 2023,16:00,-0300,Portuguesa RJ,1-0,1-0,Athletic MG,,2023-07-15T19:00Z
Gruppe F,Sat Jul 15 2023,15:00,-0300,Vitória ES,3-1,0-1,Santo André SP,,2023-07-15T18:00Z
Gruppe F,Sat Jul 15 2023,11:00,-0300,Nova Iguaçu RJ,1-1,1-1,Real Noroeste ES,,2023-07-15T14:00Z
Gruppe C,Sat Jul 15 2023,19:00,-0300,Pacajus CE,1-1,0-0,Sousa PB,,2023-07-15T22:00Z
Gruppe E,Sat Jul 15 2023,16:00,-0300,Interporto TO,0-2,0-1,Iporá GO,,2023-07-15T19:00Z
Gruppe H,Sun Jul 16 2023,16:00,-0300,Novo Hamburgo RS,5-5,1-5,Hercílio Luz SC,,2023-07-16T19:00Z
Gruppe D,Sun Jul 16 2023,16:00,-0300,Jacuipense BA,2-2,0-1,Sergipe SE,,2023-07-16T19:00Z
Gruppe D,Sun Jul 16 2023,16:00,-0300,Cruzeiro AL,2-1,0-0,Retrô PE,,2023-07-16T19:00Z
Gruppe B,Sun Jul 16 2023,16:00,-0300,Maranhão MA,2-1,1-0,Tocantinópolis TO,,2023-07-16T19:00Z
Gruppe B,Sun Jul 16 2023,17:00,-0300,Ferroviário CE,6-1,5-1,Cordino MA,,2023-07-16T20:00Z
Gruppe A,Sun Jul 16 2023,18:00,-0300,São Francisco AC,0-3,0-1,Princesa do Solimões AM,,2023-07-16T21:00Z
Gruppe A,Sun Jul 16 2023,16:00,-0300,Nacional AM,2-1,1-0,Tuna Luso PA,,2023-07-16T19:00Z
Gruppe A,Sun Jul 16 2023,16:00,-0300,Trem AP,0-1,0-0,Humaitá AC,,2023-07-16T19:00Z
Gruppe E,Sun Jul 16 2023,15:30,-0300,Ceilândia DF,2-0,0-0,União Rondonópolis MT,,2023-07-16T18:30Z
Gruppe H,Sun Jul 16 2023,16:00,-0300,Aimoré RS,0-4,0-3,Camboriú SC,,2023-07-16T19:00Z
Gruppe G,Sun Jul 16 2023,16:00,-0300,Cascavel FC PR,0-0,0-0,Inter de Limeira SP,,2023-07-16T19:00Z
Gruppe G,Sun Jul 16 2023,11:00,-0300,Atlético Patrocinense MG,2-0,1-0,CRAC GO,,2023-07-16T14:00Z
Gruppe B,Sun Jul 16 2023,16:00,-0300,Caucaia CE,3-1,0-0,Fluminense PI,,2023-07-16T19:00Z
Gruppe C,Sun Jul 16 2023,15:30,-0300,Globo RN,0-1,0-1,Campinense PB,,2023-07-16T18:30Z
Gruppe C,Sun Jul 16 2023,16:00,-0300,Nacional PB,3-1,1-0,Iguatu CE,,2023-07-16T19:00Z
Gruppe C,Sun Jul 16 2023,16:00,-0300,Santa Cruz PE,1-1,0-1,Potiguar de Mossoró RN,,2023-07-16T19:00Z
Gruppe H,Sun Jul 16 2023,15:00,-0300,Concórdia SC,4-0,1-0,S.E.R. Caxias RS,,2023-07-16T18:00Z
Gruppe F,Mon Jul 17 2023,20:30,-0300,Democrata Gov. Valadares MG,2-0,2-0,Resende FC RJ,,2023-07-17T23:30Z
Gruppe B,Sat Jul 22 2023,15:00,-0300,Fluminense PI,0-2,0-2,Ferroviário CE,,2023-07-22T18:00Z
Gruppe B,Sat Jul 22 2023,15:00,-0300,Tocantinópolis TO,1-1,1-0,Parnahyba PI,,2023-07-22T18:00Z
Gruppe B,Sat Jul 22 2023,15:00,-0300,Cordino MA,1-4,1-2,Caucaia CE,,2023-07-22T18:00Z
Gruppe A,Sat Jul 22 2023,17:00,-0300,Princesa do Solimões AM,0-0,0-0,Águia de Marabá PA,,2023-07-22T20:00Z
Gruppe A,Sat Jul 22 2023,17:00,-0300,Humaitá AC,0-2,0-1,Nacional AM,,2023-07-22T20:00Z
Gruppe A,Sat Jul 22 2023,17:00,-0300,São Raimundo RR,7-0,3-0,São Francisco AC,,2023-07-22T20:00Z
Gruppe A,Sat Jul 22 2023,17:00,-0300,Tuna Luso PA,1-0,0-0,Trem AP,,2023-07-22T20:00Z
Gruppe H,Sat Jul 22 2023,18:00,-0300,Hercílio Luz SC,2-0,1-0,Aimoré RS,,2023-07-22T21:00Z
Gruppe H,Sat Jul 22 2023,18:00,-0300,Camboriú SC,1-0,0-0,Novo Hamburgo RS,,2023-07-22T21:00Z
Gruppe G,Sat Jul 22 2023,18:00,-0300,Maringá PR,3-2,1-1,XV de Piracicaba SP,,2023-07-22T21:00Z
Gruppe B,Sat Jul 22 2023,15:00,-0300,Atlético Cearense CE,1-0,0-0,Maranhão MA,,2023-07-22T18:00Z
Gruppe G,Sat Jul 22 2023,18:00,-0300,Operário de Campo Grande MS,0-1,0-1,Ferroviária SP,,2023-07-22T21:00Z
Gruppe G,Sat Jul 22 2023,18:00,-0300,CRAC GO,1-2,1-0,Cascavel FC PR,,2023-07-22T21:00Z
Gruppe G,Sat Jul 22 2023,18:00,-0300,Inter de Limeira SP,1-0,0-0,Atlético Patrocinense MG,,2023-07-22T21:00Z
Gruppe H,Sat Jul 22 2023,18:00,-0300,Brasil de Pelotas RS,1-0,0-0,Concórdia SC,,2023-07-22T21:00Z
Gruppe H,Sat Jul 22 2023,18:00,-0300,S.E.R. Caxias RS,2-1,0-1,Independente PR,,2023-07-22T21:00Z
Gruppe E,Sun Jul 23 2023,15:00,-0300,Real Ariquemes RO,0-8,0-4,Anápolis FC GO,,2023-07-23T18:00Z
Gruppe E,Sun Jul 23 2023,16:00,-0300,Brasiliense DF,4-1,3-0,Operário MT,,2023-07-23T19:00Z
Gruppe E,Sun Jul 23 2023,16:00,-0300,Iporá GO,1-1,0-1,Ceilândia DF,,2023-07-23T19:00Z
Gruppe E,Sun Jul 23 2023,16:00,-0300,União Rondonópolis MT,3-0,1-0,Interporto TO,,2023-07-23T19:00Z
Gruppe D,Sun Jul 23 2023,18:00,-0300,Atlético de Alagoinhas BA,1-2,1-0,Cruzeiro AL,,2023-07-23T21:00Z
Gruppe D,Sun Jul 23 2023,18:00,-0300,Sergipe SE,1-0,1-0,Bahia de Feira BA,,2023-07-23T21:00Z
Gruppe D,Sun Jul 23 2023,18:00,-0300,ASA AL,3-2,1-1,Jacuipense BA,,2023-07-23T21:00Z
Gruppe C,Sun Jul 23 2023,18:00,-0300,Potiguar de Mossoró RN,0-0,0-0,Nacional PB,,2023-07-23T21:00Z
Gruppe C,Sun Jul 23 2023,18:00,-0300,Iguatu CE,1-0,1-0,Santa Cruz PE,,2023-07-23T21:00Z
Gruppe C,Sun Jul 23 2023,18:00,-0300,Sousa PB,4-0,0-0,Globo RN,,2023-07-23T21:00Z
Gruppe F,Sun Jul 23 2023,15:00,-0300,Resende FC RJ,1-2,0-1,Vitória ES,,2023-07-23T18:00Z
Gruppe F,Sun Jul 23 2023,15:00,-0300,Real Noroeste ES,0-0,0-0,Portuguesa RJ,,2023-07-23T18:00Z
