Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
4,Sun Mar 19 2023,13:00,EET/+0200,FK Panevėžys,2-1,0-1,Kauno Žalgiris,,2023-03-19T11:00Z
5,Fri Mar 31 2023,18:00,EEST/+0300,Banga Gargždai,0-5,0-3,FC Hegelmann,,2023-03-31T15:00Z
5,Sat Apr 1 2023,13:00,EEST/+0300,FK Panevėžys,3-1,0-0,FA Šiauliai,,2023-04-01T10:00Z
5,Sat Apr 1 2023,15:00,EEST/+0300,FC Džiugas,1-1,1-1,FK Riteriai,,2023-04-01T12:00Z
5,Sat Apr 1 2023,19:00,EEST/+0300,FK Žalgiris,4-0,1-0,FK Sūduva,,2023-04-01T16:00Z
5,Sun Apr 2 2023,17:55,EEST/+0300,DFK Dainava,0-0,0-0,Kauno Žalgiris,,2023-04-02T14:55Z
6,Tue Apr 4 2023,18:00,EEST/+0300,FA Šiauliai,1-0,1-0,FK Žalgiris,,2023-04-04T15:00Z
6,Tue Apr 4 2023,18:00,EEST/+0300,FC Hegelmann,2-4,2-1,FK Panevėžys,,2023-04-04T15:00Z
6,Wed Apr 5 2023,19:00,EEST/+0300,FK Riteriai,0-0,0-0,Banga Gargždai,,2023-04-05T16:00Z
6,Wed Apr 5 2023,20:00,EEST/+0300,FK Sūduva,2-0,1-0,DFK Dainava,,2023-04-05T17:00Z
6,Wed Apr 5 2023,18:00,EEST/+0300,Kauno Žalgiris,3-1,0-1,FC Džiugas,,2023-04-05T15:00Z
7,Sat Apr 8 2023,17:00,EEST/+0300,DFK Dainava,0-0,0-0,FA Šiauliai,,2023-04-08T14:00Z
7,Sat Apr 8 2023,15:00,EEST/+0300,FK Panevėžys,0-0,0-0,FK Žalgiris,,2023-04-08T12:00Z
7,Sun Apr 9 2023,13:00,EEST/+0300,FC Hegelmann,0-1,0-0,FK Riteriai,,2023-04-09T10:00Z
7,Sun Apr 9 2023,15:00,EEST/+0300,FC Džiugas,0-2,0-2,FK Sūduva,,2023-04-09T12:00Z
7,Sun Apr 9 2023,17:55,EEST/+0300,Banga Gargždai,0-2,0-2,Kauno Žalgiris,,2023-04-09T14:55Z
8,Fri Apr 14 2023,18:00,EEST/+0300,FK Sūduva,0-2,0-1,Banga Gargždai,,2023-04-14T15:00Z
8,Sat Apr 15 2023,15:00,EEST/+0300,FA Šiauliai,2-0,1-0,FC Džiugas,,2023-04-15T12:00Z
8,Sat Apr 15 2023,17:00,EEST/+0300,Kauno Žalgiris,3-1,2-0,FK Riteriai,,2023-04-15T14:00Z
8,Sat Apr 15 2023,13:00,EEST/+0300,FK Panevėžys,0-0,0-0,DFK Dainava,,2023-04-15T10:00Z
8,Sun Apr 16 2023,17:55,EEST/+0300,FK Žalgiris,1-0,0-0,FC Hegelmann,,2023-04-16T14:55Z
9,Tue Apr 18 2023,20:00,EEST/+0300,FK Riteriai,1-0,1-0,FK Sūduva,,2023-04-18T17:00Z
9,Tue Apr 18 2023,18:00,EEST/+0300,Banga Gargždai,0-1,0-1,FA Šiauliai,,2023-04-18T15:00Z
9,Wed Apr 19 2023,18:00,EEST/+0300,FC Džiugas,0-3,0-1,FK Panevėžys,,2023-04-19T15:00Z
9,Wed Apr 19 2023,19:00,EEST/+0300,FC Hegelmann,3-2,0-1,Kauno Žalgiris,,2023-04-19T16:00Z
9,Wed Apr 19 2023,20:00,EEST/+0300,DFK Dainava,0-2,0-1,FK Žalgiris,,2023-04-19T17:00Z
10,Sat Apr 22 2023,17:00,EEST/+0300,FA Šiauliai,1-1,0-0,FK Riteriai,,2023-04-22T14:00Z
10,Sun Apr 23 2023,15:00,EEST/+0300,DFK Dainava,1-0,0-0,FC Hegelmann,,2023-04-23T12:00Z
10,Sun Apr 23 2023,17:55,EEST/+0300,Kauno Žalgiris,3-0,0-0,FK Sūduva,,2023-04-23T14:55Z
10,Sun Apr 23 2023,13:00,EEST/+0300,FC Džiugas,0-2,0-0,FK Žalgiris,,2023-04-23T10:00Z
10,Mon Apr 24 2023,18:00,EEST/+0300,FK Panevėžys,2-0,1-0,Banga Gargždai,,2023-04-24T15:00Z
11,Fri Apr 28 2023,18:00,EEST/+0300,FC Hegelmann,6-0,3-0,FK Sūduva,,2023-04-28T15:00Z
11,Sat Apr 29 2023,17:00,EEST/+0300,DFK Dainava,2-2,1-1,FC Džiugas,,2023-04-29T14:00Z
11,Sat Apr 29 2023,18:00,EEST/+0300,FA Šiauliai,1-0,0-0,Kauno Žalgiris,,2023-04-29T15:00Z
11,Sat Apr 29 2023,13:00,EEST/+0300,FK Panevėžys,3-1,0-1,FK Riteriai,,2023-04-29T10:00Z
11,Sun Apr 30 2023,17:55,EEST/+0300,Banga Gargždai,0-2,0-0,FK Žalgiris,,2023-04-30T14:55Z
12,Tue May 2 2023,18:00,EEST/+0300,FC Džiugas,2-0,1-0,FC Hegelmann,,2023-05-02T15:00Z
12,Tue May 2 2023,20:00,EEST/+0300,FK Sūduva,0-2,0-2,FA Šiauliai,,2023-05-02T17:00Z
12,Wed May 3 2023,20:00,EEST/+0300,FK Riteriai,0-2,0-0,FK Žalgiris,,2023-05-03T17:00Z
12,Wed May 3 2023,18:00,EEST/+0300,Banga Gargždai,2-1,1-1,DFK Dainava,,2023-05-03T15:00Z
12,Thu May 4 2023,19:00,EEST/+0300,Kauno Žalgiris,0-1,0-0,FK Panevėžys,,2023-05-04T16:00Z
13,Fri May 12 2023,18:00,EEST/+0300,FC Hegelmann,2-3,2-2,FA Šiauliai,,2023-05-12T15:00Z
13,Sat May 13 2023,15:00,EEST/+0300,DFK Dainava,5-0,1-0,FK Riteriai,,2023-05-13T12:00Z
13,Sat May 13 2023,17:00,EEST/+0300,FK Panevėžys,0-0,0-0,FK Sūduva,,2023-05-13T14:00Z
13,Sun May 14 2023,17:55,EEST/+0300,FK Žalgiris,2-1,1-0,Kauno Žalgiris,,2023-05-14T14:55Z
13,Sun May 14 2023,15:00,EEST/+0300,FC Džiugas,1-2,0-1,Banga Gargždai,,2023-05-14T12:00Z
14,Fri May 19 2023,18:00,EEST/+0300,FC Hegelmann,5-0,3-0,Banga Gargždai,,2023-05-19T15:00Z
14,Sat May 20 2023,15:00,EEST/+0300,FK Sūduva,2-1,0-1,FK Žalgiris,,2023-05-20T12:00Z
14,Sat May 20 2023,17:00,EEST/+0300,Kauno Žalgiris,1-0,1-0,DFK Dainava,,2023-05-20T14:00Z
14,Sun May 21 2023,17:55,EEST/+0300,FA Šiauliai,0-0,0-0,FK Panevėžys,,2023-05-21T14:55Z
14,Sun May 21 2023,16:00,EEST/+0300,FK Riteriai,1-1,0-0,FC Džiugas,,2023-05-21T13:00Z
15,Fri May 26 2023,18:00,EEST/+0300,FK Sūduva,1-0,0-0,FC Džiugas,,2023-05-26T15:00Z
15,Sat May 27 2023,19:00,EEST/+0300,FK Riteriai,0-4,0-2,FC Hegelmann,,2023-05-27T16:00Z
15,Sat May 27 2023,17:00,EEST/+0300,FA Šiauliai,2-0,1-0,DFK Dainava,,2023-05-27T14:00Z
15,Sun May 28 2023,17:55,EEST/+0300,FK Žalgiris,2-1,0-0,FK Panevėžys,,2023-05-28T14:55Z
15,Sun May 28 2023,16:00,EEST/+0300,Kauno Žalgiris,0-0,0-0,Banga Gargždai,,2023-05-28T13:00Z
16,Fri Jun 2 2023,18:00,EEST/+0300,FC Džiugas,0-0,0-0,Kauno Žalgiris,,2023-06-02T15:00Z
16,Sat Jun 3 2023,15:00,EEST/+0300,DFK Dainava,2-1,0-1,FK Sūduva,,2023-06-03T12:00Z
16,Sat Jun 3 2023,17:00,EEST/+0300,Banga Gargždai,1-1,0-0,FK Riteriai,,2023-06-03T14:00Z
16,Sat Jun 3 2023,19:00,EEST/+0300,FK Panevėžys,1-0,1-0,FC Hegelmann,,2023-06-03T16:00Z
16,Sun Jun 4 2023,17:55,EEST/+0300,FK Žalgiris,2-2,1-2,FA Šiauliai,,2023-06-04T14:55Z
17,Tue Jun 6 2023,20:00,EEST/+0300,FK Riteriai,1-1,1-1,Kauno Žalgiris,,2023-06-06T17:00Z
17,Tue Jun 6 2023,18:00,EEST/+0300,Banga Gargždai,1-0,1-0,FK Sūduva,,2023-06-06T15:00Z
17,Wed Jun 7 2023,18:00,EEST/+0300,FC Džiugas,1-1,0-0,FA Šiauliai,,2023-06-07T15:00Z
17,Wed Jun 7 2023,19:00,EEST/+0300,DFK Dainava,0-1,0-1,FK Panevėžys,,2023-06-07T16:00Z
17,Wed Jun 7 2023,20:00,EEST/+0300,FC Hegelmann,0-1,0-0,FK Žalgiris,,2023-06-07T17:00Z
18,Sat Jun 10 2023,19:00,EEST/+0300,FA Šiauliai,1-1,0-1,Banga Gargždai,,2023-06-10T16:00Z
18,Sat Jun 10 2023,17:00,EEST/+0300,FK Sūduva,0-0,0-0,FK Riteriai,,2023-06-10T14:00Z
18,Sun Jun 11 2023,17:55,EEST/+0300,FK Panevėžys,4-0,2-0,FC Džiugas,,2023-06-11T14:55Z
18,Sun Jun 11 2023,16:00,EEST/+0300,FK Žalgiris,0-0,0-0,DFK Dainava,,2023-06-11T13:00Z
19,Thu Jun 22 2023,20:00,EEST/+0300,Kauno Žalgiris,1-1,0-0,FK Sūduva,,2023-06-22T17:00Z
19,Thu Jun 22 2023,19:00,EEST/+0300,FC Džiugas,1-2,0-1,FK Žalgiris,,2023-06-22T16:00Z
19,Sat Jun 24 2023,13:00,EEST/+0300,FC Hegelmann,0-0,0-0,DFK Dainava,,2023-06-24T10:00Z
19,Sat Jun 24 2023,19:00,EEST/+0300,FA Šiauliai,2-0,1-0,FK Riteriai,,2023-06-24T16:00Z
19,Sun Jun 25 2023,18:00,EEST/+0300,Banga Gargždai,0-1,0-1,FK Panevėžys,,2023-06-25T15:00Z
22,Tue Jun 27 2023,19:00,EEST/+0300,Kauno Žalgiris,2-5,0-3,FK Žalgiris,,2023-06-27T16:00Z
22,Wed Jun 28 2023,19:00,EEST/+0300,FA Šiauliai,1-3,1-1,FC Hegelmann,,2023-06-28T16:00Z
20,Fri Jun 30 2023,18:00,EEST/+0300,FK Panevėžys,1-0,1-0,FK Riteriai,,2023-06-30T15:00Z
20,Sat Jul 1 2023,18:00,EEST/+0300,FC Džiugas,2-1,1-0,DFK Dainava,,2023-07-01T15:00Z
20,Sun Jul 2 2023,20:00,EEST/+0300,FK Sūduva,0-1,0-0,FC Hegelmann,,2023-07-02T17:00Z
20,Sun Jul 2 2023,20:00,EEST/+0300,Banga Gargždai,1-4,0-1,FK Žalgiris,,2023-07-02T17:00Z
20,Sun Jul 2 2023,17:55,EEST/+0300,Kauno Žalgiris,3-2,2-1,FA Šiauliai,,2023-07-02T14:55Z
21,Thu Jul 6 2023,19:00,EEST/+0300,FK Žalgiris,3-0,1-0,FK Riteriai,,2023-07-06T16:00Z
21,Fri Jul 7 2023,19:00,EEST/+0300,FK Panevėžys,3-0,1-0,Kauno Žalgiris,,2023-07-07T16:00Z
21,Sat Jul 8 2023,17:00,EEST/+0300,FC Džiugas,1-2,0-0,FC Hegelmann,,2023-07-08T14:00Z
21,Sat Jul 8 2023,19:00,EEST/+0300,FA Šiauliai,3-2,1-1,FK Sūduva,,2023-07-08T16:00Z
21,Sun Jul 9 2023,17:55,EEST/+0300,DFK Dainava,0-1,0-0,Banga Gargždai,,2023-07-09T14:55Z
22,Fri Jul 14 2023,19:00,EEST/+0300,Banga Gargždai,0-1,0-0,FC Džiugas,,2023-07-14T16:00Z
22,Sun Jul 16 2023,17:55,EEST/+0300,FK Riteriai,1-3,1-3,DFK Dainava,,2023-07-16T14:55Z
24,Tue Jul 18 2023,20:00,EEST/+0300,Banga Gargždai,1-1,0-1,Kauno Žalgiris,,2023-07-18T17:00Z
23,Fri Jul 21 2023,19:00,EEST/+0300,FK Žalgiris,4-0,0-0,FK Sūduva,,2023-07-21T16:00Z
23,Sat Jul 22 2023,19:00,EEST/+0300,DFK Dainava,1-1,0-0,Kauno Žalgiris,,2023-07-22T16:00Z
23,Sun Jul 23 2023,17:55,EEST/+0300,FC Džiugas,2-2,1-2,FK Riteriai,,2023-07-23T14:55Z
23,Mon Jul 24 2023,20:00,EEST/+0300,FK Panevėžys,2-0,0-0,FA Šiauliai,,2023-07-24T17:00Z
23,Tue Jul 25 2023,19:00,EEST/+0300,Banga Gargždai,0-3,0-2,FC Hegelmann,,2023-07-25T16:00Z
24,Fri Jul 28 2023,19:00,EEST/+0300,DFK Dainava,1-2,0-0,FA Šiauliai,,2023-07-28T16:00Z
24,Sat Jul 29 2023,18:00,EEST/+0300,FC Džiugas,1-1,1-1,FK Sūduva,,2023-07-29T15:00Z
24,Sun Jul 30 2023,18:00,EEST/+0300,FC Hegelmann,1-0,1-0,FK Riteriai,,2023-07-30T15:00Z
24,Sun Jul 30 2023,21:00,EEST/+0300,FK Žalgiris,1-2,1-1,FK Panevėžys,,2023-07-30T18:00Z
25,Fri Aug 4 2023,19:00,EEST/+0300,FK Sūduva,2-0,0-0,DFK Dainava,,2023-08-04T16:00Z
25,Sat Aug 5 2023,18:00,EEST/+0300,FK Riteriai,0-1,0-1,Banga Gargždai,,2023-08-05T15:00Z
25,Sun Aug 6 2023,19:00,EEST/+0300,Kauno Žalgiris,0-0,0-0,FC Džiugas,,2023-08-06T16:00Z
25,Sun Aug 6 2023,17:55,EEST/+0300,FA Šiauliai,0-0,0-0,FK Žalgiris,,2023-08-06T14:55Z
25,Mon Aug 7 2023,19:00,EEST/+0300,FK Panevėžys,2-2,0-1,FC Hegelmann,,2023-08-07T16:00Z
26,Fri Aug 11 2023,19:00,EEST/+0300,FA Šiauliai,3-0 (*),,FC Džiugas,awd.,2023-08-11T16:00Z
26,Fri Aug 11 2023,19:00,EEST/+0300,FK Sūduva,1-0,0-0,Banga Gargždai,,2023-08-11T16:00Z
26,Sun Aug 13 2023,17:55,EEST/+0300,Kauno Žalgiris,3-2,2-2,FK Riteriai,,2023-08-13T14:55Z
26,Sun Aug 13 2023,20:00,EEST/+0300,FK Žalgiris,4-0,3-0,FC Hegelmann,,2023-08-13T17:00Z
26,Sun Aug 13 2023,15:00,EEST/+0300,FK Panevėžys,2-0,0-0,DFK Dainava,,2023-08-13T12:00Z
27,Fri Aug 18 2023,19:00,EEST/+0300,FK Riteriai,1-2,0-1,FK Sūduva,,2023-08-18T16:00Z
27,Sat Aug 19 2023,16:00,EEST/+0300,FC Džiugas,0-3,0-1,FK Panevėžys,,2023-08-19T13:00Z
27,Sat Aug 19 2023,18:00,EEST/+0300,Banga Gargždai,1-1,0-1,FA Šiauliai,,2023-08-19T15:00Z
27,Sun Aug 20 2023,17:55,EEST/+0300,DFK Dainava,0-2,0-0,FK Žalgiris,,2023-08-20T14:55Z
27,Sun Aug 20 2023,19:00,EEST/+0300,FC Hegelmann,1-1,1-0,Kauno Žalgiris,,2023-08-20T16:00Z
28,Fri Aug 25 2023,19:00,EEST/+0300,FK Riteriai,0-1,0-0,FA Šiauliai,,2023-08-25T16:00Z
28,Sat Aug 26 2023,17:00,EEST/+0300,FK Sūduva,2-6,2-1,Kauno Žalgiris,,2023-08-26T14:00Z
28,Sat Aug 26 2023,19:00,EEST/+0300,DFK Dainava,1-2,0-0,FC Hegelmann,,2023-08-26T16:00Z
28,Sun Aug 27 2023,15:00,EEST/+0300,FK Panevėžys,2-0,1-0,Banga Gargždai,,2023-08-27T12:00Z
28,Sun Aug 27 2023,17:55,EEST/+0300,FK Žalgiris,4-1,2-0,FC Džiugas,,2023-08-27T14:55Z
29,Sat Sep 2 2023,15:00,EEST/+0300,FC Hegelmann,2-0,1-0,FK Sūduva,,2023-09-02T12:00Z
29,Sat Sep 2 2023,17:00,EEST/+0300,DFK Dainava,1-0,0-0,FC Džiugas,,2023-09-02T14:00Z
29,Sat Sep 2 2023,13:00,EEST/+0300,FK Riteriai,0-2,0-1,FK Panevėžys,,2023-09-02T10:00Z
29,Sun Sep 3 2023,17:55,EEST/+0300,FA Šiauliai,1-1,0-1,Kauno Žalgiris,,2023-09-03T14:55Z
29,Sun Sep 3 2023,18:00,EEST/+0300,FK Žalgiris,1-0,1-0,Banga Gargždai,,2023-09-03T15:00Z
22,Sat Sep 16 2023,15:00,EEST/+0300,FK Sūduva,0-1,0-0,FK Panevėžys,,2023-09-16T12:00Z
30,Sat Sep 16 2023,18:00,EEST/+0300,Banga Gargždai,1-0,0-0,DFK Dainava,,2023-09-16T15:00Z
30,Sun Sep 17 2023,15:00,EEST/+0300,FC Hegelmann,1-1,0-0,FC Džiugas,,2023-09-17T12:00Z
30,Sun Sep 17 2023,17:55,EEST/+0300,FK Riteriai,2-6,1-2,FK Žalgiris,,2023-09-17T14:55Z
31,Fri Sep 22 2023,18:00,EEST/+0300,DFK Dainava,0-1,0-1,FK Riteriai,,2023-09-22T15:00Z
31,Sat Sep 23 2023,15:00,EEST/+0300,FC Džiugas,0-1,0-0,Banga Gargždai,,2023-09-23T12:00Z
31,Sat Sep 23 2023,17:00,EEST/+0300,FK Panevėžys,2-1,2-1,FK Sūduva,,2023-09-23T14:00Z
31,Sun Sep 24 2023,17:55,EEST/+0300,FK Žalgiris,0-2,0-1,Kauno Žalgiris,,2023-09-24T14:55Z
31,Sun Sep 24 2023,15:00,EEST/+0300,FC Hegelmann,3-1,1-0,FA Šiauliai,,2023-09-24T12:00Z
32,Thu Sep 28 2023,19:00,EEST/+0300,Kauno Žalgiris,1-1,1-0,DFK Dainava,,2023-09-28T16:00Z
32,Fri Sep 29 2023,18:00,EEST/+0300,FC Hegelmann,1-0,0-0,Banga Gargždai,,2023-09-29T15:00Z
32,Sat Sep 30 2023,17:00,EEST/+0300,FK Riteriai,0-0,0-0,FC Džiugas,,2023-09-30T14:00Z
32,Sat Sep 30 2023,15:00,EEST/+0300,FK Sūduva,0-2,0-1,FK Žalgiris,,2023-09-30T12:00Z
33,Sat Oct 7 2023,19:00,EEST/+0300,FK Riteriai,2-3,0-0,FC Hegelmann,,2023-10-07T16:00Z
33,Sat Oct 7 2023,17:00,EEST/+0300,FK Sūduva,0-0,0-0,FC Džiugas,,2023-10-07T14:00Z
33,Sat Oct 7 2023,15:00,EEST/+0300,Kauno Žalgiris,3-1,1-1,Banga Gargždai,,2023-10-07T12:00Z
33,Sun Oct 8 2023,17:55,EEST/+0300,FK Panevėžys,2-0,1-0,FK Žalgiris,,2023-10-08T14:55Z
33,Sun Oct 8 2023,16:00,EEST/+0300,FA Šiauliai,0-0,0-0,DFK Dainava,,2023-10-08T13:00Z
34,Fri Oct 20 2023,18:00,EEST/+0300,DFK Dainava,1-2,0-1,FK Sūduva,,2023-10-20T15:00Z
34,Sat Oct 21 2023,15:00,EEST/+0300,FC Džiugas,0-2,0-1,Kauno Žalgiris,,2023-10-21T12:00Z
34,Sat Oct 21 2023,15:00,EEST/+0300,FC Hegelmann,0-0,0-0,FK Panevėžys,,2023-10-21T12:00Z
34,Sat Oct 21 2023,17:00,EEST/+0300,Banga Gargždai,1-2,1-0,FK Riteriai,,2023-10-21T14:00Z
34,Sun Oct 22 2023,17:55,EEST/+0300,FK Žalgiris,2-2,1-0,FA Šiauliai,,2023-10-22T14:55Z
30,Wed Oct 25 2023,18:00,EEST/+0300,FK Sūduva,2-0,0-0,FA Šiauliai,,2023-10-25T15:00Z
30,Wed Oct 25 2023,18:30,EEST/+0300,Kauno Žalgiris,1-1,0-0,FK Panevėžys,,2023-10-25T15:30Z
18,Sun Oct 29 2023,15:00,EET/+0200,Kauno Žalgiris,4-0,1-0,FC Hegelmann,,2023-10-29T13:00Z
32,Mon Oct 30 2023,18:00,EET/+0200,FA Šiauliai,1-1,1-0,FK Panevėžys,,2023-10-30T16:00Z
35,Fri Nov 3 2023,18:00,EET/+0200,Banga Gargždai,1-0,0-0,FK Sūduva,,2023-11-03T16:00Z
35,Sat Nov 4 2023,15:00,EET/+0200,FC Hegelmann,2-0,1-0,FK Žalgiris,,2023-11-04T13:00Z
35,Sat Nov 4 2023,13:00,EET/+0200,FC Džiugas,3-3,1-2,FA Šiauliai,,2023-11-04T11:00Z
35,Sun Nov 5 2023,15:00,EET/+0200,DFK Dainava,1-2,1-0,FK Panevėžys,,2023-11-05T13:00Z
35,Sun Nov 5 2023,17:55,EET/+0200,FK Riteriai,1-3,0-2,Kauno Žalgiris,,2023-11-05T15:55Z
36,Sun Nov 12 2023,14:55,EET/+0200,FK Panevėžys,0-0,0-0,FC Džiugas,,2023-11-12T12:55Z
36,Sun Nov 12 2023,14:55,EET/+0200,FK Sūduva,0-3,0-1,FK Riteriai,,2023-11-12T12:55Z
36,Sun Nov 12 2023,14:55,EET/+0200,FA Šiauliai,3-0,2-0,Banga Gargždai,,2023-11-12T12:55Z
36,Sun Nov 12 2023,14:55,EET/+0200,FK Žalgiris,1-0,1-0,DFK Dainava,,2023-11-12T12:55Z
36,Sun Nov 12 2023,14:55,EET/+0200,Kauno Žalgiris,4-2,2-0,FC Hegelmann,,2023-11-12T12:55Z
