Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
,12,Tue Jun 27 2023,18:00,EEST/+0300,Haka Valkeakoski,1-1,0-1,HJK Helsinki,,,2023-06-27T15:00Z
,12,Tue Jun 27 2023,18:00,EEST/+0300,FC Honka,1-0,0-0,Vaasan PS,,,2023-06-27T15:00Z
,12,Tue Jun 27 2023,18:00,EEST/+0300,KTP,2-0,0-0,FC Lahti,,,2023-06-27T15:00Z
,13,Sat Jul 1 2023,17:00,EEST/+0300,Vaasan PS,3-0,2-0,Inter Turku,,,2023-07-01T14:00Z
,13,Sat Jul 1 2023,18:30,EEST/+0300,IFK Mariehamn,0-0,0-0,KTP,,,2023-07-01T15:30Z
,13,Sat Jul 1 2023,19:00,EEST/+0300,FC Lahti,3-4,1-2,Kuopion PS,,,2023-07-01T16:00Z
,13,Sat Jul 1 2023,17:00,EEST/+0300,AC Oulu,3-0,3-0,Haka Valkeakoski,,,2023-07-01T14:00Z
,13,Sat Jul 1 2023,17:00,EEST/+0300,Ilves Tampere,1-1,0-0,SJK Seinäjoki,,,2023-07-01T14:00Z
,13,Sat Jul 1 2023,14:00,EEST/+0300,FC Honka,1-1,0-0,HJK Helsinki,,,2023-07-01T11:00Z
,14,Sat Jul 8 2023,17:00,EEST/+0300,SJK Seinäjoki,1-0,1-0,FC Honka,,,2023-07-08T14:00Z
,14,Sat Jul 8 2023,17:00,EEST/+0300,Kuopion PS,0-1,0-0,Vaasan PS,,,2023-07-08T14:00Z
,14,Sat Jul 8 2023,17:00,EEST/+0300,Haka Valkeakoski,2-2,2-2,Inter Turku,,,2023-07-08T14:00Z
,14,Sat Jul 8 2023,14:00,EEST/+0300,HJK Helsinki,0-1,0-1,FC Lahti,,,2023-07-08T11:00Z
,14,Sat Jul 8 2023,17:00,EEST/+0300,KTP,0-0,0-0,Ilves Tampere,,,2023-07-08T14:00Z
,14,Sun Jul 9 2023,18:30,EEST/+0300,IFK Mariehamn,1-2,1-1,AC Oulu,,,2023-07-09T15:30Z
,3,Wed Jul 12 2023,18:00,EEST/+0300,Inter Turku,0-2,0-1,Vaasan PS,,,2023-07-12T15:00Z
,15,Sat Jul 15 2023,17:00,EEST/+0300,Vaasan PS,3-0,1-0,AC Oulu,,,2023-07-15T14:00Z
,15,Sat Jul 15 2023,15:00,EEST/+0300,Ilves Tampere,0-0,0-0,IFK Mariehamn,,,2023-07-15T12:00Z
,15,Sun Jul 16 2023,18:30,EEST/+0300,FC Lahti,1-1,1-1,SJK Seinäjoki,,,2023-07-16T15:30Z
,15,Mon Jul 17 2023,18:00,EEST/+0300,Inter Turku,1-1,0-0,Kuopion PS,,,2023-07-17T15:00Z
,16,Sat Jul 22 2023,17:00,EEST/+0300,Inter Turku,1-2,0-0,SJK Seinäjoki,,,2023-07-22T14:00Z
,16,Sat Jul 22 2023,17:00,EEST/+0300,HJK Helsinki,1-0,0-0,Ilves Tampere,,,2023-07-22T14:00Z
,16,Sat Jul 22 2023,17:00,EEST/+0300,AC Oulu,3-1,1-0,KTP,,,2023-07-22T14:00Z
,16,Sun Jul 23 2023,18:30,EEST/+0300,Vaasan PS,4-1,2-1,Haka Valkeakoski,,,2023-07-23T15:30Z
,16,Sun Jul 23 2023,15:00,EEST/+0300,FC Lahti,0-2,0-1,IFK Mariehamn,,,2023-07-23T12:00Z
,17,Fri Jul 28 2023,18:00,EEST/+0300,Ilves Tampere,0-2,0-2,Vaasan PS,,,2023-07-28T15:00Z
,17,Sat Jul 29 2023,17:00,EEST/+0300,SJK Seinäjoki,1-2,1-0,HJK Helsinki,,,2023-07-29T14:00Z
,17,Sun Jul 30 2023,16:00,EEST/+0300,Kuopion PS,2-0,1-0,KTP,,,2023-07-30T13:00Z
,17,Sun Jul 30 2023,18:30,EEST/+0300,IFK Mariehamn,0-2,0-2,Inter Turku,,,2023-07-30T15:30Z
,17,Sun Jul 30 2023,16:00,EEST/+0300,FC Honka,4-1,1-0,AC Oulu,,,2023-07-30T13:00Z
,17,Sun Jul 30 2023,15:00,EEST/+0300,Haka Valkeakoski,1-1,1-0,FC Lahti,,,2023-07-30T12:00Z
,18,Fri Aug 4 2023,18:00,EEST/+0300,Ilves Tampere,1-2,0-1,Haka Valkeakoski,,,2023-08-04T15:00Z
,18,Sat Aug 5 2023,15:00,EEST/+0300,HJK Helsinki,4-2,2-1,IFK Mariehamn,,,2023-08-05T12:00Z
,18,Mon Aug 7 2023,18:00,EEST/+0300,FC Lahti,1-0,0-0,FC Honka,,,2023-08-07T15:00Z
,18,Mon Aug 7 2023,18:00,EEST/+0300,KTP,1-4,1-3,Inter Turku,,,2023-08-07T15:00Z
,18,Wed Aug 9 2023,19:00,EEST/+0300,Vaasan PS,3-2,1-0,SJK Seinäjoki,,,2023-08-09T16:00Z
,19,Fri Aug 11 2023,18:00,EEST/+0300,Haka Valkeakoski,1-1,0-1,IFK Mariehamn,,,2023-08-11T15:00Z
,19,Sat Aug 12 2023,17:00,EEST/+0300,AC Oulu,1-1,1-0,FC Lahti,,,2023-08-12T14:00Z
,19,Sun Aug 13 2023,16:00,EEST/+0300,Ilves Tampere,0-3,0-2,Kuopion PS,,,2023-08-13T13:00Z
,19,Sun Aug 13 2023,16:00,EEST/+0300,FC Honka,1-0,1-0,Inter Turku,,,2023-08-13T13:00Z
,19,Tue Aug 15 2023,18:00,EEST/+0300,SJK Seinäjoki,2-3,1-0,KTP,,,2023-08-15T15:00Z
,20,Fri Aug 18 2023,18:00,EEST/+0300,FC Lahti,0-2,0-0,Vaasan PS,,,2023-08-18T15:00Z
,20,Fri Aug 18 2023,18:30,EEST/+0300,IFK Mariehamn,0-1,0-1,FC Honka,,,2023-08-18T15:30Z
,20,Sat Aug 19 2023,17:00,EEST/+0300,AC Oulu,0-3,0-1,Ilves Tampere,,,2023-08-19T14:00Z
,20,Sun Aug 20 2023,14:00,EEST/+0300,Inter Turku,1-3,1-0,HJK Helsinki,,,2023-08-20T11:00Z
,20,Sun Aug 20 2023,16:00,EEST/+0300,Kuopion PS,3-0,1-0,SJK Seinäjoki,,,2023-08-20T13:00Z
,20,Mon Aug 21 2023,18:00,EEST/+0300,KTP,1-2,0-1,Haka Valkeakoski,,,2023-08-21T15:00Z
,21,Fri Aug 25 2023,18:00,EEST/+0300,Vaasan PS,2-1,1-0,KTP,,,2023-08-25T15:00Z
,21,Sat Aug 26 2023,17:00,EEST/+0300,SJK Seinäjoki,3-2,0-1,IFK Mariehamn,,,2023-08-26T14:00Z
,21,Sat Aug 26 2023,15:00,EEST/+0300,Inter Turku,2-1,1-0,FC Lahti,,,2023-08-26T12:00Z
,21,Sun Aug 27 2023,18:00,EEST/+0300,AC Oulu,1-3,0-1,HJK Helsinki,,,2023-08-27T15:00Z
,21,Sun Aug 27 2023,16:00,EEST/+0300,FC Honka,2-0,0-0,Ilves Tampere,,,2023-08-27T13:00Z
,21,Sun Aug 27 2023,16:00,EEST/+0300,Haka Valkeakoski,2-2,2-1,Kuopion PS,,,2023-08-27T13:00Z
,4,Wed Aug 30 2023,18:00,EEST/+0300,FC Lahti,1-2,0-1,Inter Turku,,,2023-08-30T15:00Z
,22,Sun Sep 3 2023,16:00,EEST/+0300,FC Lahti,3-2,0-1,Ilves Tampere,,,2023-09-03T13:00Z
,22,Sun Sep 3 2023,16:00,EEST/+0300,Haka Valkeakoski,1-0,0-0,SJK Seinäjoki,,,2023-09-03T13:00Z
,22,Sun Sep 3 2023,16:00,EEST/+0300,HJK Helsinki,2-2,1-1,Kuopion PS,,,2023-09-03T13:00Z
,22,Sun Sep 3 2023,16:00,EEST/+0300,IFK Mariehamn,1-2,1-2,Vaasan PS,,,2023-09-03T13:00Z
,22,Sun Sep 3 2023,16:00,EEST/+0300,Inter Turku,2-1,1-1,AC Oulu,,,2023-09-03T13:00Z
,22,Sun Sep 3 2023,16:00,EEST/+0300,KTP,1-2,1-0,FC Honka,,,2023-09-03T13:00Z
Playoffs - Relegation,1,Fri Sep 15 2023,18:00,EEST/+0300,FC Lahti,2-1,2-1,KTP,,,2023-09-15T15:00Z
Playoffs - Relegation,1,Fri Sep 15 2023,18:00,EEST/+0300,Haka Valkeakoski,2-2,2-0,Ilves Tampere,,,2023-09-15T15:00Z
Championship,1,Sat Sep 16 2023,17:00,EEST/+0300,SJK Seinäjoki,1-2,0-2,FC Honka,,,2023-09-16T14:00Z
Playoffs - Relegation,1,Sat Sep 16 2023,17:00,EEST/+0300,AC Oulu,3-2,2-1,IFK Mariehamn,,,2023-09-16T14:00Z
Championship,1,Sat Sep 16 2023,17:00,EEST/+0300,HJK Helsinki,2-0,0-0,Inter Turku,,,2023-09-16T14:00Z
Championship,1,Sun Sep 17 2023,16:00,EEST/+0300,Kuopion PS,0-2,0-1,Vaasan PS,,,2023-09-17T13:00Z
Championship,2,Fri Sep 22 2023,18:00,EEST/+0300,FC Honka,0-3,0-2,Vaasan PS,,,2023-09-22T15:00Z
Playoffs - Relegation,2,Fri Sep 22 2023,18:00,EEST/+0300,KTP,0-3,0-1,Ilves Tampere,,,2023-09-22T15:00Z
Playoffs - Relegation,2,Fri Sep 22 2023,18:00,EEST/+0300,FC Lahti,2-1,1-0,AC Oulu,,,2023-09-22T15:00Z
Playoffs - Relegation,2,Fri Sep 22 2023,18:30,EEST/+0300,IFK Mariehamn,2-1,1-1,Haka Valkeakoski,,,2023-09-22T15:30Z
Championship,2,Sat Sep 23 2023,14:00,EEST/+0300,Inter Turku,0-1,0-0,Kuopion PS,,,2023-09-23T11:00Z
Championship,2,Sun Sep 24 2023,17:30,EEST/+0300,SJK Seinäjoki,2-3,0-1,HJK Helsinki,,,2023-09-24T14:30Z
Championship,3,Wed Sep 27 2023,18:00,EEST/+0300,HJK Helsinki,3-0,1-0,FC Honka,,,2023-09-27T15:00Z
Playoffs - Relegation,3,Wed Sep 27 2023,18:00,EEST/+0300,Ilves Tampere,2-1,1-1,IFK Mariehamn,,,2023-09-27T15:00Z
Championship,3,Fri Sep 29 2023,18:00,EEST/+0300,Vaasan PS,1-1,0-0,Inter Turku,,,2023-09-29T15:00Z
Playoffs - Relegation,3,Fri Sep 29 2023,18:00,EEST/+0300,AC Oulu,2-0,2-0,KTP,,,2023-09-29T15:00Z
Playoffs - Relegation,3,Sun Oct 1 2023,16:00,EEST/+0300,Haka Valkeakoski,2-0,1-0,FC Lahti,,,2023-10-01T13:00Z
Championship,3,Sun Oct 1 2023,18:00,EEST/+0300,Kuopion PS,1-1,0-1,SJK Seinäjoki,,,2023-10-01T15:00Z
Playoffs - Relegation,4,Fri Oct 6 2023,18:00,EEST/+0300,Ilves Tampere,3-2,1-0,AC Oulu,,,2023-10-06T15:00Z
Playoffs - Relegation,4,Sat Oct 7 2023,17:00,EEST/+0300,Haka Valkeakoski,2-0,1-0,KTP,,,2023-10-07T14:00Z
Championship,4,Sat Oct 7 2023,15:00,EEST/+0300,Inter Turku,1-2,0-1,SJK Seinäjoki,,,2023-10-07T12:00Z
Championship,4,Sun Oct 8 2023,16:00,EEST/+0300,Kuopion PS,3-1,2-1,FC Honka,,,2023-10-08T13:00Z
Playoffs - Relegation,4,Sun Oct 8 2023,15:00,EEST/+0300,IFK Mariehamn,0-0,0-0,FC Lahti,,,2023-10-08T12:00Z
Championship,4,Sun Oct 8 2023,16:00,EEST/+0300,Vaasan PS,3-2,2-1,HJK Helsinki,,,2023-10-08T13:00Z
Championship,5,Sat Oct 21 2023,17:00,EEST/+0300,HJK Helsinki,1-2,0-1,Kuopion PS,,,2023-10-21T14:00Z
Championship,5,Sat Oct 21 2023,17:00,EEST/+0300,SJK Seinäjoki,0-2,0-1,Vaasan PS,,,2023-10-21T14:00Z
Playoffs - Relegation,5,Sat Oct 21 2023,15:00,EEST/+0300,KTP,0-2,0-2,IFK Mariehamn,,,2023-10-21T12:00Z
Championship,5,Sat Oct 21 2023,17:00,EEST/+0300,FC Honka,3-0,1-0,Inter Turku,,,2023-10-21T14:00Z
Playoffs - Relegation,5,Sat Oct 21 2023,15:00,EEST/+0300,AC Oulu,1-1,1-0,Haka Valkeakoski,,,2023-10-21T12:00Z
Playoffs - Relegation,5,Sat Oct 21 2023,15:00,EEST/+0300,FC Lahti,1-5,1-3,Ilves Tampere,,,2023-10-21T12:00Z
ECL Playoff,Round 1,Wed Oct 25 2023,18:00,EEST/+0300,FC Honka,0-0,0-0,Inter Turku,0-0,4-2,2023-10-25T15:00Z
ECL Playoff,Round 1,Wed Oct 25 2023,18:00,EEST/+0300,SJK Seinäjoki,2-2,2-1,AC Oulu,2-2,4-5,2023-10-25T15:00Z
ECL Playoff,Round 2,Sat Oct 28 2023,17:00,EEST/+0300,FC Honka,5-0,3-0,AC Oulu,,,2023-10-28T14:00Z
ECL Playoff,Final,Wed Nov 1 2023,18:00,EET/+0200,FC Honka,0-1,0-0,Vaasan PS,,,2023-11-01T16:00Z
ECL Playoff,Final,Sun Nov 5 2023,16:00,EET/+0200,Vaasan PS,1-0,1-0,FC Honka,,,2023-11-05T14:00Z
