Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,13,Sat Dec 30 2023,18:00,IST/+0200,Hapoel Hadera,1-4,0-2,Maccabi Netanya,2023-12-30T16:00Z
,13,Sat Dec 30 2023,18:00,IST/+0200,Maccabi Bnei Raina,0-1,0-0,Bnei Sachnin FC,2023-12-30T16:00Z
,13,Sat Dec 30 2023,19:30,IST/+0200,FC Ashdod,1-3,1-1,Hapoel Be'er Sheva,2023-12-30T17:30Z
,13,Sun Dec 31 2023,20:00,IST/+0200,Hapoel Haifa,0-1,0-1,Maccabi Tel Aviv,2023-12-31T18:00Z
,13,Sun Dec 31 2023,19:45,IST/+0200,Beitar Jerusalem,3-2,3-1,Maccabi Petach-Tikva,2023-12-31T17:45Z
,13,Sun Dec 31 2023,20:30,IST/+0200,Hapoel Tel Aviv,0-0,0-0,Maccabi Haifa,2023-12-31T18:30Z
,14,Tue Jan 2 2024,19:00,IST/+0200,Maccabi Bnei Raina,1-3,0-1,Maccabi Netanya,2024-01-02T17:00Z
,14,Tue Jan 2 2024,20:00,IST/+0200,Hapoel Hadera,0-2,0-0,Hapoel Be'er Sheva,2024-01-02T18:00Z
,14,Wed Jan 3 2024,19:00,IST/+0200,Hapoel Jerusalem,3-1,2-0,Maccabi Petach-Tikva,2024-01-03T17:00Z
,14,Wed Jan 3 2024,19:45,IST/+0200,Hapoel Tel Aviv,3-3,0-2,Bnei Sachnin FC,2024-01-03T17:45Z
,14,Wed Jan 3 2024,20:00,IST/+0200,FC Ashdod,1-4,0-1,Maccabi Tel Aviv,2024-01-03T18:00Z
,14,Wed Jan 3 2024,20:15,IST/+0200,Hapoel Petach-Tikva,2-2,1-1,Maccabi Haifa,2024-01-03T18:15Z
,14,Thu Jan 4 2024,20:30,IST/+0200,Hapoel Haifa,3-2,0-2,Beitar Jerusalem,2024-01-04T18:30Z
,15,Sat Jan 6 2024,15:00,IST/+0200,Hapoel Be'er Sheva,4-2,2-1,Maccabi Bnei Raina,2024-01-06T13:00Z
,15,Sat Jan 6 2024,18:00,IST/+0200,Bnei Sachnin FC,0-0,0-0,Hapoel Petach-Tikva,2024-01-06T16:00Z
,15,Sat Jan 6 2024,19:30,IST/+0200,Maccabi Netanya,2-1,2-1,Hapoel Tel Aviv,2024-01-06T17:30Z
,15,Sun Jan 7 2024,20:00,IST/+0200,Maccabi Tel Aviv,1-1,0-1,Hapoel Hadera,2024-01-07T18:00Z
,15,Sun Jan 7 2024,20:30,IST/+0200,Maccabi Haifa,2-1,2-1,Hapoel Jerusalem,2024-01-07T18:30Z
,15,Mon Jan 8 2024,20:00,IST/+0200,Beitar Jerusalem,1-1,0-0,FC Ashdod,2024-01-08T18:00Z
,15,Mon Jan 8 2024,19:00,IST/+0200,Maccabi Petach-Tikva,0-3,0-1,Hapoel Haifa,2024-01-08T17:00Z
,7,Wed Jan 10 2024,20:30,IST/+0200,Maccabi Tel Aviv,0-1,0-1,Maccabi Haifa,2024-01-10T18:30Z
,16,Sat Jan 13 2024,18:00,IST/+0200,FC Ashdod,0-1,0-1,Hapoel Haifa,2024-01-13T16:00Z
,16,Sat Jan 13 2024,18:00,IST/+0200,Hapoel Jerusalem,0-0,0-0,Bnei Sachnin FC,2024-01-13T16:00Z
,16,Sat Jan 13 2024,18:00,IST/+0200,Hapoel Petach-Tikva,2-0,2-0,Maccabi Netanya,2024-01-13T16:00Z
,16,Sat Jan 13 2024,19:30,IST/+0200,Hapoel Tel Aviv,0-4,0-1,Hapoel Be'er Sheva,2024-01-13T17:30Z
,16,Sat Jan 13 2024,15:00,IST/+0200,Hapoel Hadera,0-3,0-1,Beitar Jerusalem,2024-01-13T13:00Z
,16,Sun Jan 14 2024,20:30,IST/+0200,Maccabi Haifa,5-0,2-0,Maccabi Petach-Tikva,2024-01-14T18:30Z
,16,Sun Jan 14 2024,20:00,IST/+0200,Maccabi Bnei Raina,2-2,1-1,Maccabi Tel Aviv,2024-01-14T18:00Z
,17,Tue Jan 16 2024,19:00,IST/+0200,Hapoel Haifa,2-0,1-0,Hapoel Hadera,2024-01-16T17:00Z
,17,Tue Jan 16 2024,19:45,IST/+0200,Maccabi Netanya,2-1,1-1,Hapoel Jerusalem,2024-01-16T17:45Z
,17,Tue Jan 16 2024,20:00,IST/+0200,Hapoel Be'er Sheva,2-0,0-0,Hapoel Petach-Tikva,2024-01-16T18:00Z
,17,Wed Jan 17 2024,19:45,IST/+0200,Beitar Jerusalem,1-2,0-1,Maccabi Bnei Raina,2024-01-17T17:45Z
,17,Wed Jan 17 2024,20:00,IST/+0200,Bnei Sachnin FC,0-3,0-1,Maccabi Haifa,2024-01-17T18:00Z
,17,Wed Jan 17 2024,20:30,IST/+0200,Maccabi Tel Aviv,4-2,3-2,Hapoel Tel Aviv,2024-01-17T18:30Z
,17,Wed Jan 17 2024,19:00,IST/+0200,Maccabi Petach-Tikva,1-2,1-0,FC Ashdod,2024-01-17T17:00Z
,18,Sat Jan 20 2024,15:00,IST/+0200,Hapoel Hadera,1-1,1-1,FC Ashdod,2024-01-20T13:00Z
,18,Sat Jan 20 2024,17:30,IST/+0200,Maccabi Bnei Raina,0-0,0-0,Hapoel Haifa,2024-01-20T15:30Z
,18,Sat Jan 20 2024,19:30,IST/+0200,Hapoel Jerusalem,0-1,0-0,Hapoel Be'er Sheva,2024-01-20T17:30Z
,18,Sun Jan 21 2024,20:00,IST/+0200,Hapoel Petach-Tikva,0-0,0-0,Maccabi Tel Aviv,2024-01-21T18:00Z
,18,Sun Jan 21 2024,20:30,IST/+0200,Maccabi Haifa,4-0,2-0,Maccabi Netanya,2024-01-21T18:30Z
,18,Sun Jan 21 2024,19:00,IST/+0200,Bnei Sachnin FC,1-1,0-0,Maccabi Petach-Tikva,2024-01-21T17:00Z
,18,Mon Jan 22 2024,20:00,IST/+0200,Hapoel Tel Aviv,0-1,0-0,Beitar Jerusalem,2024-01-22T18:00Z
,19,Tue Jan 30 2024,19:00,IST/+0200,FC Ashdod,1-0,1-0,Maccabi Bnei Raina,2024-01-30T17:00Z
,19,Tue Jan 30 2024,19:45,IST/+0200,Maccabi Netanya,0-1,0-0,Bnei Sachnin FC,2024-01-30T17:45Z
,19,Tue Jan 30 2024,20:00,IST/+0200,Beitar Jerusalem,2-2,2-1,Hapoel Petach-Tikva,2024-01-30T18:00Z
,19,Wed Jan 31 2024,19:45,IST/+0200,Hapoel Haifa,4-3,4-0,Hapoel Tel Aviv,2024-01-31T17:45Z
,19,Wed Jan 31 2024,20:00,IST/+0200,Maccabi Tel Aviv,2-1,1-1,Hapoel Jerusalem,2024-01-31T18:00Z
,19,Wed Jan 31 2024,20:30,IST/+0200,Hapoel Be'er Sheva,2-1,0-0,Maccabi Haifa,2024-01-31T18:30Z
,19,Wed Jan 31 2024,19:00,IST/+0200,Maccabi Petach-Tikva,1-0,1-0,Hapoel Hadera,2024-01-31T17:00Z
,20,Sat Feb 3 2024,15:00,IST/+0200,Maccabi Netanya,0-1,0-0,Maccabi Petach-Tikva,2024-02-03T13:00Z
,20,Sat Feb 3 2024,17:30,IST/+0200,Bnei Sachnin FC,0-2,0-0,Hapoel Be'er Sheva,2024-02-03T15:30Z
,20,Sat Feb 3 2024,18:00,IST/+0200,Hapoel Petach-Tikva,0-2,0-0,Hapoel Haifa,2024-02-03T16:00Z
,20,Sat Feb 3 2024,19:30,IST/+0200,Hapoel Tel Aviv,3-1,0-0,FC Ashdod,2024-02-03T17:30Z
,20,Sun Feb 4 2024,20:00,IST/+0200,Hapoel Jerusalem,2-1,0-1,Beitar Jerusalem,2024-02-04T18:00Z
,20,Sun Feb 4 2024,19:00,IST/+0200,Maccabi Bnei Raina,2-1,0-0,Hapoel Hadera,2024-02-04T17:00Z
,20,Mon Feb 5 2024,20:30,IST/+0200,Maccabi Haifa,2-0,2-0,Maccabi Tel Aviv,2024-02-05T18:30Z
,21,Sat Feb 10 2024,15:00,IST/+0200,Maccabi Tel Aviv,1-1,0-1,Bnei Sachnin FC,2024-02-10T13:00Z
,21,Sat Feb 10 2024,17:30,IST/+0200,Hapoel Hadera,1-0,0-0,Hapoel Tel Aviv,2024-02-10T15:30Z
,21,Sat Feb 10 2024,18:00,IST/+0200,FC Ashdod,2-0,2-0,Hapoel Petach-Tikva,2024-02-10T16:00Z
,21,Sat Feb 10 2024,18:00,IST/+0200,Maccabi Petach-Tikva,1-0,0-0,Maccabi Bnei Raina,2024-02-10T16:00Z
,21,Sat Feb 10 2024,20:00,IST/+0200,Beitar Jerusalem,0-2,0-1,Maccabi Haifa,2024-02-10T18:00Z
,21,Sun Feb 11 2024,20:00,IST/+0200,Hapoel Be'er Sheva,2-0,1-0,Maccabi Netanya,2024-02-11T18:00Z
,21,Mon Feb 12 2024,20:00,IST/+0200,Hapoel Haifa,2-3,2-0,Hapoel Jerusalem,2024-02-12T18:00Z
,22,Sat Feb 17 2024,15:00,IST/+0200,Hapoel Tel Aviv,0-0,0-0,Maccabi Bnei Raina,2024-02-17T13:00Z
,22,Sat Feb 17 2024,17:30,IST/+0200,Hapoel Be'er Sheva,1-1,0-0,Maccabi Petach-Tikva,2024-02-17T15:30Z
,22,Sat Feb 17 2024,18:30,IST/+0200,Hapoel Jerusalem,1-1,0-1,FC Ashdod,2024-02-17T16:30Z
,22,Sat Feb 17 2024,18:30,IST/+0200,Hapoel Petach-Tikva,0-2,0-1,Hapoel Hadera,2024-02-17T16:30Z
,22,Sat Feb 17 2024,19:30,IST/+0200,Bnei Sachnin FC,2-1,1-0,Beitar Jerusalem,2024-02-17T17:30Z
,22,Sun Feb 18 2024,20:30,IST/+0200,Maccabi Haifa,1-1,1-0,Hapoel Haifa,2024-02-18T18:30Z
,22,Mon Feb 19 2024,20:00,IST/+0200,Maccabi Netanya,1-5,1-2,Maccabi Tel Aviv,2024-02-19T18:00Z
,23,Sat Feb 24 2024,17:30,IST/+0200,Hapoel Haifa,1-2,0-2,Bnei Sachnin FC,2024-02-24T15:30Z
,23,Sat Feb 24 2024,18:30,IST/+0200,Hapoel Hadera,1-1,1-1,Hapoel Jerusalem,2024-02-24T16:30Z
,23,Sat Feb 24 2024,19:30,IST/+0200,Beitar Jerusalem,0-0,0-0,Maccabi Netanya,2024-02-24T17:30Z
,23,Sat Feb 24 2024,20:00,IST/+0200,Maccabi Tel Aviv,1-0,1-0,Hapoel Be'er Sheva,2024-02-24T18:00Z
,23,Sat Feb 24 2024,15:00,IST/+0200,Maccabi Petach-Tikva,3-0,2-0,Hapoel Tel Aviv,2024-02-24T13:00Z
,23,Sun Feb 25 2024,20:00,IST/+0200,FC Ashdod,0-5,0-5,Maccabi Haifa,2024-02-25T18:00Z
,23,Mon Feb 26 2024,20:00,IST/+0200,Maccabi Bnei Raina,1-1,1-0,Hapoel Petach-Tikva,2024-02-26T18:00Z
,24,Sat Mar 2 2024,18:30,IST/+0200,Bnei Sachnin FC,1-1,1-1,FC Ashdod,2024-03-02T16:30Z
,24,Sat Mar 2 2024,18:30,IST/+0200,Hapoel Jerusalem,1-0,1-0,Maccabi Bnei Raina,2024-03-02T16:30Z
,24,Sat Mar 2 2024,19:30,IST/+0200,Maccabi Tel Aviv,4-0,2-0,Maccabi Petach-Tikva,2024-03-02T17:30Z
,24,Sat Mar 2 2024,15:00,IST/+0200,Maccabi Netanya,1-2,1-0,Hapoel Haifa,2024-03-02T13:00Z
,24,Sun Mar 3 2024,20:00,IST/+0200,Maccabi Haifa,1-0,0-0,Hapoel Hadera,2024-03-03T18:00Z
,24,Mon Mar 4 2024,20:00,IST/+0200,Hapoel Petach-Tikva,0-0,0-0,Hapoel Tel Aviv,2024-03-04T18:00Z
,24,Mon Mar 4 2024,20:30,IST/+0200,Hapoel Be'er Sheva,1-0,1-0,Beitar Jerusalem,2024-03-04T18:30Z
,25,Sat Mar 9 2024,17:30,IST/+0200,Hapoel Hadera,1-0,0-0,Bnei Sachnin FC,2024-03-09T15:30Z
,25,Sat Mar 9 2024,18:30,IST/+0200,FC Ashdod,0-2,0-0,Maccabi Netanya,2024-03-09T16:30Z
,25,Sat Mar 9 2024,19:30,IST/+0200,Hapoel Tel Aviv,0-0,0-0,Hapoel Jerusalem,2024-03-09T17:30Z
,25,Sat Mar 9 2024,15:00,IST/+0200,Hapoel Petach-Tikva,2-2,1-1,Maccabi Petach-Tikva,2024-03-09T13:00Z
,25,Sun Mar 10 2024,20:30,IST/+0200,Beitar Jerusalem,0-1,0-1,Maccabi Tel Aviv,2024-03-10T18:30Z
,25,Sun Mar 10 2024,20:00,IST/+0200,Maccabi Bnei Raina,2-1,0-1,Maccabi Haifa,2024-03-10T18:00Z
,25,Mon Mar 11 2024,20:00,IST/+0200,Hapoel Haifa,1-0,0-0,Hapoel Be'er Sheva,2024-03-11T18:00Z
,26,Sat Mar 16 2024,17:30,IST/+0200,Hapoel Be'er Sheva,1-0,1-0,FC Ashdod,2024-03-16T15:30Z
,26,Sat Mar 16 2024,18:30,IST/+0200,Maccabi Netanya,1-3,0-3,Hapoel Hadera,2024-03-16T16:30Z
,26,Sat Mar 16 2024,19:30,IST/+0200,Bnei Sachnin FC,0-0,0-0,Maccabi Bnei Raina,2024-03-16T17:30Z
,26,Sat Mar 16 2024,19:30,IST/+0200,Maccabi Petach-Tikva,0-3,0-1,Beitar Jerusalem,2024-03-16T17:30Z
,26,Sat Mar 16 2024,15:00,IST/+0200,Hapoel Jerusalem,3-2,1-0,Hapoel Petach-Tikva,2024-03-16T13:00Z
,26,Sun Mar 17 2024,20:00,IST/+0200,Maccabi Tel Aviv,3-1,2-1,Hapoel Haifa,2024-03-17T18:00Z
,26,Sun Mar 17 2024,20:30,IST/+0200,Maccabi Haifa,0-0,0-0,Hapoel Tel Aviv,2024-03-17T18:30Z
Championship,1,Sat Mar 30 2024,16:00,IDT/+0300,Hapoel Be'er Sheva,2-1,1-0,Hapoel Haifa,2024-03-30T13:00Z
Championship,1,Sat Mar 30 2024,20:00,IDT/+0300,Maccabi Tel Aviv,2-0,0-0,Bnei Sachnin FC,2024-03-30T17:00Z
Playoffs - Relegation,1,Sat Mar 30 2024,19:30,IDT/+0300,Maccabi Petach-Tikva,0-1,0-1,FC Ashdod,2024-03-30T16:30Z
Playoffs - Relegation,1,Sat Mar 30 2024,17:00,IDT/+0300,Hapoel Hadera,1-1,0-0,Hapoel Petach-Tikva,2024-03-30T14:00Z
Championship,1,Sun Mar 31 2024,20:30,IDT/+0300,Maccabi Haifa,1-2,0-2,Maccabi Bnei Raina,2024-03-31T17:30Z
Playoffs - Relegation,1,Sun Mar 31 2024,20:00,IDT/+0300,Maccabi Netanya,0-3,0-3,Beitar Jerusalem,2024-03-31T17:00Z
Playoffs - Relegation,1,Mon Apr 1 2024,20:00,IDT/+0300,Hapoel Jerusalem,2-0,1-0,Hapoel Tel Aviv,2024-04-01T17:00Z
Championship,2,Sat Apr 6 2024,20:00,IDT/+0300,Bnei Sachnin FC,2-1,0-1,Hapoel Haifa,2024-04-06T17:00Z
Championship,2,Sun Apr 7 2024,20:15,IDT/+0300,Maccabi Bnei Raina,1-0,1-0,Hapoel Be'er Sheva,2024-04-07T17:15Z
Championship,2,Mon Apr 8 2024,20:30,IDT/+0300,Maccabi Tel Aviv,1-1,1-0,Maccabi Haifa,2024-04-08T17:30Z
Playoffs - Relegation,2,Sat Apr 13 2024,15:30,IDT/+0300,Beitar Jerusalem,0-1,0-1,Hapoel Hadera,2024-04-13T12:30Z
Championship,3,Sat Apr 13 2024,17:45,IDT/+0300,Maccabi Haifa,1-0,1-0,Bnei Sachnin FC,2024-04-13T14:45Z
Playoffs - Relegation,2,Sat Apr 13 2024,20:00,IDT/+0300,Hapoel Tel Aviv,1-1,0-0,Hapoel Petach-Tikva,2024-04-13T17:00Z
