Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,UTC
,5,Sun Sep 17 2023,16:15,CEST/+0200,Como 1907,2-1,0-0,Ternana Calcio,,2023-09-17T14:15Z
,5,Mon Sep 18 2023,20:30,CEST/+0200,Sampdoria,1-2,1-0,AS Cittadella,,2023-09-18T18:30Z
,6,Fri Sep 22 2023,20:30,CEST/+0200,Palermo FC,0-1,0-0,Cosenza Calcio,,2023-09-22T18:30Z
,6,Sat Sep 23 2023,14:00,CEST/+0200,Brescia Calcio,0-0,0-0,Venezia FC,,2023-09-23T12:00Z
,6,Sat Sep 23 2023,14:00,CEST/+0200,US Cremonese,2-2,1-1,Ascoli Calcio,,2023-09-23T12:00Z
,6,Sat Sep 23 2023,16:15,CEST/+0200,Spezia Calcio,1-2,0-0,AC Reggiana 1919,,2023-09-23T14:15Z
,6,Sat Sep 23 2023,14:00,CEST/+0200,Modena FC,0-0,0-0,Calcio Lecco 1912,,2023-09-23T12:00Z
,6,Sat Sep 23 2023,14:00,CEST/+0200,Ternana Calcio,1-1,1-0,FC Südtirol,,2023-09-23T12:00Z
,6,Sat Sep 23 2023,14:00,CEST/+0200,Feralpisalò,0-1,0-0,Pisa SC,,2023-09-23T12:00Z
,6,Sun Sep 24 2023,16:15,CEST/+0200,AS Cittadella,0-3,0-2,Como 1907,,2023-09-24T14:15Z
,6,Sun Sep 24 2023,16:15,CEST/+0200,Parma Calcio 1913,1-1,0-1,Sampdoria,,2023-09-24T14:15Z
,6,Sun Sep 24 2023,16:15,CEST/+0200,SSC Bari,2-2,1-2,US Catanzaro,,2023-09-24T14:15Z
,7,Tue Sep 26 2023,20:30,CEST/+0200,Ascoli Calcio,2-0,1-0,Ternana Calcio,,2023-09-26T18:30Z
,7,Tue Sep 26 2023,20:30,CEST/+0200,FC Südtirol,0-0,0-0,Modena FC,,2023-09-26T18:30Z
,7,Tue Sep 26 2023,20:30,CEST/+0200,Venezia FC,1-3,1-1,Palermo FC,,2023-09-26T18:30Z
,7,Tue Sep 26 2023,20:30,CEST/+0200,AC Reggiana 1919,0-0,0-0,Pisa SC,,2023-09-26T18:30Z
,7,Tue Sep 26 2023,20:30,CEST/+0200,Spezia Calcio,0-0,0-0,Brescia Calcio,,2023-09-26T18:30Z
,7,Tue Sep 26 2023,18:15,CEST/+0200,Cosenza Calcio,1-2,0-0,US Cremonese,,2023-09-26T16:15Z
,7,Tue Sep 26 2023,18:15,CEST/+0200,Calcio Lecco 1912,1-2,0-0,Feralpisalò,,2023-09-26T16:15Z
,7,Wed Sep 27 2023,20:30,CEST/+0200,Como 1907,1-0,0-0,Sampdoria,,2023-09-27T18:30Z
,7,Wed Sep 27 2023,20:30,CEST/+0200,US Catanzaro,1-1,1-1,AS Cittadella,,2023-09-27T18:30Z
,7,Wed Sep 27 2023,20:30,CEST/+0200,Parma Calcio 1913,2-1,1-0,SSC Bari,,2023-09-27T18:30Z
,8,Sat Sep 30 2023,14:00,CEST/+0200,Feralpisalò,1-2,0-2,Spezia Calcio,,2023-09-30T12:00Z
,8,Sat Sep 30 2023,14:00,CEST/+0200,Modena FC,1-3,0-0,Venezia FC,,2023-09-30T12:00Z
,8,Sat Sep 30 2023,14:00,CEST/+0200,Pisa SC,1-2,0-1,Cosenza Calcio,,2023-09-30T12:00Z
,8,Sat Sep 30 2023,16:15,CEST/+0200,Ternana Calcio,3-0,2-0,AC Reggiana 1919,,2023-09-30T14:15Z
,8,Sat Sep 30 2023,14:00,CEST/+0200,Brescia Calcio,1-1,0-1,Ascoli Calcio,,2023-09-30T12:00Z
,8,Sun Oct 1 2023,18:30,CEST/+0200,US Cremonese,1-2,0-0,Parma Calcio 1913,,2023-10-01T16:30Z
,8,Sun Oct 1 2023,16:15,CEST/+0200,SSC Bari,1-1,0-0,Como 1907,,2023-10-01T14:15Z
,8,Sun Oct 1 2023,16:15,CEST/+0200,Sampdoria,1-2,1-2,US Catanzaro,,2023-10-01T14:15Z
,8,Sun Oct 1 2023,16:15,CEST/+0200,Palermo FC,2-1,0-1,FC Südtirol,,2023-10-01T14:15Z
,8,Sun Oct 1 2023,16:15,CEST/+0200,AS Cittadella,2-1,0-1,Calcio Lecco 1912,,2023-10-01T14:15Z
,9,Fri Oct 6 2023,20:30,CEST/+0200,Brescia Calcio,1-1,0-1,Feralpisalò,,2023-10-06T18:30Z
,9,Sat Oct 7 2023,16:15,CEST/+0200,AS Cittadella,2-2,2-1,Ternana Calcio,,2023-10-07T14:15Z
,9,Sat Oct 7 2023,16:15,CEST/+0200,Venezia FC,3-2,0-0,Parma Calcio 1913,,2023-10-07T14:15Z
,9,Sat Oct 7 2023,14:00,CEST/+0200,FC Südtirol,0-1,0-1,US Catanzaro,,2023-10-07T12:00Z
,9,Sat Oct 7 2023,14:00,CEST/+0200,Modena FC,0-2,0-0,Palermo FC,,2023-10-07T12:00Z
,9,Sat Oct 7 2023,14:00,CEST/+0200,Cosenza Calcio,3-0,2-0,Calcio Lecco 1912,,2023-10-07T12:00Z
,9,Sat Oct 7 2023,16:15,CEST/+0200,Ascoli Calcio,1-1,1-0,Sampdoria,,2023-10-07T14:15Z
,9,Sat Oct 7 2023,14:00,CEST/+0200,AC Reggiana 1919,1-1,1-1,SSC Bari,,2023-10-07T12:00Z
,9,Sun Oct 8 2023,16:15,CEST/+0200,Como 1907,1-3,0-2,US Cremonese,,2023-10-08T14:15Z
,9,Sun Oct 8 2023,16:15,CEST/+0200,Spezia Calcio,0-0,0-0,Pisa SC,,2023-10-08T14:15Z
,10,Fri Oct 20 2023,20:30,CEST/+0200,Parma Calcio 1913,2-1,1-0,Como 1907,,2023-10-20T18:30Z
,10,Sat Oct 21 2023,14:00,CEST/+0200,Ternana Calcio,0-1,0-0,Brescia Calcio,,2023-10-21T12:00Z
,10,Sat Oct 21 2023,14:00,CEST/+0200,US Cremonese,0-1,0-0,FC Südtirol,,2023-10-21T12:00Z
,10,Sat Oct 21 2023,14:00,CEST/+0200,SSC Bari,1-1,0-0,Modena FC,,2023-10-21T12:00Z
,10,Sat Oct 21 2023,14:00,CEST/+0200,Pisa SC,2-1,1-0,AS Cittadella,,2023-10-21T12:00Z
,10,Sat Oct 21 2023,14:00,CEST/+0200,Calcio Lecco 1912,0-2,0-1,Ascoli Calcio,,2023-10-21T12:00Z
,10,Sat Oct 21 2023,16:15,CEST/+0200,US Catanzaro,3-0,0-0,Feralpisalò,,2023-10-21T14:15Z
,10,Sun Oct 22 2023,16:15,CEST/+0200,Sampdoria,2-0,0-0,Cosenza Calcio,,2023-10-22T14:15Z
,10,Sun Oct 22 2023,18:30,CEST/+0200,AC Reggiana 1919,1-0,0-0,Venezia FC,,2023-10-22T16:30Z
,10,Mon Oct 23 2023,20:30,CEST/+0200,Palermo FC,2-2,0-1,Spezia Calcio,,2023-10-23T18:30Z
,1,Tue Oct 24 2023,18:30,CEST/+0200,Brescia Calcio,0-1,0-0,Modena FC,,2023-10-24T16:30Z
,1,Tue Oct 24 2023,18:30,CEST/+0200,Pisa SC,1-2,0-1,Calcio Lecco 1912,,2023-10-24T16:30Z
,11,Fri Oct 27 2023,20:30,CEST/+0200,AS Cittadella,1-2,0-0,US Cremonese,,2023-10-27T18:30Z
,11,Sat Oct 28 2023,14:00,CEST/+0200,Feralpisalò,0-3,0-2,AC Reggiana 1919,,2023-10-28T12:00Z
,11,Sat Oct 28 2023,14:00,CEST/+0200,Spezia Calcio,0-0,0-0,Cosenza Calcio,,2023-10-28T12:00Z
,11,Sat Oct 28 2023,14:00,CEST/+0200,FC Südtirol,3-1,0-0,Sampdoria,,2023-10-28T12:00Z
,11,Sat Oct 28 2023,14:00,CEST/+0200,Como 1907,1-0,1-0,US Catanzaro,,2023-10-28T12:00Z
,11,Sat Oct 28 2023,16:15,CEST/+0200,Ascoli Calcio,1-3,1-2,Parma Calcio 1913,,2023-10-28T14:15Z
,11,Sun Oct 29 2023,16:15,CET/+0100,Palermo FC,1-2,0-2,Calcio Lecco 1912,,2023-10-29T15:15Z
,11,Sun Oct 29 2023,16:15,CET/+0100,Venezia FC,2-1,1-1,Pisa SC,,2023-10-29T15:15Z
,11,Sun Oct 29 2023,16:15,CET/+0100,Modena FC,2-1,1-0,Ternana Calcio,,2023-10-29T15:15Z
,11,Sun Oct 29 2023,16:15,CET/+0100,Brescia Calcio,1-2,1-0,SSC Bari,,2023-10-29T15:15Z
,12,Sat Nov 4 2023,14:00,CET/+0100,US Catanzaro,1-2,1-1,Modena FC,,2023-11-04T13:00Z
,12,Sat Nov 4 2023,14:00,CET/+0100,AS Cittadella,3-2,2-1,Brescia Calcio,,2023-11-04T13:00Z
,12,Sat Nov 4 2023,16:15,CET/+0100,Sampdoria,1-0,1-0,Palermo FC,,2023-11-04T15:15Z
,12,Sat Nov 4 2023,14:00,CET/+0100,Ternana Calcio,0-1,0-0,Venezia FC,,2023-11-04T13:00Z
,12,Sat Nov 4 2023,14:00,CET/+0100,Cosenza Calcio,1-1,1-0,Feralpisalò,,2023-11-04T13:00Z
,12,Sat Nov 4 2023,14:00,CET/+0100,Pisa SC,1-1,0-1,Como 1907,,2023-11-04T13:00Z
,12,Sat Nov 4 2023,14:00,CET/+0100,SSC Bari,1-0,0-0,Ascoli Calcio,,2023-11-04T13:00Z
,12,Sun Nov 5 2023,16:15,CET/+0100,Parma Calcio 1913,2-0,1-0,FC Südtirol,,2023-11-05T15:15Z
,12,Sun Nov 5 2023,16:15,CET/+0100,AC Reggiana 1919,1-1,1-0,Calcio Lecco 1912,,2023-11-05T15:15Z
,12,Sun Nov 5 2023,16:15,CET/+0100,US Cremonese,3-0,2-0,Spezia Calcio,,2023-11-05T15:15Z
,2,Wed Nov 8 2023,18:30,CET/+0100,Calcio Lecco 1912,0-0,0-0,Spezia Calcio,,2023-11-08T17:30Z
,2,Wed Nov 8 2023,18:30,CET/+0100,Palermo FC,1-0,1-0,Brescia Calcio,,2023-11-08T17:30Z
,13,Fri Nov 10 2023,20:30,CET/+0100,Venezia FC,2-1,2-1,US Catanzaro,,2023-11-10T19:30Z
,13,Sat Nov 11 2023,14:00,CET/+0100,FC Südtirol,1-2,0-1,Pisa SC,,2023-11-11T13:00Z
,13,Sat Nov 11 2023,14:00,CET/+0100,Feralpisalò,3-3,0-1,SSC Bari,,2023-11-11T13:00Z
,13,Sat Nov 11 2023,14:00,CET/+0100,Ascoli Calcio,0-1,0-1,Como 1907,,2023-11-11T13:00Z
,13,Sat Nov 11 2023,14:00,CET/+0100,Cosenza Calcio,2-0,1-0,AC Reggiana 1919,,2023-11-11T13:00Z
,13,Sat Nov 11 2023,16:15,CET/+0100,Modena FC,0-2,0-1,Sampdoria,,2023-11-11T15:15Z
,13,Sun Nov 12 2023,16:15,CET/+0100,Brescia Calcio,0-3,0-2,US Cremonese,,2023-11-12T15:15Z
,13,Sun Nov 12 2023,16:15,CET/+0100,Spezia Calcio,2-2,1-1,Ternana Calcio,,2023-11-12T15:15Z
,13,Sun Nov 12 2023,16:15,CET/+0100,Calcio Lecco 1912,3-2,2-1,Parma Calcio 1913,,2023-11-12T15:15Z
,13,Sun Nov 12 2023,16:15,CET/+0100,Palermo FC,0-1,0-0,AS Cittadella,,2023-11-12T15:15Z
,14,Fri Nov 24 2023,20:30,CET/+0100,Sampdoria,2-1,1-1,Spezia Calcio,,2023-11-24T19:30Z
,14,Sat Nov 25 2023,14:00,CET/+0100,US Cremonese,1-0,1-0,Calcio Lecco 1912,,2023-11-25T13:00Z
,14,Sat Nov 25 2023,14:00,CET/+0100,AC Reggiana 1919,1-1,0-1,Ascoli Calcio,,2023-11-25T13:00Z
,14,Sat Nov 25 2023,14:00,CET/+0100,AS Cittadella,2-1,1-0,FC Südtirol,,2023-11-25T13:00Z
,14,Sat Nov 25 2023,14:00,CET/+0100,Como 1907,2-1,1-0,Feralpisalò,,2023-11-25T13:00Z
,14,Sat Nov 25 2023,14:00,CET/+0100,Parma Calcio 1913,1-1,0-0,Modena FC,,2023-11-25T13:00Z
,14,Sat Nov 25 2023,14:00,CET/+0100,SSC Bari,0-3,0-1,Venezia FC,,2023-11-25T13:00Z
,14,Sat Nov 25 2023,16:15,CET/+0100,Pisa SC,1-1,1-1,Brescia Calcio,,2023-11-25T15:15Z
,14,Sun Nov 26 2023,16:15,CET/+0100,Ternana Calcio,1-1,0-1,Palermo FC,,2023-11-26T15:15Z
,14,Sun Nov 26 2023,16:15,CET/+0100,US Catanzaro,2-0,1-0,Cosenza Calcio,,2023-11-26T15:15Z
,3,Tue Nov 28 2023,18:30,CET/+0100,FC Südtirol,1-1,1-0,Brescia Calcio,,2023-11-28T17:30Z
,3,Tue Nov 28 2023,18:30,CET/+0100,Como 1907,0-0,0-0,Calcio Lecco 1912,,2023-11-28T17:30Z
,15,Fri Dec 1 2023,20:30,CET/+0100,Palermo FC,1-2,0-1,US Catanzaro,,2023-12-01T19:30Z
,15,Sat Dec 2 2023,14:00,CET/+0100,Feralpisalò,0-1,0-1,AS Cittadella,,2023-12-02T13:00Z
,15,Sat Dec 2 2023,14:00,CET/+0100,Cosenza Calcio,1-3,0-0,Ternana Calcio,,2023-12-02T13:00Z
,15,Sat Dec 2 2023,14:00,CET/+0100,Modena FC,2-1,1-0,AC Reggiana 1919,,2023-12-02T13:00Z
,15,Sat Dec 2 2023,14:00,CET/+0100,Venezia FC,3-1,2-0,Ascoli Calcio,,2023-12-02T13:00Z
,15,Sat Dec 2 2023,14:00,CET/+0100,Pisa SC,0-0,0-0,US Cremonese,,2023-12-02T13:00Z
,15,Sat Dec 2 2023,16:15,CET/+0100,Spezia Calcio,0-1,0-0,Parma Calcio 1913,,2023-12-02T15:15Z
,15,Sun Dec 3 2023,16:15,CET/+0100,FC Südtirol,0-1,0-0,Como 1907,,2023-12-03T15:15Z
,15,Sun Dec 3 2023,16:15,CET/+0100,Brescia Calcio,3-1,3-0,Sampdoria,,2023-12-03T15:15Z
,15,Sun Dec 3 2023,16:15,CET/+0100,Calcio Lecco 1912,1-0,0-0,SSC Bari,,2023-12-03T15:15Z
,16,Sat Dec 9 2023,14:00,CET/+0100,AS Cittadella,2-0,2-0,Cosenza Calcio,,2023-12-09T13:00Z
,16,Sat Dec 9 2023,14:00,CET/+0100,Ascoli Calcio,1-2,0-1,Spezia Calcio,,2023-12-09T13:00Z
,16,Sat Dec 9 2023,14:00,CET/+0100,Sampdoria,2-0,1-0,Calcio Lecco 1912,,2023-12-09T13:00Z
,16,Sat Dec 9 2023,14:00,CET/+0100,SSC Bari,2-1,1-1,FC Südtirol,,2023-12-09T13:00Z
,16,Sat Dec 9 2023,14:00,CET/+0100,Ternana Calcio,2-1,1-0,Feralpisalò,,2023-12-09T13:00Z
,16,Sat Dec 9 2023,14:00,CET/+0100,US Cremonese,1-0,0-0,Venezia FC,,2023-12-09T13:00Z
,16,Sat Dec 9 2023,16:15,CET/+0100,US Catanzaro,2-0,0-0,Pisa SC,,2023-12-09T15:15Z
,16,Sun Dec 10 2023,16:15,CET/+0100,Como 1907,2-1,1-0,Modena FC,,2023-12-10T15:15Z
,16,Sun Dec 10 2023,16:15,CET/+0100,Parma Calcio 1913,3-3,0-2,Palermo FC,,2023-12-10T15:15Z
,16,Sun Dec 10 2023,16:15,CET/+0100,AC Reggiana 1919,1-1,0-0,Brescia Calcio,,2023-12-10T15:15Z
,17,Fri Dec 15 2023,20:30,CET/+0100,Spezia Calcio,1-0,0-0,SSC Bari,,2023-12-15T19:30Z
,17,Sat Dec 16 2023,14:00,CET/+0100,Feralpisalò,1-0,1-0,US Cremonese,,2023-12-16T13:00Z
,17,Sat Dec 16 2023,14:00,CET/+0100,Modena FC,1-1,1-1,AS Cittadella,,2023-12-16T13:00Z
,17,Sat Dec 16 2023,14:00,CET/+0100,Venezia FC,2-3,2-1,FC Südtirol,,2023-12-16T13:00Z
,17,Sat Dec 16 2023,14:00,CET/+0100,AC Reggiana 1919,1-2,0-1,Sampdoria,,2023-12-16T13:00Z
,17,Sat Dec 16 2023,14:00,CET/+0100,Brescia Calcio,2-0,0-0,Como 1907,,2023-12-16T13:00Z
,17,Sat Dec 16 2023,16:15,CET/+0100,Ascoli Calcio,1-0,1-0,US Catanzaro,,2023-12-16T15:15Z
,17,Sat Dec 16 2023,16:15,CET/+0100,Cosenza Calcio,0-0,0-0,Parma Calcio 1913,,2023-12-16T15:15Z
,17,Sat Dec 16 2023,16:15,CET/+0100,Palermo FC,3-2,2-0,Pisa SC,,2023-12-16T15:15Z
,17,Sun Dec 17 2023,16:15,CET/+0100,Calcio Lecco 1912,2-3,2-0,Ternana Calcio,,2023-12-17T15:15Z
,18,Sat Dec 23 2023,14:00,CET/+0100,AS Cittadella,4-1,1-0,Spezia Calcio,,2023-12-23T13:00Z
,18,Sat Dec 23 2023,14:00,CET/+0100,Como 1907,3-3,0-1,Palermo FC,,2023-12-23T13:00Z
,18,Sat Dec 23 2023,14:00,CET/+0100,Venezia FC,2-2,0-1,Calcio Lecco 1912,,2023-12-23T13:00Z
,18,Sat Dec 23 2023,14:00,CET/+0100,Parma Calcio 1913,3-1,1-1,Ternana Calcio,,2023-12-23T13:00Z
,18,Sat Dec 23 2023,14:00,CET/+0100,US Cremonese,4-0,4-0,Modena FC,,2023-12-23T13:00Z
,18,Sat Dec 23 2023,15:00,CET/+0100,US Catanzaro,2-3,2-0,Brescia Calcio,,2023-12-23T14:00Z
,18,Sat Dec 23 2023,16:15,CET/+0100,FC Südtirol,2-3,1-1,AC Reggiana 1919,,2023-12-23T15:15Z
,18,Sat Dec 23 2023,16:15,CET/+0100,Pisa SC,1-0,1-0,Ascoli Calcio,,2023-12-23T15:15Z
,18,Sat Dec 23 2023,16:15,CET/+0100,Sampdoria,2-3,1-2,Feralpisalò,,2023-12-23T15:15Z
,18,Sat Dec 23 2023,16:15,CET/+0100,SSC Bari,0-0,0-0,Cosenza Calcio,,2023-12-23T15:15Z
,19,Tue Dec 26 2023,12:30,CET/+0100,AC Reggiana 1919,1-0,1-0,US Catanzaro,,2023-12-26T11:30Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Feralpisalò,2-2,1-1,Venezia FC,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Ascoli Calcio,0-0,0-0,AS Cittadella,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Calcio Lecco 1912,2-1,0-0,FC Südtirol,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Cosenza Calcio,1-2,1-1,Como 1907,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Spezia Calcio,1-1,0-0,Modena FC,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Ternana Calcio,1-1,0-1,Pisa SC,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,15:00,CET/+0100,Brescia Calcio,0-2,0-2,Parma Calcio 1913,,2023-12-26T14:00Z
,19,Tue Dec 26 2023,18:00,CET/+0100,Palermo FC,3-2,1-2,US Cremonese,,2023-12-26T17:00Z
,19,Tue Dec 26 2023,20:30,CET/+0100,Sampdoria,1-1,0-0,SSC Bari,,2023-12-26T19:30Z
,20,Fri Jan 12 2024,20:30,CET/+0100,US Catanzaro,5-3,1-2,Calcio Lecco 1912,,2024-01-12T19:30Z
,20,Sat Jan 13 2024,14:00,CET/+0100,AS Cittadella,2-0,1-0,Palermo FC,,2024-01-13T13:00Z
,20,Sat Jan 13 2024,14:00,CET/+0100,Como 1907,4-0,2-0,Spezia Calcio,,2024-01-13T13:00Z
,20,Sat Jan 13 2024,14:00,CET/+0100,FC Südtirol,1-0,0-0,Feralpisalò,,2024-01-13T13:00Z
,20,Sat Jan 13 2024,14:00,CET/+0100,SSC Bari,3-1,2-0,Ternana Calcio,,2024-01-13T13:00Z
,20,Sat Jan 13 2024,14:00,CET/+0100,Modena FC,1-2,0-2,Brescia Calcio,,2024-01-13T13:00Z
,20,Sat Jan 13 2024,16:15,CET/+0100,Pisa SC,2-2,1-2,AC Reggiana 1919,,2024-01-13T15:15Z
,20,Sun Jan 14 2024,16:15,CET/+0100,Parma Calcio 1913,1-1,0-0,Ascoli Calcio,,2024-01-14T15:15Z
,20,Sun Jan 14 2024,16:15,CET/+0100,US Cremonese,1-0,0-0,Cosenza Calcio,,2024-01-14T15:15Z
,20,Sun Jan 14 2024,16:15,CET/+0100,Venezia FC,5-3,2-1,Sampdoria,,2024-01-14T15:15Z
,21,Fri Jan 19 2024,20:30,CET/+0100,Sampdoria,0-3,0-2,Parma Calcio 1913,,2024-01-19T19:30Z
,21,Sat Jan 20 2024,14:00,CET/+0100,Feralpisalò,3-0,1-0,US Catanzaro,,2024-01-20T13:00Z
,21,Sat Jan 20 2024,14:00,CET/+0100,AC Reggiana 1919,2-2,1-2,Como 1907,,2024-01-20T13:00Z
,21,Sat Jan 20 2024,14:00,CET/+0100,Spezia Calcio,0-1,0-0,US Cremonese,,2024-01-20T13:00Z
,21,Sat Jan 20 2024,14:00,CET/+0100,Ternana Calcio,3-1,1-1,AS Cittadella,,2024-01-20T13:00Z
,21,Sat Jan 20 2024,14:00,CET/+0100,Brescia Calcio,1-1,0-0,FC Südtirol,,2024-01-20T13:00Z
,21,Sat Jan 20 2024,16:15,CET/+0100,Calcio Lecco 1912,1-3,0-1,Pisa SC,,2024-01-20T15:15Z
,21,Sat Jan 20 2024,16:15,CET/+0100,Cosenza Calcio,4-2,3-1,Venezia FC,,2024-01-20T15:15Z
,21,Sat Jan 20 2024,16:15,CET/+0100,Palermo FC,4-2,2-1,Modena FC,,2024-01-20T15:15Z
,21,Sun Jan 21 2024,16:15,CET/+0100,Ascoli Calcio,2-2,0-2,SSC Bari,,2024-01-21T15:15Z
,22,Fri Jan 26 2024,20:30,CET/+0100,US Catanzaro,1-1,1-0,Palermo FC,,2024-01-26T19:30Z
,22,Sat Jan 27 2024,14:00,CET/+0100,Como 1907,0-2,0-0,Ascoli Calcio,,2024-01-27T13:00Z
,22,Sat Jan 27 2024,14:00,CET/+0100,Modena FC,3-0,2-0,Parma Calcio 1913,,2024-01-27T13:00Z
