Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,13,Fri Oct 6 2023,20:00,EEST/+0300,PFC Beroe,0-1,0-0,Lokomotiv Sofia,2023-10-06T17:00Z
,13,Fri Oct 6 2023,17:30,EEST/+0300,FK Krumovgrad,1-0,1-0,Botev Vratsa,2023-10-06T14:30Z
,13,Sat Oct 7 2023,14:45,EEST/+0300,CSKA Sofia,1-1,0-1,Levski Sofia,2023-10-07T11:45Z
,13,Sat Oct 7 2023,17:45,EEST/+0300,Slavia Sofia,1-0,1-0,Arda Kardzhali,2023-10-07T14:45Z
,13,Sat Oct 7 2023,20:15,EEST/+0300,Cherno More Varna,2-2,1-2,Lokomotiv Plovdiv,2023-10-07T17:15Z
,13,Sun Oct 8 2023,17:45,EEST/+0300,CSKA 1948 Sofia,1-0,0-0,Botev Plovdiv,2023-10-08T14:45Z
,13,Sun Oct 8 2023,20:15,EEST/+0300,PFC Ludogorets Razgrad,4-0,1-0,Pirin Blagoevgrad,2023-10-08T17:15Z
,13,Sun Oct 8 2023,15:15,EEST/+0300,Etar Veliko Tarnovo,2-5,2-2,Hebar Pazardzhik,2023-10-08T12:15Z
,14,Fri Oct 20 2023,19:15,EEST/+0300,Lokomotiv Plovdiv,1-2,0-2,PFC Beroe,2023-10-20T16:15Z
,14,Fri Oct 20 2023,16:45,EEST/+0300,FK Krumovgrad,0-0,0-0,Etar Veliko Tarnovo,2023-10-20T13:45Z
,14,Sat Oct 21 2023,14:00,EEST/+0300,Botev Vratsa,3-5,1-2,Botev Plovdiv,2023-10-21T11:00Z
,14,Sat Oct 21 2023,16:30,EEST/+0300,Lokomotiv Sofia,0-0,0-0,CSKA 1948 Sofia,2023-10-21T13:30Z
,14,Sat Oct 21 2023,19:00,EEST/+0300,Pirin Blagoevgrad,1-2,1-0,CSKA Sofia,2023-10-21T16:00Z
,14,Sun Oct 22 2023,16:30,EEST/+0300,Levski Sofia,1-0,0-0,Cherno More Varna,2023-10-22T13:30Z
,14,Sun Oct 22 2023,14:00,EEST/+0300,Hebar Pazardzhik,1-0,0-0,Slavia Sofia,2023-10-22T11:00Z
,14,Sun Oct 22 2023,19:00,EEST/+0300,Arda Kardzhali,0-0,0-0,PFC Ludogorets Razgrad,2023-10-22T16:00Z
,15,Wed Oct 25 2023,17:30,EEST/+0300,Etar Veliko Tarnovo,2-1,1-1,Botev Vratsa,2023-10-25T14:30Z
,15,Thu Oct 26 2023,12:30,EEST/+0300,Botev Plovdiv,6-0,3-0,Lokomotiv Sofia,2023-10-26T09:30Z
,15,Thu Oct 26 2023,15:00,EEST/+0300,Cherno More Varna,2-1,1-1,Pirin Blagoevgrad,2023-10-26T12:00Z
,15,Thu Oct 26 2023,17:30,EEST/+0300,CSKA 1948 Sofia,1-1,1-1,Lokomotiv Plovdiv,2023-10-26T14:30Z
,15,Fri Oct 27 2023,19:00,EEST/+0300,PFC Beroe,2-1,1-1,Levski Sofia,2023-10-27T16:00Z
,15,Fri Oct 27 2023,16:30,EEST/+0300,CSKA Sofia,0-0,0-0,Arda Kardzhali,2023-10-27T13:30Z
,15,Fri Oct 27 2023,14:00,EEST/+0300,Slavia Sofia,2-0,1-0,FK Krumovgrad,2023-10-27T11:00Z
,15,Sun Oct 29 2023,18:15,EET/+0200,PFC Ludogorets Razgrad,3-1,2-0,Hebar Pazardzhik,2023-10-29T16:15Z
,3,Wed Nov 1 2023,17:00,EET/+0200,Etar Veliko Tarnovo,0-1,0-0,CSKA Sofia,2023-11-01T15:00Z
,7,Wed Nov 1 2023,19:30,EET/+0200,Arda Kardzhali,0-0,0-0,Levski Sofia,2023-11-01T17:30Z
,3,Thu Nov 2 2023,18:00,EET/+0200,Slavia Sofia,0-2,0-0,PFC Ludogorets Razgrad,2023-11-02T16:00Z
,16,Fri Nov 3 2023,19:30,EET/+0200,Botev Plovdiv,0-0,0-0,Lokomotiv Plovdiv,2023-11-03T17:30Z
,16,Fri Nov 3 2023,17:00,EET/+0200,PFC Beroe,0-0,0-0,Pirin Blagoevgrad,2023-11-03T15:00Z
,16,Sun Nov 5 2023,15:30,EET/+0200,PFC Ludogorets Razgrad,1-0,1-0,FK Krumovgrad,2023-11-05T13:30Z
,16,Mon Nov 6 2023,15:30,EET/+0200,Slavia Sofia,1-0,1-0,Etar Veliko Tarnovo,2023-11-06T13:30Z
,16,Mon Nov 6 2023,13:00,EET/+0200,Botev Vratsa,0-2,0-1,Lokomotiv Sofia,2023-11-06T11:00Z
,16,Mon Nov 6 2023,18:00,EET/+0200,CSKA Sofia,3-0,1-0,Hebar Pazardzhik,2023-11-06T16:00Z
,16,Tue Nov 7 2023,15:00,EET/+0200,Cherno More Varna,1-0,0-0,Arda Kardzhali,2023-11-07T13:00Z
,16,Tue Nov 7 2023,17:30,EET/+0200,CSKA 1948 Sofia,1-0,0-0,Levski Sofia,2023-11-07T15:30Z
,17,Fri Nov 10 2023,15:00,EET/+0200,Slavia Sofia,1-0,1-0,Botev Vratsa,2023-11-10T13:00Z
,17,Fri Nov 10 2023,17:30,EET/+0200,Lokomotiv Plovdiv,2-1,1-1,Lokomotiv Sofia,2023-11-10T15:30Z
,17,Sat Nov 11 2023,15:15,EET/+0200,Pirin Blagoevgrad,2-1,0-0,CSKA 1948 Sofia,2023-11-11T13:15Z
,17,Sat Nov 11 2023,12:45,EET/+0200,Hebar Pazardzhik,1-1,0-0,Cherno More Varna,2023-11-11T10:45Z
,17,Sat Nov 11 2023,17:45,EET/+0200,Arda Kardzhali,1-0,0-0,PFC Beroe,2023-11-11T15:45Z
,17,Sun Nov 12 2023,15:30,EET/+0200,Levski Sofia,1-1,1-0,Botev Plovdiv,2023-11-12T13:30Z
,17,Sun Nov 12 2023,13:00,EET/+0200,FK Krumovgrad,1-4,1-1,CSKA Sofia,2023-11-12T11:00Z
,17,Sun Nov 12 2023,18:00,EET/+0200,Etar Veliko Tarnovo,0-4,0-4,PFC Ludogorets Razgrad,2023-11-12T16:00Z
,18,Fri Nov 24 2023,17:30,EET/+0200,PFC Beroe,2-1,1-0,Hebar Pazardzhik,2023-11-24T15:30Z
,18,Sat Nov 25 2023,17:30,EET/+0200,CSKA Sofia,2-0,0-0,Etar Veliko Tarnovo,2023-11-25T15:30Z
,18,Sat Nov 25 2023,15:00,EET/+0200,Botev Plovdiv,3-1,1-1,Pirin Blagoevgrad,2023-11-25T13:00Z
,18,Sat Nov 25 2023,12:30,EET/+0200,Botev Vratsa,2-0,1-0,Lokomotiv Plovdiv,2023-11-25T10:30Z
,18,Sun Nov 26 2023,17:45,EET/+0200,Cherno More Varna,3-2,2-0,FK Krumovgrad,2023-11-26T15:45Z
,18,Mon Nov 27 2023,17:30,EET/+0200,Lokomotiv Sofia,2-2,0-1,Levski Sofia,2023-11-27T15:30Z
,3,Mon Nov 27 2023,12:45,EET/+0200,Arda Kardzhali,0-3,0-2,CSKA 1948 Sofia,2023-11-27T10:45Z
,18,Mon Nov 27 2023,15:15,EET/+0200,PFC Ludogorets Razgrad,2-3,1-1,Slavia Sofia,2023-11-27T13:15Z
,19,Fri Dec 1 2023,15:00,EET/+0200,Arda Kardzhali,0-2,0-0,Botev Plovdiv,2023-12-01T13:00Z
,19,Fri Dec 1 2023,17:30,EET/+0200,Slavia Sofia,1-1,0-0,CSKA Sofia,2023-12-01T15:30Z
,19,Sat Dec 2 2023,15:00,EET/+0200,Etar Veliko Tarnovo,1-2,0-0,Cherno More Varna,2023-12-02T13:00Z
,19,Sat Dec 2 2023,12:30,EET/+0200,Hebar Pazardzhik,1-3,0-1,CSKA 1948 Sofia,2023-12-02T10:30Z
,19,Sat Dec 2 2023,17:30,EET/+0200,Levski Sofia,3-0,2-0,Lokomotiv Plovdiv,2023-12-02T15:30Z
,19,Sun Dec 3 2023,15:15,EET/+0200,PFC Ludogorets Razgrad,5-0,1-0,Botev Vratsa,2023-12-03T13:15Z
,19,Sun Dec 3 2023,17:45,EET/+0200,FK Krumovgrad,1-0,1-0,PFC Beroe,2023-12-03T15:45Z
,19,Sun Dec 3 2023,12:45,EET/+0200,Pirin Blagoevgrad,1-1,1-0,Lokomotiv Sofia,2023-12-03T10:45Z
,20,Sat Dec 9 2023,15:00,EET/+0200,Cherno More Varna,3-0,1-0,Slavia Sofia,2023-12-09T13:00Z
,20,Sat Dec 9 2023,12:30,EET/+0200,Lokomotiv Sofia,0-1,0-0,Arda Kardzhali,2023-12-09T10:30Z
,20,Sat Dec 9 2023,17:30,EET/+0200,Botev Vratsa,0-1,0-1,Levski Sofia,2023-12-09T15:30Z
,20,Sun Dec 10 2023,15:00,EET/+0200,Botev Plovdiv,1-0,0-0,Hebar Pazardzhik,2023-12-10T13:00Z
,20,Sun Dec 10 2023,12:30,EET/+0200,CSKA 1948 Sofia,0-3,0-1,FK Krumovgrad,2023-12-10T10:30Z
,20,Sun Dec 10 2023,17:45,EET/+0200,CSKA Sofia,0-1,0-0,PFC Ludogorets Razgrad,2023-12-10T15:45Z
,20,Mon Dec 11 2023,17:30,EET/+0200,PFC Beroe,0-0,0-0,Etar Veliko Tarnovo,2023-12-11T15:30Z
,20,Mon Dec 11 2023,15:00,EET/+0200,Lokomotiv Plovdiv,3-0,0-0,Pirin Blagoevgrad,2023-12-11T13:00Z
,18,Thu Dec 14 2023,17:30,EET/+0200,CSKA 1948 Sofia,1-0,1-0,Arda Kardzhali,2023-12-14T15:30Z
,21,Fri Feb 16 2024,17:30,EET/+0200,Hebar Pazardzhik,0-1,0-1,Lokomotiv Sofia,2024-02-16T15:30Z
,21,Sat Feb 17 2024,14:30,EET/+0200,Slavia Sofia,3-0,2-0,PFC Beroe,2024-02-17T12:30Z
,21,Sat Feb 17 2024,12:00,EET/+0200,FK Krumovgrad,2-1,1-1,Botev Plovdiv,2024-02-17T10:00Z
,21,Sat Feb 17 2024,17:00,EET/+0200,Pirin Blagoevgrad,1-2,1-2,Levski Sofia,2024-02-17T15:00Z
,21,Sun Feb 18 2024,12:45,EET/+0200,Etar Veliko Tarnovo,1-1,0-0,CSKA 1948 Sofia,2024-02-18T10:45Z
,21,Sun Feb 18 2024,15:15,EET/+0200,Arda Kardzhali,1-2,1-1,Lokomotiv Plovdiv,2024-02-18T13:15Z
,21,Sun Feb 18 2024,17:45,EET/+0200,CSKA Sofia,3-0,2-0,Botev Vratsa,2024-02-18T15:45Z
,21,Mon Feb 19 2024,16:00,EET/+0200,PFC Ludogorets Razgrad,3-1,3-1,Cherno More Varna,2024-02-19T14:00Z
,22,Fri Feb 23 2024,17:30,EET/+0200,Botev Plovdiv,2-0,0-0,Etar Veliko Tarnovo,2024-02-23T15:30Z
,22,Fri Feb 23 2024,15:00,EET/+0200,Botev Vratsa,1-2,0-1,Pirin Blagoevgrad,2024-02-23T13:00Z
,22,Sat Feb 24 2024,12:45,EET/+0200,Lokomotiv Plovdiv,1-2,1-0,Hebar Pazardzhik,2024-02-24T10:45Z
,22,Sat Feb 24 2024,15:15,EET/+0200,Cherno More Varna,1-0,0-0,CSKA Sofia,2024-02-24T13:15Z
,22,Sat Feb 24 2024,17:45,EET/+0200,Levski Sofia,4-0,3-0,Arda Kardzhali,2024-02-24T15:45Z
,22,Sun Feb 25 2024,16:45,EET/+0200,CSKA 1948 Sofia,1-1,0-1,Slavia Sofia,2024-02-25T14:45Z
,22,Sun Feb 25 2024,14:30,EET/+0200,Lokomotiv Sofia,0-2,0-1,FK Krumovgrad,2024-02-25T12:30Z
,22,Mon Feb 26 2024,17:30,EET/+0200,PFC Beroe,0-2,0-1,PFC Ludogorets Razgrad,2024-02-26T15:30Z
,23,Fri Mar 1 2024,17:30,EET/+0200,Cherno More Varna,2-1,1-0,Botev Vratsa,2024-03-01T15:30Z
,23,Sat Mar 2 2024,12:45,EET/+0200,Etar Veliko Tarnovo,1-2,0-0,Lokomotiv Sofia,2024-03-02T10:45Z
,23,Sat Mar 2 2024,15:15,EET/+0200,FK Krumovgrad,3-1,0-0,Lokomotiv Plovdiv,2024-03-02T13:15Z
,23,Sat Mar 2 2024,17:45,EET/+0200,Slavia Sofia,2-2,1-0,Botev Plovdiv,2024-03-02T15:45Z
,23,Sun Mar 3 2024,14:30,EET/+0200,CSKA Sofia,3-0,2-0,PFC Beroe,2024-03-03T12:30Z
,23,Sun Mar 3 2024,17:00,EET/+0200,PFC Ludogorets Razgrad,2-0,1-0,CSKA 1948 Sofia,2024-03-03T15:00Z
,23,Mon Mar 4 2024,17:30,EET/+0200,Hebar Pazardzhik,0-1,0-0,Levski Sofia,2024-03-04T15:30Z
,23,Mon Mar 4 2024,15:00,EET/+0200,Arda Kardzhali,0-0,0-0,Pirin Blagoevgrad,2024-03-04T13:00Z
,24,Fri Mar 8 2024,18:30,EET/+0200,Lokomotiv Plovdiv,3-0,0-0,Etar Veliko Tarnovo,2024-03-08T16:30Z
,24,Sat Mar 9 2024,12:30,EET/+0200,Lokomotiv Sofia,1-2,1-0,Slavia Sofia,2024-03-09T10:30Z
,24,Sat Mar 9 2024,15:00,EET/+0200,CSKA 1948 Sofia,1-2,1-0,CSKA Sofia,2024-03-09T13:00Z
,24,Sat Mar 9 2024,17:30,EET/+0200,PFC Beroe,2-0,2-0,Cherno More Varna,2024-03-09T15:30Z
,24,Sun Mar 10 2024,12:45,EET/+0200,Botev Vratsa,1-2,0-0,Arda Kardzhali,2024-03-10T10:45Z
,24,Sun Mar 10 2024,17:45,EET/+0200,Botev Plovdiv,0-2,0-2,PFC Ludogorets Razgrad,2024-03-10T15:45Z
,24,Sun Mar 10 2024,15:15,EET/+0200,Levski Sofia,0-0,0-0,FK Krumovgrad,2024-03-10T13:15Z
,24,Mon Mar 11 2024,17:30,EET/+0200,Pirin Blagoevgrad,1-1,1-0,Hebar Pazardzhik,2024-03-11T15:30Z
,25,Fri Mar 15 2024,18:45,EET/+0200,Cherno More Varna,2-1,1-1,CSKA 1948 Sofia,2024-03-15T16:45Z
,25,Fri Mar 15 2024,16:15,EET/+0200,PFC Beroe,2-2,1-0,Botev Vratsa,2024-03-15T14:15Z
,25,Sat Mar 16 2024,17:45,EET/+0200,PFC Ludogorets Razgrad,6-0,3-0,Lokomotiv Sofia,2024-03-16T15:45Z
,25,Sat Mar 16 2024,12:45,EET/+0200,Slavia Sofia,1-2,0-1,Lokomotiv Plovdiv,2024-03-16T10:45Z
,25,Sat Mar 16 2024,15:15,EET/+0200,Etar Veliko Tarnovo,0-3,0-0,Levski Sofia,2024-03-16T13:15Z
,25,Sun Mar 17 2024,12:45,EET/+0200,FK Krumovgrad,2-2,2-1,Pirin Blagoevgrad,2024-03-17T10:45Z
,25,Sun Mar 17 2024,15:15,EET/+0200,Hebar Pazardzhik,1-0,0-0,Arda Kardzhali,2024-03-17T13:15Z
,25,Sun Mar 17 2024,17:45,EET/+0200,CSKA Sofia,4-0,3-0,Botev Plovdiv,2024-03-17T15:45Z
,26,Fri Mar 29 2024,19:00,EET/+0200,Levski Sofia,2-0,1-0,Slavia Sofia,2024-03-29T17:00Z
