Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
,3,Sun Sep 3 2023,21:45,EEST/+0300,PAS Giannina,0-1,0-0,Panathinaikos,,2023-09-03T18:45Z
,3,Sun Sep 3 2023,20:00,EEST/+0300,Aris Saloniki,3-2,1-1,Asteras Tripolis,,2023-09-03T17:00Z
,3,Sun Sep 3 2023,20:00,EEST/+0300,OFI Heraklion,1-0,0-0,PAOK Saloniki,,2023-09-03T17:00Z
,3,Sun Sep 3 2023,20:00,EEST/+0300,Olympiakos Piraeus,4-0,2-0,Lamia,,2023-09-03T17:00Z
,4,Sat Sep 16 2023,17:30,EEST/+0300,Lamia,2-2,0-1,OFI Heraklion,,2023-09-16T14:30Z
,4,Sat Sep 16 2023,20:30,EEST/+0300,Panetolikos,0-5,0-2,Panathinaikos,,2023-09-16T17:30Z
,4,Sun Sep 17 2023,20:30,EEST/+0300,PAOK Saloniki,0-0,0-0,Aris Saloniki,,2023-09-17T17:30Z
,4,Sun Sep 17 2023,15:00,EEST/+0300,Asteras Tripolis,2-2,2-2,PAS Giannina,,2023-09-17T12:00Z
,4,Sun Sep 17 2023,18:00,EEST/+0300,AE Kifisias,4-4,0-3,Panserraikos,,2023-09-17T15:00Z
,4,Sun Sep 17 2023,21:30,EEST/+0300,AEK Athen,1-1,1-1,Olympiakos Piraeus,,2023-09-17T18:30Z
,4,Mon Sep 18 2023,18:00,EEST/+0300,Atromitos,1-1,1-0,Volos NFC,,2023-09-18T15:00Z
,5,Sat Sep 23 2023,17:30,EEST/+0300,OFI Heraklion,1-1,1-0,Atromitos,,2023-09-23T14:30Z
,5,Sat Sep 23 2023,20:00,EEST/+0300,Panserraikos,2-0,0-0,Lamia,,2023-09-23T17:00Z
,5,Sun Sep 24 2023,20:30,EEST/+0300,PAS Giannina,1-3,1-2,PAOK Saloniki,,2023-09-24T17:30Z
,5,Sun Sep 24 2023,17:00,EEST/+0300,Olympiakos Piraeus,4-0,2-0,AE Kifisias,,2023-09-24T14:00Z
,5,Sun Sep 24 2023,17:30,EEST/+0300,Aris Saloniki,3-0,1-0,Panetolikos,,2023-09-24T14:30Z
,5,Sun Sep 24 2023,20:00,EEST/+0300,Volos NFC,1-2,0-2,Asteras Tripolis,,2023-09-24T17:00Z
,5,Mon Sep 25 2023,21:00,EEST/+0300,Panathinaikos,1-2,1-1,AEK Athen,,2023-09-25T18:00Z
,6,Wed Sep 27 2023,20:30,EEST/+0300,Olympiakos Piraeus,4-1,1-0,Aris Saloniki,,2023-09-27T17:30Z
,6,Wed Sep 27 2023,20:30,EEST/+0300,PAOK Saloniki,3-0,2-0,Volos NFC,,2023-09-27T17:30Z
,6,Wed Sep 27 2023,16:00,EEST/+0300,Panetolikos,1-1,1-1,OFI Heraklion,,2023-09-27T13:00Z
,6,Wed Sep 27 2023,18:00,EEST/+0300,AE Kifisias,1-1,0-0,Lamia,,2023-09-27T15:00Z
,6,Thu Sep 28 2023,20:30,EEST/+0300,Asteras Tripolis,1-4,1-2,Panathinaikos,,2023-09-28T17:30Z
,6,Thu Sep 28 2023,17:30,EEST/+0300,Panserraikos,3-2,2-1,PAS Giannina,,2023-09-28T14:30Z
,6,Thu Sep 28 2023,21:00,EEST/+0300,AEK Athen,2-1,1-0,Atromitos,,2023-09-28T18:00Z
,7,Sun Oct 1 2023,17:30,EEST/+0300,Aris Saloniki,1-1,1-0,AE Kifisias,,2023-10-01T14:30Z
,7,Sun Oct 1 2023,20:30,EEST/+0300,PAS Giannina,0-3,0-2,Olympiakos Piraeus,,2023-10-01T17:30Z
,7,Sun Oct 1 2023,15:00,EEST/+0300,Lamia,1-0,1-0,Panetolikos,,2023-10-01T12:00Z
,7,Sun Oct 1 2023,19:30,EEST/+0300,Panathinaikos,2-2,1-1,PAOK Saloniki,,2023-10-01T16:30Z
,7,Mon Oct 2 2023,18:00,EEST/+0300,Atromitos,0-0,0-0,Asteras Tripolis,,2023-10-02T15:00Z
,7,Mon Oct 2 2023,20:00,EEST/+0300,OFI Heraklion,2-0,1-0,AEK Athen,,2023-10-02T17:00Z
,1,Sun Oct 8 2023,19:30,EEST/+0300,AEK Athen,3-0,2-0,Panetolikos,,2023-10-08T16:30Z
,1,Sun Oct 8 2023,21:30,EEST/+0300,Panathinaikos,5-0,3-0,Atromitos,,2023-10-08T18:30Z
,8,Fri Oct 20 2023,20:30,EEST/+0300,Lamia,2-1,2-1,PAS Giannina,,2023-10-20T17:30Z
,8,Sat Oct 21 2023,17:30,EEST/+0300,Panetolikos,2-0,1-0,Volos NFC,,2023-10-21T14:30Z
,8,Sat Oct 21 2023,20:00,EEST/+0300,Panserraikos,0-1,0-0,Aris Saloniki,,2023-10-21T17:00Z
,8,Sun Oct 22 2023,16:00,EEST/+0300,Asteras Tripolis,0-3,0-1,AEK Athen,,2023-10-22T13:00Z
,8,Sun Oct 22 2023,19:30,EEST/+0300,Olympiakos Piraeus,0-3,0-1,Panathinaikos,,2023-10-22T16:30Z
,8,Sun Oct 22 2023,18:30,EEST/+0300,PAOK Saloniki,2-0,1-0,Atromitos,,2023-10-22T15:30Z
,8,Sun Oct 22 2023,16:00,EEST/+0300,AE Kifisias,0-0,0-0,OFI Heraklion,,2023-10-22T13:00Z
,9,Sat Oct 28 2023,20:00,EEST/+0300,Atromitos,3-2,0-1,Panetolikos,,2023-10-28T17:00Z
,9,Sat Oct 28 2023,17:30,EEST/+0300,Volos NFC,2-1,1-0,AE Kifisias,,2023-10-28T14:30Z
,9,Sun Oct 29 2023,20:30,EET/+0200,Aris Saloniki,2-0,0-0,PAS Giannina,,2023-10-29T18:30Z
,9,Sun Oct 29 2023,17:30,EET/+0200,Asteras Tripolis,0-1,0-0,Lamia,,2023-10-29T15:30Z
,9,Sun Oct 29 2023,19:30,EET/+0200,Panathinaikos,5-0,3-0,Panserraikos,,2023-10-29T17:30Z
,9,Mon Oct 30 2023,19:30,EET/+0200,AEK Athen,2-0,1-0,PAOK Saloniki,,2023-10-30T17:30Z
,9,Mon Oct 30 2023,21:30,EET/+0200,OFI Heraklion,0-2,0-1,Olympiakos Piraeus,,2023-10-30T19:30Z
,10,Sat Nov 4 2023,17:30,EET/+0200,Lamia,1-2,0-1,Panathinaikos,,2023-11-04T15:30Z
,10,Sat Nov 4 2023,20:00,EET/+0200,AE Kifisias,1-1,0-0,AEK Athen,,2023-11-04T18:00Z
,10,Sun Nov 5 2023,17:30,EET/+0200,PAS Giannina,1-1,0-0,Volos NFC,,2023-11-05T15:30Z
,10,Sun Nov 5 2023,16:00,EET/+0200,Panetolikos,0-1,0-1,Asteras Tripolis,,2023-11-05T14:00Z
,10,Sun Nov 5 2023,20:15,EET/+0200,Aris Saloniki,1-3,1-1,Atromitos,,2023-11-05T18:15Z
,10,Sun Nov 5 2023,19:30,EET/+0200,Olympiakos Piraeus,2-4,0-1,PAOK Saloniki,,2023-11-05T17:30Z
,10,Mon Nov 6 2023,18:00,EET/+0200,Panserraikos,2-1,1-1,OFI Heraklion,,2023-11-06T16:00Z
,11,Sat Nov 11 2023,20:00,EET/+0200,Volos NFC,0-2,0-0,Aris Saloniki,,2023-11-11T18:00Z
,11,Sat Nov 11 2023,17:30,EET/+0200,OFI Heraklion,1-1,1-0,PAS Giannina,,2023-11-11T15:30Z
,11,Sat Nov 11 2023,19:30,EET/+0200,Atromitos,1-1,0-1,Panserraikos,,2023-11-11T17:30Z
,11,Sun Nov 12 2023,19:30,EET/+0200,AEK Athen,3-0,2-0,Lamia,,2023-11-12T17:30Z
,11,Sun Nov 12 2023,17:30,EET/+0200,PAOK Saloniki,2-1,2-1,Panetolikos,,2023-11-12T15:30Z
,11,Sun Nov 12 2023,21:30,EET/+0200,AE Kifisias,0-1,0-0,Panathinaikos,,2023-11-12T19:30Z
,11,Sun Nov 12 2023,20:30,EET/+0200,Asteras Tripolis,0-2,0-0,Olympiakos Piraeus,,2023-11-12T18:30Z
,12,Fri Nov 24 2023,18:15,EET/+0200,OFI Heraklion,1-1,0-1,Volos NFC,,2023-11-24T16:15Z
,12,Sat Nov 25 2023,17:30,EET/+0200,Olympiakos Piraeus,3-1,2-1,Panetolikos,,2023-11-25T15:30Z
,12,Sat Nov 25 2023,19:30,EET/+0200,PAOK Saloniki,5-0,2-0,Panserraikos,,2023-11-25T17:30Z
,12,Sun Nov 26 2023,16:00,EET/+0200,AE Kifisias,1-3,0-2,Asteras Tripolis,,2023-11-26T14:00Z
,12,Sun Nov 26 2023,17:00,EET/+0200,PAS Giannina,0-1,0-1,AEK Athen,,2023-11-26T15:00Z
,12,Sun Nov 26 2023,19:30,EET/+0200,Lamia,3-3,2-2,Atromitos,,2023-11-26T17:30Z
,12,Sun Nov 26 2023,20:30,EET/+0200,Aris Saloniki,2-0,1-0,Panathinaikos,,2023-11-26T18:30Z
,7,Wed Nov 29 2023,17:00,EET/+0200,Volos NFC,1-0,0-0,Panserraikos,,2023-11-29T15:00Z
,13,Sat Dec 2 2023,20:00,EET/+0200,Asteras Tripolis,1-0,0-0,Panserraikos,,2023-12-02T18:00Z
,13,Sat Dec 2 2023,17:30,EET/+0200,Panetolikos,3-0,1-0,AE Kifisias,,2023-12-02T15:30Z
,13,Sun Dec 3 2023,17:30,EET/+0200,Atromitos,1-1,0-0,PAS Giannina,,2023-12-03T15:30Z
,13,Sun Dec 3 2023,19:30,EET/+0200,Panathinaikos,4-0,1-0,OFI Heraklion,,2023-12-03T17:30Z
,13,Sun Dec 3 2023,16:30,EET/+0200,Volos NFC,2-2,1-1,Olympiakos Piraeus,,2023-12-03T14:30Z
,13,Mon Dec 4 2023,18:00,EET/+0200,PAOK Saloniki,3-0,2-0,Lamia,,2023-12-04T16:00Z
,13,Mon Dec 4 2023,21:00,EET/+0200,AEK Athen,1-0,0-0,Aris Saloniki,,2023-12-04T19:00Z
,14,Sat Dec 16 2023,17:30,EET/+0200,AE Kifisias,4-2,3-2,PAS Giannina,,2023-12-16T15:30Z
,14,Sun Dec 17 2023,17:30,EET/+0200,Asteras Tripolis,1-4,0-1,PAOK Saloniki,,2023-12-17T15:30Z
,14,Sun Dec 17 2023,19:30,EET/+0200,Lamia,1-2,0-0,Volos NFC,,2023-12-17T17:30Z
,14,Sun Dec 17 2023,20:30,EET/+0200,Atromitos,3-2,1-1,Panathinaikos,,2023-12-17T18:30Z
,14,Sun Dec 17 2023,15:00,EET/+0200,Aris Saloniki,1-0,1-0,OFI Heraklion,,2023-12-17T13:00Z
,14,Mon Dec 18 2023,18:00,EET/+0200,Panserraikos,0-1,0-0,Olympiakos Piraeus,,2023-12-18T16:00Z
,14,Mon Dec 18 2023,17:00,EET/+0200,Panetolikos,2-2,1-2,AEK Athen,,2023-12-18T15:00Z
,15,Wed Dec 20 2023,17:00,EET/+0200,Aris Saloniki,2-2,0-0,Lamia,,2023-12-20T15:00Z
,15,Wed Dec 20 2023,19:00,EET/+0200,Volos NFC,0-3,0-0,Panathinaikos,,2023-12-20T17:00Z
,15,Thu Dec 21 2023,17:00,EET/+0200,Panserraikos,2-2,1-2,AEK Athen,,2023-12-21T15:00Z
,15,Thu Dec 21 2023,17:30,EET/+0200,OFI Heraklion,0-2,0-1,Asteras Tripolis,,2023-12-21T15:30Z
,15,Thu Dec 21 2023,20:00,EET/+0200,AE Kifisias,0-6,0-3,PAOK Saloniki,,2023-12-21T18:00Z
,15,Thu Dec 21 2023,20:30,EET/+0200,Atromitos,0-0,0-0,Olympiakos Piraeus,,2023-12-21T18:30Z
,15,Thu Dec 21 2023,15:00,EET/+0200,PAS Giannina,0-0,0-0,Panetolikos,,2023-12-21T13:00Z
,16,Wed Jan 3 2024,16:00,EET/+0200,Asteras Tripolis,3-2,1-2,Aris Saloniki,,2024-01-03T14:00Z
,16,Wed Jan 3 2024,17:00,EET/+0200,Lamia,1-0,1-0,Olympiakos Piraeus,,2024-01-03T15:00Z
,16,Wed Jan 3 2024,19:00,EET/+0200,AEK Athen,3-0,1-0,Volos NFC,,2024-01-03T17:00Z
,16,Wed Jan 3 2024,20:00,EET/+0200,PAOK Saloniki,4-0,2-0,OFI Heraklion,,2024-01-03T18:00Z
,16,Wed Jan 3 2024,21:00,EET/+0200,Panathinaikos,2-0,1-0,PAS Giannina,,2024-01-03T19:00Z
,16,Thu Jan 4 2024,19:00,EET/+0200,Atromitos,3-0,1-0,AE Kifisias,,2024-01-04T17:00Z
,16,Thu Jan 4 2024,17:00,EET/+0200,Panetolikos,3-2,1-1,Panserraikos,,2024-01-04T15:00Z
,17,Sun Jan 7 2024,15:00,EET/+0200,Panserraikos,1-1,0-1,AE Kifisias,,2024-01-07T13:00Z
,17,Sun Jan 7 2024,15:00,EET/+0200,Volos NFC,1-2,0-1,Atromitos,,2024-01-07T13:00Z
,17,Sun Jan 7 2024,17:00,EET/+0200,Panathinaikos,2-1,0-0,Panetolikos,,2024-01-07T15:00Z
,17,Sun Jan 7 2024,17:30,EET/+0200,PAS Giannina,2-1,2-1,Asteras Tripolis,,2024-01-07T15:30Z
,17,Sun Jan 7 2024,19:30,EET/+0200,Aris Saloniki,2-1,0-0,PAOK Saloniki,,2024-01-07T17:30Z
,17,Sun Jan 7 2024,21:00,EET/+0200,Olympiakos Piraeus,1-2,1-2,AEK Athen,,2024-01-07T19:00Z
,17,Mon Jan 8 2024,20:00,EET/+0200,OFI Heraklion,1-1,1-1,Lamia,,2024-01-08T18:00Z
,18,Sat Jan 13 2024,19:00,EET/+0200,Atromitos,1-1,0-0,OFI Heraklion,,2024-01-13T17:00Z
,18,Sat Jan 13 2024,20:00,EET/+0200,Lamia,0-2,0-1,Panserraikos,,2024-01-13T18:00Z
,18,Sun Jan 14 2024,17:00,EET/+0200,AE Kifisias,2-3,1-2,Olympiakos Piraeus,,2024-01-14T15:00Z
,18,Sun Jan 14 2024,17:30,EET/+0200,Asteras Tripolis,1-0,0-0,Volos NFC,,2024-01-14T15:30Z
,18,Sun Jan 14 2024,20:30,EET/+0200,AEK Athen,2-2,1-1,Panathinaikos,,2024-01-14T18:30Z
,18,Sun Jan 14 2024,20:30,EET/+0200,PAOK Saloniki,4-0,1-0,PAS Giannina,,2024-01-14T18:30Z
,18,Sun Jan 14 2024,15:00,EET/+0200,Panetolikos,0-4,0-1,Aris Saloniki,,2024-01-14T13:00Z
,19,Sat Jan 20 2024,17:30,EET/+0200,Lamia,4-1,2-1,AE Kifisias,,2024-01-20T15:30Z
,19,Sat Jan 20 2024,19:00,EET/+0200,PAS Giannina,0-2,0-2,Panserraikos,,2024-01-20T17:00Z
,19,Sat Jan 20 2024,20:00,EET/+0200,OFI Heraklion,1-0,1-0,Panetolikos,,2024-01-20T18:00Z
,19,Sun Jan 21 2024,17:30,EET/+0200,Atromitos,0-5,0-3,AEK Athen,,2024-01-21T15:30Z
,19,Sun Jan 21 2024,19:30,EET/+0200,Panathinaikos,2-0,0-0,Asteras Tripolis,,2024-01-21T17:30Z
,19,Sun Jan 21 2024,20:30,EET/+0200,Aris Saloniki,1-2,0-2,Olympiakos Piraeus,,2024-01-21T18:30Z
,19,Sun Jan 21 2024,16:00,EET/+0200,Volos NFC,1-5,0-2,PAOK Saloniki,,2024-01-21T14:00Z
,20,Sat Jan 27 2024,17:30,EET/+0200,Panetolikos,1-2,0-1,Lamia,,2024-01-27T15:30Z
,20,Sat Jan 27 2024,19:30,EET/+0200,Panserraikos,2-2,0-1,Volos NFC,,2024-01-27T17:30Z
,20,Sat Jan 27 2024,20:00,EET/+0200,AE Kifisias,0-1,0-1,Aris Saloniki,,2024-01-27T18:00Z
,20,Sun Jan 28 2024,17:30,EET/+0200,Asteras Tripolis,3-1,1-0,Atromitos,,2024-01-28T15:30Z
,20,Sun Jan 28 2024,19:30,EET/+0200,Olympiakos Piraeus,3-1,0-0,PAS Giannina,,2024-01-28T17:30Z
,20,Sun Jan 28 2024,20:30,EET/+0200,PAOK Saloniki,2-1,1-0,Panathinaikos,,2024-01-28T18:30Z
,20,Sun Jan 28 2024,16:00,EET/+0200,AEK Athen,3-0,1-0,OFI Heraklion,,2024-01-28T14:00Z
,21,Sat Feb 3 2024,17:30,EET/+0200,Volos NFC,1-1,1-1,Panetolikos,,2024-02-03T15:30Z
,21,Sat Feb 3 2024,19:30,EET/+0200,Panserraikos,1-1,0-0,Aris Saloniki,,2024-02-03T17:30Z
,21,Sun Feb 4 2024,17:30,EET/+0200,AEK Athen,4-2,3-1,Asteras Tripolis,,2024-02-04T15:30Z
,21,Sun Feb 4 2024,17:30,EET/+0200,PAS Giannina,1-4,1-2,Lamia,,2024-02-04T15:30Z
,21,Sun Feb 4 2024,20:30,EET/+0200,Atromitos,0-2,0-0,PAOK Saloniki,,2024-02-04T18:30Z
,21,Sun Feb 4 2024,21:00,EET/+0200,Panathinaikos,2-0,1-0,Olympiakos Piraeus,,2024-02-04T19:00Z
,21,Sun Feb 4 2024,16:00,EET/+0200,OFI Heraklion,1-2,0-1,AE Kifisias,,2024-02-04T14:00Z
,22,Sat Feb 10 2024,17:30,EET/+0200,Olympiakos Piraeus,4-0,3-0,OFI Heraklion,,2024-02-10T15:30Z
,22,Sat Feb 10 2024,19:00,EET/+0200,PAS Giannina,0-0,0-0,Aris Saloniki,,2024-02-10T17:00Z
,22,Sat Feb 10 2024,19:30,EET/+0200,Panetolikos,1-0,1-0,Atromitos,,2024-02-10T17:30Z
,22,Sun Feb 11 2024,17:00,EET/+0200,Panserraikos,0-3,0-2,Panathinaikos,,2024-02-11T15:00Z
,22,Sun Feb 11 2024,19:30,EET/+0200,Lamia,2-1,0-1,Asteras Tripolis,,2024-02-11T17:30Z
,22,Sun Feb 11 2024,20:00,EET/+0200,PAOK Saloniki,1-1,0-0,AEK Athen,,2024-02-11T18:00Z
,22,Sun Feb 11 2024,16:00,EET/+0200,AE Kifisias,3-0 (*),,Volos NFC,awd.,2024-02-11T14:00Z
,23,Sat Feb 17 2024,19:30,EET/+0200,Atromitos,0-2,0-1,Aris Saloniki,,2024-02-17T17:30Z
,23,Sat Feb 17 2024,20:30,EET/+0200,Panathinaikos,2-2,1-1,Lamia,,2024-02-17T18:30Z
,23,Sun Feb 18 2024,19:00,EET/+0200,AEK Athen,3-0,2-0,AE Kifisias,,2024-02-18T17:00Z
,23,Sun Feb 18 2024,20:30,EET/+0200,PAOK Saloniki,1-4,1-1,Olympiakos Piraeus,,2024-02-18T18:30Z
,23,Sun Feb 18 2024,15:30,EET/+0200,Volos NFC,1-2,0-1,PAS Giannina,,2024-02-18T13:30Z
,23,Mon Feb 19 2024,18:00,EET/+0200,Asteras Tripolis,2-2,1-1,Panetolikos,,2024-02-19T16:00Z
,23,Mon Feb 19 2024,17:30,EET/+0200,OFI Heraklion,4-0,3-0,Panserraikos,,2024-02-19T15:30Z
,24,Sat Feb 24 2024,19:00,EET/+0200,Lamia,1-3,0-2,AEK Athen,,2024-02-24T17:00Z
,24,Sat Feb 24 2024,19:30,EET/+0200,Panserraikos,0-0,0-0,Atromitos,,2024-02-24T17:30Z
,24,Sun Feb 25 2024,17:00,EET/+0200,Panetolikos,1-3,1-0,PAOK Saloniki,,2024-02-25T15:00Z
,24,Sun Feb 25 2024,18:00,EET/+0200,Olympiakos Piraeus,2-1,0-1,Asteras Tripolis,,2024-02-25T16:00Z
,24,Sun Feb 25 2024,19:30,EET/+0200,Aris Saloniki,2-0,1-0,Volos NFC,,2024-02-25T17:30Z
,24,Sun Feb 25 2024,20:00,EET/+0200,Panathinaikos,1-1,1-0,AE Kifisias,,2024-02-25T18:00Z
,24,Sun Feb 25 2024,16:30,EET/+0200,PAS Giannina,2-2,2-0,OFI Heraklion,,2024-02-25T14:30Z
,25,Wed Feb 28 2024,15:00,EET/+0200,Asteras Tripolis,3-3,3-2,AE Kifisias,,2024-02-28T13:00Z
,25,Wed Feb 28 2024,15:00,EET/+0200,Volos NFC,3-1,1-1,OFI Heraklion,,2024-02-28T13:00Z
,25,Wed Feb 28 2024,17:00,EET/+0200,Atromitos,3-1,1-1,Lamia,,2024-02-28T15:00Z
,25,Wed Feb 28 2024,17:00,EET/+0200,Panetolikos,1-2,1-0,Olympiakos Piraeus,,2024-02-28T15:00Z
,25,Wed Feb 28 2024,19:00,EET/+0200,AEK Athen,4-2,1-2,PAS Giannina,,2024-02-28T17:00Z
,25,Wed Feb 28 2024,20:00,EET/+0200,Panserraikos,0-2,0-1,PAOK Saloniki,,2024-02-28T18:00Z
,25,Wed Feb 28 2024,21:00,EET/+0200,Panathinaikos,2-0,1-0,Aris Saloniki,,2024-02-28T19:00Z
,26,Sun Mar 3 2024,19:30,EET/+0200,Aris Saloniki,3-3,1-1,AEK Athen,,2024-03-03T17:30Z
,26,Sun Mar 3 2024,19:30,EET/+0200,AE Kifisias,2-2,1-0,Panetolikos,,2024-03-03T17:30Z
,26,Sun Mar 3 2024,19:30,EET/+0200,Lamia,0-2,0-0,PAOK Saloniki,,2024-03-03T17:30Z
,26,Sun Mar 3 2024,19:30,EET/+0200,OFI Heraklion,2-2,1-1,Panathinaikos,,2024-03-03T17:30Z
,26,Sun Mar 3 2024,19:30,EET/+0200,Olympiakos Piraeus,3-0,2-0,Volos NFC,,2024-03-03T17:30Z
,26,Sun Mar 3 2024,19:30,EET/+0200,Panserraikos,2-1,1-1,Asteras Tripolis,,2024-03-03T17:30Z
,26,Sun Mar 3 2024,19:30,EET/+0200,PAS Giannina,1-1,1-0,Atromitos,,2024-03-03T17:30Z
Playoffs - Championship,1,Sun Mar 10 2024,17:00,EET/+0200,Lamia,0-4,0-1,AEK Athen,,2024-03-10T15:00Z
Playoffs - Championship,1,Sun Mar 10 2024,21:00,EET/+0200,PAOK Saloniki,0-1,0-1,Aris Saloniki,,2024-03-10T19:00Z
Playoffs - Championship,1,Sun Mar 10 2024,20:30,EET/+0200,Olympiakos Piraeus,1-3,1-2,Panathinaikos,,2024-03-10T18:30Z
Playoffs - Relegation,1,Sat Mar 16 2024,20:00,EET/+0200,Panetolikos,3-0,2-0,Panserraikos,,2024-03-16T18:00Z
Playoffs - Relegation,1,Sat Mar 16 2024,17:00,EET/+0200,Asteras Tripolis,0-2,0-0,Volos NFC,,2024-03-16T15:00Z
Playoffs - Relegation,1,Sat Mar 16 2024,19:30,EET/+0200,Atromitos,3-2,1-0,PAS Giannina,,2024-03-16T17:30Z
Playoffs - Relegation,1,Sat Mar 16 2024,17:30,EET/+0200,AE Kifisias,0-0,0-0,OFI Heraklion,,2024-03-16T15:30Z
Playoffs - Relegation,2,Sat Mar 30 2024,19:30,EET/+0200,PAS Giannina,1-1,1-0,Panetolikos,,2024-03-30T17:30Z
Playoffs - Relegation,2,Sat Mar 30 2024,17:30,EET/+0200,Volos NFC,4-1,3-1,AE Kifisias,,2024-03-30T15:30Z
Playoffs - Relegation,2,Sat Mar 30 2024,15:00,EET/+0200,Panserraikos,2-0,0-0,Asteras Tripolis,,2024-03-30T13:00Z
Playoffs - Relegation,2,Sat Mar 30 2024,20:00,EET/+0200,OFI Heraklion,0-0,0-0,Atromitos,,2024-03-30T18:00Z
Playoffs - Championship,2,Sun Mar 31 2024,18:00,EEST/+0300,Panathinaikos,2-3,1-2,PAOK Saloniki,,2024-03-31T15:00Z
Playoffs - Championship,2,Sun Mar 31 2024,20:30,EEST/+0300,AEK Athen,1-0,0-0,Olympiakos Piraeus,,2024-03-31T17:30Z
Playoffs - Championship,2,Sun Mar 31 2024,20:30,EEST/+0300,Aris Saloniki,3-1,0-0,Lamia,,2024-03-31T17:30Z
Playoffs - Championship,3,Wed Apr 3 2024,21:00,EEST/+0300,Panathinaikos,2-1,2-1,AEK Athen,,2024-04-03T18:00Z
Playoffs - Championship,3,Wed Apr 3 2024,19:00,EEST/+0300,Olympiakos Piraeus,3-0,1-0,Aris Saloniki,,2024-04-03T16:00Z
Playoffs - Championship,3,Wed Apr 3 2024,19:30,EEST/+0300,PAOK Saloniki,3-1,1-1,Lamia,,2024-04-03T16:30Z
Playoffs - Relegation,3,Sat Apr 6 2024,19:30,EEST/+0300,Asteras Tripolis,1-2,1-0,AE Kifisias,,2024-04-06T16:30Z
Playoffs - Relegation,3,Sat Apr 6 2024,19:30,EEST/+0300,Panetolikos,0-1,0-1,Volos NFC,,2024-04-06T16:30Z
Playoffs - Relegation,3,Sat Apr 6 2024,17:00,EEST/+0300,Atromitos,1-1,0-1,Panserraikos,,2024-04-06T14:00Z
Playoffs - Relegation,3,Sat Apr 6 2024,20:00,EEST/+0300,OFI Heraklion,4-0,2-0,PAS Giannina,,2024-04-06T17:00Z
Playoffs - Championship,4,Sun Apr 7 2024,19:30,EEST/+0300,Aris Saloniki,0-2,0-0,Panathinaikos,,2024-04-07T16:30Z
Playoffs - Championship,4,Sun Apr 7 2024,20:30,EEST/+0300,AEK Athen,2-2,1-0,PAOK Saloniki,,2024-04-07T17:30Z
Playoffs - Championship,4,Sun Apr 7 2024,17:00,EEST/+0300,Lamia,1-5,0-3,Olympiakos Piraeus,,2024-04-07T14:00Z
Playoffs - Relegation,4,Sat Apr 13 2024,20:00,EEST/+0300,AE Kifisias,0-1,0-0,Panetolikos,,2024-04-13T17:00Z
Playoffs - Relegation,4,Sat Apr 13 2024,19:30,EEST/+0300,PAS Giannina,0-1,0-0,Asteras Tripolis,,2024-04-13T16:30Z
Playoffs - Relegation,4,Sat Apr 13 2024,15:00,EEST/+0300,Panserraikos,2-2,2-1,OFI Heraklion,,2024-04-13T12:00Z
Playoffs - Relegation,4,Sat Apr 13 2024,17:30,EEST/+0300,Volos NFC,2-2,1-1,Atromitos,,2024-04-13T14:30Z
Playoffs - Championship,5,Sun Apr 14 2024,20:30,EEST/+0300,AEK Athen,2-0,2-0,Aris Saloniki,,2024-04-14T17:30Z
