Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,3,Sun Aug 6 2023,16:30,CEST/+0200,Grasshopper Club Zürich,3-1,3-1,FC Basel 1893,2023-08-06T14:30Z
,3,Sun Aug 6 2023,14:15,CEST/+0200,FC Lausanne-Sport,1-2,1-1,Yverdon Sport FC,2023-08-06T12:15Z
,4,Sat Aug 12 2023,18:00,CEST/+0200,FC Winterthur,3-1,1-1,Grasshopper Club Zürich,2023-08-12T16:00Z
,4,Sat Aug 12 2023,18:00,CEST/+0200,Stade-Lausanne-Ouchy,0-3,0-1,FC Zürich,2023-08-12T16:00Z
,4,Sat Aug 12 2023,20:30,CEST/+0200,Servette FC,1-1,1-0,FC St. Gallen,2023-08-12T18:30Z
,4,Sun Aug 13 2023,16:30,CEST/+0200,FC Lugano,6-1,3-1,Yverdon Sport FC,2023-08-13T14:30Z
,4,Sun Aug 13 2023,16:30,CEST/+0200,FC Luzern,1-1,1-0,BSC Young Boys,2023-08-13T14:30Z
,4,Sun Aug 13 2023,14:15,CEST/+0200,FC Basel 1893,1-2,0-1,FC Lausanne-Sport,2023-08-13T12:15Z
,5,Sat Aug 26 2023,18:00,CEST/+0200,Yverdon Sport FC,4-1,1-0,Servette FC,2023-08-26T16:00Z
,5,Sat Aug 26 2023,18:00,CEST/+0200,FC Zürich,1-1,0-0,FC St. Gallen,2023-08-26T16:00Z
,5,Sun Aug 27 2023,16:30,CEST/+0200,FC Lausanne-Sport,2-5,0-1,FC Winterthur,2023-08-27T14:30Z
,5,Sun Aug 27 2023,16:30,CEST/+0200,Grasshopper Club Zürich,0-1,0-0,FC Luzern,2023-08-27T14:30Z
,6,Sat Sep 2 2023,18:00,CEST/+0200,Stade-Lausanne-Ouchy,2-1,0-1,Grasshopper Club Zürich,2023-09-02T16:00Z
,6,Sat Sep 2 2023,18:00,CEST/+0200,FC St. Gallen,2-1,0-0,FC Lausanne-Sport,2023-09-02T16:00Z
,6,Sat Sep 2 2023,20:30,CEST/+0200,FC Winterthur,1-1,1-0,Yverdon Sport FC,2023-09-02T18:30Z
,6,Sun Sep 3 2023,16:30,CEST/+0200,FC Luzern,3-2,2-1,FC Lugano,2023-09-03T14:30Z
,6,Sun Sep 3 2023,16:30,CEST/+0200,FC Basel 1893,2-2,0-1,FC Zürich,2023-09-03T14:30Z
,6,Sun Sep 3 2023,14:15,CEST/+0200,Servette FC,0-1,0-1,BSC Young Boys,2023-09-03T12:15Z
,7,Sat Sep 23 2023,20:30,CEST/+0200,Grasshopper Club Zürich,1-1,1-0,FC St. Gallen,2023-09-23T18:30Z
,7,Sat Sep 23 2023,18:00,CEST/+0200,FC Winterthur,2-1,2-1,Stade-Lausanne-Ouchy,2023-09-23T16:00Z
,7,Sat Sep 23 2023,18:00,CEST/+0200,FC Lausanne-Sport,0-0,0-0,FC Zürich,2023-09-23T16:00Z
,7,Sun Sep 24 2023,16:30,CEST/+0200,BSC Young Boys,4-1,3-0,FC Lugano,2023-09-24T14:30Z
,7,Sun Sep 24 2023,16:30,CEST/+0200,FC Luzern,2-0,2-0,Servette FC,2023-09-24T14:30Z
,7,Sun Sep 24 2023,14:15,CEST/+0200,Yverdon Sport FC,3-2,1-1,FC Basel 1893,2023-09-24T12:15Z
,8,Tue Sep 26 2023,20:30,CEST/+0200,FC Zürich,2-1,1-0,Grasshopper Club Zürich,2023-09-26T18:30Z
,8,Wed Sep 27 2023,20:30,CEST/+0200,FC St. Gallen,2-1,0-0,BSC Young Boys,2023-09-27T18:30Z
,8,Wed Sep 27 2023,20:30,CEST/+0200,FC Lugano,2-1,1-0,FC Lausanne-Sport,2023-09-27T18:30Z
,8,Wed Sep 27 2023,20:30,CEST/+0200,Servette FC,2-2,0-1,FC Winterthur,2023-09-27T18:30Z
,8,Thu Sep 28 2023,20:30,CEST/+0200,FC Basel 1893,1-1,0-0,FC Luzern,2023-09-28T18:30Z
,8,Thu Sep 28 2023,20:30,CEST/+0200,Stade-Lausanne-Ouchy,1-1,0-0,Yverdon Sport FC,2023-09-28T18:30Z
,9,Sat Sep 30 2023,20:30,CEST/+0200,Grasshopper Club Zürich,0-1,0-1,BSC Young Boys,2023-09-30T18:30Z
,9,Sat Sep 30 2023,18:00,CEST/+0200,Servette FC,2-1,0-1,FC Lausanne-Sport,2023-09-30T16:00Z
,9,Sat Sep 30 2023,18:00,CEST/+0200,FC Winterthur,2-3,0-1,FC Lugano,2023-09-30T16:00Z
,9,Sun Oct 1 2023,16:30,CEST/+0200,FC Basel 1893,0-3,0-1,Stade-Lausanne-Ouchy,2023-10-01T14:30Z
,9,Sun Oct 1 2023,16:30,CEST/+0200,FC Luzern,1-4,0-1,FC Zürich,2023-10-01T14:30Z
,9,Sun Oct 1 2023,14:15,CEST/+0200,Yverdon Sport FC,1-0,1-0,FC St. Gallen,2023-10-01T12:15Z
,10,Sat Oct 7 2023,20:30,CEST/+0200,FC St. Gallen,4-0,2-0,Stade-Lausanne-Ouchy,2023-10-07T18:30Z
,10,Sat Oct 7 2023,18:00,CEST/+0200,Yverdon Sport FC,0-3,0-1,Grasshopper Club Zürich,2023-10-07T16:00Z
,10,Sat Oct 7 2023,18:00,CEST/+0200,FC Zürich,3-2,2-1,FC Winterthur,2023-10-07T16:00Z
,10,Sun Oct 8 2023,16:30,CEST/+0200,BSC Young Boys,3-0,2-0,FC Basel 1893,2023-10-08T14:30Z
,10,Sun Oct 8 2023,16:30,CEST/+0200,FC Lausanne-Sport,3-1,0-1,FC Luzern,2023-10-08T14:30Z
,10,Sun Oct 8 2023,14:15,CEST/+0200,FC Lugano,0-1,0-1,Servette FC,2023-10-08T12:15Z
,11,Sat Oct 21 2023,18:00,CEST/+0200,BSC Young Boys,0-0,0-0,FC Zürich,2023-10-21T16:00Z
,11,Sat Oct 21 2023,18:00,CEST/+0200,Stade-Lausanne-Ouchy,2-2,0-1,FC Lausanne-Sport,2023-10-21T16:00Z
,11,Sat Oct 21 2023,20:30,CEST/+0200,FC Basel 1893,0-1,0-0,Servette FC,2023-10-21T18:30Z
,11,Sun Oct 22 2023,16:30,CEST/+0200,Grasshopper Club Zürich,2-1,0-0,FC Lugano,2023-10-22T14:30Z
,11,Sun Oct 22 2023,16:30,CEST/+0200,FC Luzern,2-1,1-0,Yverdon Sport FC,2023-10-22T14:30Z
,11,Sun Oct 22 2023,14:15,CEST/+0200,FC Winterthur,2-1,0-0,FC St. Gallen,2023-10-22T12:15Z
,12,Sat Oct 28 2023,18:00,CEST/+0200,FC St. Gallen,3-1,3-1,Grasshopper Club Zürich,2023-10-28T16:00Z
,12,Sat Oct 28 2023,18:00,CEST/+0200,Yverdon Sport FC,1-1,1-1,FC Winterthur,2023-10-28T16:00Z
,12,Sat Oct 28 2023,20:30,CEST/+0200,FC Zürich,1-1,1-1,Stade-Lausanne-Ouchy,2023-10-28T18:30Z
,12,Sun Oct 29 2023,15:30,CET/+0100,FC Lugano,1-1,0-0,BSC Young Boys,2023-10-29T14:30Z
,12,Sun Oct 29 2023,15:30,CET/+0100,Servette FC,4-2,1-1,FC Luzern,2023-10-29T14:30Z
,12,Sun Oct 29 2023,13:15,CET/+0100,FC Lausanne-Sport,3-0,1-0,FC Basel 1893,2023-10-29T12:15Z
,13,Sat Nov 4 2023,18:00,CET/+0100,FC Winterthur,1-4,1-2,BSC Young Boys,2023-11-04T17:00Z
,13,Sat Nov 4 2023,18:00,CET/+0100,FC Lausanne-Sport,3-1,0-0,FC Lugano,2023-11-04T17:00Z
,13,Sat Nov 4 2023,20:30,CET/+0100,FC Zürich,0-2,0-1,Servette FC,2023-11-04T19:30Z
,13,Sun Nov 5 2023,16:30,CET/+0100,FC Basel 1893,2-1,1-0,Yverdon Sport FC,2023-11-05T15:30Z
,13,Sun Nov 5 2023,16:30,CET/+0100,Stade-Lausanne-Ouchy,2-5,2-1,FC St. Gallen,2023-11-05T15:30Z
,13,Sun Nov 5 2023,14:15,CET/+0100,FC Luzern,2-0,1-0,Grasshopper Club Zürich,2023-11-05T13:15Z
,14,Sat Nov 11 2023,18:00,CET/+0100,Yverdon Sport FC,2-2,2-2,FC Lausanne-Sport,2023-11-11T17:00Z
,14,Sat Nov 11 2023,18:00,CET/+0100,FC St. Gallen,4-2,3-1,FC Winterthur,2023-11-11T17:00Z
,14,Sat Nov 11 2023,20:30,CET/+0100,BSC Young Boys,6-1,3-1,FC Luzern,2023-11-11T19:30Z
,14,Sun Nov 12 2023,16:30,CET/+0100,FC Lugano,0-3,0-2,FC Zürich,2023-11-12T15:30Z
,14,Sun Nov 12 2023,14:15,CET/+0100,Grasshopper Club Zürich,5-2,4-1,Stade-Lausanne-Ouchy,2023-11-12T13:15Z
,14,Sun Nov 12 2023,16:30,CET/+0100,Servette FC,4-1,1-1,FC Basel 1893,2023-11-12T15:30Z
,15,Sat Nov 25 2023,18:00,CET/+0100,FC Zürich,3-1,2-1,BSC Young Boys,2023-11-25T17:00Z
,15,Sat Nov 25 2023,20:30,CET/+0100,Yverdon Sport FC,0-5,0-0,FC Lugano,2023-11-25T19:30Z
,15,Sat Nov 25 2023,18:00,CET/+0100,FC Luzern,3-1,1-0,FC Winterthur,2023-11-25T17:00Z
,15,Sun Nov 26 2023,16:30,CET/+0100,FC Basel 1893,2-0,1-0,FC St. Gallen,2023-11-26T15:30Z
,15,Sun Nov 26 2023,14:15,CET/+0100,FC Lausanne-Sport,1-0,0-0,Stade-Lausanne-Ouchy,2023-11-26T13:15Z
,15,Sun Nov 26 2023,16:30,CET/+0100,Servette FC,2-0,1-0,Grasshopper Club Zürich,2023-11-26T15:30Z
,16,Sat Dec 2 2023,18:00,CET/+0100,Grasshopper Club Zürich,5-0,0-0,FC Lausanne-Sport,2023-12-02T17:00Z
,16,Sat Dec 2 2023,18:00,CET/+0100,Stade-Lausanne-Ouchy,1-1,0-1,FC Basel 1893,2023-12-02T17:00Z
,16,Sun Dec 3 2023,16:30,CET/+0100,BSC Young Boys,1-1,0-1,Servette FC,2023-12-03T15:30Z
,16,Sun Dec 3 2023,16:30,CET/+0100,FC Lugano,1-0,0-0,FC Luzern,2023-12-03T15:30Z
,5,Wed Dec 6 2023,20:30,CET/+0100,BSC Young Boys,1-0,0-0,Stade-Lausanne-Ouchy,2023-12-06T19:30Z
,5,Wed Dec 6 2023,20:30,CET/+0100,FC Lugano,1-3,0-1,FC Basel 1893,2023-12-06T19:30Z
,16,Wed Dec 6 2023,18:30,CET/+0100,FC St. Gallen,4-0,3-0,Yverdon Sport FC,2023-12-06T17:30Z
,17,Sat Dec 9 2023,18:00,CET/+0100,FC Basel 1893,0-1,0-0,Grasshopper Club Zürich,2023-12-09T17:00Z
,17,Sat Dec 9 2023,18:00,CET/+0100,BSC Young Boys,3-0,2-0,FC St. Gallen,2023-12-09T17:00Z
,17,Sat Dec 9 2023,20:30,CET/+0100,FC Lausanne-Sport,1-1,0-1,Servette FC,2023-12-09T19:30Z
,17,Sun Dec 10 2023,14:15,CET/+0100,FC Lugano,2-1,1-0,FC Winterthur,2023-12-10T13:15Z
,17,Sun Dec 10 2023,16:30,CET/+0100,FC Zürich,1-1,0-0,FC Luzern,2023-12-10T15:30Z
,17,Sun Dec 10 2023,16:30,CET/+0100,Yverdon Sport FC,2-1,0-1,Stade-Lausanne-Ouchy,2023-12-10T15:30Z
,16,Wed Dec 13 2023,20:30,CET/+0100,FC Winterthur,2-1,1-1,FC Zürich,2023-12-13T19:30Z
,18,Sat Dec 16 2023,18:00,CET/+0100,FC St. Gallen,1-0,1-0,FC Zürich,2023-12-16T17:00Z
,18,Sat Dec 16 2023,18:00,CET/+0100,Stade-Lausanne-Ouchy,1-3,0-3,BSC Young Boys,2023-12-16T17:00Z
,18,Sat Dec 16 2023,20:30,CET/+0100,Grasshopper Club Zürich,1-1,1-0,Yverdon Sport FC,2023-12-16T19:30Z
,18,Sun Dec 17 2023,16:30,CET/+0100,FC Luzern,0-1,0-0,FC Basel 1893,2023-12-17T15:30Z
,18,Sun Dec 17 2023,16:30,CET/+0100,Servette FC,2-2,2-0,FC Lugano,2023-12-17T15:30Z
,18,Sun Dec 17 2023,14:15,CET/+0100,FC Winterthur,1-0,0-0,FC Lausanne-Sport,2023-12-17T13:15Z
,19,Sat Jan 20 2024,18:00,CET/+0100,BSC Young Boys,1-0,0-0,Grasshopper Club Zürich,2024-01-20T17:00Z
,19,Sat Jan 20 2024,20:30,CET/+0100,FC Lausanne-Sport,0-1,0-1,FC St. Gallen,2024-01-20T19:30Z
,19,Sun Jan 21 2024,16:30,CET/+0100,FC Zürich,0-0,0-0,FC Basel 1893,2024-01-21T15:30Z
,19,Sun Jan 21 2024,16:30,CET/+0100,FC Lugano,2-3,0-3,Stade-Lausanne-Ouchy,2024-01-21T15:30Z
,19,Tue Jan 23 2024,19:00,CET/+0100,Yverdon Sport FC,2-1,1-0,FC Luzern,2024-01-23T18:00Z
,19,Tue Jan 23 2024,19:00,CET/+0100,FC Winterthur,3-3,0-2,Servette FC,2024-01-23T18:00Z
,20,Sat Jan 27 2024,18:00,CET/+0100,Stade-Lausanne-Ouchy,1-3,0-2,FC Winterthur,2024-01-27T17:00Z
,20,Sat Jan 27 2024,18:00,CET/+0100,Servette FC,1-0,0-0,Yverdon Sport FC,2024-01-27T17:00Z
,20,Sat Jan 27 2024,20:30,CET/+0100,FC Basel 1893,1-0,1-0,BSC Young Boys,2024-01-27T19:30Z
,20,Sun Jan 28 2024,16:30,CET/+0100,FC Luzern,2-1,0-1,FC Lausanne-Sport,2024-01-28T15:30Z
,20,Sun Jan 28 2024,16:30,CET/+0100,Grasshopper Club Zürich,2-1,0-1,FC Zürich,2024-01-28T15:30Z
,20,Sun Jan 28 2024,14:15,CET/+0100,FC St. Gallen,1-4,0-1,FC Lugano,2024-01-28T13:15Z
,21,Tue Jan 30 2024,20:30,CET/+0100,BSC Young Boys,5-1,2-1,Yverdon Sport FC,2024-01-30T19:30Z
,21,Tue Jan 30 2024,20:30,CET/+0100,FC Winterthur,1-3,0-1,FC Basel 1893,2024-01-30T19:30Z
,21,Wed Jan 31 2024,20:30,CET/+0100,FC Lugano,0-0,0-0,Grasshopper Club Zürich,2024-01-31T19:30Z
,21,Wed Jan 31 2024,20:30,CET/+0100,FC St. Gallen,0-2,0-2,Servette FC,2024-01-31T19:30Z
,21,Wed Jan 31 2024,20:30,CET/+0100,FC Zürich,2-2,0-2,FC Lausanne-Sport,2024-01-31T19:30Z
,21,Thu Feb 1 2024,20:30,CET/+0100,Stade-Lausanne-Ouchy,0-3,0-2,FC Luzern,2024-02-01T19:30Z
,22,Sat Feb 3 2024,18:00,CET/+0100,Grasshopper Club Zürich,0-1,0-1,FC Winterthur,2024-02-03T17:00Z
,22,Sat Feb 3 2024,20:30,CET/+0100,FC Basel 1893,0-1,0-0,FC Lugano,2024-02-03T19:30Z
,22,Sat Feb 3 2024,18:00,CET/+0100,FC Lausanne-Sport,0-1,0-1,BSC Young Boys,2024-02-03T17:00Z
,22,Sun Feb 4 2024,14:15,CET/+0100,Yverdon Sport FC,3-0,1-0,FC Zürich,2024-02-04T13:15Z
,22,Sun Feb 4 2024,16:30,CET/+0100,FC Luzern,1-0,0-0,FC St. Gallen,2024-02-04T15:30Z
,22,Sun Feb 4 2024,16:30,CET/+0100,Servette FC,3-1,2-0,Stade-Lausanne-Ouchy,2024-02-04T15:30Z
,23,Sat Feb 10 2024,18:00,CET/+0100,FC Zürich,1-0,1-0,Grasshopper Club Zürich,2024-02-10T17:00Z
,23,Sat Feb 10 2024,20:30,CET/+0100,FC Lugano,3-3,1-1,BSC Young Boys,2024-02-10T19:30Z
,23,Sat Feb 10 2024,18:00,CET/+0100,Stade-Lausanne-Ouchy,1-1,1-1,FC Lausanne-Sport,2024-02-10T17:00Z
,23,Sun Feb 11 2024,16:30,CET/+0100,FC Basel 1893,1-0,0-0,FC St. Gallen,2024-02-11T15:30Z
,23,Sun Feb 11 2024,16:30,CET/+0100,Yverdon Sport FC,2-1,1-1,Servette FC,2024-02-11T15:30Z
,23,Sun Feb 11 2024,14:15,CET/+0100,FC Winterthur,2-1,0-1,FC Luzern,2024-02-11T13:15Z
,24,Sat Feb 17 2024,18:00,CET/+0100,FC Lausanne-Sport,3-1,3-1,Yverdon Sport FC,2024-02-17T17:00Z
,24,Sat Feb 17 2024,18:00,CET/+0100,FC St. Gallen,2-2,1-0,FC Winterthur,2024-02-17T17:00Z
,24,Sat Feb 17 2024,20:30,CET/+0100,Grasshopper Club Zürich,2-1,2-1,FC Basel 1893,2024-02-17T19:30Z
,24,Sun Feb 18 2024,16:30,CET/+0100,FC Luzern,0-1,0-0,FC Zürich,2024-02-18T15:30Z
,24,Sun Feb 18 2024,16:30,CET/+0100,Servette FC,2-1,0-1,FC Lugano,2024-02-18T15:30Z
,24,Sun Feb 18 2024,14:15,CET/+0100,BSC Young Boys,1-0,0-0,Stade-Lausanne-Ouchy,2024-02-18T13:15Z
,25,Sat Feb 24 2024,18:00,CET/+0100,FC St. Gallen,1-0,0-0,Stade-Lausanne-Ouchy,2024-02-24T17:00Z
,25,Sat Feb 24 2024,18:00,CET/+0100,Yverdon Sport FC,0-2,0-1,FC Basel 1893,2024-02-24T17:00Z
,25,Sat Feb 24 2024,20:30,CET/+0100,Grasshopper Club Zürich,0-1,0-0,FC Luzern,2024-02-24T19:30Z
,25,Sun Feb 25 2024,16:30,CET/+0100,FC Lausanne-Sport,1-1,1-1,FC Winterthur,2024-02-25T15:30Z
,25,Sun Feb 25 2024,16:30,CET/+0100,BSC Young Boys,0-1,0-1,Servette FC,2024-02-25T15:30Z
,25,Sun Feb 25 2024,14:15,CET/+0100,FC Lugano,2-0,1-0,FC Zürich,2024-02-25T13:15Z
,26,Sat Mar 2 2024,18:00,CET/+0100,Servette FC,2-0,1-0,FC St. Gallen,2024-03-02T17:00Z
,26,Sat Mar 2 2024,20:30,CET/+0100,FC Basel 1893,1-2,0-1,FC Lausanne-Sport,2024-03-02T19:30Z
,26,Sat Mar 2 2024,18:00,CET/+0100,Stade-Lausanne-Ouchy,1-1,1-1,Grasshopper Club Zürich,2024-03-02T17:00Z
,26,Sun Mar 3 2024,14:15,CET/+0100,FC Luzern,0-1,0-1,FC Lugano,2024-03-03T13:15Z
,26,Sun Mar 3 2024,16:30,CET/+0100,FC Winterthur,2-1,1-0,Yverdon Sport FC,2024-03-03T15:30Z
,26,Sun Mar 3 2024,16:30,CET/+0100,FC Zürich,1-0,1-0,BSC Young Boys,2024-03-03T15:30Z
,27,Sat Mar 9 2024,18:00,CET/+0100,Yverdon Sport FC,3-2,2-1,FC Zürich,2024-03-09T17:00Z
,27,Sat Mar 9 2024,20:30,CET/+0100,FC St. Gallen,2-3,2-1,FC Lugano,2024-03-09T19:30Z
,27,Sat Mar 9 2024,18:00,CET/+0100,FC Winterthur,2-0,0-0,Grasshopper Club Zürich,2024-03-09T17:00Z
,27,Sun Mar 10 2024,14:15,CET/+0100,Servette FC,3-1,1-1,FC Lausanne-Sport,2024-03-10T13:15Z
,27,Sun Mar 10 2024,16:30,CET/+0100,Stade-Lausanne-Ouchy,2-1,0-0,FC Luzern,2024-03-10T15:30Z
,27,Sun Mar 10 2024,16:30,CET/+0100,BSC Young Boys,5-1,3-0,FC Basel 1893,2024-03-10T15:30Z
,28,Sat Mar 16 2024,18:00,CET/+0100,Grasshopper Club Zürich,1-1,0-1,FC St. Gallen,2024-03-16T17:00Z
,28,Sat Mar 16 2024,20:30,CET/+0100,FC Lugano,2-0,1-0,Yverdon Sport FC,2024-03-16T19:30Z
,28,Sat Mar 16 2024,18:00,CET/+0100,FC Basel 1893,1-1,0-1,FC Winterthur,2024-03-16T17:00Z
,28,Sun Mar 17 2024,14:15,CET/+0100,FC Zürich,2-2,2-1,Stade-Lausanne-Ouchy,2024-03-17T13:15Z
,28,Sun Mar 17 2024,16:30,CET/+0100,FC Lausanne-Sport,2-0,2-0,BSC Young Boys,2024-03-17T15:30Z
,28,Sun Mar 17 2024,16:30,CET/+0100,FC Luzern,2-2,1-2,Servette FC,2024-03-17T15:30Z
,29,Sat Mar 30 2024,18:00,CET/+0100,FC Winterthur,1-0,0-0,Servette FC,2024-03-30T17:00Z
,29,Sat Mar 30 2024,20:30,CET/+0100,FC Basel 1893,2-2,2-1,FC Zürich,2024-03-30T19:30Z
,29,Sat Mar 30 2024,18:00,CET/+0100,Stade-Lausanne-Ouchy,1-3,0-0,FC Lugano,2024-03-30T17:00Z
,29,Mon Apr 1 2024,14:15,CEST/+0200,Yverdon Sport FC,0-0,0-0,BSC Young Boys,2024-04-01T12:15Z
,29,Mon Apr 1 2024,16:30,CEST/+0200,FC St. Gallen,1-1,1-0,FC Luzern,2024-04-01T14:30Z
,29,Mon Apr 1 2024,16:30,CEST/+0200,Grasshopper Club Zürich,0-1,0-1,FC Lausanne-Sport,2024-04-01T14:30Z
,30,Tue Apr 2 2024,20:30,CEST/+0200,FC Lugano,2-0,1-0,FC Basel 1893,2024-04-02T18:30Z
,30,Wed Apr 3 2024,20:30,CEST/+0200,Servette FC,1-2,0-1,Stade-Lausanne-Ouchy,2024-04-03T18:30Z
,30,Wed Apr 3 2024,20:30,CEST/+0200,FC Zürich,0-0,0-0,FC Winterthur,2024-04-03T18:30Z
,30,Thu Apr 4 2024,20:30,CEST/+0200,FC Luzern,1-0,1-0,Yverdon Sport FC,2024-04-04T18:30Z
,30,Thu Apr 4 2024,20:30,CEST/+0200,BSC Young Boys,3-0,3-0,Grasshopper Club Zürich,2024-04-04T18:30Z
,30,Thu Apr 4 2024,20:30,CEST/+0200,FC Lausanne-Sport,3-3,1-2,FC St. Gallen,2024-04-04T18:30Z
,31,Sat Apr 6 2024,18:00,CEST/+0200,Stade-Lausanne-Ouchy,0-2,0-1,FC Basel 1893,2024-04-06T16:00Z
,31,Sat Apr 6 2024,18:00,CEST/+0200,FC Winterthur,2-2,0-0,FC Lugano,2024-04-06T16:00Z
,31,Sat Apr 6 2024,20:30,CEST/+0200,Servette FC,0-1,0-1,FC Zürich,2024-04-06T18:30Z
,31,Sun Apr 7 2024,16:30,CEST/+0200,FC St. Gallen,2-2,1-0,BSC Young Boys,2024-04-07T14:30Z
,31,Sun Apr 7 2024,16:30,CEST/+0200,Yverdon Sport FC,3-2,1-0,Grasshopper Club Zürich,2024-04-07T14:30Z
,31,Sun Apr 7 2024,14:15,CEST/+0200,FC Luzern,0-0,0-0,FC Lausanne-Sport,2024-04-07T12:15Z
,32,Sat Apr 13 2024,18:00,CEST/+0200,Grasshopper Club Zürich,0-1,0-1,FC Lugano,2024-04-13T16:00Z
,32,Sat Apr 13 2024,20:30,CEST/+0200,FC St. Gallen,5-1,1-1,Yverdon Sport FC,2024-04-13T18:30Z
,32,Sat Apr 13 2024,18:00,CEST/+0200,FC Lausanne-Sport,1-0,1-0,FC Zürich,2024-04-13T16:00Z
,32,Sun Apr 14 2024,14:15,CEST/+0200,FC Basel 1893,2-1,2-0,Servette FC,2024-04-14T12:15Z
,32,Sun Apr 14 2024,16:30,CEST/+0200,Stade-Lausanne-Ouchy,0-1,0-0,FC Winterthur,2024-04-14T14:30Z
,32,Sun Apr 14 2024,16:30,CEST/+0200,BSC Young Boys,4-2,1-2,FC Luzern,2024-04-14T14:30Z
,33,Sat Apr 20 2024,18:00,CEST/+0200,Yverdon Sport FC,3-0,1-0,Stade-Lausanne-Ouchy,2024-04-20T16:00Z
,33,Sat Apr 20 2024,20:30,CEST/+0200,FC Lugano,2-0,2-0,FC Lausanne-Sport,2024-04-20T18:30Z
,33,Sat Apr 20 2024,18:00,CEST/+0200,Servette FC,1-0,1-0,Grasshopper Club Zürich,2024-04-20T16:00Z
,33,Sun Apr 21 2024,16:30,CEST/+0200,FC Winterthur,1-2,0-0,BSC Young Boys,2024-04-21T14:30Z
,33,Sun Apr 21 2024,16:30,CEST/+0200,FC Zürich,0-1,0-0,FC St. Gallen,2024-04-21T14:30Z
,33,Sun Apr 21 2024,16:30,CEST/+0200,FC Luzern,1-1,0-1,FC Basel 1893,2024-04-21T14:30Z
Championship,34,Sat May 4 2024,18:00,CEST/+0200,Servette FC,2-1,2-0,FC Winterthur,2024-05-04T16:00Z
Championship,34,Sat May 4 2024,20:30,CEST/+0200,FC Lugano,0-1,0-1,FC St. Gallen,2024-05-04T18:30Z
Playoffs - Relegation,34,Sat May 4 2024,18:00,CEST/+0200,Grasshopper Club Zürich,3-2,1-1,Stade-Lausanne-Ouchy,2024-05-04T16:00Z
Playoffs - Relegation,34,Sun May 5 2024,14:15,CEST/+0200,FC Basel 1893,1-1,0-0,FC Luzern,2024-05-05T12:15Z
Playoffs - Relegation,34,Sun May 5 2024,16:30,CEST/+0200,Yverdon Sport FC,3-1,3-0,FC Lausanne-Sport,2024-05-05T14:30Z
Championship,34,Sun May 5 2024,16:30,CEST/+0200,FC Zürich,0-2,0-1,BSC Young Boys,2024-05-05T14:30Z
Playoffs - Relegation,35,Fri May 10 2024,20:30,CEST/+0200,FC Lausanne-Sport,0-0,0-0,FC Basel 1893,2024-05-10T18:30Z
Playoffs - Relegation,35,Fri May 10 2024,20:30,CEST/+0200,FC Luzern,1-1,0-0,Grasshopper Club Zürich,2024-05-10T18:30Z
Playoffs - Relegation,35,Sat May 11 2024,20:30,CEST/+0200,Stade-Lausanne-Ouchy,3-1,0-0,Yverdon Sport FC,2024-05-11T18:30Z
Championship,35,Sat May 11 2024,20:30,CEST/+0200,BSC Young Boys,0-1,0-1,FC Lugano,2024-05-11T18:30Z
