Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Clausura,3,Sun Jan 28 2024,21:00,CST/-0600,Gallos Blancos,1-1,1-0,UANL Tigres,,,2024-01-29T03:00Z
Clausura,4,Tue Jan 30 2024,19:00,CST/-0600,Cruz Azul,1-0,0-0,Club Tijuana,,,2024-01-31T01:00Z
Clausura,4,Tue Jan 30 2024,19:00,CST/-0600,Mazatlán FC,2-2,2-1,Club León,,,2024-01-31T01:00Z
Clausura,4,Tue Jan 30 2024,21:00,CST/-0600,Santos Laguna,3-0,0-0,Puebla FC,,,2024-01-31T03:00Z
Clausura,4,Tue Jan 30 2024,21:05,CST/-0600,Deportivo Guadalajara,3-2,2-2,Deportivo Toluca,,,2024-01-31T03:05Z
Clausura,4,Wed Jan 31 2024,21:00,CST/-0600,Pumas UNAM,2-2,1-0,Club Necaxa,,,2024-02-01T03:00Z
Clausura,4,Wed Jan 31 2024,19:00,CST/-0600,CF Pachuca,4-3,3-2,Atlas Guadalajara,,,2024-02-01T01:00Z
Clausura,5,Fri Feb 2 2024,19:00,CST/-0600,Gallos Blancos,1-3,1-3,Cruz Azul,,,2024-02-03T01:00Z
Clausura,5,Fri Feb 2 2024,21:00,CST/-0600,Puebla FC,3-2,1-1,Mazatlán FC,,,2024-02-03T03:00Z
Clausura,5,Sat Feb 3 2024,17:00,CST/-0600,Deportivo Toluca,4-1,3-0,Club León,,,2024-02-03T23:00Z
Clausura,5,Sat Feb 3 2024,17:06,CST/-0600,FC Juárez,2-2,1-1,Club Necaxa,,,2024-02-03T23:06Z
Clausura,5,Sat Feb 3 2024,19:05,CST/-0600,UANL Tigres,2-2,1-0,Pumas UNAM,,,2024-02-04T01:05Z
Clausura,5,Sat Feb 3 2024,19:10,CST/-0600,CF Pachuca,3-2,2-1,Club Tijuana,,,2024-02-04T01:10Z
Clausura,5,Sat Feb 3 2024,21:10,CST/-0600,CF América,1-1,1-1,CF Monterrey,,,2024-02-04T03:10Z
Clausura,5,Sun Feb 4 2024,19:00,CST/-0600,Atlético San Luis,0-2,0-1,Deportivo Guadalajara,,,2024-02-05T01:00Z
Clausura,5,Sun Feb 4 2024,18:00,CST/-0600,Atlas Guadalajara,3-0,2-0,Santos Laguna,,,2024-02-05T00:00Z
Clausura,2,Wed Feb 7 2024,21:10,CST/-0600,CF Pachuca,3-2,1-2,Club León,,,2024-02-08T03:10Z
Clausura,6,Fri Feb 9 2024,21:10,CST/-0600,Club Tijuana,1-1,1-1,Gallos Blancos,,,2024-02-10T03:10Z
Clausura,6,Fri Feb 9 2024,19:00,CST/-0600,Mazatlán FC,2-0,0-0,Atlas Guadalajara,,,2024-02-10T01:00Z
Clausura,6,Sat Feb 10 2024,17:00,CST/-0600,Club Necaxa,3-3,2-1,Deportivo Toluca,,,2024-02-10T23:00Z
Clausura,6,Sat Feb 10 2024,17:05,CST/-0600,Deportivo Guadalajara,2-1,1-0,FC Juárez,,,2024-02-10T23:05Z
Clausura,6,Sat Feb 10 2024,19:00,CST/-0600,Club León,0-1,0-0,CF América,,,2024-02-11T01:00Z
Clausura,6,Sat Feb 10 2024,19:05,CST/-0600,Cruz Azul,3-0,1-0,Atlético San Luis,,,2024-02-11T01:05Z
Clausura,6,Sat Feb 10 2024,21:10,CST/-0600,CF Monterrey,3-2,2-0,CF Pachuca,,,2024-02-11T03:10Z
Clausura,6,Sat Feb 10 2024,21:10,CST/-0600,Santos Laguna,0-3,0-2,UANL Tigres,,,2024-02-11T03:10Z
Clausura,6,Sun Feb 11 2024,12:00,CST/-0600,Pumas UNAM,3-0,0-0,Puebla FC,,,2024-02-11T18:00Z
Clausura,9,Wed Feb 14 2024,21:00,CST/-0600,Atlas Guadalajara,0-0,0-0,Pumas UNAM,,,2024-02-15T03:00Z
Clausura,7,Fri Feb 16 2024,19:00,CST/-0600,Gallos Blancos,1-1,1-0,Club Necaxa,,,2024-02-17T01:00Z
Clausura,7,Fri Feb 16 2024,21:00,CST/-0600,Mazatlán FC,2-2,0-1,Deportivo Guadalajara,,,2024-02-17T03:00Z
Clausura,7,Sat Feb 17 2024,17:00,CST/-0600,Atlético San Luis,3-3,1-2,Club Tijuana,,,2024-02-17T23:00Z
Clausura,7,Sat Feb 17 2024,21:05,CST/-0600,Cruz Azul,1-0,0-0,UANL Tigres,,,2024-02-18T03:05Z
Clausura,7,Sat Feb 17 2024,19:00,CST/-0600,CF Pachuca,2-1,0-0,CF América,,,2024-02-18T01:00Z
Clausura,7,Sun Feb 18 2024,20:10,CST/-0600,CF Monterrey,0-0,0-0,Deportivo Toluca,,,2024-02-19T02:10Z
Clausura,7,Sun Feb 18 2024,16:00,CST/-0600,Atlas Guadalajara,0-1,0-0,Club León,,,2024-02-18T22:00Z
Clausura,7,Sun Feb 18 2024,18:05,CST/-0600,Pumas UNAM,3-0,2-0,Santos Laguna,,,2024-02-19T00:05Z
Clausura,9,Tue Feb 20 2024,21:00,CST/-0600,Club Necaxa,1-0,1-0,Deportivo Guadalajara,,,2024-02-21T03:00Z
Clausura,9,Tue Feb 20 2024,19:00,CST/-0600,Puebla FC,1-4,1-1,CF Pachuca,,,2024-02-21T01:00Z
Clausura,9,Wed Feb 21 2024,21:00,CST/-0600,Club León,2-3,0-2,Cruz Azul,,,2024-02-22T03:00Z
Clausura,9,Wed Feb 21 2024,19:00,CST/-0600,Deportivo Toluca,1-0,0-0,Santos Laguna,,,2024-02-22T01:00Z
Clausura,9,Wed Feb 21 2024,21:00,CST/-0600,CF América,2-2,0-1,Mazatlán FC,,,2024-02-22T03:00Z
Clausura,8,Fri Feb 23 2024,21:10,CST/-0600,FC Juárez,0-3,0-0,CF Monterrey,,,2024-02-24T03:10Z
Clausura,8,Fri Feb 23 2024,21:00,CST/-0600,Club Necaxa,1-1,1-0,CF Pachuca,,,2024-02-24T03:00Z
Clausura,8,Fri Feb 23 2024,19:00,CST/-0600,Puebla FC,0-2,0-0,Gallos Blancos,,,2024-02-24T01:00Z
Clausura,8,Sat Feb 24 2024,19:00,CST/-0600,UANL Tigres,1-1,1-0,Atlas Guadalajara,,,2024-02-25T01:00Z
Clausura,8,Sat Feb 24 2024,21:10,CST/-0600,CF América,1-0,1-0,Cruz Azul,,,2024-02-25T03:10Z
Clausura,8,Sat Feb 24 2024,19:05,CST/-0600,Deportivo Guadalajara,3-1,0-0,Pumas UNAM,,,2024-02-25T01:05Z
Clausura,8,Sat Feb 24 2024,17:00,CST/-0600,Club León,1-0,0-0,Atlético San Luis,,,2024-02-24T23:00Z
Clausura,8,Sun Feb 25 2024,12:00,CST/-0600,Deportivo Toluca,2-0,0-0,Club Tijuana,,,2024-02-25T18:00Z
Clausura,8,Sun Feb 25 2024,18:00,CST/-0600,Santos Laguna,1-0,0-0,Mazatlán FC,,,2024-02-26T00:00Z
Clausura,9,Tue Feb 27 2024,19:00,CST/-0600,Gallos Blancos,4-1,2-0,Atlético San Luis,,,2024-02-28T01:00Z
Clausura,9,Wed Feb 28 2024,19:00,CST/-0600,UANL Tigres,1-0,0-0,FC Juárez,,,2024-02-29T01:00Z
Clausura,9,Wed Feb 28 2024,21:00,CST/-0600,Club Tijuana,1-1,0-0,CF Monterrey,,,2024-02-29T03:00Z
Clausura,10,Fri Mar 1 2024,21:10,CST/-0600,Mazatlán FC,2-1,0-0,Club Necaxa,,,2024-03-02T03:10Z
Clausura,10,Fri Mar 1 2024,19:00,CST/-0600,Gallos Blancos,0-1,0-0,Santos Laguna,,,2024-03-02T01:00Z
Clausura,10,Fri Mar 1 2024,19:00,CST/-0600,Atlético San Luis,4-0,2-0,Puebla FC,,,2024-03-02T01:00Z
Clausura,10,Sat Mar 2 2024,21:10,CST/-0600,Atlas Guadalajara,1-5,1-2,CF América,,,2024-03-03T03:10Z
Clausura,10,Sat Mar 2 2024,17:00,CST/-0600,Deportivo Toluca,2-1,0-1,UANL Tigres,,,2024-03-02T23:00Z
Clausura,10,Sat Mar 2 2024,19:00,CST/-0600,CF Pachuca,3-2,0-0,FC Juárez,,,2024-03-03T01:00Z
Clausura,10,Sat Mar 2 2024,19:05,CST/-0600,Cruz Azul,3-0,3-0,Deportivo Guadalajara,,,2024-03-03T01:05Z
Clausura,10,Sun Mar 3 2024,19:00,CST/-0600,CF Monterrey,3-0,0-0,Pumas UNAM,,,2024-03-04T01:00Z
Clausura,10,Sun Mar 3 2024,21:00,CST/-0600,Club Tijuana,1-1,0-0,Club León,,,2024-03-04T03:00Z
Clausura,11,Fri Mar 8 2024,19:00,CST/-0600,Puebla FC,2-2,1-2,Atlas Guadalajara,,,2024-03-09T01:00Z
Clausura,11,Fri Mar 8 2024,21:10,CST/-0600,FC Juárez,1-1,1-1,Deportivo Toluca,,,2024-03-09T03:10Z
Clausura,11,Fri Mar 8 2024,21:00,CST/-0600,Club Necaxa,3-1,2-1,Atlético San Luis,,,2024-03-09T03:00Z
Clausura,11,Sat Mar 9 2024,21:00,CST/-0600,CF América,2-0,1-0,UANL Tigres,,,2024-03-10T03:00Z
Clausura,11,Sat Mar 9 2024,17:05,CST/-0600,Deportivo Guadalajara,1-2,0-1,Club León,,,2024-03-09T23:05Z
Clausura,11,Sat Mar 9 2024,19:00,CST/-0600,CF Pachuca,1-2,0-1,Gallos Blancos,,,2024-03-10T01:00Z
Clausura,11,Sat Mar 9 2024,19:00,CST/-0600,Santos Laguna,3-0,1-0,Cruz Azul,,,2024-03-10T01:00Z
Clausura,11,Sun Mar 10 2024,12:00,CST/-0600,Pumas UNAM,3-3,2-1,Club Tijuana,,,2024-03-10T18:00Z
Clausura,11,Sun Mar 10 2024,19:00,CST/-0600,CF Monterrey,2-1,2-0,Mazatlán FC,,,2024-03-11T01:00Z
Clausura,12,Fri Mar 15 2024,19:00,CST/-0600,Gallos Blancos,1-0,1-0,FC Juárez,,,2024-03-16T01:00Z
Clausura,12,Fri Mar 15 2024,21:00,CST/-0600,Club Tijuana,2-2,0-1,Santos Laguna,,,2024-03-16T03:00Z
Clausura,12,Sat Mar 16 2024,17:00,CST/-0600,Cruz Azul,1-2,1-2,Club Necaxa,,,2024-03-16T23:00Z
Clausura,12,Sat Mar 16 2024,19:00,CST/-0600,Club León,2-1,1-0,Puebla FC,,,2024-03-17T01:00Z
Clausura,12,Sat Mar 16 2024,19:00,CST/-0600,UANL Tigres,5-1,2-0,Mazatlán FC,,,2024-03-17T01:00Z
Clausura,12,Sat Mar 16 2024,21:05,CST/-0600,Deportivo Guadalajara,0-0,0-0,CF América,,,2024-03-17T03:05Z
Clausura,12,Sun Mar 17 2024,19:00,CST/-0600,Deportivo Toluca,3-0,2-0,Pumas UNAM,,,2024-03-18T01:00Z
Clausura,12,Sun Mar 17 2024,17:00,CST/-0600,Atlas Guadalajara,1-2,0-1,CF Monterrey,,,2024-03-17T23:00Z
Clausura,12,Sun Mar 17 2024,19:00,CST/-0600,Atlético San Luis,2-1,1-0,CF Pachuca,,,2024-03-18T01:00Z
Clausura,7,Sat Mar 23 2024,19:00,CST/-0600,FC Juárez,4-3,1-1,Puebla FC,,,2024-03-24T01:00Z
Clausura,13,Fri Mar 29 2024,20:00,CST/-0600,CF América,2-1,0-0,Atlético San Luis,,,2024-03-30T02:00Z
Clausura,13,Fri Mar 29 2024,21:00,CST/-0600,Mazatlán FC,2-0,1-0,Club Tijuana,,,2024-03-30T03:00Z
Clausura,13,Fri Mar 29 2024,19:00,CST/-0600,Puebla FC,2-3,1-0,UANL Tigres,,,2024-03-30T01:00Z
Clausura,13,Sat Mar 30 2024,19:00,CST/-0600,CF Pachuca,2-3,1-3,Deportivo Toluca,,,2024-03-31T01:00Z
Clausura,13,Sat Mar 30 2024,19:00,CST/-0600,CF Monterrey,0-2,0-0,Deportivo Guadalajara,,,2024-03-31T01:00Z
Clausura,13,Sat Mar 30 2024,21:05,CST/-0600,Pumas UNAM,0-0,0-0,Cruz Azul,,,2024-03-31T03:05Z
Clausura,13,Sun Mar 31 2024,19:00,CST/-0600,Club Necaxa,1-2,0-0,Club León,,,2024-04-01T01:00Z
Clausura,13,Sun Mar 31 2024,19:36,CST/-0600,FC Juárez,2-1,0-0,Santos Laguna,,,2024-04-01T01:36Z
Clausura,13,Sun Mar 31 2024,17:00,CST/-0600,Atlas Guadalajara,2-3,2-1,Gallos Blancos,,,2024-03-31T23:00Z
Clausura,14,Fri Apr 5 2024,19:00,CST/-0600,Mazatlán FC,0-4,0-1,Pumas UNAM,,,2024-04-06T01:00Z
Clausura,14,Fri Apr 5 2024,21:10,CST/-0600,Club Tijuana,2-3,1-1,Club Necaxa,,,2024-04-06T03:10Z
Clausura,14,Sat Apr 6 2024,19:00,CST/-0600,UANL Tigres,0-3,0-0,CF Pachuca,,,2024-04-07T01:00Z
Clausura,14,Sat Apr 6 2024,19:05,CST/-0600,Deportivo Guadalajara,3-2,1-0,Puebla FC,,,2024-04-07T01:05Z
Clausura,14,Sat Apr 6 2024,21:05,CST/-0600,Cruz Azul,2-1,0-0,CF Monterrey,,,2024-04-07T03:05Z
Clausura,14,Sat Apr 6 2024,21:05,CST/-0600,Santos Laguna,1-1,0-0,CF América,,,2024-04-07T03:05Z
Clausura,14,Sat Apr 6 2024,17:00,CST/-0600,Club León,0-2,0-1,Gallos Blancos,,,2024-04-06T23:00Z
Clausura,14,Sun Apr 7 2024,12:00,CST/-0600,Deportivo Toluca,4-1,2-0,Atlas Guadalajara,,,2024-04-07T18:00Z
Clausura,14,Mon Apr 8 2024,09:30,CST/-0600,Atlético San Luis,2-3,2-2,FC Juárez,,,2024-04-08T15:30Z
Clausura,15,Fri Apr 12 2024,19:05,CST/-0600,Gallos Blancos,0-2,0-1,Mazatlán FC,,,2024-04-13T01:05Z
Clausura,15,Fri Apr 12 2024,21:00,CST/-0600,Club Necaxa,2-0,1-0,Santos Laguna,,,2024-04-13T03:00Z
Clausura,15,Fri Apr 12 2024,21:00,CST/-0600,Puebla FC,0-1,0-0,Cruz Azul,,,2024-04-13T03:00Z
Clausura,15,Sat Apr 13 2024,19:05,CST/-0600,CF América,5-1,3-1,Deportivo Toluca,,,2024-04-14T01:05Z
Clausura,15,Sat Apr 13 2024,21:10,CST/-0600,CF Monterrey,3-3,1-2,UANL Tigres,,,2024-04-14T03:10Z
Clausura,15,Sat Apr 13 2024,17:00,CST/-0600,CF Pachuca,0-1,0-1,Deportivo Guadalajara,,,2024-04-13T23:00Z
Clausura,15,Sun Apr 14 2024,18:00,CST/-0600,Pumas UNAM,1-0,0-0,Club León,,,2024-04-15T00:00Z
Clausura,15,Sun Apr 14 2024,20:06,CST/-0600,FC Juárez,0-1,0-0,Club Tijuana,,,2024-04-15T02:06Z
Clausura,15,Sun Apr 14 2024,18:00,CST/-0600,Atlas Guadalajara,2-1,1-1,Atlético San Luis,,,2024-04-15T00:00Z
Clausura,16,Fri Apr 19 2024,19:00,CST/-0600,Mazatlán FC,0-2,0-0,FC Juárez,,,2024-04-20T01:00Z
Clausura,16,Fri Apr 19 2024,21:00,CST/-0600,Atlético San Luis,1-5,1-2,Deportivo Toluca,,,2024-04-20T03:00Z
Clausura,16,Fri Apr 19 2024,21:10,CST/-0600,Club Tijuana,3-1,0-1,Puebla FC,,,2024-04-20T03:10Z
Clausura,16,Sat Apr 20 2024,19:05,CST/-0600,UANL Tigres,5-2,0-1,Club Necaxa,,,2024-04-21T01:05Z
Clausura,16,Sat Apr 20 2024,19:05,CST/-0600,Deportivo Guadalajara,2-0,0-0,Gallos Blancos,,,2024-04-21T01:05Z
Clausura,16,Sat Apr 20 2024,19:05,CST/-0600,Santos Laguna,0-2,0-0,CF Pachuca,,,2024-04-21T01:05Z
Clausura,16,Sat Apr 20 2024,21:10,CST/-0600,Pumas UNAM,2-1,1-1,CF América,,,2024-04-21T03:10Z
Clausura,16,Sat Apr 20 2024,17:00,CST/-0600,Club León,2-0,1-0,CF Monterrey,,,2024-04-20T23:00Z
Clausura,16,Sun Apr 21 2024,18:00,CST/-0600,Cruz Azul,2-2,1-2,Atlas Guadalajara,,,2024-04-22T00:00Z
Clausura,17,Fri Apr 26 2024,21:10,CST/-0600,Gallos Blancos,1-1,0-0,Pumas UNAM,,,2024-04-27T03:10Z
Clausura,17,Fri Apr 26 2024,19:00,CST/-0600,Puebla FC,1-2,1-2,CF América,,,2024-04-27T01:00Z
Clausura,17,Sat Apr 27 2024,17:06,CST/-0600,FC Juárez,1-1,1-0,Club León,,,2024-04-27T23:06Z
Clausura,17,Sat Apr 27 2024,19:00,CST/-0600,UANL Tigres,4-1,1-0,Club Tijuana,,,2024-04-28T01:00Z
Clausura,17,Sat Apr 27 2024,19:00,CST/-0600,Deportivo Toluca,0-1,0-1,Cruz Azul,,,2024-04-28T01:00Z
Clausura,17,Sat Apr 27 2024,19:10,CST/-0600,CF Pachuca,1-1,0-0,Mazatlán FC,,,2024-04-28T01:10Z
Clausura,17,Sat Apr 27 2024,21:10,CST/-0600,Atlas Guadalajara,0-1,0-0,Deportivo Guadalajara,,,2024-04-28T03:10Z
Clausura,17,Sun Apr 28 2024,18:00,CST/-0600,Santos Laguna,0-3,0-2,Atlético San Luis,,,2024-04-29T00:00Z
Clausura,17,Sun Apr 28 2024,18:00,CST/-0600,Club Necaxa,2-5,0-0,CF Monterrey,,,2024-04-29T00:00Z
Clausura - Liguilla,Qual. 1. Runde,Thu May 2 2024,21:15,CST/-0600,CF Pachuca,0-0,0-0,Pumas UNAM,,3-5,2024-05-03T03:15Z
Clausura - Liguilla,Qual. 1. Runde,Thu May 2 2024,19:00,CST/-0600,Club Necaxa,1-1,0-0,Gallos Blancos,,3-2,2024-05-03T01:00Z
Clausura - Liguilla,Qual. 2. Runde,Sun May 5 2024,20:05,CST/-0600,CF Pachuca,2-1,0-0,Club Necaxa,,,2024-05-06T02:05Z
Clausura - Liguilla,Quarterfinals,Wed May 8 2024,21:16,CST/-0600,CF Pachuca,1-1,1-1,CF América,,,2024-05-09T03:16Z
Clausura - Liguilla,Quarterfinals,Wed May 8 2024,19:05,CST/-0600,Deportivo Guadalajara,1-0,0-0,Deportivo Toluca,,,2024-05-09T01:05Z
Clausura - Liguilla,Quarterfinals,Thu May 9 2024,21:10,CST/-0600,UANL Tigres,1-2,1-1,CF Monterrey,,,2024-05-10T03:10Z
Clausura - Liguilla,Quarterfinals,Thu May 9 2024,19:00,CST/-0600,Pumas UNAM,0-2,0-1,Cruz Azul,,,2024-05-10T01:00Z
Clausura - Liguilla,Quarterfinals,Sat May 11 2024,18:00,CST/-0600,CF América,1-1,0-1,CF Pachuca,,,2024-05-12T00:00Z
Clausura - Liguilla,Quarterfinals,Sat May 11 2024,20:10,CST/-0600,Deportivo Toluca,0-0,0-0,Deportivo Guadalajara,,,2024-05-12T02:10Z
Clausura - Liguilla,Quarterfinals,Sun May 12 2024,21:10,CST/-0600,CF Monterrey,1-1,0-1,UANL Tigres,,,2024-05-13T03:10Z
Clausura - Liguilla,Quarterfinals,Sun May 12 2024,19:00,CST/-0600,Cruz Azul,2-2,0-0,Pumas UNAM,,,2024-05-13T01:00Z
Clausura - Liguilla,Semifinals,Wed May 15 2024,20:05,CST/-0600,Deportivo Guadalajara,0-0,0-0,CF América,,,2024-05-16T02:05Z
Clausura - Liguilla,Semifinals,Thu May 16 2024,21:00,CST/-0600,CF Monterrey,0-1,0-1,Cruz Azul,,,2024-05-17T03:00Z
Clausura - Liguilla,Semifinals,Sat May 18 2024,20:00,CST/-0600,CF América,1-0,0-0,Deportivo Guadalajara,,,2024-05-19T02:00Z
Clausura - Liguilla,Semifinals,Sun May 19 2024,18:00,CST/-0600,Cruz Azul,1-2,0-0,CF Monterrey,,,2024-05-20T00:00Z
Clausura - Liguilla,Final,Thu May 23 2024,20:00,CST/-0600,Cruz Azul,1-1,1-1,CF América,,,2024-05-24T02:00Z
Clausura - Liguilla,Final,Sun May 26 2024,19:35,CST/-0600,CF América,1-0,0-0,Cruz Azul,,,2024-05-27T01:35Z
