Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Gruppe E,Thu Dec 14 2023,18:45,CET/+0100,LASK,1-2,0-0,Toulouse FC,,,2023-12-14T17:45Z
Gruppe E,Thu Dec 14 2023,18:45,CET/+0100,Union Saint-Gilloise,2-1,2-1,Liverpool FC,,,2023-12-14T17:45Z
Gruppe D,Thu Dec 14 2023,21:00,CET/+0100,Raków Częstochowa,0-4,0-2,Atalanta,,,2023-12-14T20:00Z
Gruppe C,Thu Dec 14 2023,21:00,CET/+0100,Real Betis,2-3,2-2,Rangers FC,,,2023-12-14T20:00Z
Gruppe C,Thu Dec 14 2023,21:00,CET/+0100,Aris Limassol,1-3,0-3,AC Sparta Praha,,,2023-12-14T20:00Z
Gruppe B,Thu Dec 14 2023,21:00,CET/+0100,Brighton & Hove Albion,1-0,0-0,Olympique Marseille,,,2023-12-14T20:00Z
Gruppe B,Thu Dec 14 2023,21:00,CET/+0100,AFC Ajax,3-1,2-1,AEK Athen,,,2023-12-14T20:00Z
Gruppe A,Thu Dec 14 2023,21:00,CET/+0100,West Ham United,2-0,2-0,SC Freiburg,,,2023-12-14T20:00Z
Gruppe A,Thu Dec 14 2023,21:00,CET/+0100,Olympiakos Piraeus,5-2,3-0,TSC Bačka Topola,,,2023-12-14T20:00Z
Gruppe D,Thu Dec 14 2023,21:00,CET/+0100,Sporting CP,3-0,1-0,Sturm Graz,,,2023-12-14T20:00Z
Gruppe H,Thu Dec 14 2023,18:45,CET/+0100,Bayer Leverkusen,5-1,3-0,Molde FK,,,2023-12-14T17:45Z
Gruppe H,Thu Dec 14 2023,18:45,CET/+0100,Qarabağ FK,2-1,2-0,BK Häcken,,,2023-12-14T17:45Z
Playoffs,Thu Feb 15 2024,18:45,CET/+0100,BSC Young Boys,1-3,1-2,Sporting CP,,,2024-02-15T17:45Z
Playoffs,Thu Feb 15 2024,18:45,CET/+0100,Galatasaray,3-2,1-0,AC Sparta Praha,,,2024-02-15T17:45Z
Playoffs,Thu Feb 15 2024,18:45,CET/+0100,Shakhtar Donetsk,2-2,0-0,Olympique Marseille,,,2024-02-15T17:45Z
Playoffs,Thu Feb 15 2024,21:00,CET/+0100,AC Milan,3-0,1-0,Stade Rennais,,,2024-02-15T20:00Z
Playoffs,Thu Feb 15 2024,21:00,CET/+0100,RC Lens,0-0,0-0,SC Freiburg,,,2024-02-15T20:00Z
Playoffs,Thu Feb 15 2024,21:00,CET/+0100,SL Benfica,2-1,0-0,Toulouse FC,,,2024-02-15T20:00Z
Playoffs,Thu Feb 15 2024,21:00,CET/+0100,Sporting Braga,2-4,1-1,Qarabağ FK,,,2024-02-15T20:00Z
Playoffs,Thu Feb 15 2024,18:45,CET/+0100,Feyenoord,1-1,1-0,AS Roma,,,2024-02-15T17:45Z
Playoffs,Thu Feb 22 2024,18:45,CET/+0100,Stade Rennais,3-2,1-1,AC Milan,,,2024-02-22T17:45Z
Playoffs,Thu Feb 22 2024,18:45,CET/+0100,SC Freiburg,2-2,0-2,RC Lens,3-2,,2024-02-22T17:45Z
Playoffs,Thu Feb 22 2024,18:45,CET/+0100,Toulouse FC,0-0,0-0,SL Benfica,,,2024-02-22T17:45Z
Playoffs,Thu Feb 22 2024,18:45,CET/+0100,Qarabağ FK,0-2,0-0,Sporting Braga,2-3,,2024-02-22T17:45Z
Playoffs,Thu Feb 22 2024,21:00,CET/+0100,AS Roma,1-1,1-1,Feyenoord,1-1,4-2,2024-02-22T20:00Z
Playoffs,Thu Feb 22 2024,21:00,CET/+0100,Sporting CP,1-1,1-0,BSC Young Boys,,,2024-02-22T20:00Z
Playoffs,Thu Feb 22 2024,21:00,CET/+0100,AC Sparta Praha,4-1,1-1,Galatasaray,,,2024-02-22T20:00Z
Playoffs,Thu Feb 22 2024,21:00,CET/+0100,Olympique Marseille,3-1,1-1,Shakhtar Donetsk,,,2024-02-22T20:00Z
Round of 16,Wed Mar 6 2024,18:45,CET/+0100,Sporting CP,1-1,1-1,Atalanta,,,2024-03-06T17:45Z
Round of 16,Thu Mar 7 2024,18:45,CET/+0100,AC Sparta Praha,1-5,0-3,Liverpool FC,,,2024-03-07T17:45Z
Round of 16,Thu Mar 7 2024,18:45,CET/+0100,AS Roma,4-0,2-0,Brighton & Hove Albion,,,2024-03-07T17:45Z
Round of 16,Thu Mar 7 2024,18:45,CET/+0100,Qarabağ FK,2-2,2-0,Bayer Leverkusen,,,2024-03-07T17:45Z
Round of 16,Thu Mar 7 2024,21:00,CET/+0100,Olympique Marseille,4-0,3-0,Villarreal CF,,,2024-03-07T20:00Z
Round of 16,Thu Mar 7 2024,21:00,CET/+0100,SL Benfica,2-2,1-2,Rangers FC,,,2024-03-07T20:00Z
Round of 16,Thu Mar 7 2024,21:00,CET/+0100,SC Freiburg,1-0,0-0,West Ham United,,,2024-03-07T20:00Z
Round of 16,Thu Mar 7 2024,21:00,CET/+0100,AC Milan,4-2,3-1,Slavia Praha,,,2024-03-07T20:00Z
Round of 16,Thu Mar 14 2024,18:45,CET/+0100,Rangers FC,0-1,0-0,SL Benfica,,,2024-03-14T17:45Z
Round of 16,Thu Mar 14 2024,18:45,CET/+0100,West Ham United,5-0,2-0,SC Freiburg,,,2024-03-14T17:45Z
Round of 16,Thu Mar 14 2024,18:45,CET/+0100,Slavia Praha,1-3,0-3,AC Milan,,,2024-03-14T17:45Z
Round of 16,Thu Mar 14 2024,21:00,CET/+0100,Liverpool FC,6-1,4-1,AC Sparta Praha,,,2024-03-14T20:00Z
Round of 16,Thu Mar 14 2024,21:00,CET/+0100,Brighton & Hove Albion,1-0,1-0,AS Roma,,,2024-03-14T20:00Z
Round of 16,Thu Mar 14 2024,21:00,CET/+0100,Atalanta,2-1,0-1,Sporting CP,,,2024-03-14T20:00Z
Round of 16,Thu Mar 14 2024,21:00,CET/+0100,Bayer Leverkusen,3-2,0-0,Qarabağ FK,,,2024-03-14T20:00Z
Round of 16,Thu Mar 14 2024,18:45,CET/+0100,Villarreal CF,3-1,1-0,Olympique Marseille,,,2024-03-14T17:45Z
Quarterfinals,Thu Apr 11 2024,21:00,CEST/+0200,AC Milan,0-1,0-1,AS Roma,,,2024-04-11T19:00Z
Quarterfinals,Thu Apr 11 2024,21:00,CEST/+0200,Liverpool FC,0-3,0-1,Atalanta,,,2024-04-11T19:00Z
Quarterfinals,Thu Apr 11 2024,21:00,CEST/+0200,Bayer Leverkusen,2-0,0-0,West Ham United,,,2024-04-11T19:00Z
Quarterfinals,Thu Apr 11 2024,21:00,CEST/+0200,SL Benfica,2-1,1-0,Olympique Marseille,,,2024-04-11T19:00Z
Quarterfinals,Thu Apr 18 2024,21:00,CEST/+0200,Atalanta,0-1,0-1,Liverpool FC,,,2024-04-18T19:00Z
Quarterfinals,Thu Apr 18 2024,21:00,CEST/+0200,West Ham United,1-1,1-0,Bayer Leverkusen,,,2024-04-18T19:00Z
Quarterfinals,Thu Apr 18 2024,21:00,CEST/+0200,Olympique Marseille,1-0,0-0,SL Benfica,1-0,4-2,2024-04-18T19:00Z
Quarterfinals,Thu Apr 18 2024,21:00,CEST/+0200,AS Roma,2-1,2-0,AC Milan,,,2024-04-18T19:00Z
Semifinals,Thu May 2 2024,21:00,CEST/+0200,Olympique Marseille,1-1,1-1,Atalanta,,,2024-05-02T19:00Z
Semifinals,Thu May 2 2024,21:00,CEST/+0200,AS Roma,0-2,0-1,Bayer Leverkusen,,,2024-05-02T19:00Z
Semifinals,Thu May 9 2024,21:00,CEST/+0200,Bayer Leverkusen,2-2,0-1,AS Roma,,,2024-05-09T19:00Z
Semifinals,Thu May 9 2024,21:00,CEST/+0200,Atalanta,3-0,1-0,Olympique Marseille,,,2024-05-09T19:00Z
Final,Wed May 22 2024,21:00,CEST/+0200,Atalanta,3-0,2-0,Bayer Leverkusen,,,2024-05-22T19:00Z
