Round,Date,Time,Team 1,FT,HT,Team 2
30,Sat Mar 7 2015,15:00,FC Crotone,1-0,0-0,Trapani Calcio
30,Sat Mar 7 2015,15:00,AC Perugia Calcio,0-0,0-0,Virtus Lanciano
30,Sat Mar 7 2015,15:00,AS Livorno,3-1,2-1,Ternana Calcio
30,Mon Mar 9 2015,20:30,Virtus Entella,2-1,1-0,AS Cittadella
25,Tue Mar 10 2015,18:30,Modena FC,0-0,0-0,Calcio Catania
31,Fri Mar 13 2015,20:30,Spezia Calcio,3-0,0-0,AS Livorno
31,Sat Mar 14 2015,15:00,Virtus Lanciano,1-0,1-0,AS Avellino
31,Sat Mar 14 2015,15:00,AS Cittadella,0-0,0-0,FC Crotone
31,Sat Mar 14 2015,15:00,Brescia Calcio,1-2,0-1,Latina Calcio
31,Sat Mar 14 2015,15:00,Carpi FC,1-2,0-0,Pescara Calcio
31,Sat Mar 14 2015,15:00,Frosinone Calcio,3-3,2-2,Virtus Entella
31,Sat Mar 14 2015,15:00,Trapani Calcio,4-2,3-2,Ternana Calcio
31,Sat Mar 14 2015,15:00,FC Bari 1908,3-0,1-0,AS Varese 1910
31,Sat Mar 14 2015,15:00,AC Perugia Calcio,3-2,1-0,Pro Vercelli
31,Sun Mar 15 2015,15:00,Bologna FC,0-0,0-0,Modena FC
31,Mon Mar 16 2015,20:30,Vicenza Calcio,0-0,0-0,Calcio Catania
32,Fri Mar 20 2015,20:30,Pescara Calcio,0-0,0-0,FC Bari 1908
32,Sat Mar 21 2015,15:00,AS Livorno,0-1,0-1,AS Cittadella
32,Sat Mar 21 2015,15:00,FC Crotone,2-1,0-0,Brescia Calcio
32,Sat Mar 21 2015,15:00,Ternana Calcio,0-1,0-1,Carpi FC
32,Sat Mar 21 2015,15:00,Virtus Entella,2-0,2-0,Calcio Catania
32,Sat Mar 21 2015,15:00,Trapani Calcio,0-0,0-0,Bologna FC
32,Sat Mar 21 2015,15:00,AS Avellino,1-2,1-0,AC Perugia Calcio
32,Sat Mar 21 2015,15:00,Latina Calcio,1-2,0-1,Spezia Calcio
32,Sat Mar 21 2015,15:00,Pro Vercelli,2-1,2-1,Virtus Lanciano
32,Sat Mar 21 2015,15:00,Modena FC,1-2,1-1,Vicenza Calcio
32,Mon Mar 23 2015,20:30,AS Varese 1910,1-4,1-2,Frosinone Calcio
33,Sat Mar 28 2015,15:00,Bologna FC,2-0,0-0,AS Livorno
33,Sat Mar 28 2015,15:00,Spezia Calcio,2-2,1-1,Pescara Calcio
33,Sat Mar 28 2015,18:00,Vicenza Calcio,1-2,0-2,Carpi FC
33,Sun Mar 29 2015,15:00,Calcio Catania,1-0,1-0,AS Avellino
33,Sun Mar 29 2015,12:30,AC Perugia Calcio,0-0,0-0,FC Crotone
33,Sun Mar 29 2015,20:30,Brescia Calcio,1-1,0-0,Trapani Calcio
33,Sun Mar 29 2015,15:00,AS Cittadella,0-0,0-0,Ternana Calcio
33,Sun Mar 29 2015,15:00,Modena FC,1-1,0-1,AS Varese 1910
33,Sun Mar 29 2015,15:00,Virtus Lanciano,1-0,0-0,Virtus Entella
33,Sun Mar 29 2015,15:00,FC Bari 1908,1-0,0-0,Pro Vercelli
34,Wed Apr 1 2015,20:30,Carpi FC,3-0,1-0,Bologna FC
34,Thu Apr 2 2015,20:30,Pro Vercelli,1-1,0-0,Vicenza Calcio
34,Thu Apr 2 2015,20:30,Ternana Calcio,2-0,0-0,FC Bari 1908
34,Thu Apr 2 2015,20:30,Pescara Calcio,2-3,2-1,Brescia Calcio
34,Thu Apr 2 2015,20:30,AS Varese 1910,0-3,0-2,Calcio Catania
34,Thu Apr 2 2015,20:30,AS Livorno,1-0,1-0,Virtus Lanciano
34,Thu Apr 2 2015,20:30,Trapani Calcio,3-1,1-0,Frosinone Calcio
34,Thu Apr 2 2015,20:30,AS Avellino,1-0,1-0,Modena FC
34,Thu Apr 2 2015,20:30,Virtus Entella,0-2,0-1,AC Perugia Calcio
34,Thu Apr 2 2015,20:30,FC Crotone,2-0,1-0,Spezia Calcio
34,Thu Apr 2 2015,20:30,Latina Calcio,3-2,0-1,AS Cittadella
35,Fri Apr 10 2015,20:30,Vicenza Calcio,1-0,1-0,AS Avellino
35,Sat Apr 11 2015,15:00,FC Bari 1908,1-1,0-1,FC Crotone
35,Sat Apr 11 2015,15:00,Brescia Calcio,1-1,1-1,Bologna FC
35,Sat Apr 11 2015,15:00,AS Cittadella,0-1,0-1,Carpi FC
35,Sat Apr 11 2015,15:00,Modena FC,2-0,2-0,Virtus Entella
35,Sat Apr 11 2015,15:00,Virtus Lanciano,1-1,0-0,Latina Calcio
35,Sat Apr 11 2015,15:00,Calcio Catania,4-1,0-1,Trapani Calcio
35,Sat Apr 11 2015,15:00,Frosinone Calcio,2-1,1-0,Pescara Calcio
35,Sat Apr 11 2015,15:00,Spezia Calcio,0-1,0-0,Ternana Calcio
35,Sat Apr 11 2015,15:00,Pro Vercelli,3-3,2-2,AS Livorno
35,Mon Apr 13 2015,20:30,AC Perugia Calcio,2-0,1-0,AS Varese 1910
33,Tue Apr 14 2015,18:00,Frosinone Calcio,1-0,1-0,Latina Calcio
36,Fri Apr 17 2015,20:30,AS Cittadella,0-1,0-0,Vicenza Calcio
36,Sat Apr 18 2015,15:00,Carpi FC,3-0,2-0,Brescia Calcio
36,Sat Apr 18 2015,15:00,Trapani Calcio,1-1,0-0,FC Bari 1908
36,Sat Apr 18 2015,15:00,Pescara Calcio,1-0,0-0,Modena FC
36,Sat Apr 18 2015,15:00,FC Crotone,1-1,0-0,Virtus Lanciano
36,Sat Apr 18 2015,15:00,Bologna FC,0-0,0-0,Spezia Calcio
36,Sat Apr 18 2015,15:00,Ternana Calcio,0-0,0-0,AC Perugia Calcio
36,Sun Apr 19 2015,15:00,AS Varese 1910,1-1,0-1,AS Avellino
36,Sun Apr 19 2015,15:00,Latina Calcio,1-2,0-1,Calcio Catania
36,Sun Apr 19 2015,15:00,AS Livorno,0-0,0-0,Frosinone Calcio
36,Mon Apr 20 2015,20:30,Virtus Entella,0-0,0-0,Pro Vercelli
37,Fri Apr 24 2015,19:00,Calcio Catania,2-0,1-0,Ternana Calcio
37,Fri Apr 24 2015,21:00,FC Bari 1908,1-1,1-1,Bologna FC
37,Sat Apr 25 2015,15:00,Pro Vercelli,1-1,0-1,Latina Calcio
37,Sat Apr 25 2015,15:00,Brescia Calcio,0-0,0-0,AS Cittadella
37,Sat Apr 25 2015,15:00,Modena FC,3-0,2-0,FC Crotone
37,Sat Apr 25 2015,15:00,Frosinone Calcio,1-0,1-0,Carpi FC
37,Sat Apr 25 2015,15:00,AC Perugia Calcio,1-1,0-1,AS Livorno
37,Sat Apr 25 2015,15:00,Virtus Lanciano,0-1,0-0,Pescara Calcio
37,Sat Apr 25 2015,15:00,Spezia Calcio,3-0,2-0,Trapani Calcio
37,Sat Apr 25 2015,15:00,AS Avellino,1-1,1-0,Virtus Entella
37,Sat Apr 25 2015,15:00,Vicenza Calcio,1-0,0-0,AS Varese 1910
38,Mon Apr 27 2015,20:30,Bologna FC,2-0,1-0,Calcio Catania
38,Tue Apr 28 2015,20:30,FC Crotone,2-0,1-0,AS Avellino
38,Tue Apr 28 2015,20:30,Carpi FC,0-0,0-0,FC Bari 1908
38,Tue Apr 28 2015,20:30,Ternana Calcio,0-1,0-1,Frosinone Calcio
38,Tue Apr 28 2015,20:30,AS Livorno,1-1,0-1,Modena FC
38,Tue Apr 28 2015,20:30,Latina Calcio,0-0,0-0,AC Perugia Calcio
38,Tue Apr 28 2015,20:30,Pescara Calcio,1-0,1-0,Pro Vercelli
38,Tue Apr 28 2015,20:30,AS Cittadella,1-3,1-0,Spezia Calcio
38,Tue Apr 28 2015,20:30,Virtus Entella,0-1,0-0,AS Varese 1910
38,Tue Apr 28 2015,20:30,Trapani Calcio,1-0,1-0,Virtus Lanciano
38,Tue Apr 28 2015,20:30,Brescia Calcio,3-0,2-0,Vicenza Calcio
39,Sat May 2 2015,15:00,Frosinone Calcio,2-1,2-1,Bologna FC
39,Sat May 2 2015,15:00,Spezia Calcio,4-1,2-1,Brescia Calcio
39,Sat May 2 2015,15:00,FC Bari 1908,1-0,0-0,AS Cittadella
39,Sat May 2 2015,15:00,Pro Vercelli,3-2,2-2,FC Crotone
39,Sat May 2 2015,15:00,AS Varese 1910,1-2,1-1,Latina Calcio
39,Sat May 2 2015,15:00,Vicenza Calcio,0-0,0-0,Virtus Entella
39,Sat May 2 2015,15:00,Virtus Lanciano,1-1,1-1,Ternana Calcio
39,Sat May 2 2015,15:00,AC Perugia Calcio,1-0,1-0,Trapani Calcio
39,Sat May 2 2015,15:00,Calcio Catania,1-1,1-0,AS Livorno
39,Sun May 3 2015,15:00,AS Avellino,3-2,0-1,Pescara Calcio
39,Sun May 3 2015,18:00,Modena FC,1-2,0-0,Carpi FC
40,Fri May 8 2015,20:30,AS Livorno,2-1,0-0,Virtus Entella
40,Sat May 9 2015,15:00,Brescia Calcio,4-2,2-0,Calcio Catania
40,Sat May 9 2015,15:00,Latina Calcio,2-0,1-0,FC Bari 1908
40,Sat May 9 2015,15:00,Bologna FC,1-1,0-1,AS Avellino
40,Sat May 9 2015,15:00,AS Cittadella,1-1,0-1,Frosinone Calcio
40,Sat May 9 2015,15:00,Trapani Calcio,3-0,2-0,Modena FC
40,Sat May 9 2015,15:00,Spezia Calcio,0-0,0-0,Vicenza Calcio
40,Sat May 9 2015,15:00,Ternana Calcio,0-1,0-1,Pro Vercelli
40,Sat May 9 2015,15:00,Carpi FC,0-0,0-0,Virtus Lanciano
40,Sat May 9 2015,15:00,Pescara Calcio,2-2,0-0,AC Perugia Calcio
40,Sun May 10 2015,18:00,FC Crotone,1-0,1-0,AS Varese 1910
41,Fri May 15 2015,20:30,AC Perugia Calcio,2-0,2-0,Carpi FC
41,Sat May 16 2015,15:00,Virtus Entella,2-0,1-0,Latina Calcio
41,Sat May 16 2015,15:00,Calcio Catania,2-3,1-1,AS Cittadella
41,Sat May 16 2015,15:00,Frosinone Calcio,3-1,2-0,FC Crotone
41,Sat May 16 2015,15:00,Pro Vercelli,1-1,0-0,Bologna FC
41,Sat May 16 2015,15:00,AS Varese 1910,2-1,1-0,Pescara Calcio
41,Sat May 16 2015,15:00,Virtus Lanciano,0-2,0-1,Spezia Calcio
41,Sat May 16 2015,15:00,Modena FC,1-2,1-1,Ternana Calcio
41,Sat May 16 2015,15:00,AS Avellino,1-1,0-0,Trapani Calcio
41,Sat May 16 2015,15:00,AS Livorno,1-1,1-0,Vicenza Calcio
41,Sat May 16 2015,18:00,FC Bari 1908,3-2,2-0,Brescia Calcio
42,Fri May 22 2015,20:30,Brescia Calcio,3-2,2-1,AS Avellino
42,Fri May 22 2015,20:30,Spezia Calcio,1-0,0-0,FC Bari 1908
42,Fri May 22 2015,20:30,Carpi FC,0-0,0-0,Calcio Catania
42,Fri May 22 2015,20:30,Pescara Calcio,3-0,1-0,AS Livorno
42,Fri May 22 2015,20:30,Latina Calcio,1-1,1-1,Modena FC
42,Fri May 22 2015,20:30,AS Cittadella,0-2,0-0,AC Perugia Calcio
42,Fri May 22 2015,20:30,Trapani Calcio,2-1,1-0,Pro Vercelli
42,Fri May 22 2015,20:30,Ternana Calcio,2-0,1-0,AS Varese 1910
42,Fri May 22 2015,20:30,FC Crotone,0-0,0-0,Virtus Entella
42,Fri May 22 2015,20:30,Bologna FC,1-0,1-0,Virtus Lanciano
42,Fri May 22 2015,20:30,Vicenza Calcio,2-1,0-0,Frosinone Calcio
