Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Primera Etapa,3,Fri Mar 15 2024,19:00,-05/-0500,Independiente del Valle,3-0,0-0,Cumbayá,2024-03-16T00:00Z
Primera Etapa,3,Fri Mar 15 2024,16:30,-05/-0500,Macará,3-0,2-0,Libertad de Loja,2024-03-15T21:30Z
Primera Etapa,3,Sat Mar 16 2024,15:30,-05/-0500,LDU Quito,1-2,1-2,Aucas,2024-03-16T20:30Z
Primera Etapa,3,Sat Mar 16 2024,18:00,-05/-0500,Barcelona,0-0,0-0,Orense SC,2024-03-16T23:00Z
Primera Etapa,3,Sat Mar 16 2024,13:00,-05/-0500,Mushuc Runa,3-0,2-0,Imbabura,2024-03-16T18:00Z
Primera Etapa,3,Sun Mar 17 2024,13:00,-05/-0500,Universidad Catolica,3-3,0-2,Deportivo Cuenca,2024-03-17T18:00Z
Primera Etapa,3,Sun Mar 17 2024,15:30,-05/-0500,Delfín SC,2-0,1-0,Técnico Universitario,2024-03-17T20:30Z
Primera Etapa,3,Sun Mar 17 2024,18:00,-05/-0500,El Nacional,0-1,0-0,Emelec,2024-03-17T23:00Z
Primera Etapa,4,Tue Mar 19 2024,19:00,-05/-0500,Orense SC,1-2,1-0,Imbabura,2024-03-20T00:00Z
Primera Etapa,4,Tue Mar 19 2024,16:30,-05/-0500,Cumbayá,2-1,0-0,Mushuc Runa,2024-03-19T21:30Z
Primera Etapa,4,Wed Mar 20 2024,19:00,-05/-0500,Aucas,3-4,2-2,El Nacional,2024-03-21T00:00Z
Primera Etapa,4,Wed Mar 20 2024,16:30,-05/-0500,Deportivo Cuenca,1-1,0-0,Macará,2024-03-20T21:30Z
Primera Etapa,4,Thu Mar 21 2024,16:30,-05/-0500,Técnico Universitario,1-1,1-1,Independiente del Valle,2024-03-21T21:30Z
Primera Etapa,4,Thu Mar 21 2024,19:00,-05/-0500,Emelec,2-0,0-0,Delfín SC,2024-03-22T00:00Z
Primera Etapa,5,Sat Mar 23 2024,15:30,-05/-0500,Imbabura,0-0,0-0,Cumbayá,2024-03-23T20:30Z
Primera Etapa,5,Sun Mar 24 2024,15:30,-05/-0500,Técnico Universitario,1-1,0-1,Macará,2024-03-24T20:30Z
Primera Etapa,5,Sun Mar 24 2024,12:00,-05/-0500,El Nacional,2-1,0-1,Deportivo Cuenca,2024-03-24T17:00Z
Primera Etapa,5,Sun Mar 24 2024,18:00,-05/-0500,Independiente del Valle,1-1,0-0,Aucas,2024-03-24T23:00Z
Primera Etapa,5,Mon Mar 25 2024,16:30,-05/-0500,Delfín SC,1-1,0-1,Libertad de Loja,2024-03-25T21:30Z
Primera Etapa,5,Mon Mar 25 2024,19:00,-05/-0500,Orense SC,1-1,0-1,Emelec,2024-03-26T00:00Z
Primera Etapa,6,Thu Mar 28 2024,19:00,-05/-0500,LDU Quito,5-0,1-0,Imbabura,2024-03-29T00:00Z
Primera Etapa,6,Fri Mar 29 2024,19:00,-05/-0500,Macará,1-1,1-0,Barcelona,2024-03-30T00:00Z
Primera Etapa,6,Sat Mar 30 2024,13:00,-05/-0500,Mushuc Runa,0-2,0-1,Aucas,2024-03-30T18:00Z
Primera Etapa,6,Sat Mar 30 2024,18:00,-05/-0500,Cumbayá,1-0,0-0,El Nacional,2024-03-30T23:00Z
Primera Etapa,6,Sat Mar 30 2024,15:30,-05/-0500,Libertad de Loja,1-0,0-0,Técnico Universitario,2024-03-30T20:30Z
Primera Etapa,6,Sun Mar 31 2024,18:00,-05/-0500,Emelec,0-0,0-0,Independiente del Valle,2024-03-31T23:00Z
Primera Etapa,6,Sun Mar 31 2024,13:00,-05/-0500,Universidad Catolica,5-1,3-1,Orense SC,2024-03-31T18:00Z
Primera Etapa,6,Sun Mar 31 2024,15:30,-05/-0500,Deportivo Cuenca,0-0,0-0,Delfín SC,2024-03-31T20:30Z
Primera Etapa,7,Fri Apr 5 2024,19:00,-05/-0500,Orense SC,2-2,1-2,Mushuc Runa,2024-04-06T00:00Z
Primera Etapa,7,Sat Apr 6 2024,13:00,-05/-0500,Aucas,3-0,1-0,Cumbayá,2024-04-06T18:00Z
Primera Etapa,7,Sat Apr 6 2024,18:00,-05/-0500,Barcelona,4-0,2-0,Deportivo Cuenca,2024-04-06T23:00Z
Primera Etapa,7,Sat Apr 6 2024,15:30,-05/-0500,El Nacional,1-2,1-1,LDU Quito,2024-04-06T20:30Z
Primera Etapa,7,Sun Apr 7 2024,18:00,-05/-0500,Técnico Universitario,1-1,1-0,Emelec,2024-04-07T23:00Z
Primera Etapa,7,Sun Apr 7 2024,15:30,-05/-0500,Delfín SC,0-2,0-1,Universidad Catolica,2024-04-07T20:30Z
Primera Etapa,7,Sun Apr 7 2024,13:00,-05/-0500,Independiente del Valle,3-0,2-0,Libertad de Loja,2024-04-07T18:00Z
Primera Etapa,7,Mon Apr 8 2024,19:00,-05/-0500,Imbabura,0-1,0-0,Macará,2024-04-09T00:00Z
Primera Etapa,8,Fri Apr 12 2024,19:00,-05/-0500,Deportivo Cuenca,3-3,0-1,Aucas,2024-04-13T00:00Z
Primera Etapa,8,Sat Apr 13 2024,13:00,-05/-0500,Mushuc Runa,1-2,1-1,Técnico Universitario,2024-04-13T18:00Z
Primera Etapa,8,Sat Apr 13 2024,18:00,-05/-0500,Emelec,2-0,0-0,Cumbayá,2024-04-13T23:00Z
Primera Etapa,8,Sat Apr 13 2024,15:30,-05/-0500,Macará,0-0,0-0,Orense SC,2024-04-13T20:30Z
Primera Etapa,8,Sun Apr 14 2024,15:30,-05/-0500,El Nacional,2-0,1-0,Imbabura,2024-04-14T20:30Z
Primera Etapa,8,Sun Apr 14 2024,18:00,-05/-0500,Libertad de Loja,0-3,0-3,Barcelona,2024-04-14T23:00Z
Primera Etapa,8,Sun Apr 14 2024,13:00,-05/-0500,Universidad Catolica,2-2,2-2,Independiente del Valle,2024-04-14T18:00Z
Primera Etapa,8,Mon Apr 15 2024,19:00,-05/-0500,LDU Quito,2-1,1-0,Delfín SC,2024-04-16T00:00Z
Primera Etapa,9,Wed Apr 17 2024,16:30,-05/-0500,Cumbayá,0-0,0-0,Libertad de Loja,2024-04-17T21:30Z
Primera Etapa,9,Wed Apr 17 2024,19:00,-05/-0500,Técnico Universitario,2-1,0-1,Deportivo Cuenca,2024-04-18T00:00Z
Primera Etapa,9,Thu Apr 18 2024,16:30,-05/-0500,Independiente del Valle,2-1,2-0,Mushuc Runa,2024-04-18T21:30Z
Primera Etapa,9,Thu Apr 18 2024,19:00,-05/-0500,Barcelona,1-0,0-0,El Nacional,2024-04-19T00:00Z
Primera Etapa,9,Thu Apr 18 2024,14:00,-05/-0500,Imbabura,2-2,2-0,Universidad Catolica,2024-04-18T19:00Z
Primera Etapa,9,Fri Apr 19 2024,16:30,-05/-0500,Aucas,3-1,3-0,Emelec,2024-04-19T21:30Z
Primera Etapa,9,Fri Apr 19 2024,14:00,-05/-0500,Delfín SC,1-1,1-0,Macará,2024-04-19T19:00Z
Primera Etapa,9,Fri Apr 19 2024,16:30,-05/-0500,Orense SC,1-0,1-0,LDU Quito,2024-04-19T21:30Z
Primera Etapa,10,Fri Apr 26 2024,19:00,-05/-0500,Deportivo Cuenca,5-0,4-0,Mushuc Runa,2024-04-27T00:00Z
Primera Etapa,10,Sat Apr 27 2024,15:30,-05/-0500,Libertad de Loja,1-1,0-0,Orense SC,2024-04-27T20:30Z
Primera Etapa,10,Sat Apr 27 2024,18:00,-05/-0500,LDU Quito,1-0,1-0,Técnico Universitario,2024-04-27T23:00Z
Primera Etapa,10,Sat Apr 27 2024,13:00,-05/-0500,Universidad Catolica,2-1,1-0,Cumbayá,2024-04-27T18:00Z
Primera Etapa,10,Sun Apr 28 2024,15:00,-05/-0500,Macará,0-2,0-1,Aucas,2024-04-28T20:00Z
Primera Etapa,10,Sun Apr 28 2024,18:00,-05/-0500,Emelec,1-1,0-1,Barcelona,2024-04-28T23:00Z
Primera Etapa,10,Sun Apr 28 2024,12:30,-05/-0500,Imbabura,0-1,0-0,Independiente del Valle,2024-04-28T17:30Z
Primera Etapa,10,Mon Apr 29 2024,19:00,-05/-0500,El Nacional,1-0,1-0,Delfín SC,2024-04-30T00:00Z
Primera Etapa,4,Tue Apr 30 2024,19:00,-05/-0500,Libertad de Loja,2-3,0-3,LDU Quito,2024-05-01T00:00Z
Primera Etapa,4,Wed May 1 2024,19:00,-05/-0500,Universidad Catolica,0-1,0-0,Barcelona,2024-05-02T00:00Z
Primera Etapa,11,Fri May 3 2024,19:00,-05/-0500,Orense SC,0-1,0-0,El Nacional,2024-05-04T00:00Z
Primera Etapa,11,Sat May 4 2024,13:00,-05/-0500,Cumbayá,1-0,0-0,Macará,2024-05-04T18:00Z
Primera Etapa,11,Sat May 4 2024,18:00,-05/-0500,Delfín SC,1-3,0-1,Barcelona,2024-05-04T23:00Z
Primera Etapa,11,Sat May 4 2024,15:30,-05/-0500,Mushuc Runa,0-1,0-1,LDU Quito,2024-05-04T20:30Z
Primera Etapa,11,Sun May 5 2024,15:30,-05/-0500,Independiente del Valle,1-0,0-0,Deportivo Cuenca,2024-05-05T20:30Z
Primera Etapa,11,Sun May 5 2024,13:00,-05/-0500,Aucas,2-0,0-0,Libertad de Loja,2024-05-05T18:00Z
Primera Etapa,11,Sun May 5 2024,18:00,-05/-0500,Emelec,2-1,1-0,Universidad Catolica,2024-05-05T23:00Z
Primera Etapa,11,Mon May 6 2024,19:00,-05/-0500,Técnico Universitario,1-1,1-1,Imbabura,2024-05-07T00:00Z
Primera Etapa,12,Fri May 10 2024,19:00,-05/-0500,Deportivo Cuenca,2-1,0-1,Cumbayá,2024-05-11T00:00Z
Primera Etapa,12,Sat May 11 2024,18:00,-05/-0500,LDU Quito,2-2,1-0,Emelec,2024-05-11T23:00Z
Primera Etapa,12,Sat May 11 2024,13:00,-05/-0500,Imbabura,4-2,1-1,Libertad de Loja,2024-05-11T18:00Z
Primera Etapa,12,Sat May 11 2024,15:30,-05/-0500,Macará,0-0,0-0,Mushuc Runa,2024-05-11T20:30Z
Primera Etapa,12,Sun May 12 2024,15:30,-05/-0500,Delfín SC,0-1,0-0,Orense SC,2024-05-12T20:30Z
Primera Etapa,12,Sun May 12 2024,13:00,-05/-0500,El Nacional,1-2,0-0,Independiente del Valle,2024-05-12T18:00Z
Primera Etapa,12,Sun May 12 2024,18:00,-05/-0500,Barcelona,1-1,0-1,Aucas,2024-05-12T23:00Z
Primera Etapa,12,Mon May 13 2024,19:00,-05/-0500,Universidad Catolica,3-2,1-1,Técnico Universitario,2024-05-14T00:00Z
Primera Etapa,13,Fri May 17 2024,19:00,-05/-0500,Deportivo Cuenca,5-2,4-1,Imbabura,2024-05-18T00:00Z
Primera Etapa,13,Sat May 18 2024,18:00,-05/-0500,Independiente del Valle,1-1,1-1,LDU Quito,2024-05-18T23:00Z
Primera Etapa,13,Sat May 18 2024,13:00,-05/-0500,Libertad de Loja,0-2,0-1,El Nacional,2024-05-18T18:00Z
Primera Etapa,13,Sat May 18 2024,15:30,-05/-0500,Emelec,0-1,0-1,Macará,2024-05-18T20:30Z
Primera Etapa,13,Sun May 19 2024,18:00,-05/-0500,Cumbayá,0-1,0-1,Barcelona,2024-05-19T23:00Z
Primera Etapa,13,Sun May 19 2024,13:00,-05/-0500,Mushuc Runa,5-0,2-0,Delfín SC,2024-05-19T18:00Z
Primera Etapa,13,Sun May 19 2024,15:30,-05/-0500,Aucas,2-2,0-1,Universidad Catolica,2024-05-19T20:30Z
Primera Etapa,13,Mon May 20 2024,19:00,-05/-0500,Técnico Universitario,1-0,1-0,Orense SC,2024-05-21T00:00Z
Primera Etapa,5,Wed May 22 2024,19:00,-05/-0500,Barcelona,2-0,1-0,LDU Quito,2024-05-23T00:00Z
Primera Etapa,5,Wed May 22 2024,15:30,-05/-0500,Mushuc Runa,2-1,2-1,Universidad Catolica,2024-05-22T20:30Z
Primera Etapa,14,Fri May 24 2024,19:00,-05/-0500,Imbabura,1-2,1-1,Emelec,2024-05-25T00:00Z
Primera Etapa,14,Sat May 25 2024,20:00,-05/-0500,Delfín SC,2-0,1-0,Aucas,2024-05-26T01:00Z
Primera Etapa,14,Sat May 25 2024,20:00,-05/-0500,Macará,0-1,0-0,Independiente del Valle,2024-05-26T01:00Z
Primera Etapa,14,Sat May 25 2024,20:00,-05/-0500,Barcelona,3-0,2-0,Técnico Universitario,2024-05-26T01:00Z
Primera Etapa,14,Sat May 25 2024,20:00,-05/-0500,LDU Quito,2-1,1-0,Universidad Catolica,2024-05-26T01:00Z
Primera Etapa,14,Sun May 26 2024,18:00,-05/-0500,Orense SC,1-0,0-0,Cumbayá,2024-05-26T23:00Z
Primera Etapa,14,Sun May 26 2024,15:30,-05/-0500,El Nacional,1-0,1-0,Mushuc Runa,2024-05-26T20:30Z
Primera Etapa,14,Mon May 27 2024,19:00,-05/-0500,Libertad de Loja,0-0,0-0,Deportivo Cuenca,2024-05-28T00:00Z
Primera Etapa,15,Fri May 31 2024,19:00,-05/-0500,Técnico Universitario,1-2,1-0,El Nacional,2024-06-01T00:00Z
Primera Etapa,15,Sat Jun 1 2024,15:30,-05/-0500,Cumbayá,1-0,0-0,Delfín SC,2024-06-01T20:30Z
Primera Etapa,15,Sat Jun 1 2024,18:00,-05/-0500,Emelec,0-0,0-0,Libertad de Loja,2024-06-01T23:00Z
Primera Etapa,15,Sat Jun 1 2024,13:00,-05/-0500,Aucas,2-2,1-0,Imbabura,2024-06-01T18:00Z
Primera Etapa,15,Sun Jun 2 2024,18:00,-05/-0500,Mushuc Runa,1-0,0-0,Barcelona,2024-06-02T23:00Z
Primera Etapa,15,Sun Jun 2 2024,18:00,-05/-0500,Deportivo Cuenca,2-2,1-2,LDU Quito,2024-06-02T23:00Z
Primera Etapa,15,Sun Jun 2 2024,18:00,-05/-0500,Independiente del Valle,1-0,0-0,Orense SC,2024-06-02T23:00Z
Primera Etapa,15,Sun Jun 2 2024,15:00,-05/-0500,Universidad Catolica,3-0,1-0,Macará,2024-06-02T20:00Z
Segunda Etapa,1,Fri Aug 2 2024,19:00,-05/-0500,Orense SC,4-0,0-0,Aucas,2024-08-03T00:00Z
Segunda Etapa,1,Sat Aug 3 2024,16:30,-05/-0500,Independiente del Valle,1-2,0-2,Delfín SC,2024-08-03T21:30Z
Segunda Etapa,1,Sat Aug 3 2024,19:00,-05/-0500,Imbabura,1-3,0-0,Barcelona,2024-08-04T00:00Z
Segunda Etapa,1,Sat Aug 3 2024,14:00,-05/-0500,Libertad de Loja,2-2,1-2,Mushuc Runa,2024-08-03T19:00Z
Segunda Etapa,1,Sun Aug 4 2024,13:00,-05/-0500,El Nacional,0-2,0-1,Universidad Catolica,2024-08-04T18:00Z
Segunda Etapa,1,Sun Aug 4 2024,15:30,-05/-0500,Macará,0-4,0-3,LDU Quito,2024-08-04T20:30Z
Segunda Etapa,1,Sun Aug 4 2024,18:00,-05/-0500,Emelec,0-1,0-1,Deportivo Cuenca,2024-08-04T23:00Z
Segunda Etapa,1,Mon Aug 5 2024,19:00,-05/-0500,Cumbayá,1-2,0-0,Técnico Universitario,2024-08-06T00:00Z
Segunda Etapa,2,Fri Aug 9 2024,19:00,-05/-0500,Deportivo Cuenca,1-2,1-1,Orense SC,2024-08-10T00:00Z
Segunda Etapa,2,Sat Aug 10 2024,15:00,-05/-0500,LDU Quito,2-1,0-1,Cumbayá,2024-08-10T20:00Z
Segunda Etapa,2,Sat Aug 10 2024,18:00,-05/-0500,Barcelona,3-2,3-0,Independiente del Valle,2024-08-10T23:00Z
Segunda Etapa,2,Sat Aug 10 2024,12:30,-05/-0500,Universidad Catolica,1-2,0-0,Libertad de Loja,2024-08-10T17:30Z
Segunda Etapa,2,Sun Aug 11 2024,13:00,-05/-0500,El Nacional,1-3,0-2,Macará,2024-08-11T18:00Z
Segunda Etapa,2,Sun Aug 11 2024,15:30,-05/-0500,Delfín SC,1-1,1-1,Imbabura,2024-08-11T20:30Z
Segunda Etapa,2,Sun Aug 11 2024,18:00,-05/-0500,Mushuc Runa,3-0,1-0,Emelec,2024-08-11T23:00Z
Segunda Etapa,2,Mon Aug 12 2024,19:00,-05/-0500,Técnico Universitario,2-0,2-0,Aucas,2024-08-13T00:00Z
Segunda Etapa,3,Fri Aug 16 2024,19:00,-05/-0500,Libertad de Loja,0-1,0-0,Macará,2024-08-17T00:00Z
Segunda Etapa,3,Sat Aug 17 2024,16:30,-05/-0500,Aucas,0-1,0-0,LDU Quito,2024-08-17T21:30Z
Segunda Etapa,3,Sat Aug 17 2024,19:00,-05/-0500,Orense SC,3-2,2-1,Barcelona,2024-08-18T00:00Z
Segunda Etapa,3,Sat Aug 17 2024,14:00,-05/-0500,Cumbayá,1-3,1-1,Independiente del Valle,2024-08-17T19:00Z
Segunda Etapa,3,Sun Aug 18 2024,13:00,-05/-0500,Imbabura,2-3,2-1,Mushuc Runa,2024-08-18T18:00Z
Segunda Etapa,3,Sun Aug 18 2024,15:30,-05/-0500,Deportivo Cuenca,1-2,1-1,Universidad Catolica,2024-08-18T20:30Z
Segunda Etapa,3,Sun Aug 18 2024,18:00,-05/-0500,Emelec,0-1,0-0,El Nacional,2024-08-18T23:00Z
Segunda Etapa,3,Mon Aug 19 2024,19:00,-05/-0500,Técnico Universitario,0-1,0-1,Delfín SC,2024-08-20T00:00Z
Segunda Etapa,4,Fri Aug 23 2024,19:00,-05/-0500,Macará,3-1,2-1,Deportivo Cuenca,2024-08-24T00:00Z
Segunda Etapa,4,Sat Aug 24 2024,15:30,-05/-0500,El Nacional,0-0,0-0,Aucas,2024-08-24T20:30Z
Segunda Etapa,4,Sat Aug 24 2024,18:00,-05/-0500,Delfín SC,0-1,0-0,Emelec,2024-08-24T23:00Z
Segunda Etapa,4,Sat Aug 24 2024,13:00,-05/-0500,Mushuc Runa,0-0,0-0,Cumbayá,2024-08-24T18:00Z
Segunda Etapa,4,Sun Aug 25 2024,13:00,-05/-0500,Independiente del Valle,1-0,0-0,Técnico Universitario,2024-08-25T18:00Z
Segunda Etapa,4,Sun Aug 25 2024,15:30,-05/-0500,LDU Quito,3-0,0-0,Libertad de Loja,2024-08-25T20:30Z
Segunda Etapa,4,Sun Aug 25 2024,18:00,-05/-0500,Barcelona,1-0,1-0,Universidad Catolica,2024-08-25T23:00Z
Segunda Etapa,4,Mon Aug 26 2024,19:00,-05/-0500,Imbabura,0-1,0-1,Orense SC,2024-08-27T00:00Z
Segunda Etapa,5,Fri Aug 30 2024,19:00,-05/-0500,Universidad Catolica,5-1,2-1,Mushuc Runa,2024-08-31T00:00Z
Segunda Etapa,5,Sat Aug 31 2024,15:00,-05/-0500,Libertad de Loja,2-0,1-0,Delfín SC,2024-08-31T20:00Z
Segunda Etapa,5,Sat Aug 31 2024,18:00,-05/-0500,LDU Quito,3-0,2-0,Barcelona,2024-08-31T23:00Z
Segunda Etapa,5,Sat Aug 31 2024,12:30,-05/-0500,Deportivo Cuenca,1-2,0-1,El Nacional,2024-08-31T17:30Z
Segunda Etapa,5,Sun Sep 1 2024,13:00,-05/-0500,Macará,0-0,0-0,Técnico Universitario,2024-09-01T18:00Z
Segunda Etapa,5,Sun Sep 1 2024,15:30,-05/-0500,Aucas,0-2,0-0,Independiente del Valle,2024-09-01T20:30Z
Segunda Etapa,5,Sun Sep 1 2024,18:00,-05/-0500,Emelec,2-1,0-1,Orense SC,2024-09-01T23:00Z
Segunda Etapa,5,Mon Sep 2 2024,19:00,-05/-0500,Cumbayá,1-2,1-1,Imbabura,2024-09-03T00:00Z
Segunda Etapa,6,Fri Sep 13 2024,19:00,-05/-0500,Orense SC,,,Universidad Catolica,2024-09-14T00:00Z
Segunda Etapa,6,Sat Sep 14 2024,16:30,-05/-0500,Imbabura,,,LDU Quito,2024-09-14T21:30Z
Segunda Etapa,6,Sat Sep 14 2024,19:00,-05/-0500,Independiente del Valle,,,Emelec,2024-09-15T00:00Z
Segunda Etapa,6,Sat Sep 14 2024,14:00,-05/-0500,Delfín SC,,,Deportivo Cuenca,2024-09-14T19:00Z
Segunda Etapa,6,Sun Sep 15 2024,12:30,-05/-0500,El Nacional,,,Cumbayá,2024-09-15T17:30Z
Segunda Etapa,6,Sun Sep 15 2024,15:00,-05/-0500,Aucas,,,Mushuc Runa,2024-09-15T20:00Z
Segunda Etapa,6,Sun Sep 15 2024,17:30,-05/-0500,Barcelona,,,Macará,2024-09-15T22:30Z
Segunda Etapa,6,Mon Sep 16 2024,19:00,-05/-0500,Técnico Universitario,,,Libertad de Loja,2024-09-17T00:00Z
Segunda Etapa,7,Fri Sep 20 2024,19:00,-05/-0500,Libertad de Loja,,,Independiente del Valle,2024-09-21T00:00Z
Segunda Etapa,7,Sat Sep 21 2024,16:30,-05/-0500,LDU Quito,,,El Nacional,2024-09-21T21:30Z
Segunda Etapa,7,Sat Sep 21 2024,19:00,-05/-0500,Deportivo Cuenca,,,Barcelona,2024-09-22T00:00Z
Segunda Etapa,7,Sat Sep 21 2024,14:00,-05/-0500,Cumbayá,,,Aucas,2024-09-21T19:00Z
Segunda Etapa,7,Sun Sep 22 2024,13:00,-05/-0500,Macará,,,Imbabura,2024-09-22T18:00Z
Segunda Etapa,7,Sun Sep 22 2024,15:30,-05/-0500,Mushuc Runa,,,Orense SC,2024-09-22T20:30Z
Segunda Etapa,7,Sun Sep 22 2024,18:00,-05/-0500,Emelec,,,Técnico Universitario,2024-09-22T23:00Z
Segunda Etapa,7,Mon Sep 23 2024,19:00,-05/-0500,Universidad Catolica,,,Delfín SC,2024-09-24T00:00Z
Segunda Etapa,8,Fri Sep 27 2024,19:00,-05/-0500,Orense SC,,,Macará,2024-09-28T00:00Z
Segunda Etapa,8,Sat Sep 28 2024,14:00,-05/-0500,Imbabura,,,El Nacional,2024-09-28T19:00Z
Segunda Etapa,8,Sat Sep 28 2024,16:30,-05/-0500,Independiente del Valle,,,Universidad Catolica,2024-09-28T21:30Z
Segunda Etapa,8,Sat Sep 28 2024,19:00,-05/-0500,Cumbayá,,,Emelec,2024-09-29T00:00Z
Segunda Etapa,8,Sun Sep 29 2024,12:30,-05/-0500,Aucas,,,Deportivo Cuenca,2024-09-29T17:30Z
Segunda Etapa,8,Sun Sep 29 2024,15:00,-05/-0500,Delfín SC,,,LDU Quito,2024-09-29T20:00Z
Segunda Etapa,8,Sun Sep 29 2024,17:30,-05/-0500,Barcelona,,,Libertad de Loja,2024-09-29T22:30Z
Segunda Etapa,8,Sun Sep 29 2024,,,Técnico Universitario,,,Mushuc Runa,
Segunda Etapa,9,Fri Oct 4 2024,19:00,-05/-0500,Libertad de Loja,,,Cumbayá,2024-10-05T00:00Z
Segunda Etapa,9,Sat Oct 5 2024,13:00,-05/-0500,Universidad Catolica,,,Imbabura,2024-10-05T18:00Z
Segunda Etapa,9,Sat Oct 5 2024,14:00,-05/-0500,Mushuc Runa,,,Independiente del Valle,2024-10-05T19:00Z
Segunda Etapa,9,Sat Oct 5 2024,16:30,-05/-0500,Deportivo Cuenca,,,Técnico Universitario,2024-10-05T21:30Z
Segunda Etapa,9,Sat Oct 5 2024,19:00,-05/-0500,El Nacional,,,Barcelona,2024-10-06T00:00Z
Segunda Etapa,9,Sun Oct 6 2024,15:30,-05/-0500,LDU Quito,,,Orense SC,2024-10-06T20:30Z
Segunda Etapa,9,Sun Oct 6 2024,18:00,-05/-0500,Emelec,,,Aucas,2024-10-06T23:00Z
Segunda Etapa,9,Sun Oct 6 2024,,,Macará,,,Delfín SC,
Segunda Etapa,10,Sun Oct 20 2024,,,Barcelona,,,Emelec,
Segunda Etapa,10,Sun Oct 20 2024,,,Técnico Universitario,,,LDU Quito,
Segunda Etapa,10,Sun Oct 20 2024,,,Cumbayá,,,Universidad Catolica,
Segunda Etapa,10,Sun Oct 20 2024,,,Delfín SC,,,El Nacional,
Segunda Etapa,10,Sun Oct 20 2024,,,Aucas,,,Macará,
Segunda Etapa,10,Sun Oct 20 2024,,,Mushuc Runa,,,Deportivo Cuenca,
Segunda Etapa,10,Sun Oct 20 2024,,,Orense SC,,,Libertad de Loja,
Segunda Etapa,10,Sun Oct 20 2024,,,Independiente del Valle,,,Imbabura,
Segunda Etapa,11,Sun Oct 27 2024,,,Libertad de Loja,,,Aucas,
Segunda Etapa,11,Sun Oct 27 2024,,,Deportivo Cuenca,,,Independiente del Valle,
Segunda Etapa,11,Sun Oct 27 2024,,,Macará,,,Cumbayá,
Segunda Etapa,11,Sun Oct 27 2024,,,Imbabura,,,Técnico Universitario,
Segunda Etapa,11,Sun Oct 27 2024,,,LDU Quito,,,Mushuc Runa,
Segunda Etapa,11,Sun Oct 27 2024,,,Barcelona,,,Delfín SC,
Segunda Etapa,11,Sun Oct 27 2024,,,El Nacional,,,Orense SC,
Segunda Etapa,11,Sun Oct 27 2024,,,Universidad Catolica,,,Emelec,
Segunda Etapa,12,Sun Nov 3 2024,,,Aucas,,,Barcelona,
Segunda Etapa,12,Sun Nov 3 2024,,,Emelec,,,LDU Quito,
Segunda Etapa,12,Sun Nov 3 2024,,,Técnico Universitario,,,Universidad Catolica,
Segunda Etapa,12,Sun Nov 3 2024,,,Independiente del Valle,,,El Nacional,
Segunda Etapa,12,Sun Nov 3 2024,,,Mushuc Runa,,,Macará,
Segunda Etapa,12,Sun Nov 3 2024,,,Orense SC,,,Delfín SC,
Segunda Etapa,12,Sun Nov 3 2024,,,Cumbayá,,,Deportivo Cuenca,
Segunda Etapa,12,Sun Nov 3 2024,,,Libertad de Loja,,,Imbabura,
