Round,Date,Time,Team 1,FT,HT,Team 2
25,Fri Jul 26 2024,20:30,Gangwon FC,4-2,1-0,Jeonbuk FC
25,Fri Jul 26 2024,20:30,Jeju United,1-0,0-0,Ulsan HD FC
25,Sat Jul 27 2024,20:30,Daegu FC,1-1,1-1,Daejeon Hana Citizen
25,Sat Jul 27 2024,20:30,Incheon United,0-1,0-0,FC Seoul
25,Sat Jul 27 2024,20:00,Gwangju FC,1-0,1-0,Suwon FC
25,Sun Jul 28 2024,20:00,Pohang Steelers,1-2,0-1,Gimcheon Sangmu
26,Fri Aug 9 2024,20:30,Gimcheon Sangmu,1-2,1-1,Gangwon FC
26,Fri Aug 9 2024,20:30,Jeonbuk FC,0-1,0-0,Gwangju FC
26,Sat Aug 10 2024,20:30,Jeju United,0-1,0-0,Incheon United
26,Sat Aug 10 2024,20:30,Suwon FC,1-2,1-1,Daejeon Hana Citizen
26,Sat Aug 10 2024,20:00,Ulsan HD FC,1-0,1-0,Daegu FC
26,Sun Aug 11 2024,20:00,Pohang Steelers,1-2,0-1,FC Seoul
27,Fri Aug 16 2024,20:30,Daegu FC,3-0,0-0,Gimcheon Sangmu
27,Fri Aug 16 2024,20:30,FC Seoul,1-0,1-0,Jeju United
27,Sat Aug 17 2024,20:30,Daejeon Hana Citizen,2-1,1-0,Incheon United
27,Sat Aug 17 2024,20:00,Jeonbuk FC,2-1,1-0,Pohang Steelers
27,Sun Aug 18 2024,20:00,Ulsan HD FC,1-2,0-1,Suwon FC
27,Sun Aug 18 2024,20:00,Gangwon FC,3-2,1-2,Gwangju FC
28,Sat Aug 24 2024,20:00,Pohang Steelers,1-2,0-1,Daegu FC
28,Sat Aug 24 2024,20:30,FC Seoul,2-0,2-0,Gangwon FC
28,Sat Aug 24 2024,20:30,Incheon United,0-1,0-1,Jeonbuk FC
28,Sun Aug 25 2024,20:00,Gwangju FC,0-1,0-0,Ulsan HD FC
28,Sun Aug 25 2024,20:00,Suwon FC,5-0,2-0,Jeju United
28,Sun Aug 25 2024,20:00,Gimcheon Sangmu,2-2,1-0,Daejeon Hana Citizen
29,Sat Aug 31 2024,20:00,Ulsan HD FC,5-4,2-1,Pohang Steelers
29,Sat Aug 31 2024,20:30,Daegu FC,1-2,1-0,Incheon United
29,Sun Sep 1 2024,20:00,Daejeon Hana Citizen,2-0,1-0,Gwangju FC
29,Sun Sep 1 2024,20:00,Gangwon FC,2-2,1-1,Suwon FC
29,Sun Sep 1 2024,20:00,Jeonbuk FC,0-0,0-0,FC Seoul
29,Sun Sep 1 2024,19:00,Jeju United,1-0,0-0,Gimcheon Sangmu
30,Fri Sep 13 2024,20:30,Gwangju FC,,,Pohang Steelers
30,Fri Sep 13 2024,20:30,Ulsan HD FC,,,Gangwon FC
30,Sat Sep 14 2024,20:00,Jeju United,,,Daegu FC
30,Sat Sep 14 2024,20:00,Suwon FC,,,Jeonbuk FC
30,Sat Sep 14 2024,17:30,FC Seoul,,,Daejeon Hana Citizen
30,Sun Sep 15 2024,17:30,Gimcheon Sangmu,,,Incheon United
31,Sat Sep 21 2024,17:30,Suwon FC,,,Gimcheon Sangmu
31,Sat Sep 21 2024,20:00,Daegu FC,,,FC Seoul
31,Sun Sep 22 2024,17:30,Pohang Steelers,,,Gangwon FC
31,Sun Sep 22 2024,20:00,Daejeon Hana Citizen,,,Jeonbuk FC
31,Sun Sep 22 2024,20:00,Incheon United,,,Ulsan HD FC
31,Sun Sep 22 2024,17:30,Gwangju FC,,,Jeju United
32,Fri Sep 27 2024,20:30,Daejeon Hana Citizen,,,Ulsan HD FC
32,Fri Sep 27 2024,20:30,Pohang Steelers,,,Incheon United
32,Sat Sep 28 2024,20:00,Gimcheon Sangmu,,,Gwangju FC
32,Sat Sep 28 2024,20:00,Jeonbuk FC,,,Jeju United
32,Sat Sep 28 2024,17:30,Gangwon FC,,,Daegu FC
32,Sun Sep 29 2024,17:30,FC Seoul,,,Suwon FC
33,Sun Oct 6 2024,16:00,Daegu FC,,,Jeonbuk FC
33,Sun Oct 6 2024,16:00,Gwangju FC,,,FC Seoul
33,Sun Oct 6 2024,16:00,Incheon United,,,Gangwon FC
33,Sun Oct 6 2024,16:00,Jeju United,,,Daejeon Hana Citizen
33,Sun Oct 6 2024,16:00,Suwon FC,,,Pohang Steelers
33,Sun Oct 6 2024,16:00,Ulsan HD FC,,,Gimcheon Sangmu
