Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
16,Sat Aug 3 2024,16:30,+0300,FK Gomel,1-2,1-1,FK Slutsk,,2024-08-03T13:30Z
16,Sun Aug 4 2024,19:30,+0300,Torpedo-BelAZ Zhodino,1-1,1-0,Arsenal Dzerzhinsk,,2024-08-04T16:30Z
16,Sun Aug 4 2024,17:30,+0300,Dinamo Brest,3-2,1-1,FK Isloch Minsk,,2024-08-04T14:30Z
17,Fri Aug 9 2024,18:30,+0300,FK Slaviya Mozyr,1-2,1-1,FK Vitebsk,,2024-08-09T15:30Z
17,Sat Aug 10 2024,19:00,+0300,Shakhter Soligorsk,0-1,0-0,FK Isloch Minsk,,2024-08-10T16:00Z
17,Sat Aug 10 2024,17:00,+0300,FK Smorgon,0-2,0-1,Dinamo Brest,,2024-08-10T14:00Z
17,Sat Aug 10 2024,15:00,+0300,BATE Borisov,1-1,0-0,Naftan Novopolotsk,,2024-08-10T12:00Z
17,Sun Aug 11 2024,17:30,+0300,Arsenal Dzerzhinsk,3-1,1-0,Dnepr Mogilev,,2024-08-11T14:30Z
17,Sun Aug 11 2024,19:30,+0300,Neman Grodno,1-1,0-1,FK Gomel,,2024-08-11T16:30Z
17,Sun Aug 11 2024,15:30,+0300,FK Slutsk,1-0,1-0,Torpedo-BelAZ Zhodino,,2024-08-11T12:30Z
18,Fri Aug 16 2024,,,Naftan Novopolotsk,,,Dinamo Minsk,postponed,
18,Fri Aug 16 2024,21:00,+0300,FK Vitebsk,0-0,0-0,Arsenal Dzerzhinsk,,2024-08-16T18:00Z
18,Fri Aug 16 2024,19:00,+0300,Dinamo Brest,3-0,2-0,Shakhter Soligorsk,,2024-08-16T16:00Z
18,Sat Aug 17 2024,19:00,+0300,Dnepr Mogilev,2-3,0-3,FK Slutsk,,2024-08-17T16:00Z
18,Sat Aug 17 2024,17:00,+0300,FK Isloch Minsk,0-0,0-0,FK Slaviya Mozyr,,2024-08-17T14:00Z
18,Sat Aug 17 2024,21:00,+0300,Torpedo-BelAZ Zhodino,1-4,0-0,Neman Grodno,,2024-08-17T18:00Z
18,Sun Aug 18 2024,19:00,+0300,FK Gomel,2-0,1-0,BATE Borisov,,2024-08-18T16:00Z
18,Sun Aug 18 2024,17:00,+0300,FK Smorgon,1-1,0-1,FK Minsk,,2024-08-18T14:00Z
19,Fri Aug 23 2024,20:00,+0300,Arsenal Dzerzhinsk,3-1,0-1,FK Isloch Minsk,,2024-08-23T17:00Z
19,Fri Aug 23 2024,18:00,+0300,FK Slutsk,2-0,0-0,FK Vitebsk,,2024-08-23T15:00Z
19,Sat Aug 24 2024,16:00,+0300,FK Minsk,3-2,0-1,Dinamo Brest,,2024-08-24T13:00Z
19,Sat Aug 24 2024,20:00,+0300,FK Slaviya Mozyr,0-1,0-0,Shakhter Soligorsk,,2024-08-24T17:00Z
19,Sat Aug 24 2024,18:00,+0300,FK Smorgon,1-0,1-0,Naftan Novopolotsk,,2024-08-24T15:00Z
19,Sun Aug 25 2024,20:00,+0300,BATE Borisov,1-2,0-1,Torpedo-BelAZ Zhodino,,2024-08-25T17:00Z
19,Sun Aug 25 2024,17:30,+0300,Neman Grodno,3-1,1-1,Dnepr Mogilev,,2024-08-25T14:30Z
20,Fri Aug 30 2024,18:45,+0300,Dinamo Brest,3-0,2-0,FK Slaviya Mozyr,,2024-08-30T15:45Z
20,Fri Aug 30 2024,20:45,+0300,FK Gomel,2-1,2-1,FK Smorgon,,2024-08-30T17:45Z
20,Sat Aug 31 2024,15:00,+0300,Naftan Novopolotsk,0-2,0-2,FK Minsk,,2024-08-31T12:00Z
20,Sat Aug 31 2024,17:00,+0300,Shakhter Soligorsk,0-3,0-2,Arsenal Dzerzhinsk,,2024-08-31T14:00Z
20,Sat Aug 31 2024,19:00,+0300,FK Vitebsk,0-1,0-1,Neman Grodno,,2024-08-31T16:00Z
20,Sun Sep 1 2024,,,Torpedo-BelAZ Zhodino,,,Dinamo Minsk,postponed,
20,Sun Sep 1 2024,15:30,+0300,FK Isloch Minsk,0-0,0-0,FK Slutsk,,2024-09-01T12:30Z
20,Sun Sep 1 2024,17:30,+0300,Dnepr Mogilev,1-1,1-1,BATE Borisov,,2024-09-01T14:30Z
19,Thu Sep 12 2024,19:00,+0300,Dinamo Minsk,2-0,0-0,FK Gomel,,2024-09-12T16:00Z
21,Fri Sep 13 2024,17:00,+0300,FK Slutsk,0-0,0-0,Shakhter Soligorsk,,2024-09-13T14:00Z
21,Sat Sep 14 2024,17:00,+0300,Arsenal Dzerzhinsk,1-1,0-1,FK Slaviya Mozyr,,2024-09-14T14:00Z
21,Sat Sep 14 2024,21:00,+0300,Neman Grodno,0-3,0-2,FK Isloch Minsk,,2024-09-14T18:00Z
21,Sat Sep 14 2024,15:00,+0300,FK Smorgon,0-4,0-1,Torpedo-BelAZ Zhodino,,2024-09-14T12:00Z
21,Sun Sep 15 2024,17:30,+0300,BATE Borisov,1-0,0-0,FK Vitebsk,,2024-09-15T14:30Z
21,Sun Sep 15 2024,16:00,+0300,Naftan Novopolotsk,3-6,2-1,Dinamo Brest,,2024-09-15T13:00Z
21,Mon Sep 16 2024,17:00,+0300,FK Minsk,3-1,2-0,FK Gomel,,2024-09-16T14:00Z
21,Mon Sep 16 2024,20:30,+0300,Dinamo Minsk,2-0,1-0,Dnepr Mogilev,,2024-09-16T17:30Z
22,Fri Sep 20 2024,18:00,+0300,Torpedo-BelAZ Zhodino,2-2,0-1,FK Minsk,,2024-09-20T15:00Z
22,Fri Sep 20 2024,20:00,+0300,FK Vitebsk,1-0,0-0,Dinamo Minsk,,2024-09-20T17:00Z
22,Sat Sep 21 2024,15:00,+0300,FK Gomel,2-1,0-1,Naftan Novopolotsk,,2024-09-21T12:00Z
22,Sat Sep 21 2024,17:00,+0300,Shakhter Soligorsk,0-1,0-0,Neman Grodno,,2024-09-21T14:00Z
22,Sat Sep 21 2024,20:00,+0300,FK Slaviya Mozyr,0-0,0-0,FK Slutsk,,2024-09-21T17:00Z
22,Sun Sep 22 2024,17:00,+0300,Dnepr Mogilev,2-1,0-0,FK Smorgon,,2024-09-22T14:00Z
22,Sun Sep 22 2024,19:30,+0300,Dinamo Brest,2-1,2-0,Arsenal Dzerzhinsk,,2024-09-22T16:30Z
22,Sun Sep 22 2024,15:00,+0300,FK Isloch Minsk,1-2,1-1,BATE Borisov,,2024-09-22T12:00Z
17,Tue Sep 24 2024,19:30,+0300,Dinamo Minsk,,,FK Minsk,,2024-09-24T16:30Z
16,Wed Sep 25 2024,16:30,+0300,Naftan Novopolotsk,,,Neman Grodno,,2024-09-25T13:30Z
23,Fri Sep 27 2024,18:30,+0300,BATE Borisov,,,Shakhter Soligorsk,,2024-09-27T15:30Z
23,Fri Sep 27 2024,20:30,+0300,FK Gomel,,,Dinamo Brest,,2024-09-27T17:30Z
23,Sat Sep 28 2024,18:00,+0300,Dinamo Minsk,,,FK Isloch Minsk,,2024-09-28T15:00Z
23,Sat Sep 28 2024,,,FK Minsk,,,Dnepr Mogilev,,
23,Sat Sep 28 2024,,,Neman Grodno,,,FK Slaviya Mozyr,,
23,Sat Sep 28 2024,,,Naftan Novopolotsk,,,Torpedo-BelAZ Zhodino,,
23,Sat Sep 28 2024,14:00,+0300,FK Slutsk,,,Arsenal Dzerzhinsk,,2024-09-28T11:00Z
23,Sat Sep 28 2024,16:00,+0300,FK Smorgon,,,FK Vitebsk,,2024-09-28T13:00Z
24,Fri Oct 4 2024,,,Arsenal Dzerzhinsk,,,Neman Grodno,,
24,Fri Oct 4 2024,,,Dnepr Mogilev,,,Naftan Novopolotsk,,
24,Fri Oct 4 2024,,,Dinamo Brest,,,FK Slutsk,,
24,Fri Oct 4 2024,,,FK Isloch Minsk,,,FK Smorgon,,
24,Fri Oct 4 2024,,,FK Vitebsk,,,FK Minsk,,
24,Fri Oct 4 2024,,,Shakhter Soligorsk,,,Dinamo Minsk,,
24,Fri Oct 4 2024,,,FK Slaviya Mozyr,,,BATE Borisov,,
24,Fri Oct 4 2024,,,Torpedo-BelAZ Zhodino,,,FK Gomel,,
25,Sat Oct 19 2024,,,Neman Grodno,,,FK Slutsk,,
25,Sat Oct 19 2024,,,BATE Borisov,,,Arsenal Dzerzhinsk,,
25,Sat Oct 19 2024,,,Dinamo Minsk,,,FK Slaviya Mozyr,,
25,Sat Oct 19 2024,,,FK Minsk,,,FK Isloch Minsk,,
25,Sat Oct 19 2024,,,FK Smorgon,,,Shakhter Soligorsk,,
25,Sat Oct 19 2024,,,FK Gomel,,,Dnepr Mogilev,,
25,Sat Oct 19 2024,,,Naftan Novopolotsk,,,FK Vitebsk,,
25,Sat Oct 19 2024,,,Torpedo-BelAZ Zhodino,,,Dinamo Brest,,
26,Sat Oct 26 2024,,,FK Isloch Minsk,,,Naftan Novopolotsk,,
26,Sat Oct 26 2024,,,Dinamo Minsk,,,Arsenal Dzerzhinsk,,
26,Sat Oct 26 2024,,,Dnepr Mogilev,,,Torpedo-BelAZ Zhodino,,
26,Sat Oct 26 2024,,,Dinamo Brest,,,Neman Grodno,,
26,Sat Oct 26 2024,,,Shakhter Soligorsk,,,FK Minsk,,
26,Sat Oct 26 2024,,,FK Slutsk,,,BATE Borisov,,
26,Sat Oct 26 2024,,,FK Vitebsk,,,FK Gomel,,
26,Sat Oct 26 2024,,,FK Slaviya Mozyr,,,FK Smorgon,,
27,Sat Nov 2 2024,,,FK Minsk,,,FK Slaviya Mozyr,,
27,Sat Nov 2 2024,,,BATE Borisov,,,Neman Grodno,,
27,Sat Nov 2 2024,,,Dinamo Minsk,,,FK Slutsk,,
27,Sat Nov 2 2024,,,Dnepr Mogilev,,,Dinamo Brest,,
27,Sat Nov 2 2024,,,Torpedo-BelAZ Zhodino,,,FK Vitebsk,,
27,Sat Nov 2 2024,,,FK Gomel,,,FK Isloch Minsk,,
27,Sat Nov 2 2024,,,Naftan Novopolotsk,,,Shakhter Soligorsk,,
27,Sat Nov 2 2024,,,FK Smorgon,,,Arsenal Dzerzhinsk,,
28,Sat Nov 9 2024,,,Neman Grodno,,,Dinamo Minsk,,
28,Sat Nov 9 2024,,,Arsenal Dzerzhinsk,,,FK Minsk,,
28,Sat Nov 9 2024,,,Dinamo Brest,,,BATE Borisov,,
28,Sat Nov 9 2024,,,FK Isloch Minsk,,,Torpedo-BelAZ Zhodino,,
28,Sat Nov 9 2024,,,FK Slaviya Mozyr,,,Naftan Novopolotsk,,
28,Sat Nov 9 2024,,,FK Slutsk,,,FK Smorgon,,
28,Sat Nov 9 2024,,,FK Vitebsk,,,Dnepr Mogilev,,
28,Sat Nov 9 2024,,,Shakhter Soligorsk,,,FK Gomel,,
16,Sat Nov 16 2024,,,FK Smorgon,,,Dinamo Minsk,,
29,Sat Nov 23 2024,,,Dnepr Mogilev,,,FK Isloch Minsk,,
29,Sat Nov 23 2024,,,FK Minsk,,,FK Slutsk,,
29,Sat Nov 23 2024,,,FK Vitebsk,,,Dinamo Brest,,
29,Sat Nov 23 2024,,,FK Gomel,,,FK Slaviya Mozyr,,
29,Sat Nov 23 2024,,,Naftan Novopolotsk,,,Arsenal Dzerzhinsk,,
29,Sat Nov 23 2024,,,FK Smorgon,,,Neman Grodno,,
29,Sat Nov 23 2024,,,Torpedo-BelAZ Zhodino,,,Shakhter Soligorsk,,
29,Sat Nov 23 2024,,,Dinamo Minsk,,,BATE Borisov,,
30,Sat Nov 30 2024,,,Arsenal Dzerzhinsk,,,FK Gomel,,
30,Sat Nov 30 2024,,,BATE Borisov,,,FK Smorgon,,
30,Sat Nov 30 2024,,,Dinamo Brest,,,Dinamo Minsk,,
30,Sat Nov 30 2024,,,FK Isloch Minsk,,,FK Vitebsk,,
30,Sat Nov 30 2024,,,Neman Grodno,,,FK Minsk,,
30,Sat Nov 30 2024,,,FK Slutsk,,,Naftan Novopolotsk,,
30,Sat Nov 30 2024,,,Shakhter Soligorsk,,,Dnepr Mogilev,,
30,Sat Nov 30 2024,,,FK Slaviya Mozyr,,,Torpedo-BelAZ Zhodino,,
