Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
,4,Sun Apr 28 2024,16:00,EEST/+0300,IF Gnistan,0-1,0-0,SJK Seinäjoki,2024-04-28T13:00Z
,5,Fri May 3 2024,18:00,EEST/+0300,Vaasan PS,3-0,0-0,FC Lahti,2024-05-03T15:00Z
,5,Sat May 4 2024,17:00,EEST/+0300,HJK Helsinki,0-0,0-0,Ekenäs IF,2024-05-04T14:00Z
,5,Sat May 4 2024,19:00,EEST/+0300,SJK Seinäjoki,1-1,1-0,Kuopion PS,2024-05-04T16:00Z
,5,Sat May 4 2024,15:00,EEST/+0300,Ilves Tampere,3-2,1-1,AC Oulu,2024-05-04T12:00Z
,5,Sun May 5 2024,18:30,EEST/+0300,IFK Mariehamn,3-1,0-1,Inter Turku,2024-05-05T15:30Z
,5,Sun May 5 2024,16:00,EEST/+0300,IF Gnistan,0-3,0-2,Haka Valkeakoski,2024-05-05T13:00Z
,6,Fri May 10 2024,18:15,EEST/+0300,Kuopion PS,2-1,0-0,Vaasan PS,2024-05-10T15:15Z
,6,Sat May 11 2024,17:00,EEST/+0300,AC Oulu,1-1,1-1,IF Gnistan,2024-05-11T14:00Z
,6,Sat May 11 2024,19:00,EEST/+0300,Inter Turku,0-1,0-1,HJK Helsinki,2024-05-11T16:00Z
,6,Sat May 11 2024,15:00,EEST/+0300,Haka Valkeakoski,2-0,1-0,SJK Seinäjoki,2024-05-11T12:00Z
,6,Sun May 12 2024,18:30,EEST/+0300,FC Lahti,3-0,2-0,IFK Mariehamn,2024-05-12T15:30Z
,6,Sun May 12 2024,18:30,EEST/+0300,Ekenäs IF,0-2,0-1,Ilves Tampere,2024-05-12T15:30Z
,7,Fri May 17 2024,18:00,EEST/+0300,HJK Helsinki,1-2,0-1,Vaasan PS,2024-05-17T15:00Z
,7,Fri May 17 2024,20:00,EEST/+0300,Ilves Tampere,5-0,2-0,Haka Valkeakoski,2024-05-17T17:00Z
,7,Fri May 17 2024,19:00,EEST/+0300,SJK Seinäjoki,3-1,2-1,Inter Turku,2024-05-17T16:00Z
,7,Fri May 17 2024,18:00,EEST/+0300,AC Oulu,1-1,1-0,IFK Mariehamn,2024-05-17T15:00Z
,7,Sun May 19 2024,18:30,EEST/+0300,Ekenäs IF,1-1,1-0,FC Lahti,2024-05-19T15:30Z
,7,Sun May 19 2024,16:00,EEST/+0300,IF Gnistan,0-0,0-0,Kuopion PS,2024-05-19T13:00Z
,15,Wed May 22 2024,18:00,EEST/+0300,Vaasan PS,1-3,0-1,Kuopion PS,2024-05-22T15:00Z
,17,Wed May 22 2024,20:00,EEST/+0300,Ilves Tampere,3-0,2-0,Inter Turku,2024-05-22T17:00Z
,19,Wed May 22 2024,18:00,EEST/+0300,HJK Helsinki,1-0,1-0,IF Gnistan,2024-05-22T15:00Z
,8,Fri May 24 2024,18:00,EEST/+0300,Haka Valkeakoski,4-3,1-0,AC Oulu,2024-05-24T15:00Z
,8,Sat May 25 2024,17:00,EEST/+0300,HJK Helsinki,1-1,0-1,Ilves Tampere,2024-05-25T14:00Z
,8,Sun May 26 2024,18:30,EEST/+0300,IFK Mariehamn,1-1,1-1,IF Gnistan,2024-05-26T15:30Z
,8,Sun May 26 2024,18:30,EEST/+0300,Kuopion PS,4-1,2-1,Ekenäs IF,2024-05-26T15:30Z
,8,Mon May 27 2024,18:00,EEST/+0300,Vaasan PS,3-1,2-0,Inter Turku,2024-05-27T15:00Z
,8,Mon May 27 2024,18:00,EEST/+0300,FC Lahti,0-4,0-4,SJK Seinäjoki,2024-05-27T15:00Z
,9,Fri May 31 2024,20:00,EEST/+0300,AC Oulu,1-0,1-0,HJK Helsinki,2024-05-31T17:00Z
,9,Fri May 31 2024,18:00,EEST/+0300,Ilves Tampere,1-2,1-1,Kuopion PS,2024-05-31T15:00Z
,9,Fri May 31 2024,18:00,EEST/+0300,Inter Turku,3-1,2-0,Haka Valkeakoski,2024-05-31T15:00Z
,9,Fri May 31 2024,18:00,EEST/+0300,SJK Seinäjoki,0-2,0-0,IFK Mariehamn,2024-05-31T15:00Z
,9,Sun Jun 2 2024,18:30,EEST/+0300,Ekenäs IF,1-2,0-0,Vaasan PS,2024-06-02T15:30Z
,9,Sun Jun 2 2024,16:00,EEST/+0300,IF Gnistan,2-1,1-1,FC Lahti,2024-06-02T13:00Z
,10,Fri Jun 7 2024,20:00,EEST/+0300,HJK Helsinki,4-1,1-1,SJK Seinäjoki,2024-06-07T17:00Z
,10,Fri Jun 7 2024,18:00,EEST/+0300,Vaasan PS,1-1,1-0,Ilves Tampere,2024-06-07T15:00Z
,10,Fri Jun 7 2024,18:00,EEST/+0300,FC Lahti,0-2,0-1,Inter Turku,2024-06-07T15:00Z
,10,Fri Jun 7 2024,18:00,EEST/+0300,Haka Valkeakoski,2-0,1-0,IFK Mariehamn,2024-06-07T15:00Z
,10,Sat Jun 8 2024,17:00,EEST/+0300,Kuopion PS,4-1,1-0,AC Oulu,2024-06-08T14:00Z
,10,Sat Jun 8 2024,17:00,EEST/+0300,Ekenäs IF,1-0,0-0,IF Gnistan,2024-06-08T14:00Z
,11,Wed Jun 12 2024,18:00,EEST/+0300,AC Oulu,2-2,1-1,FC Lahti,2024-06-12T15:00Z
,11,Wed Jun 12 2024,19:00,EEST/+0300,IF Gnistan,0-4,0-2,HJK Helsinki,2024-06-12T16:00Z
,11,Wed Jun 12 2024,18:00,EEST/+0300,Kuopion PS,0-1,0-1,Haka Valkeakoski,2024-06-12T15:00Z
,11,Wed Jun 12 2024,18:00,EEST/+0300,IFK Mariehamn,0-0,0-0,Vaasan PS,2024-06-12T15:00Z
,11,Wed Jun 12 2024,18:00,EEST/+0300,Inter Turku,0-2,0-0,Ilves Tampere,2024-06-12T15:00Z
,11,Wed Jun 12 2024,18:00,EEST/+0300,SJK Seinäjoki,3-1,1-1,Ekenäs IF,2024-06-12T15:00Z
,12,Wed Jun 19 2024,21:00,EEST/+0300,HJK Helsinki,3-1,0-1,Kuopion PS,2024-06-19T18:00Z
,12,Wed Jun 19 2024,21:00,EEST/+0300,Vaasan PS,1-1,1-1,AC Oulu,2024-06-19T18:00Z
,12,Wed Jun 19 2024,21:00,EEST/+0300,Haka Valkeakoski,0-0,0-0,Inter Turku,2024-06-19T18:00Z
,12,Wed Jun 19 2024,21:00,EEST/+0300,Ilves Tampere,2-2,1-1,SJK Seinäjoki,2024-06-19T18:00Z
,12,Wed Jun 19 2024,21:00,EEST/+0300,Ekenäs IF,1-2,1-1,IFK Mariehamn,2024-06-19T18:00Z
,12,Wed Jun 19 2024,21:00,EEST/+0300,FC Lahti,3-3,1-2,IF Gnistan,2024-06-19T18:00Z
,13,Fri Jun 28 2024,20:00,EEST/+0300,AC Oulu,1-0,0-0,Kuopion PS,2024-06-28T17:00Z
,13,Fri Jun 28 2024,18:00,EEST/+0300,Inter Turku,3-1,2-0,Vaasan PS,2024-06-28T15:00Z
,13,Sat Jun 29 2024,12:00,EEST/+0300,SJK Seinäjoki,2-1,2-0,Haka Valkeakoski,2024-06-29T09:00Z
,13,Sat Jun 29 2024,19:00,EEST/+0300,FC Lahti,2-2,1-2,Ilves Tampere,2024-06-29T16:00Z
,13,Sun Jun 30 2024,16:00,EEST/+0300,IF Gnistan,1-2,0-1,Ekenäs IF,2024-06-30T13:00Z
,13,Sun Jun 30 2024,16:00,EEST/+0300,IFK Mariehamn,1-2,1-1,HJK Helsinki,2024-06-30T13:00Z
,14,Sat Jul 6 2024,15:00,EEST/+0300,Ilves Tampere,3-0,2-0,HJK Helsinki,2024-07-06T12:00Z
,14,Sat Jul 6 2024,17:00,EEST/+0300,Vaasan PS,2-3,1-1,Ekenäs IF,2024-07-06T14:00Z
,14,Sun Jul 7 2024,18:30,EEST/+0300,IFK Mariehamn,0-3,0-2,Haka Valkeakoski,2024-07-07T15:30Z
,14,Sun Jul 7 2024,18:30,EEST/+0300,Kuopion PS,3-1,3-1,IF Gnistan,2024-07-07T15:30Z
,14,Mon Jul 8 2024,18:00,EEST/+0300,AC Oulu,1-2,1-2,SJK Seinäjoki,2024-07-08T15:00Z
,14,Mon Jul 8 2024,18:00,EEST/+0300,Inter Turku,3-0,2-0,FC Lahti,2024-07-08T15:00Z
,15,Sun Jul 14 2024,17:00,EEST/+0300,Ekenäs IF,0-7,0-2,Inter Turku,2024-07-14T14:00Z
,15,Sun Jul 14 2024,18:30,EEST/+0300,FC Lahti,1-2,0-0,AC Oulu,2024-07-14T15:30Z
,15,Mon Jul 15 2024,19:00,EEST/+0300,Haka Valkeakoski,4-3,1-2,Ilves Tampere,2024-07-15T16:00Z
,16,Sat Jul 20 2024,17:00,EEST/+0300,AC Oulu,2-0,0-0,Ekenäs IF,2024-07-20T14:00Z
,16,Sat Jul 20 2024,17:00,EEST/+0300,HJK Helsinki,2-0,1-0,Haka Valkeakoski,2024-07-20T14:00Z
,16,Sun Jul 21 2024,18:30,EEST/+0300,Kuopion PS,1-0,0-0,FC Lahti,2024-07-21T15:30Z
,16,Sun Jul 21 2024,17:00,EEST/+0300,Ilves Tampere,3-2,1-2,Vaasan PS,2024-07-21T14:00Z
,16,Sun Jul 21 2024,15:00,EEST/+0300,IFK Mariehamn,0-4,0-0,SJK Seinäjoki,2024-07-21T12:00Z
,16,Mon Jul 22 2024,18:00,EEST/+0300,Inter Turku,2-2,1-1,IF Gnistan,2024-07-22T15:00Z
,17,Sat Jul 27 2024,17:00,EEST/+0300,SJK Seinäjoki,5-5,2-2,FC Lahti,2024-07-27T14:00Z
,17,Sat Jul 27 2024,17:00,EEST/+0300,HJK Helsinki,3-0,1-0,AC Oulu,2024-07-27T14:00Z
,17,Sun Jul 28 2024,17:00,EEST/+0300,Ekenäs IF,1-2,1-0,Kuopion PS,2024-07-28T14:00Z
,17,Sun Jul 28 2024,18:30,EEST/+0300,Vaasan PS,2-1,1-0,IFK Mariehamn,2024-07-28T15:30Z
,17,Sun Jul 28 2024,15:00,EEST/+0300,Haka Valkeakoski,1-2,0-1,IF Gnistan,2024-07-28T12:00Z
,18,Fri Aug 2 2024,18:00,EEST/+0300,Inter Turku,3-0,1-0,IFK Mariehamn,2024-08-02T15:00Z
,18,Sat Aug 3 2024,19:00,EEST/+0300,FC Lahti,2-1,1-1,HJK Helsinki,2024-08-03T16:00Z
,18,Sun Aug 4 2024,16:00,EEST/+0300,AC Oulu,0-1,0-0,Ilves Tampere,2024-08-04T13:00Z
,18,Sun Aug 4 2024,18:30,EEST/+0300,Kuopion PS,2-1,1-0,SJK Seinäjoki,2024-08-04T15:30Z
,18,Sun Aug 4 2024,18:30,EEST/+0300,Ekenäs IF,1-2,1-0,Haka Valkeakoski,2024-08-04T15:30Z
,18,Sun Aug 4 2024,18:30,EEST/+0300,IF Gnistan,3-0,2-0,Vaasan PS,2024-08-04T15:30Z
,19,Fri Aug 9 2024,18:00,EEST/+0300,FC Lahti,4-0,2-0,Ekenäs IF,2024-08-09T15:00Z
,19,Sat Aug 10 2024,17:00,EEST/+0300,AC Oulu,1-0,1-0,Inter Turku,2024-08-10T14:00Z
,19,Sun Aug 11 2024,15:00,EEST/+0300,Ilves Tampere,2-0,1-0,IFK Mariehamn,2024-08-11T12:00Z
,19,Sun Aug 11 2024,17:00,EEST/+0300,Haka Valkeakoski,2-2,0-2,Kuopion PS,2024-08-11T14:00Z
,19,Mon Aug 12 2024,19:00,EEST/+0300,SJK Seinäjoki,3-1,2-0,Vaasan PS,2024-08-12T16:00Z
,20,Fri Aug 16 2024,18:15,EEST/+0300,Inter Turku,3-0,0-0,SJK Seinäjoki,2024-08-16T15:15Z
,20,Sun Aug 18 2024,16:00,EEST/+0300,Ekenäs IF,0-3,0-0,HJK Helsinki,2024-08-18T13:00Z
,20,Sun Aug 18 2024,18:30,EEST/+0300,IFK Mariehamn,0-0,0-0,FC Lahti,2024-08-18T15:30Z
,20,Sun Aug 18 2024,16:00,EEST/+0300,IF Gnistan,2-0,2-0,AC Oulu,2024-08-18T13:00Z
,20,Sun Aug 18 2024,16:00,EEST/+0300,Kuopion PS,1-0,0-0,Ilves Tampere,2024-08-18T13:00Z
,20,Sun Aug 18 2024,18:30,EEST/+0300,Vaasan PS,3-2,0-0,Haka Valkeakoski,2024-08-18T15:30Z
,15,Wed Aug 21 2024,18:00,EEST/+0300,IF Gnistan,2-1,0-1,IFK Mariehamn,2024-08-21T15:00Z
,21,Sat Aug 24 2024,17:00,EEST/+0300,Ilves Tampere,5-0,4-0,Ekenäs IF,2024-08-24T14:00Z
,21,Sat Aug 24 2024,17:00,EEST/+0300,AC Oulu,0-1,0-1,Haka Valkeakoski,2024-08-24T14:00Z
,21,Sun Aug 25 2024,16:00,EEST/+0300,HJK Helsinki,1-0,0-0,Inter Turku,2024-08-25T13:00Z
,21,Sun Aug 25 2024,16:00,EEST/+0300,Kuopion PS,3-0,1-0,IFK Mariehamn,2024-08-25T13:00Z
,21,Sun Aug 25 2024,18:30,EEST/+0300,FC Lahti,0-0,0-0,Vaasan PS,2024-08-25T15:30Z
,21,Mon Aug 26 2024,19:00,EEST/+0300,SJK Seinäjoki,0-1,0-1,IF Gnistan,2024-08-26T16:00Z
,22,Sun Sep 1 2024,16:00,EEST/+0300,Haka Valkeakoski,1-1,0-1,FC Lahti,2024-09-01T13:00Z
,22,Sun Sep 1 2024,16:00,EEST/+0300,Kuopion PS,1-2,1-2,Inter Turku,2024-09-01T13:00Z
,22,Sun Sep 1 2024,16:00,EEST/+0300,IF Gnistan,1-1,0-0,Ilves Tampere,2024-09-01T13:00Z
,22,Sun Sep 1 2024,16:00,EEST/+0300,Ekenäs IF,1-1,0-0,SJK Seinäjoki,2024-09-01T13:00Z
,22,Sun Sep 1 2024,16:00,EEST/+0300,IFK Mariehamn,2-1,0-1,AC Oulu,2024-09-01T13:00Z
,22,Sun Sep 1 2024,16:00,EEST/+0300,Vaasan PS,1-3,1-1,HJK Helsinki,2024-09-01T13:00Z
Playoffs - Relegation,1,Fri Sep 13 2024,18:00,EEST/+0300,Inter Turku,1-1,0-0,Ekenäs IF,2024-09-13T15:00Z
Championship,1,Sat Sep 14 2024,19:00,EEST/+0300,Kuopion PS,3-1,1-0,Vaasan PS,2024-09-14T16:00Z
Championship,1,Sat Sep 14 2024,17:00,EEST/+0300,Ilves Tampere,3-2,0-1,Haka Valkeakoski,2024-09-14T14:00Z
Championship,1,Sat Sep 14 2024,15:00,EEST/+0300,HJK Helsinki,2-2,1-1,SJK Seinäjoki,2024-09-14T12:00Z
Playoffs - Relegation,1,Sat Sep 14 2024,17:00,EEST/+0300,AC Oulu,3-0,0-0,FC Lahti,2024-09-14T14:00Z
Playoffs - Relegation,1,Sun Sep 15 2024,15:00,EEST/+0300,IF Gnistan,2-1,1-0,IFK Mariehamn,2024-09-15T12:00Z
Playoffs - Relegation,2,Thu Sep 19 2024,18:00,EEST/+0300,FC Lahti,,,IFK Mariehamn,2024-09-19T15:00Z
Championship,2,Fri Sep 20 2024,18:00,EEST/+0300,Haka Valkeakoski,,,SJK Seinäjoki,2024-09-20T15:00Z
Championship,2,Fri Sep 20 2024,20:00,EEST/+0300,Vaasan PS,,,HJK Helsinki,2024-09-20T17:00Z
Playoffs - Relegation,2,Sun Sep 22 2024,16:00,EEST/+0300,Ekenäs IF,,,IF Gnistan,2024-09-22T13:00Z
Playoffs - Relegation,2,Tue Sep 24 2024,18:00,EEST/+0300,AC Oulu,,,Inter Turku,2024-09-24T15:00Z
Championship,2,Tue Sep 24 2024,19:00,EEST/+0300,Ilves Tampere,,,Kuopion PS,2024-09-24T16:00Z
Playoffs - Relegation,3,Fri Sep 27 2024,18:00,EEST/+0300,IF Gnistan,,,AC Oulu,2024-09-27T15:00Z
Championship,3,Sat Sep 28 2024,19:30,EEST/+0300,HJK Helsinki,,,Ilves Tampere,2024-09-28T16:30Z
Championship,3,Sat Sep 28 2024,14:30,EEST/+0300,SJK Seinäjoki,,,Vaasan PS,2024-09-28T11:30Z
Playoffs - Relegation,3,Sat Sep 28 2024,17:00,EEST/+0300,IFK Mariehamn,,,Ekenäs IF,2024-09-28T14:00Z
Championship,3,Sun Sep 29 2024,16:00,EEST/+0300,Kuopion PS,,,Haka Valkeakoski,2024-09-29T13:00Z
Playoffs - Relegation,3,Mon Sep 30 2024,18:00,EEST/+0300,Inter Turku,,,FC Lahti,2024-09-30T15:00Z
Championship,4,Fri Oct 4 2024,18:00,EEST/+0300,Vaasan PS,,,Ilves Tampere,2024-10-04T15:00Z
Playoffs - Relegation,4,Sat Oct 5 2024,17:00,EEST/+0300,Ekenäs IF,,,AC Oulu,2024-10-05T14:00Z
Championship,4,Sat Oct 5 2024,17:00,EEST/+0300,SJK Seinäjoki,,,Kuopion PS,2024-10-05T14:00Z
Playoffs - Relegation,4,Sat Oct 5 2024,14:00,EEST/+0300,IF Gnistan,,,FC Lahti,2024-10-05T11:00Z
Championship,4,Sun Oct 6 2024,18:30,EEST/+0300,HJK Helsinki,,,Haka Valkeakoski,2024-10-06T15:30Z
Playoffs - Relegation,4,Sun Oct 6 2024,16:30,EEST/+0300,IFK Mariehamn,,,Inter Turku,2024-10-06T13:30Z
Championship,5,Sat Oct 19 2024,18:00,EEST/+0300,Ilves Tampere,,,SJK Seinäjoki,2024-10-19T15:00Z
Championship,5,Sat Oct 19 2024,18:00,EEST/+0300,Kuopion PS,,,HJK Helsinki,2024-10-19T15:00Z
Playoffs - Relegation,5,Sat Oct 19 2024,14:00,EEST/+0300,Inter Turku,,,IF Gnistan,2024-10-19T11:00Z
Playoffs - Relegation,5,Sat Oct 19 2024,14:00,EEST/+0300,AC Oulu,,,IFK Mariehamn,2024-10-19T11:00Z
Playoffs - Relegation,5,Sat Oct 19 2024,14:00,EEST/+0300,FC Lahti,,,Ekenäs IF,2024-10-19T11:00Z
Championship,5,Sat Oct 19 2024,18:00,EEST/+0300,Haka Valkeakoski,,,Vaasan PS,2024-10-19T15:00Z
