Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 1,Wed Sep 9 2020,19:30,CEST/+0200,Wiener Sport-Club,5-0,2-0,SV St. Jakob/Rosental,,,2020-09-09T17:30Z
Round 1,Wed Sep 9 2020,20:00,CEST/+0200,Vorwärts Steyr,1-0,1-0,ASK-BSC Bruck/Leitha,,,2020-09-09T18:00Z
Round 1,Wed Sep 9 2020,20:25,CEST/+0200,Schwarz-Weiß Bregenz,0-10,0-8,RB Salzburg,,,2020-09-09T18:25Z
Round 1,Sat Sep 12 2020,16:00,CEST/+0200,SV Wallern,0-1,0-0,SVG Reichenau,,,2020-09-12T14:00Z
Round 1,Wed Sep 16 2020,19:00,CEST/+0200,Union Gurten,1-3,0-0,SCR Altach,,,2020-09-16T17:00Z
Round 1,Tue Sep 22 2020,19:30,CEST/+0200,SC Weiz,0-1,0-1,AS Koma Elektra,,,2020-09-22T17:30Z
Round 1,Wed Sep 30 2020,19:00,CEST/+0200,SC Schwaz,1-3,1-3,VfB Hohenems,,,2020-09-30T17:00Z
Round 2,Fri Oct 16 2020,18:00,CEST/+0200,FC Admira Wacker,1-1,1-0,Kapfenberger SV 1919,2-2,3-4,2020-10-16T16:00Z
Round 2,Fri Oct 16 2020,18:30,CEST/+0200,WSG Tirol,0-1,0-1,Floridsdorfer AC,,,2020-10-16T16:30Z
Round 2,Fri Oct 16 2020,19:00,CEST/+0200,SV Lafnitz,2-4,0-3,SK Austria Klagenfurt,,,2020-10-16T17:00Z
Round 2,Fri Oct 16 2020,19:30,CEST/+0200,SV Horn,0-3,0-0,AS Koma Elektra,,,2020-10-16T17:30Z
Round 2,Fri Oct 16 2020,20:25,CEST/+0200,Wiener Sport-Club,1-3,0-1,Austria Wien,,,2020-10-16T18:25Z
Round 2,Sat Oct 17 2020,14:45,CEST/+0200,SKN St. Pölten,0-3,0-1,RB Salzburg,,,2020-10-17T12:45Z
Round 2,Sat Oct 17 2020,15:00,CEST/+0200,ASKÖ Gmünd,3-3,2-1,TSV Hartberg,3-4,,2020-10-17T13:00Z
Round 2,Sat Oct 17 2020,15:00,CEST/+0200,VfB Hohenems,1-2,0-1,Sturm Graz,,,2020-10-17T13:00Z
Round 2,Sat Oct 17 2020,17:00,CEST/+0200,FC Wacker Innsbruck,1-0,0-0,SV Stripfing/Weiden,,,2020-10-17T15:00Z
Round 2,Sat Oct 17 2020,17:00,CEST/+0200,SCR Altach,7-0,3-0,SV Seekirchen,,,2020-10-17T15:00Z
Round 2,Sat Oct 17 2020,17:00,CEST/+0200,1. Wiener Neustädter SC,1-5,1-3,Rapid Wien,,,2020-10-17T15:00Z
Round 2,Sat Oct 17 2020,17:00,CEST/+0200,LASK,3-0,1-0,SV Wörgl,,,2020-10-17T15:00Z
Round 2,Sat Oct 17 2020,20:25,CEST/+0200,First Vienna FC,3-2,2-0,Vorwärts Steyr,,,2020-10-17T18:25Z
Round 2,Sun Oct 18 2020,17:15,CEST/+0200,Wolfsberger AC,2-2,1-2,SV Ried,2-2,4-3,2020-10-18T15:15Z
Round 2,Sat Nov 14 2020,16:00,CET/+0100,SVG Reichenau,0-3,0-2,FC Blau Weiß Linz,,,2020-11-14T15:00Z
Round of 16,Sat Nov 14 2020,20:25,CET/+0100,Floridsdorfer AC,1-1,0-0,SK Austria Klagenfurt,1-3,,2020-11-14T19:25Z
Round 2,Sat Nov 14 2020,15:00,CET/+0100,USV Allerheiligen,0-0,0-0,SKU Amstetten,0-1,,2020-11-14T14:00Z
Round of 16,Tue Nov 24 2020,20:25,CET/+0100,Sturm Graz,1-0,0-0,FC Wacker Innsbruck,,,2020-11-24T19:25Z
Round of 16,Wed Nov 25 2020,17:15,CET/+0100,Austria Wien,5-3,3-0,TSV Hartberg,,,2020-11-25T16:15Z
Round of 16,Wed Nov 25 2020,20:25,CET/+0100,First Vienna FC,2-1,1-1,SCR Altach,,,2020-11-25T19:25Z
Round of 16,Tue Dec 15 2020,18:00,CET/+0100,Kapfenberger SV 1919,2-0,0-0,FC Blau Weiß Linz,,,2020-12-15T17:00Z
Round of 16,Wed Dec 16 2020,18:00,CET/+0100,LASK,3-0,3-0,AS Koma Elektra,,,2020-12-16T17:00Z
Round of 16,Wed Dec 16 2020,20:30,CET/+0100,RB Salzburg,6-2,3-1,Rapid Wien,,,2020-12-16T19:30Z
Round of 16,Wed Dec 16 2020,16:00,CET/+0100,Wolfsberger AC,2-0,1-0,SKU Amstetten,,,2020-12-16T15:00Z
Quarterfinals,Fri Feb 5 2021,18:00,CET/+0100,Kapfenberger SV 1919,1-1,1-1,Wolfsberger AC,1-2,,2021-02-05T17:00Z
Quarterfinals,Fri Feb 5 2021,20:30,CET/+0100,Sturm Graz,1-0,0-0,First Vienna FC,,,2021-02-05T19:30Z
Quarterfinals,Sat Feb 6 2021,17:00,CET/+0100,RB Salzburg,2-0,1-0,Austria Wien,,,2021-02-06T16:00Z
Quarterfinals,Sun Feb 7 2021,17:00,CET/+0100,LASK,2-2,0-1,SK Austria Klagenfurt,5-3,,2021-02-07T16:00Z
Semifinals,Wed Mar 3 2021,21:05,CET/+0100,Sturm Graz,0-4,0-1,RB Salzburg,,,2021-03-03T20:05Z
Semifinals,Wed Mar 3 2021,19:00,CET/+0100,Wolfsberger AC,0-0,0-0,LASK,0-1,,2021-03-03T18:00Z
Final,Sat May 1 2021,20:30,CEST/+0200,LASK,0-3,0-1,RB Salzburg,,,2021-05-01T18:30Z
