Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
1,Sat Apr 23 2005,16:00,-0300,Atlético Mineiro,4-1,1-1,Figueirense SC,,2005-04-23T19:00Z
1,Sat Apr 23 2005,18:10,-0300,São Caetano SP,2-2,0-1,Palmeiras,,2005-04-23T21:10Z
1,Sat Apr 23 2005,18:10,-0300,Flamengo RJ,1-1,0-1,Cruzeiro,,2005-04-23T21:10Z
1,Sat Apr 23 2005,16:00,-0300,Paraná Clube,0-2,0-0,Goiás GO,,2005-04-23T19:00Z
1,Sun Apr 24 2005,16:00,-0300,Internacional,0-2,0-0,Botafogo RJ,,2005-04-24T19:00Z
1,Sun Apr 24 2005,16:00,-0300,Fortaleza CE,0-1,0-0,Coritiba PR,,2005-04-24T19:00Z
1,Sun Apr 24 2005,16:00,-0300,Fluminense RJ,2-1,1-0,São Paulo FC,,2005-04-24T19:00Z
1,Sun Apr 24 2005,18:10,-0300,Santos FC,4-1,2-1,Paysandu PA,,2005-04-24T21:10Z
1,Sun Apr 24 2005,18:10,-0300,Athletico Paranaense,0-1,0-1,Ponte Preta,,2005-04-24T21:10Z
1,Sun Apr 24 2005,18:10,-0300,Corinthians SP,2-2,2-1,Juventude RS,,2005-04-24T21:10Z
1,Sun Apr 24 2005,18:10,-0300,Brasiliense DF,0-1 (*),,Vasco da Gama RJ,awd.,2005-04-24T21:10Z
2,Sat Apr 30 2005,16:00,-0300,Vasco da Gama RJ,0-0,0-0,Fortaleza CE,,2005-04-30T19:00Z
2,Sat Apr 30 2005,16:00,-0300,Palmeiras,2-1,1-1,Brasiliense DF,,2005-04-30T19:00Z
2,Sat Apr 30 2005,16:00,-0300,Goiás GO,0-0,0-0,São Caetano SP,,2005-04-30T19:00Z
2,Sat Apr 30 2005,18:10,-0300,São Paulo FC,1-1,0-0,Paraná Clube,,2005-04-30T21:10Z
2,Sat Apr 30 2005,18:10,-0300,Ponte Preta,3-3,1-1,Atlético Mineiro,,2005-04-30T21:10Z
2,Sun May 1 2005,16:00,-0300,Juventude RS,1-0,1-0,Athletico Paranaense,,2005-05-01T19:00Z
2,Sun May 1 2005,16:00,-0300,Figueirense SC,0-1,0-1,Flamengo RJ,,2005-05-01T19:00Z
2,Sun May 1 2005,16:00,-0300,Botafogo RJ,3-1,0-1,Corinthians SP,,2005-05-01T19:00Z
2,Sun May 1 2005,16:00,-0300,Cruzeiro,3-2,2-2,Internacional,,2005-05-01T19:00Z
2,Sun May 1 2005,18:10,-0300,Paysandu PA,1-2,1-1,Fluminense RJ,,2005-05-01T21:10Z
2,Sun May 1 2005,18:10,-0300,Coritiba PR,2-3,1-3,Santos FC,,2005-05-01T21:10Z
3,Sat May 7 2005,16:00,-0300,Goiás GO,0-0,0-0,Figueirense SC,,2005-05-07T19:00Z
3,Sat May 7 2005,18:10,-0300,Santos FC,2-1,1-1,Athletico Paranaense,,2005-05-07T21:10Z
3,Sat May 7 2005,18:10,-0300,Ponte Preta,2-0,1-0,Paysandu PA,,2005-05-07T21:10Z
3,Sat May 7 2005,16:00,-0300,Paraná Clube,2-2,0-0,Juventude RS,,2005-05-07T19:00Z
3,Sun May 8 2005,16:00,-0300,Internacional,1-0,0-0,Flamengo RJ,,2005-05-08T19:00Z
3,Sun May 8 2005,16:00,-0300,Coritiba PR,1-0,1-0,Palmeiras,,2005-05-08T19:00Z
3,Sun May 8 2005,16:00,-0300,Corinthians SP,1-5,0-3,São Paulo FC,,2005-05-08T19:00Z
3,Sun May 8 2005,18:10,-0300,São Caetano SP,2-1,1-1,Fortaleza CE,,2005-05-08T21:10Z
3,Sun May 8 2005,18:10,-0300,Fluminense RJ,2-1,1-0,Cruzeiro,,2005-05-08T21:10Z
3,Sun May 8 2005,18:10,-0300,Atlético Mineiro,0-1,0-0,Brasiliense DF,,2005-05-08T21:10Z
4,Sat May 14 2005,16:00,-0300,Fortaleza CE,2-1,1-0,Ponte Preta,,2005-05-14T19:00Z
4,Sat May 14 2005,18:10,-0300,São Paulo FC,1-0,0-0,Coritiba PR,,2005-05-14T21:10Z
4,Sat May 14 2005,18:10,-0300,Figueirense SC,1-2,0-0,Internacional,,2005-05-14T21:10Z
4,Sat May 14 2005,18:10,-0300,Botafogo RJ,2-1,1-0,Atlético Mineiro,,2005-05-14T21:10Z
4,Sun May 15 2005,18:10,-0300,Brasiliense DF,0-3,0-1,Fluminense RJ,,2005-05-15T21:10Z
4,Sun May 15 2005,16:00,-0300,Juventude RS,4-1,1-1,Vasco da Gama RJ,,2005-05-15T19:00Z
4,Sun May 15 2005,16:00,-0300,Paysandu PA,3-2,2-0,São Caetano SP,,2005-05-15T19:00Z
4,Sun May 15 2005,16:00,-0300,Athletico Paranaense,1-2,1-0,Corinthians SP,,2005-05-15T19:00Z
4,Sun May 15 2005,16:00,-0300,Cruzeiro,3-1,1-0,Goiás GO,,2005-05-15T19:00Z
4,Sun May 15 2005,18:10,-0300,Flamengo RJ,2-1,0-0,Santos FC,,2005-05-15T21:10Z
4,Sun May 15 2005,18:10,-0300,Palmeiras,1-2,0-1,Paraná Clube,,2005-05-15T21:10Z
5,Sat May 21 2005,16:00,-0300,Juventude RS,2-0,2-0,Paysandu PA,,2005-05-21T19:00Z
5,Sat May 21 2005,16:00,-0300,Paraná Clube,1-1,0-1,Ponte Preta,,2005-05-21T19:00Z
5,Sat May 21 2005,16:00,-0300,Fortaleza CE,2-0,0-0,Brasiliense DF,,2005-05-21T19:00Z
5,Sat May 21 2005,18:10,-0300,Fluminense RJ,2-4,0-2,Coritiba PR,,2005-05-21T21:10Z
5,Sat May 21 2005,18:10,-0300,Goiás GO,4-0,0-0,Botafogo RJ,,2005-05-21T21:10Z
5,Sun May 22 2005,18:10,-0300,Corinthians SP,2-1,1-1,Figueirense SC,,2005-05-22T21:10Z
5,Sun May 22 2005,16:00,-0300,Santos FC,3-0,2-0,Atlético Mineiro,,2005-05-22T19:00Z
5,Sun May 22 2005,16:00,-0300,São Caetano SP,1-0,1-0,Flamengo RJ,,2005-05-22T19:00Z
5,Sun May 22 2005,16:00,-0300,Vasco da Gama RJ,3-1,1-1,São Paulo FC,,2005-05-22T19:00Z
5,Sun May 22 2005,18:10,-0300,Athletico Paranaense,1-3,0-1,Internacional,,2005-05-22T21:10Z
5,Sun May 22 2005,18:10,-0300,Cruzeiro,2-0,1-0,Palmeiras,,2005-05-22T21:10Z
6,Sat May 28 2005,18:10,-0300,Figueirense SC,2-0,0-0,São Caetano SP,,2005-05-28T21:10Z
6,Sat May 28 2005,16:00,-0300,Paysandu PA,1-0,1-0,Goiás GO,,2005-05-28T19:00Z
6,Sat May 28 2005,18:10,-0300,São Paulo FC,1-1,1-1,Cruzeiro,,2005-05-28T21:10Z
6,Sun May 29 2005,16:00,-0300,Palmeiras,2-1,1-0,Santos FC,,2005-05-29T19:00Z
6,Sun May 29 2005,16:00,-0300,Ponte Preta,4-2,3-0,Vasco da Gama RJ,,2005-05-29T19:00Z
6,Sun May 29 2005,16:00,-0300,Flamengo RJ,0-0,0-0,Fluminense RJ,,2005-05-29T19:00Z
6,Sun May 29 2005,16:00,-0300,Atlético Mineiro,0-1,0-1,Corinthians SP,,2005-05-29T19:00Z
6,Sun May 29 2005,18:10,-0300,Botafogo RJ,2-0,1-0,Athletico Paranaense,,2005-05-29T21:10Z
6,Sun May 29 2005,16:00,-0300,Brasiliense DF,1-0,0-0,Paraná Clube,,2005-05-29T19:00Z
