Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 1,Sat Jul 17 2021,18:00,CEST/+0200,SC Kalsdorf,2-1,1-0,SCR Altach,,,2021-07-17T16:00Z
Round 1,Sat Jul 17 2021,18:00,CEST/+0200,Union Gurten,4-0,2-0,FC Lustenau,,,2021-07-17T16:00Z
Round 1,Sat Jul 17 2021,19:00,CEST/+0200,1. Wiener Neustädter SC,1-5,1-2,SK Austria Klagenfurt,,,2021-07-17T17:00Z
Round 1,Sat Jul 17 2021,19:00,CEST/+0200,USV St. Anna,1-2,1-2,Grazer AK,,,2021-07-17T17:00Z
Round 1,Sat Jul 17 2021,20:30,CEST/+0200,LASK,6-0,3-0,FC Marchfeld Donauauen,,,2021-07-17T18:30Z
Round 1,Sun Jul 18 2021,11:00,CEST/+0200,First Vienna FC,3-5,0-2,Kapfenberger SV 1919,,,2021-07-18T09:00Z
Round 1,Tue Jul 27 2021,20:00,CEST/+0200,ASV Siegendorf,5-0,3-0,SV St. Jakob/Rosental,,,2021-07-27T18:00Z
Round 1,Tue Jul 27 2021,19:00,CEST/+0200,TSV St. Johann,1-0,0-0,FC Dornbirn,,,2021-07-27T17:00Z
Round 1,Wed Jul 28 2021,19:00,CEST/+0200,SV Kuchl,0-3,0-0,FC Blau Weiß Linz,,,2021-07-28T17:00Z
Round 2,Tue Sep 21 2021,18:30,CEST/+0200,SC Schwaz,2-3,0-2,SKN St. Pölten,,,2021-09-21T16:30Z
Round 2,Tue Sep 21 2021,18:30,CEST/+0200,Kapfenberger SV 1919,0-0,0-0,Austria Wien,1-1,5-4,2021-09-21T16:30Z
Round 2,Tue Sep 21 2021,19:00,CEST/+0200,Union Gurten,0-1,0-0,TSV Hartberg,,,2021-09-21T17:00Z
Round 2,Tue Sep 21 2021,19:00,CEST/+0200,FC Blau Weiß Linz,4-0,2-0,TWL Elektra,,,2021-09-21T17:00Z
Round 2,Tue Sep 21 2021,19:00,CEST/+0200,SC Weiz,1-0,0-0,Austria Lustenau,,,2021-09-21T17:00Z
Round 2,Tue Sep 21 2021,19:00,CEST/+0200,ASV Siegendorf,1-6,1-4,Wolfsberger AC,,,2021-09-21T17:00Z
Round 2,Tue Sep 21 2021,19:00,CEST/+0200,SK Treibach,1-5,1-5,Floridsdorfer AC,,,2021-09-21T17:00Z
Round 2,Tue Sep 21 2021,19:00,CEST/+0200,SKU Amstetten,1-0,1-0,FC Wacker Innsbruck,,,2021-09-21T17:00Z
Round 2,Tue Sep 21 2021,20:25,CEST/+0200,Vorwärts Steyr,1-3,0-1,SV Ried,,,2021-09-21T18:25Z
Round 2,Wed Sep 22 2021,19:00,CEST/+0200,RB Salzburg,8-0,4-0,SC Kalsdorf,,,2021-09-22T17:00Z
Round 2,Wed Sep 22 2021,19:00,CEST/+0200,TSV St. Johann,1-2,0-0,SK Austria Klagenfurt,,,2021-09-22T17:00Z
Round 2,Wed Sep 22 2021,19:00,CEST/+0200,Schwarz-Weiß Bregenz,0-7,0-4,SV Lafnitz,,,2021-09-22T17:00Z
Round 2,Wed Sep 22 2021,20:25,CEST/+0200,Grazer AK,2-4,2-2,WSG Tirol,,,2021-09-22T18:25Z
Round 2,Wed Sep 22 2021,18:30,CEST/+0200,VfB Hohenems,0-4,0-1,Sturm Graz,,,2021-09-22T16:30Z
Round 2,Thu Sep 23 2021,18:00,CEST/+0200,LASK,3-0,1-0,SV Stripfing/Weiden,,,2021-09-23T16:00Z
Round 2,Thu Sep 23 2021,20:30,CEST/+0200,FC Admira Wacker,1-1,0-1,Rapid Wien,1-2,,2021-09-23T18:30Z
Round of 16,Tue Oct 26 2021,14:30,CEST/+0200,SC Weiz,1-1,0-1,SK Austria Klagenfurt,1-4,,2021-10-26T12:30Z
Round of 16,Tue Oct 26 2021,11:30,CEST/+0200,SV Lafnitz,3-3,2-2,Wolfsberger AC,3-5,,2021-10-26T09:30Z
Round of 16,Wed Oct 27 2021,18:00,CEST/+0200,Floridsdorfer AC,0-0,0-0,Kapfenberger SV 1919,0-0,4-2,2021-10-27T16:00Z
Round of 16,Wed Oct 27 2021,19:00,CEST/+0200,SKN St. Pölten,0-3,0-1,RB Salzburg,,,2021-10-27T17:00Z
Round of 16,Wed Oct 27 2021,18:00,CEST/+0200,Sturm Graz,1-2,0-1,SV Ried,,,2021-10-27T16:00Z
Round of 16,Thu Oct 28 2021,18:00,CEST/+0200,SKU Amstetten,0-3,0-2,Rapid Wien,,,2021-10-28T16:00Z
Round of 16,Thu Oct 28 2021,18:00,CEST/+0200,LASK,2-1,2-0,WSG Tirol,,,2021-10-28T16:00Z
Round of 16,Tue Nov 2 2021,18:00,CET/+0100,FC Blau Weiß Linz,2-3,0-3,TSV Hartberg,,,2021-11-02T17:00Z
Quarterfinals,Fri Feb 4 2022,19:20,CET/+0100,SV Ried,2-0,0-0,SK Austria Klagenfurt,,,2022-02-04T18:20Z
Quarterfinals,Fri Feb 4 2022,17:00,CET/+0100,Wolfsberger AC,2-2,1-1,Floridsdorfer AC,4-2,,2022-02-04T16:00Z
Quarterfinals,Sat Feb 5 2022,16:30,CET/+0100,Rapid Wien,1-2,1-2,TSV Hartberg,,,2022-02-05T15:30Z
Quarterfinals,Sun Feb 6 2022,16:30,CET/+0100,RB Salzburg,3-1,2-1,LASK,,,2022-02-06T15:30Z
Semifinals,Wed Mar 2 2022,18:00,CET/+0100,SV Ried,2-1,0-0,TSV Hartberg,,,2022-03-02T17:00Z
Semifinals,Wed Mar 16 2022,18:00,CET/+0100,Wolfsberger AC,1-1,1-0,RB Salzburg,1-1,4-5,2022-03-16T17:00Z
Final,Sun May 1 2022,17:00,CEST/+0200,RB Salzburg,3-0,1-0,SV Ried,,,2022-05-01T15:00Z
