Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
4,Sat Aug 11 2012,18:30,CEST/+0200,FC Wacker Innsbruck,2-1,0-1,SV Mattersburg,,2012-08-11T16:30Z
4,Sat Aug 11 2012,18:30,CEST/+0200,Sturm Graz,4-1,4-1,Wolfsberger AC,,2012-08-11T16:30Z
4,Sun Aug 12 2012,16:00,CEST/+0200,RB Salzburg,0-2,0-1,Rapid Wien,,2012-08-12T14:00Z
4,Sun Aug 12 2012,18:30,CEST/+0200,Austria Wien,1-0,0-0,FC Admira Wacker,,2012-08-12T16:30Z
4,Sun Aug 12 2012,16:00,CEST/+0200,1. Wiener Neustädter SC,2-3,1-1,SV Ried,,2012-08-12T14:00Z
5,Sat Aug 18 2012,18:30,CEST/+0200,Rapid Wien,3-0,1-0,Sturm Graz,,2012-08-18T16:30Z
5,Sat Aug 18 2012,18:30,CEST/+0200,FC Wacker Innsbruck,2-3,1-0,1. Wiener Neustädter SC,,2012-08-18T16:30Z
5,Sat Aug 18 2012,18:30,CEST/+0200,Wolfsberger AC,0-1,0-0,SV Mattersburg,,2012-08-18T16:30Z
5,Sat Aug 18 2012,18:30,CEST/+0200,FC Admira Wacker,4-4,3-1,RB Salzburg,,2012-08-18T16:30Z
5,Sun Aug 19 2012,16:00,CEST/+0200,SV Ried,0-1,0-0,Austria Wien,,2012-08-19T14:00Z
6,Sat Aug 25 2012,18:30,CEST/+0200,RB Salzburg,1-1,1-1,1. Wiener Neustädter SC,,2012-08-25T16:30Z
6,Sat Aug 25 2012,18:30,CEST/+0200,Austria Wien,2-0,1-0,FC Wacker Innsbruck,,2012-08-25T16:30Z
6,Sat Aug 25 2012,18:30,CEST/+0200,SV Mattersburg,2-1,2-0,SV Ried,,2012-08-25T16:30Z
6,Sat Aug 25 2012,18:30,CEST/+0200,Sturm Graz,3-2,2-0,FC Admira Wacker,,2012-08-25T16:30Z
6,Sun Aug 26 2012,16:00,CEST/+0200,Wolfsberger AC,1-0,1-0,Rapid Wien,,2012-08-26T14:00Z
7,Sat Sep 1 2012,18:30,CEST/+0200,1. Wiener Neustädter SC,0-2,0-1,Austria Wien,,2012-09-01T16:30Z
7,Sat Sep 1 2012,18:30,CEST/+0200,FC Wacker Innsbruck,0-4,0-3,RB Salzburg,,2012-09-01T16:30Z
7,Sat Sep 1 2012,18:30,CEST/+0200,FC Admira Wacker,1-1,0-1,Wolfsberger AC,,2012-09-01T16:30Z
7,Sat Sep 1 2012,18:30,CEST/+0200,SV Ried,0-1,0-0,Sturm Graz,,2012-09-01T16:30Z
7,Sun Sep 2 2012,16:00,CEST/+0200,Rapid Wien,3-0,1-0,SV Mattersburg,,2012-09-02T14:00Z
8,Sat Sep 15 2012,18:30,CEST/+0200,Sturm Graz,3-0,1-0,FC Wacker Innsbruck,,2012-09-15T16:30Z
8,Sat Sep 15 2012,18:30,CEST/+0200,RB Salzburg,1-1,1-0,SV Ried,,2012-09-15T16:30Z
8,Sat Sep 15 2012,18:30,CEST/+0200,Rapid Wien,0-0,0-0,FC Admira Wacker,,2012-09-15T16:30Z
8,Sat Sep 15 2012,16:00,CEST/+0200,Wolfsberger AC,6-0,4-0,1. Wiener Neustädter SC,,2012-09-15T14:00Z
8,Sun Sep 16 2012,16:00,CEST/+0200,SV Mattersburg,2-4,2-1,Austria Wien,,2012-09-16T14:00Z
9,Sat Sep 22 2012,16:00,CEST/+0200,FC Admira Wacker,5-1,3-1,SV Mattersburg,,2012-09-22T14:00Z
9,Sat Sep 22 2012,18:30,CEST/+0200,1. Wiener Neustädter SC,1-1,0-0,Sturm Graz,,2012-09-22T16:30Z
9,Sat Sep 22 2012,18:30,CEST/+0200,Austria Wien,0-1,0-0,RB Salzburg,,2012-09-22T16:30Z
9,Sat Sep 22 2012,18:30,CEST/+0200,FC Wacker Innsbruck,0-1,0-1,Wolfsberger AC,,2012-09-22T16:30Z
9,Sun Sep 23 2012,16:30,CEST/+0200,SV Ried,0-2,0-1,Rapid Wien,,2012-09-23T14:30Z
10,Sat Sep 29 2012,16:00,CEST/+0200,Austria Wien,1-1,0-0,Wolfsberger AC,,2012-09-29T14:00Z
10,Sat Sep 29 2012,18:30,CEST/+0200,FC Wacker Innsbruck,0-2,0-0,Rapid Wien,,2012-09-29T16:30Z
10,Sat Sep 29 2012,18:30,CEST/+0200,1. Wiener Neustädter SC,0-0,0-0,SV Mattersburg,,2012-09-29T16:30Z
10,Sat Sep 29 2012,18:30,CEST/+0200,SV Ried,1-1,0-0,FC Admira Wacker,,2012-09-29T16:30Z
10,Sun Sep 30 2012,16:00,CEST/+0200,RB Salzburg,3-2,2-1,Sturm Graz,,2012-09-30T14:00Z
11,Sat Oct 6 2012,18:30,CEST/+0200,SV Mattersburg,1-3,0-1,RB Salzburg,,2012-10-06T16:30Z
11,Sat Oct 6 2012,18:30,CEST/+0200,FC Admira Wacker,4-1,2-0,FC Wacker Innsbruck,,2012-10-06T16:30Z
11,Sat Oct 6 2012,16:00,CEST/+0200,Wolfsberger AC,2-5,0-1,SV Ried,,2012-10-06T14:00Z
11,Sun Oct 7 2012,16:00,CEST/+0200,Sturm Graz,1-1,1-1,Austria Wien,,2012-10-07T14:00Z
11,Sun Oct 7 2012,18:30,CEST/+0200,Rapid Wien,1-1,0-1,1. Wiener Neustädter SC,,2012-10-07T16:30Z
12,Sat Oct 20 2012,18:30,CEST/+0200,FC Wacker Innsbruck,1-0,1-0,SV Ried,,2012-10-20T16:30Z
12,Sat Oct 20 2012,18:30,CEST/+0200,Sturm Graz,0-0,0-0,SV Mattersburg,,2012-10-20T16:30Z
12,Sat Oct 20 2012,18:30,CEST/+0200,1. Wiener Neustädter SC,2-1,0-1,FC Admira Wacker,,2012-10-20T16:30Z
12,Sat Oct 20 2012,16:00,CEST/+0200,RB Salzburg,4-1,2-0,Wolfsberger AC,,2012-10-20T14:00Z
12,Sun Oct 21 2012,16:00,CEST/+0200,Austria Wien,2-0,1-0,Rapid Wien,,2012-10-21T14:00Z
13,Sat Oct 27 2012,18:30,CEST/+0200,FC Admira Wacker,4-6,3-2,Austria Wien,,2012-10-27T16:30Z
13,Sat Oct 27 2012,18:30,CEST/+0200,SV Mattersburg,1-2,1-1,FC Wacker Innsbruck,,2012-10-27T16:30Z
13,Sat Oct 27 2012,16:00,CEST/+0200,SV Ried,3-1,1-1,1. Wiener Neustädter SC,,2012-10-27T14:00Z
13,Sun Oct 28 2012,16:00,CET/+0100,Rapid Wien,2-0,1-0,RB Salzburg,,2012-10-28T15:00Z
14,Sat Nov 3 2012,18:30,CET/+0100,RB Salzburg,5-0,2-0,FC Admira Wacker,,2012-11-03T17:30Z
14,Sat Nov 3 2012,16:00,CET/+0100,1. Wiener Neustädter SC,0-1,0-0,FC Wacker Innsbruck,,2012-11-03T15:00Z
14,Sat Nov 3 2012,18:30,CET/+0100,Sturm Graz,2-1,1-0,Rapid Wien,,2012-11-03T17:30Z
14,Sat Nov 3 2012,18:30,CET/+0100,SV Mattersburg,1-1,1-0,Wolfsberger AC,,2012-11-03T17:30Z
14,Sun Nov 4 2012,16:00,CET/+0100,Austria Wien,6-1,2-0,SV Ried,,2012-11-04T15:00Z
15,Sat Nov 10 2012,16:00,CET/+0100,FC Admira Wacker,1-2,0-1,Sturm Graz,,2012-11-10T15:00Z
15,Sat Nov 10 2012,18:30,CET/+0100,FC Wacker Innsbruck,0-3,0-0,Austria Wien,,2012-11-10T17:30Z
15,Sat Nov 10 2012,18:30,CET/+0100,SV Ried,6-1,4-1,SV Mattersburg,,2012-11-10T17:30Z
15,Sun Nov 11 2012,16:00,CET/+0100,1. Wiener Neustädter SC,0-3,0-1,RB Salzburg,,2012-11-11T15:00Z
15,Sun Nov 11 2012,18:30,CET/+0100,Rapid Wien,0-2,0-1,Wolfsberger AC,,2012-11-11T17:30Z
16,Sat Nov 17 2012,18:30,CET/+0100,SV Mattersburg,0-3,0-3,Rapid Wien,,2012-11-17T17:30Z
16,Sat Nov 17 2012,16:00,CET/+0100,Austria Wien,3-0,1-0,1. Wiener Neustädter SC,,2012-11-17T15:00Z
16,Sat Nov 17 2012,18:30,CET/+0100,Sturm Graz,3-1,2-1,SV Ried,,2012-11-17T17:30Z
16,Sat Nov 17 2012,18:30,CET/+0100,Wolfsberger AC,1-1,1-0,FC Admira Wacker,,2012-11-17T17:30Z
16,Sun Nov 18 2012,16:00,CET/+0100,RB Salzburg,2-0,1-0,FC Wacker Innsbruck,,2012-11-18T15:00Z
17,Sat Nov 24 2012,16:00,CET/+0100,FC Wacker Innsbruck,0-3 (*),,Sturm Graz,awd.,2012-11-24T15:00Z
17,Sat Nov 24 2012,18:30,CET/+0100,SV Ried,3-1,1-1,RB Salzburg,,2012-11-24T17:30Z
17,Sat Nov 24 2012,18:30,CET/+0100,Austria Wien,3-1,1-1,SV Mattersburg,,2012-11-24T17:30Z
17,Sat Nov 24 2012,18:30,CET/+0100,1. Wiener Neustädter SC,2-1,0-0,Wolfsberger AC,,2012-11-24T17:30Z
17,Sun Nov 25 2012,15:00,CET/+0100,FC Admira Wacker,0-2,0-0,Rapid Wien,,2012-11-25T14:00Z
13,Tue Nov 27 2012,19:30,CET/+0100,Wolfsberger AC,1-1,0-0,Sturm Graz,,2012-11-27T18:30Z
18,Sat Dec 1 2012,18:30,CET/+0100,Rapid Wien,4-3,2-1,SV Ried,,2012-12-01T17:30Z
18,Sat Dec 1 2012,18:30,CET/+0100,Sturm Graz,3-1,2-0,1. Wiener Neustädter SC,,2012-12-01T17:30Z
18,Sat Dec 1 2012,18:30,CET/+0100,SV Mattersburg,3-0,1-0,FC Admira Wacker,,2012-12-01T17:30Z
18,Sat Dec 1 2012,16:00,CET/+0100,Wolfsberger AC,2-2,0-1,FC Wacker Innsbruck,,2012-12-01T15:00Z
18,Sun Dec 2 2012,16:00,CET/+0100,RB Salzburg,0-0,0-0,Austria Wien,,2012-12-02T15:00Z
19,Sat Dec 8 2012,16:00,CET/+0100,FC Admira Wacker,0-3,0-3,SV Ried,,2012-12-08T15:00Z
19,Sat Dec 8 2012,18:30,CET/+0100,Sturm Graz,1-1,1-0,RB Salzburg,,2012-12-08T17:30Z
19,Sat Dec 8 2012,18:30,CET/+0100,SV Mattersburg,1-0,0-0,1. Wiener Neustädter SC,,2012-12-08T17:30Z
19,Sat Dec 8 2012,18:30,CET/+0100,Wolfsberger AC,3-6,2-2,Austria Wien,,2012-12-08T17:30Z
19,Sun Dec 9 2012,16:00,CET/+0100,Rapid Wien,2-1,1-1,FC Wacker Innsbruck,,2012-12-09T15:00Z
20,Sat Dec 15 2012,18:30,CET/+0100,RB Salzburg,7-0,2-0,SV Mattersburg,,2012-12-15T17:30Z
20,Sat Dec 15 2012,18:30,CET/+0100,FC Wacker Innsbruck,3-1,2-0,FC Admira Wacker,,2012-12-15T17:30Z
20,Sat Dec 15 2012,18:30,CET/+0100,1. Wiener Neustädter SC,1-0,1-0,Rapid Wien,,2012-12-15T17:30Z
20,Sun Dec 16 2012,16:00,CET/+0100,Austria Wien,3-1,0-0,Sturm Graz,,2012-12-16T15:00Z
21,Sat Feb 16 2013,18:30,CET/+0100,FC Admira Wacker,1-2,1-0,1. Wiener Neustädter SC,,2013-02-16T17:30Z
21,Sat Feb 16 2013,16:00,CET/+0100,SV Ried,3-0,2-0,FC Wacker Innsbruck,,2013-02-16T15:00Z
21,Sat Feb 16 2013,18:30,CET/+0100,SV Mattersburg,0-0,0-0,Sturm Graz,,2013-02-16T17:30Z
21,Sun Feb 17 2013,16:00,CET/+0100,Rapid Wien,1-2,1-1,Austria Wien,,2013-02-17T15:00Z
20,Wed Feb 20 2013,18:30,CET/+0100,SV Ried,1-1,0-0,Wolfsberger AC,,2013-02-20T17:30Z
22,Sat Feb 23 2013,16:00,CET/+0100,FC Wacker Innsbruck,2-0,0-0,SV Mattersburg,,2013-02-23T15:00Z
22,Sat Feb 23 2013,18:30,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,SV Ried,,2013-02-23T17:30Z
22,Sat Feb 23 2013,18:30,CET/+0100,Sturm Graz,1-3,0-1,Wolfsberger AC,,2013-02-23T17:30Z
22,Sat Feb 23 2013,18:30,CET/+0100,Austria Wien,4-0,1-0,FC Admira Wacker,,2013-02-23T17:30Z
22,Sun Feb 24 2013,16:00,CET/+0100,RB Salzburg,3-3,1-0,Rapid Wien,,2013-02-24T15:00Z
23,Wed Feb 27 2013,20:30,CET/+0100,SV Ried,1-3,1-1,Austria Wien,,2013-02-27T19:30Z
23,Wed Feb 27 2013,20:30,CET/+0100,Rapid Wien,1-1,1-0,Sturm Graz,,2013-02-27T19:30Z
23,Wed Feb 27 2013,20:30,CET/+0100,FC Wacker Innsbruck,1-0,1-0,1. Wiener Neustädter SC,,2013-02-27T19:30Z
24,Sat Mar 2 2013,18:30,CET/+0100,RB Salzburg,3-1,1-1,1. Wiener Neustädter SC,,2013-03-02T17:30Z
24,Sat Mar 2 2013,18:30,CET/+0100,SV Mattersburg,1-0,1-0,SV Ried,,2013-03-02T17:30Z
24,Sat Mar 2 2013,16:00,CET/+0100,Sturm Graz,1-2,0-0,FC Admira Wacker,,2013-03-02T15:00Z
24,Sat Mar 2 2013,18:30,CET/+0100,Austria Wien,4-0,2-0,FC Wacker Innsbruck,,2013-03-02T17:30Z
24,Sun Mar 3 2013,16:00,CET/+0100,Wolfsberger AC,2-1,2-1,Rapid Wien,,2013-03-03T15:00Z
21,Wed Mar 6 2013,18:30,CET/+0100,Wolfsberger AC,1-1,1-0,RB Salzburg,,2013-03-06T17:30Z
25,Sat Mar 9 2013,18:30,CET/+0100,FC Admira Wacker,0-1,0-0,Wolfsberger AC,,2013-03-09T17:30Z
25,Sat Mar 9 2013,16:00,CET/+0100,1. Wiener Neustädter SC,0-0,0-0,Austria Wien,,2013-03-09T15:00Z
25,Sat Mar 9 2013,18:30,CET/+0100,SV Ried,1-2,0-0,Sturm Graz,,2013-03-09T17:30Z
25,Sat Mar 9 2013,18:30,CET/+0100,Rapid Wien,2-2,0-1,SV Mattersburg,,2013-03-09T17:30Z
25,Sun Mar 10 2013,16:00,CET/+0100,FC Wacker Innsbruck,2-3,2-0,RB Salzburg,,2013-03-10T15:00Z
23,Wed Mar 13 2013,18:30,CET/+0100,Wolfsberger AC,1-0,0-0,SV Mattersburg,,2013-03-13T17:30Z
23,Wed Mar 13 2013,18:30,CET/+0100,FC Admira Wacker,1-1,1-1,RB Salzburg,,2013-03-13T17:30Z
26,Sat Mar 16 2013,18:30,CET/+0100,Sturm Graz,3-2,1-0,FC Wacker Innsbruck,,2013-03-16T17:30Z
26,Sat Mar 16 2013,18:30,CET/+0100,RB Salzburg,2-2,1-1,SV Ried,,2013-03-16T17:30Z
26,Sat Mar 16 2013,18:30,CET/+0100,Wolfsberger AC,1-1,1-0,1. Wiener Neustädter SC,,2013-03-16T17:30Z
26,Sat Mar 16 2013,16:00,CET/+0100,Rapid Wien,1-1,0-0,FC Admira Wacker,,2013-03-16T15:00Z
26,Sun Mar 17 2013,17:00,CET/+0100,SV Mattersburg,0-4,0-2,Austria Wien,,2013-03-17T16:00Z
27,Sat Mar 30 2013,16:00,CET/+0100,FC Admira Wacker,1-0,1-0,SV Mattersburg,,2013-03-30T15:00Z
27,Sat Mar 30 2013,18:30,CET/+0100,SV Ried,3-2,2-1,Rapid Wien,,2013-03-30T17:30Z
27,Sat Mar 30 2013,18:30,CET/+0100,1. Wiener Neustädter SC,1-0,0-0,Sturm Graz,,2013-03-30T17:30Z
27,Sat Mar 30 2013,18:30,CET/+0100,FC Wacker Innsbruck,2-3,1-2,Wolfsberger AC,,2013-03-30T17:30Z
27,Sun Mar 31 2013,16:00,CEST/+0200,Austria Wien,1-1,1-0,RB Salzburg,,2013-03-31T14:00Z
28,Sat Apr 6 2013,16:00,CEST/+0200,FC Wacker Innsbruck,1-1,0-0,Rapid Wien,,2013-04-06T14:00Z
28,Sat Apr 6 2013,18:30,CEST/+0200,1. Wiener Neustädter SC,0-0,0-0,SV Mattersburg,,2013-04-06T16:30Z
28,Sat Apr 6 2013,18:30,CEST/+0200,Austria Wien,0-4,0-2,Wolfsberger AC,,2013-04-06T16:30Z
28,Sat Apr 6 2013,18:30,CEST/+0200,SV Ried,4-1,2-0,FC Admira Wacker,,2013-04-06T16:30Z
28,Sun Apr 7 2013,16:00,CEST/+0200,RB Salzburg,3-0,0-0,Sturm Graz,,2013-04-07T14:00Z
29,Sat Apr 13 2013,18:30,CEST/+0200,Rapid Wien,2-0,0-0,1. Wiener Neustädter SC,,2013-04-13T16:30Z
29,Sat Apr 13 2013,18:30,CEST/+0200,SV Mattersburg,1-2,0-0,RB Salzburg,,2013-04-13T16:30Z
29,Sat Apr 13 2013,18:30,CEST/+0200,FC Admira Wacker,4-3,2-1,FC Wacker Innsbruck,,2013-04-13T16:30Z
29,Sat Apr 13 2013,16:00,CEST/+0200,Wolfsberger AC,1-3,0-0,SV Ried,,2013-04-13T14:00Z
29,Sun Apr 14 2013,16:00,CEST/+0200,Sturm Graz,1-1,1-0,Austria Wien,,2013-04-14T14:00Z
30,Sat Apr 20 2013,18:30,CEST/+0200,FC Wacker Innsbruck,2-0,1-0,SV Ried,,2013-04-20T16:30Z
30,Sat Apr 20 2013,18:30,CEST/+0200,RB Salzburg,6-2,2-2,Wolfsberger AC,,2013-04-20T16:30Z
30,Sat Apr 20 2013,18:30,CEST/+0200,1. Wiener Neustädter SC,3-0,1-0,FC Admira Wacker,,2013-04-20T16:30Z
30,Sat Apr 20 2013,16:00,CEST/+0200,Sturm Graz,2-2,1-0,SV Mattersburg,,2013-04-20T14:00Z
30,Sun Apr 21 2013,16:00,CEST/+0200,Austria Wien,2-2,1-0,Rapid Wien,,2013-04-21T14:00Z
31,Sat Apr 27 2013,18:30,CEST/+0200,Wolfsberger AC,3-0,1-0,Sturm Graz,,2013-04-27T16:30Z
31,Sat Apr 27 2013,18:30,CEST/+0200,Rapid Wien,1-3,0-0,RB Salzburg,,2013-04-27T16:30Z
31,Sat Apr 27 2013,18:30,CEST/+0200,SV Mattersburg,1-2,0-1,FC Wacker Innsbruck,,2013-04-27T16:30Z
31,Sat Apr 27 2013,16:00,CEST/+0200,SV Ried,2-1,1-1,1. Wiener Neustädter SC,,2013-04-27T14:00Z
31,Sun Apr 28 2013,16:00,CEST/+0200,FC Admira Wacker,0-2,0-1,Austria Wien,,2013-04-28T14:00Z
32,Sat May 4 2013,18:30,CEST/+0200,1. Wiener Neustädter SC,2-2,1-2,FC Wacker Innsbruck,,2013-05-04T16:30Z
32,Sat May 4 2013,18:30,CEST/+0200,SV Mattersburg,3-1,3-0,Wolfsberger AC,,2013-05-04T16:30Z
32,Sat May 4 2013,18:30,CEST/+0200,RB Salzburg,2-1,0-0,FC Admira Wacker,,2013-05-04T16:30Z
32,Sat May 4 2013,16:00,CEST/+0200,Austria Wien,3-1,1-0,SV Ried,,2013-05-04T14:00Z
32,Sun May 5 2013,16:00,CEST/+0200,Sturm Graz,1-3,1-1,Rapid Wien,,2013-05-05T14:00Z
33,Sat May 11 2013,18:30,CEST/+0200,FC Wacker Innsbruck,0-3,0-0,Austria Wien,,2013-05-11T16:30Z
33,Sat May 11 2013,18:30,CEST/+0200,SV Ried,1-1,1-1,SV Mattersburg,,2013-05-11T16:30Z
33,Sat May 11 2013,18:30,CEST/+0200,Rapid Wien,0-0,0-0,Wolfsberger AC,,2013-05-11T16:30Z
33,Sat May 11 2013,16:00,CEST/+0200,FC Admira Wacker,3-0,2-0,Sturm Graz,,2013-05-11T14:00Z
33,Sun May 12 2013,16:00,CEST/+0200,1. Wiener Neustädter SC,0-6,0-2,RB Salzburg,,2013-05-12T14:00Z
34,Sat May 18 2013,16:00,CEST/+0200,Wolfsberger AC,0-0,0-0,FC Admira Wacker,,2013-05-18T14:00Z
34,Sat May 18 2013,18:30,CEST/+0200,Austria Wien,3-1,2-0,1. Wiener Neustädter SC,,2013-05-18T16:30Z
34,Sat May 18 2013,18:30,CEST/+0200,SV Mattersburg,2-0,0-0,Rapid Wien,,2013-05-18T16:30Z
34,Sat May 18 2013,18:30,CEST/+0200,RB Salzburg,3-1,0-1,FC Wacker Innsbruck,,2013-05-18T16:30Z
34,Sun May 19 2013,16:00,CEST/+0200,Sturm Graz,3-1,1-0,SV Ried,,2013-05-19T14:00Z
35,Wed May 22 2013,20:30,CEST/+0200,FC Wacker Innsbruck,2-1,0-1,Sturm Graz,,2013-05-22T18:30Z
35,Wed May 22 2013,20:30,CEST/+0200,SV Ried,2-2,1-2,RB Salzburg,,2013-05-22T18:30Z
35,Wed May 22 2013,20:30,CEST/+0200,FC Admira Wacker,0-2,0-1,Rapid Wien,,2013-05-22T18:30Z
35,Wed May 22 2013,20:30,CEST/+0200,Austria Wien,4-0,3-0,SV Mattersburg,,2013-05-22T18:30Z
35,Wed May 22 2013,20:30,CEST/+0200,1. Wiener Neustädter SC,2-0,0-0,Wolfsberger AC,,2013-05-22T18:30Z
36,Sun May 26 2013,16:00,CEST/+0200,Sturm Graz,0-3,0-1,1. Wiener Neustädter SC,,2013-05-26T14:00Z
36,Sun May 26 2013,16:00,CEST/+0200,RB Salzburg,3-0,1-0,Austria Wien,,2013-05-26T14:00Z
36,Sun May 26 2013,16:00,CEST/+0200,Wolfsberger AC,2-3,1-0,FC Wacker Innsbruck,,2013-05-26T14:00Z
36,Sun May 26 2013,16:00,CEST/+0200,SV Mattersburg,0-1,0-0,FC Admira Wacker,,2013-05-26T14:00Z
36,Sun May 26 2013,16:00,CEST/+0200,Rapid Wien,3-0,1-0,SV Ried,,2013-05-26T14:00Z
