Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Gruppe E,Sat Aug 28 2021,15:30,-0300,Jaraguá GO,1-2,0-2,Nova Mutum MT,,,2021-08-28T18:30Z
Gruppe D,Sun Aug 29 2021,16:00,-0300,Itabaiana SE,3-1,2-0,Atlético de Alagoinhas BA,,,2021-08-29T19:00Z
Gruppe D,Sun Aug 29 2021,16:00,-0300,Retrô PE,0-0,0-0,Sergipe SE,,,2021-08-29T19:00Z
Gruppe D,Sun Aug 29 2021,16:00,-0300,ASA AL,1-0,1-0,Juazeirense BA,,,2021-08-29T19:00Z
Gruppe A,Sun Aug 29 2021,15:00,-0300,Castanhal PA,1-1,1-1,Penarol AM,,,2021-08-29T18:00Z
Gruppe A,Sun Aug 29 2021,18:00,-0300,Atlético Acreano AC,3-2,1-0,Ypiranga AP,,,2021-08-29T21:00Z
Gruppe D,Sun Aug 29 2021,16:00,-0300,Bahia de Feira BA,6-1,3-1,Murici AL,,,2021-08-29T19:00Z
Gruppe F,Sun Aug 29 2021,16:00,-0300,Atlético Patrocinense MG,1-0,0-0,Águia Negra MS,,,2021-08-29T19:00Z
Gruppe C,Sun Aug 29 2021,16:00,-0300,Treze PB,1-1,0-0,Atlético Cearense CE,,,2021-08-29T19:00Z
Gruppe H,Sun Aug 29 2021,15:00,-0300,Rio Branco PR,1-2,0-1,S.E.R. Caxias RS,,,2021-08-29T18:00Z
Gruppe B,Sat Sep 4 2021,15:00,-0300,Palmas TO,0-0,0-0,Imperatriz MA,,,2021-09-04T18:00Z
Gruppe B,Sat Sep 4 2021,15:00,-0300,Paragominas PA,2-1,1-0,Guarany de Sobral CE,,,2021-09-04T18:00Z
Gruppe B,Sat Sep 4 2021,15:00,-0300,4 de Julho PI,1-0,0-0,Juventude MA,,,2021-09-04T18:00Z
Gruppe B,Sat Sep 4 2021,15:00,-0300,Moto Club MA,3-0,2-0,Tocantinópolis TO,,,2021-09-04T18:00Z
Gruppe G,Sat Sep 4 2021,15:00,-0300,Madureira RJ,1-2,0-1,Inter de Limeira SP,,,2021-09-04T18:00Z
Gruppe G,Sat Sep 4 2021,15:00,-0300,São Bento SP,0-1,0-0,Boavista RJ,,,2021-09-04T18:00Z
Gruppe G,Sat Sep 4 2021,15:00,-0300,Cianorte PR,0-0,0-0,Portuguesa SP,,,2021-09-04T18:00Z
Gruppe G,Sat Sep 4 2021,15:00,-0300,Santo André SP,1-2,0-2,Bangu RJ,,,2021-09-04T18:00Z
Gruppe E,Sat Sep 4 2021,16:00,-0300,Goianésia GO,1-1,1-0,Brasiliense DF,,,2021-09-04T19:00Z
Gruppe E,Sat Sep 4 2021,16:00,-0300,Porto Velho EC RO,0-2,0-0,União Rondonópolis MT,,,2021-09-04T19:00Z
Gruppe E,Sat Sep 4 2021,16:00,-0300,Gama DF,4-1,2-1,Jaraguá GO,,,2021-09-04T19:00Z
Gruppe E,Sat Sep 4 2021,16:00,-0300,Nova Mutum MT,1-0,0-0,Aparecidense GO,,,2021-09-04T19:00Z
Gruppe H,Sat Sep 4 2021,15:00,-0300,Marcílio Dias SC,3-2,0-2,Aimoré RS,,,2021-09-04T18:00Z
Gruppe H,Sat Sep 4 2021,15:00,-0300,Esportivo RS,4-1,1-0,Rio Branco PR,,,2021-09-04T18:00Z
Gruppe H,Sat Sep 4 2021,15:00,-0300,Joinville SC,3-1,1-0,Cascavel FC PR,,,2021-09-04T18:00Z
Gruppe H,Sat Sep 4 2021,15:00,-0300,S.E.R. Caxias RS,1-1,0-0,Juventus SC,,,2021-09-04T18:00Z
Gruppe A,Sun Sep 5 2021,17:00,-0300,Penarol AM,2-1,2-0,GA Sampaio RR,,,2021-09-05T20:00Z
Gruppe A,Sun Sep 5 2021,17:00,-0300,Ypiranga AP,1-1,1-0,Fast Clube AM,,,2021-09-05T20:00Z
Gruppe A,Sun Sep 5 2021,17:00,-0300,Galvez AC,1-5,0-4,Castanhal PA,,,2021-09-05T20:00Z
Gruppe A,Sun Sep 5 2021,17:00,-0300,São Raimundo RR,7-1,4-0,Atlético Acreano AC,,,2021-09-05T20:00Z
Gruppe D,Sun Sep 5 2021,16:00,-0300,Atlético de Alagoinhas BA,1-0,1-0,ASA AL,,,2021-09-05T19:00Z
Gruppe F,Sun Sep 5 2021,16:00,-0300,Uberlândia MG,1-1,1-1,Ferroviária SP,,,2021-09-05T19:00Z
Gruppe F,Sun Sep 5 2021,16:00,-0300,Águia Negra MS,0-0,0-0,Boa Esporte MG,,,2021-09-05T19:00Z
Gruppe F,Sun Sep 5 2021,16:00,-0300,Caldense MG,1-2,1-1,Rio Branco ES,,,2021-09-05T19:00Z
Gruppe C,Sun Sep 5 2021,15:00,-0300,ABC RN,2-0,1-0,Treze PB,,,2021-09-05T18:00Z
Gruppe C,Sun Sep 5 2021,15:00,-0300,Central PE,2-1,0-1,América RN,,,2021-09-05T18:00Z
Gruppe C,Sun Sep 5 2021,15:00,-0300,Atlético Cearense CE,2-0,1-0,Sousa PB,,,2021-09-05T18:00Z
Gruppe C,Sun Sep 5 2021,15:00,-0300,Campinense PB,5-0,2-0,Caucaia CE,,,2021-09-05T18:00Z
Gruppe D,Sun Sep 5 2021,16:00,-0300,Sergipe SE,4-0,0-0,Bahia de Feira BA,,,2021-09-05T19:00Z
Gruppe D,Sun Sep 5 2021,16:00,-0300,Juazeirense BA,1-1,0-0,Itabaiana SE,,,2021-09-05T19:00Z
Gruppe D,Sun Sep 5 2021,16:00,-0300,Murici AL,2-2,1-0,Retrô PE,,,2021-09-05T19:00Z
Gruppe F,Sun Sep 5 2021,16:00,-0300,Rio Branco VN ES,2-1,0-1,Atlético Patrocinense MG,,,2021-09-05T19:00Z
Sechzehntelfinale,Sat Sep 11 2021,15:00,-0300,Atlético Cearense CE,1-1,1-0,Juazeirense BA,,,2021-09-11T18:00Z
Sechzehntelfinale,Sat Sep 11 2021,15:00,-0300,Bangu RJ,1-1,0-1,Joinville SC,,,2021-09-11T18:00Z
Sechzehntelfinale,Sat Sep 11 2021,16:00,-0300,Caldense MG,1-0,1-0,Aparecidense GO,,,2021-09-11T19:00Z
Sechzehntelfinale,Sat Sep 11 2021,16:00,-0300,Esportivo RS,0-1,0-1,Santo André SP,,,2021-09-11T19:00Z
Sechzehntelfinale,Sat Sep 11 2021,16:00,-0300,União Rondonópolis MT,2-0,1-0,Boa Esporte MG,,,2021-09-11T19:00Z
Sechzehntelfinale,Sat Sep 11 2021,15:00,-0300,América RN,1-1,1-1,Itabaiana SE,,,2021-09-11T18:00Z
Sechzehntelfinale,Sun Sep 12 2021,15:00,-0300,Brasiliense DF,0-0,0-0,Ferroviária SP,,,2021-09-12T18:00Z
Sechzehntelfinale,Sun Sep 12 2021,15:00,-0300,S.E.R. Caxias RS,1-0,0-0,Portuguesa SP,,,2021-09-12T18:00Z
Sechzehntelfinale,Sun Sep 12 2021,15:30,-0300,Moto Club MA,2-0,2-0,Castanhal PA,,,2021-09-12T18:30Z
Sechzehntelfinale,Sun Sep 12 2021,16:00,-0300,Cianorte PR,0-0,0-0,Cascavel FC PR,,,2021-09-12T19:00Z
Sechzehntelfinale,Sun Sep 12 2021,16:00,-0300,Retrô PE,1-1,0-0,ABC RN,,,2021-09-12T19:00Z
Sechzehntelfinale,Sun Sep 12 2021,16:00,-0300,Paragominas PA,1-0,0-0,São Raimundo RR,,,2021-09-12T19:00Z
Sechzehntelfinale,Sun Sep 12 2021,16:00,-0300,Penarol AM,1-0,0-0,4 de Julho PI,,,2021-09-12T19:00Z
Sechzehntelfinale,Sun Sep 12 2021,16:00,-0300,Sergipe SE,2-2,0-2,Campinense PB,,,2021-09-12T19:00Z
Sechzehntelfinale,Sun Sep 12 2021,16:00,-0300,Uberlândia MG,1-1,0-0,Nova Mutum MT,,,2021-09-12T19:00Z
Sechzehntelfinale,Mon Sep 13 2021,17:00,-0300,Galvez AC,0-0,0-0,Guarany de Sobral CE,,,2021-09-13T20:00Z
Sechzehntelfinale,Fri Sep 17 2021,16:00,-0300,Aparecidense GO,3-1,2-1,Caldense MG,,,2021-09-17T19:00Z
Sechzehntelfinale,Sat Sep 18 2021,15:00,-0300,Joinville SC,0-0,0-0,Bangu RJ,0-0,4-3,2021-09-18T18:00Z
Sechzehntelfinale,Sat Sep 18 2021,15:00,-0300,Santo André SP,0-0,0-0,Esportivo RS,0-0,4-5,2021-09-18T18:00Z
Sechzehntelfinale,Sat Sep 18 2021,15:00,-0300,Campinense PB,0-0,0-0,Sergipe SE,0-0,4-2,2021-09-18T18:00Z
Sechzehntelfinale,Sat Sep 18 2021,16:00,-0300,Juazeirense BA,0-0,0-0,Atlético Cearense CE,0-0,3-5,2021-09-18T19:00Z
Sechzehntelfinale,Sat Sep 18 2021,16:00,-0300,Cascavel FC PR,0-3,0-2,Cianorte PR,,,2021-09-18T19:00Z
Sechzehntelfinale,Sat Sep 18 2021,16:00,-0300,4 de Julho PI,3-0,1-0,Penarol AM,,,2021-09-18T19:00Z
Sechzehntelfinale,Sat Sep 18 2021,16:00,-0300,Portuguesa SP,1-0,0-0,S.E.R. Caxias RS,1-0,1-4,2021-09-18T19:00Z
Sechzehntelfinale,Sat Sep 18 2021,17:00,-0300,Ferroviária SP,1-0,0-0,Brasiliense DF,,,2021-09-18T20:00Z
Sechzehntelfinale,Sat Sep 18 2021,17:00,-0300,Boa Esporte MG,1-1,1-1,União Rondonópolis MT,,,2021-09-18T20:00Z
Sechzehntelfinale,Sun Sep 19 2021,16:00,-0300,Itabaiana SE,0-2,0-1,América RN,,,2021-09-19T19:00Z
Sechzehntelfinale,Sun Sep 19 2021,16:00,-0300,ABC RN,3-2,1-0,Retrô PE,,,2021-09-19T19:00Z
Sechzehntelfinale,Sun Sep 19 2021,16:00,-0300,Nova Mutum MT,0-2,0-0,Uberlândia MG,,,2021-09-19T19:00Z
Sechzehntelfinale,Sun Sep 19 2021,17:00,-0300,São Raimundo RR,1-2,0-0,Paragominas PA,,,2021-09-19T20:00Z
Sechzehntelfinale,Sun Sep 19 2021,15:00,-0300,Castanhal PA,1-2,0-0,Moto Club MA,,,2021-09-19T18:00Z
Sechzehntelfinale,Mon Sep 20 2021,15:00,-0300,Guarany de Sobral CE,2-0,0-0,Galvez AC,,,2021-09-20T18:00Z
Round of 16,Sat Sep 25 2021,16:00,-0300,S.E.R. Caxias RS,2-0,1-0,União Rondonópolis MT,,,2021-09-25T19:00Z
Round of 16,Sat Sep 25 2021,16:00,-0300,Campinense PB,2-1,1-1,Guarany de Sobral CE,,,2021-09-25T19:00Z
Round of 16,Sat Sep 25 2021,16:00,-0300,Esportivo RS,1-2,0-0,Ferroviária SP,,,2021-09-25T19:00Z
Round of 16,Sat Sep 25 2021,15:00,-0300,Atlético Cearense CE,2-0,0-0,Paragominas PA,,,2021-09-25T18:00Z
Round of 16,Sun Sep 26 2021,15:00,-0300,4 de Julho PI,1-1,1-1,ABC RN,,,2021-09-26T18:00Z
Round of 16,Sun Sep 26 2021,16:00,-0300,Uberlândia MG,1-0,0-0,Joinville SC,,,2021-09-26T19:00Z
Round of 16,Sun Sep 26 2021,16:00,-0300,Cianorte PR,0-0,0-0,Aparecidense GO,,,2021-09-26T19:00Z
Round of 16,Sun Sep 26 2021,16:00,-0300,América RN,1-0,1-0,Moto Club MA,,,2021-09-26T19:00Z
Round of 16,Sat Oct 2 2021,16:00,-0300,União Rondonópolis MT,0-2,0-0,S.E.R. Caxias RS,,,2021-10-02T19:00Z
Round of 16,Sat Oct 2 2021,16:00,-0300,Aparecidense GO,1-0,0-0,Cianorte PR,,,2021-10-02T19:00Z
Round of 16,Sat Oct 2 2021,15:00,-0300,Joinville SC,0-0,0-0,Uberlândia MG,0-0,1-3,2021-10-02T18:00Z
Round of 16,Sun Oct 3 2021,15:00,-0300,Guarany de Sobral CE,0-2,0-0,Campinense PB,,,2021-10-03T18:00Z
Round of 16,Sun Oct 3 2021,15:00,-0300,Moto Club MA,2-4,0-2,América RN,,,2021-10-03T18:00Z
Round of 16,Sun Oct 3 2021,16:00,-0300,Paragominas PA,2-1,2-0,Atlético Cearense CE,,,2021-10-03T19:00Z
Round of 16,Sun Oct 3 2021,16:00,-0300,Ferroviária SP,1-1,1-0,Esportivo RS,,,2021-10-03T19:00Z
Round of 16,Sun Oct 3 2021,16:00,-0300,ABC RN,2-0,1-0,4 de Julho PI,,,2021-10-03T19:00Z
Quarterfinals,Sat Oct 9 2021,17:30,-0300,América RN,0-0,0-0,Campinense PB,,,2021-10-09T20:30Z
Quarterfinals,Sat Oct 9 2021,15:00,-0300,Uberlândia MG,0-1,0-0,Aparecidense GO,,,2021-10-09T18:00Z
Quarterfinals,Sun Oct 10 2021,17:30,-0300,S.E.R. Caxias RS,0-0,0-0,ABC RN,,,2021-10-10T20:30Z
Quarterfinals,Sun Oct 10 2021,15:00,-0300,Atlético Cearense CE,1-1,1-1,Ferroviária SP,,,2021-10-10T18:00Z
Quarterfinals,Sat Oct 16 2021,17:30,-0300,Campinense PB,0-0,0-0,América RN,,4-2,2021-10-16T20:30Z
Quarterfinals,Sat Oct 16 2021,15:00,-0300,Aparecidense GO,1-1,0-0,Uberlândia MG,,,2021-10-16T18:00Z
Quarterfinals,Sun Oct 17 2021,15:00,-0300,Ferroviária SP,0-0,0-0,Atlético Cearense CE,0-0,3-4,2021-10-17T18:00Z
Quarterfinals,Sun Oct 17 2021,17:30,-0300,ABC RN,3-0,0-0,S.E.R. Caxias RS,,,2021-10-17T20:30Z
Semifinals,Sat Oct 23 2021,15:00,-0300,Atlético Cearense CE,1-1,0-0,Campinense PB,,,2021-10-23T18:00Z
Semifinals,Sun Oct 24 2021,16:00,-0300,Aparecidense GO,4-2,1-1,ABC RN,,,2021-10-24T19:00Z
Semifinals,Sat Oct 30 2021,16:00,-0300,Campinense PB,3-1,1-1,Atlético Cearense CE,,,2021-10-30T19:00Z
Semifinals,Sun Oct 31 2021,16:00,-0300,ABC RN,1-0,1-0,Aparecidense GO,,,2021-10-31T19:00Z
Final,Sat Nov 6 2021,16:00,-0300,Campinense PB,0-1,0-1,Aparecidense GO,,,2021-11-06T19:00Z
Final,Sat Nov 13 2021,16:00,-0300,Aparecidense GO,1-1,0-0,Campinense PB,,,2021-11-13T19:00Z
