Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 1,Sat Jul 20 2019,18:00,CEST/+0200,WSC Hertha,1-0,1-0,VfB Hohenems,,,2019-07-20T16:00Z
Round 1,Sat Jul 20 2019,18:00,CEST/+0200,ATSV Stadl-Paura,0-5,0-2,Austria Lustenau,,,2019-07-20T16:00Z
Round 1,Sat Jul 20 2019,18:30,CEST/+0200,FC Kufstein,1-6,1-2,SCR Altach,,,2019-07-20T16:30Z
Round 1,Sat Jul 20 2019,18:30,CEST/+0200,SAK Klagenfurt,0-9,0-4,Wolfsberger AC,,,2019-07-20T16:30Z
Round 1,Sat Jul 20 2019,19:00,CEST/+0200,USV St. Anna,1-0,1-0,SC Kalsdorf,,,2019-07-20T17:00Z
Round 1,Sat Jul 20 2019,19:00,CEST/+0200,Union Edelweiß Linz,0-5,0-3,FC Admira Wacker,,,2019-07-20T17:00Z
Round 1,Sat Jul 20 2019,19:00,CEST/+0200,FCM Traiskirchen,1-5,0-3,SV Horn,,,2019-07-20T17:00Z
Round 1,Sat Jul 20 2019,19:00,CEST/+0200,SV Leobendorf,0-5,0-0,FC Blau Weiß Linz,,,2019-07-20T17:00Z
Round 1,Sat Jul 20 2019,19:00,CEST/+0200,Union Vöcklamarkt,2-6,1-1,LASK,,,2019-07-20T17:00Z
Round 1,Sat Jul 20 2019,20:30,CEST/+0200,SC Neusiedl/See 1919,1-6,1-2,Grazer AK,,,2019-07-20T18:30Z
Round 1,Sun Jul 21 2019,17:15,CEST/+0200,USV Allerheiligen,1-9,0-3,Rapid Wien,,,2019-07-21T15:15Z
Round 1,Sun Jul 21 2019,18:00,CEST/+0200,SC Schwaz,1-3,0-1,Kapfenberger SV 1919,,,2019-07-21T16:00Z
Round 2,Tue Sep 24 2019,16:45,CEST/+0200,Austria Lustenau,1-1,1-1,Floridsdorfer AC,2-1,,2019-09-24T14:45Z
Round 2,Tue Sep 24 2019,18:45,CEST/+0200,Grazer AK,1-2,0-2,FC Wacker Innsbruck,,,2019-09-24T16:45Z
Round 2,Tue Sep 24 2019,19:00,CEST/+0200,ASK Ebreichsdorf,2-1,2-0,FC Admira Wacker,,,2019-09-24T17:00Z
Round 2,Tue Sep 24 2019,19:00,CEST/+0200,Union Gurten,2-0,0-0,SV Horn,,,2019-09-24T17:00Z
Round 2,Tue Sep 24 2019,19:00,CEST/+0200,FC Gleisdorf 09,3-0,0-0,FC Juniors OÖ,,,2019-09-24T17:00Z
Round 2,Tue Sep 24 2019,19:30,CEST/+0200,USV St. Anna,2-0,1-0,FC Dornbirn,,,2019-09-24T17:30Z
Round 2,Tue Sep 24 2019,19:30,CEST/+0200,FC Marchfeld Donauauen,1-2,0-2,Kapfenberger SV 1919,,,2019-09-24T17:30Z
Round 2,Tue Sep 24 2019,19:30,CEST/+0200,SKU Amstetten,1-1,0-1,FC Blau Weiß Linz,4-1,,2019-09-24T17:30Z
Round 2,Tue Sep 24 2019,20:45,CEST/+0200,SKN St. Pölten,2-1,0-0,SV Mattersburg,,,2019-09-24T18:45Z
Round 2,Wed Sep 25 2019,18:30,CEST/+0200,SC Wiener Viktoria,1-4,0-1,LASK,,,2019-09-25T16:30Z
Round 2,Wed Sep 25 2019,18:30,CEST/+0200,SK Austria Klagenfurt,2-2,1-1,Sturm Graz,2-4,,2019-09-25T16:30Z
Round 2,Wed Sep 25 2019,18:30,CEST/+0200,WSG Tirol,5-2,2-1,Austria Wien,,,2019-09-25T16:30Z
Round 2,Wed Sep 25 2019,19:00,CEST/+0200,ATSV Wolfsberg,0-6,0-2,Wolfsberger AC,,,2019-09-25T17:00Z
Round 2,Wed Sep 25 2019,19:00,CEST/+0200,WSC Hertha,1-4,0-2,SCR Altach,,,2019-09-25T17:00Z
Round 2,Wed Sep 25 2019,19:00,CEST/+0200,Vorwärts Steyr,3-4,0-2,SV Ried,,,2019-09-25T17:00Z
Round 2,Wed Sep 25 2019,20:45,CEST/+0200,Rapid Wien,1-1,0-0,RB Salzburg,1-2,,2019-09-25T18:45Z
Round of 16,Tue Oct 29 2019,19:00,CET/+0100,Union Gurten,2-3,0-1,Austria Lustenau,,,2019-10-29T18:00Z
Round of 16,Tue Oct 29 2019,19:00,CET/+0100,USV St. Anna,0-3,0-2,SKU Amstetten,,,2019-10-29T18:00Z
Round of 16,Tue Oct 29 2019,19:00,CET/+0100,FC Gleisdorf 09,1-1,0-1,WSG Tirol,1-4,,2019-10-29T18:00Z
Round of 16,Tue Oct 29 2019,20:30,CET/+0100,Kapfenberger SV 1919,0-2,0-0,Sturm Graz,,,2019-10-29T19:30Z
Round of 16,Tue Oct 29 2019,18:00,CET/+0100,SKN St. Pölten,1-0,0-0,SV Ried,,,2019-10-29T17:00Z
Round of 16,Wed Oct 30 2019,18:00,CET/+0100,ASK Ebreichsdorf,0-5,0-3,RB Salzburg,,,2019-10-30T17:00Z
Round of 16,Wed Oct 30 2019,19:00,CET/+0100,FC Wacker Innsbruck,1-0,1-0,Wolfsberger AC,,,2019-10-30T18:00Z
Round of 16,Wed Oct 30 2019,20:30,CET/+0100,LASK,3-1,3-0,SCR Altach,,,2019-10-30T19:30Z
Quarterfinals,Fri Feb 7 2020,18:00,CET/+0100,SKN St. Pölten,2-2,0-1,FC Wacker Innsbruck,3-3,3-5,2020-02-07T17:00Z
Quarterfinals,Sat Feb 8 2020,18:00,CET/+0100,LASK,2-0,0-0,Sturm Graz,,,2020-02-08T17:00Z
Quarterfinals,Sat Feb 8 2020,15:00,CET/+0100,Austria Lustenau,1-1,0-0,WSG Tirol,2-2,5-4,2020-02-08T14:00Z
Quarterfinals,Sun Feb 9 2020,18:00,CET/+0100,SKU Amstetten,0-3,0-1,RB Salzburg,,,2020-02-09T17:00Z
Semifinals,Wed Mar 4 2020,18:00,CET/+0100,Austria Lustenau,1-0,1-0,FC Wacker Innsbruck,,,2020-03-04T17:00Z
Semifinals,Thu Mar 5 2020,20:45,CET/+0100,RB Salzburg,1-0,0-0,LASK,,,2020-03-05T19:45Z
Final,Fri May 29 2020,20:45,CEST/+0200,RB Salzburg,5-0,2-0,Austria Lustenau,,,2020-05-29T18:45Z
