Round,Date,Time,Team 1,FT,HT,Team 2,Comments
10,Sun Sep 22 2019,13:00,Dinamo Moskva,2-3,0-1,PFC Sochi,
10,Sun Sep 22 2019,15:30,Arsenal Tula,1-1,1-0,FC Ural,
10,Sun Sep 22 2019,10:30,FK Orenburg,2-3,0-1,Lokomotiv Moskva,
11,Sat Sep 28 2019,13:00,Krylia Sovetov,2-0,0-0,FK Tambov,
11,Sat Sep 28 2019,15:30,FK Rostov,3-0,2-0,Dinamo Moskva,
11,Sat Sep 28 2019,18:00,Lokomotiv Moskva,1-0,0-0,Zenit St. Petersburg,
11,Sun Sep 29 2019,10:30,FC Ural,0-3,0-1,CSKA Moskva,
11,Sun Sep 29 2019,13:00,Rubin Kazan,0-0,0-0,FK Ufa,
11,Sun Sep 29 2019,18:00,FK Krasnodar,2-0,1-0,Arsenal Tula,
11,Sun Sep 29 2019,15:30,Spartak Moskva,1-2,0-1,FK Orenburg,
11,Mon Sep 30 2019,18:30,PFC Sochi,2-0,1-0,Akhmat Grozny,
12,Sat Oct 5 2019,13:00,FK Orenburg,2-0,0-0,Dinamo Moskva,
12,Sat Oct 5 2019,10:30,FK Ufa,0-1,0-1,Akhmat Grozny,
12,Sat Oct 5 2019,18:00,PFC Sochi,0-2,0-1,Krylia Sovetov,
12,Sat Oct 5 2019,15:30,Rubin Kazan,2-1,2-0,FK Tambov,
12,Sun Oct 6 2019,10:30,FC Ural,1-3,0-2,Zenit St. Petersburg,
12,Sun Oct 6 2019,13:00,Lokomotiv Moskva,2-1,2-1,Arsenal Tula,
12,Sun Oct 6 2019,15:30,CSKA Moskva,1-3,0-2,FK Rostov,
12,Sun Oct 6 2019,18:00,FK Krasnodar,2-1,2-1,Spartak Moskva,
13,Fri Oct 18 2019,18:30,Akhmat Grozny,0-2,0-1,Lokomotiv Moskva,
13,Sat Oct 19 2019,13:00,FK Tambov,1-2,0-0,FC Ural,
13,Sat Oct 19 2019,15:30,Spartak Moskva,0-0,0-0,Rubin Kazan,
13,Sat Oct 19 2019,18:00,Zenit St. Petersburg,6-1,3-0,FK Rostov,
13,Sun Oct 20 2019,10:30,FK Orenburg,0-1,0-1,Krylia Sovetov,
13,Sun Oct 20 2019,13:00,FK Ufa,1-1,0-1,CSKA Moskva,
13,Sun Oct 20 2019,15:30,Arsenal Tula,1-1,1-1,PFC Sochi,
13,Sun Oct 20 2019,18:00,Dinamo Moskva,1-1,1-1,FK Krasnodar,
14,Fri Oct 25 2019,18:30,Rubin Kazan,0-0,0-0,FC Ural,
14,Sat Oct 26 2019,13:00,FK Tambov,3-0,1-0,FK Ufa,
14,Sat Oct 26 2019,18:00,FK Rostov,2-0,1-0,PFC Sochi,
14,Sat Oct 26 2019,15:30,Akhmat Grozny,1-1,1-0,Arsenal Tula,
14,Sun Oct 27 2019,12:00,Krylia Sovetov,0-2,0-1,Zenit St. Petersburg,
14,Sun Oct 27 2019,14:30,CSKA Moskva,0-1,0-0,Dinamo Moskva,
14,Sun Oct 27 2019,14:30,Lokomotiv Moskva,0-3,0-0,Spartak Moskva,
14,Sun Oct 27 2019,17:00,FK Krasnodar,1-1,1-1,FK Orenburg,
15,Sat Nov 2 2019,12:00,Dinamo Moskva,1-1,0-1,Akhmat Grozny,
15,Sat Nov 2 2019,12:00,FK Ufa,1-1,0-0,Lokomotiv Moskva,
15,Sat Nov 2 2019,17:00,Zenit St. Petersburg,1-1,0-1,CSKA Moskva,
15,Sat Nov 2 2019,14:30,PFC Sochi,1-2,1-1,FK Tambov,
15,Sun Nov 3 2019,14:30,FK Krasnodar,2-2,0-2,FK Rostov,
15,Mon Nov 4 2019,14:30,Krylia Sovetov,0-0,0-0,Rubin Kazan,
15,Mon Nov 4 2019,12:00,FC Ural,1-2,0-2,FK Orenburg,
15,Mon Nov 4 2019,17:00,Spartak Moskva,0-1,0-1,Arsenal Tula,
16,Fri Nov 8 2019,17:30,Akhmat Grozny,0-0,0-0,FC Ural,
16,Sat Nov 9 2019,12:00,Rubin Kazan,0-1,0-1,Dinamo Moskva,
16,Sat Nov 9 2019,14:30,FK Rostov,1-2,1-0,FK Tambov,
16,Sat Nov 9 2019,17:00,Spartak Moskva,2-0,1-0,Krylia Sovetov,
16,Sun Nov 10 2019,09:30,FK Orenburg,0-0,0-0,FK Ufa,
16,Sun Nov 10 2019,12:00,Arsenal Tula,0-1,0-0,Zenit St. Petersburg,
16,Sun Nov 10 2019,14:30,PFC Sochi,2-3,2-1,CSKA Moskva,
16,Sun Nov 10 2019,17:00,Lokomotiv Moskva,1-1,1-1,FK Krasnodar,
17,Fri Nov 22 2019,17:30,FK Tambov,2-3,1-2,Lokomotiv Moskva,
17,Sat Nov 23 2019,09:30,FK Orenburg,1-2,0-1,Akhmat Grozny,
17,Sat Nov 23 2019,12:00,Rubin Kazan,1-2,0-1,Zenit St. Petersburg,
17,Sat Nov 23 2019,14:30,Dinamo Moskva,2-1,1-1,FK Rostov,
17,Sun Nov 24 2019,09:30,FK Ufa,1-1,0-1,PFC Sochi,
17,Sun Nov 24 2019,12:00,FC Ural,0-0,0-0,Spartak Moskva,
17,Sun Nov 24 2019,14:30,Arsenal Tula,1-2,1-2,FK Krasnodar,
17,Sun Nov 24 2019,17:00,CSKA Moskva,1-0,0-0,Krylia Sovetov,
18,Sat Nov 30 2019,12:00,Krylia Sovetov,0-1,0-1,FK Ufa,
18,Sat Nov 30 2019,14:30,FK Rostov,0-0,0-0,FC Ural,
18,Sat Nov 30 2019,17:00,Akhmat Grozny,1-1,1-0,Rubin Kazan,
18,Sun Dec 1 2019,17:00,Zenit St. Petersburg,1-0,1-0,Spartak Moskva,
18,Sun Dec 1 2019,14:30,Lokomotiv Moskva,1-2,1-1,Dinamo Moskva,
18,Mon Dec 2 2019,17:30,FK Krasnodar,0-0,0-0,FK Tambov,
18,Mon Dec 2 2019,17:30,CSKA Moskva,0-1,0-0,Arsenal Tula,
19,Fri Dec 6 2019,17:30,Arsenal Tula,4-0,0-0,Lokomotiv Moskva,
19,Fri Dec 6 2019,17:30,Zenit St. Petersburg,3-0,3-0,Dinamo Moskva,
19,Sat Dec 7 2019,17:00,Akhmat Grozny,0-1,0-1,FK Ufa,
19,Sat Dec 7 2019,12:00,FK Tambov,3-0,0-0,FK Orenburg,
19,Sat Dec 7 2019,14:30,FK Krasnodar,1-1,0-1,CSKA Moskva,
19,Sun Dec 8 2019,17:00,Spartak Moskva,1-4,0-1,FK Rostov,
19,Sun Dec 8 2019,12:00,Krylia Sovetov,2-3,1-1,FC Ural,
19,Sun Dec 8 2019,14:30,PFC Sochi,1-1,1-0,Rubin Kazan,
20,Fri Feb 28 2020,16:30,Krylia Sovetov,1-1,1-0,FK Orenburg,
20,Sat Feb 29 2020,12:00,CSKA Moskva,1-1,0-0,FC Ural,
20,Sat Feb 29 2020,14:30,Dinamo Moskva,0-2,0-1,Spartak Moskva,
20,Sat Feb 29 2020,17:00,Akhmat Grozny,1-1,0-1,FK Rostov,
20,Sat Feb 29 2020,17:00,Zenit St. Petersburg,0-0,0-0,Lokomotiv Moskva,
20,Sun Mar 1 2020,17:00,PFC Sochi,1-2,0-1,Arsenal Tula,
20,Sun Mar 1 2020,14:30,FK Krasnodar,2-0,0-0,FK Ufa,
20,Sun Mar 1 2020,12:00,FK Tambov,0-0,0-0,Rubin Kazan,
21,Sat Mar 7 2020,14:30,Dinamo Moskva,1-0,1-0,FK Tambov,
21,Sat Mar 7 2020,12:00,FK Orenburg,2-0,1-0,Arsenal Tula,
21,Sun Mar 8 2020,17:00,Lokomotiv Moskva,1-0,1-0,Akhmat Grozny,
21,Sun Mar 8 2020,12:00,Rubin Kazan,0-1,0-1,Krylia Sovetov,
21,Sun Mar 8 2020,14:30,PFC Sochi,2-0,1-0,FC Ural,
21,Mon Mar 9 2020,12:00,FK Rostov,3-2,1-1,CSKA Moskva,
21,Mon Mar 9 2020,17:00,Zenit St. Petersburg,0-0,0-0,FK Ufa,
21,Mon Mar 9 2020,14:30,Spartak Moskva,0-1,0-0,FK Krasnodar,
18,Wed Mar 11 2020,17:30,PFC Sochi,5-1,2-0,FK Orenburg,
22,Fri Mar 13 2020,17:30,Akhmat Grozny,2-3,1-1,Dinamo Moskva,
22,Sat Mar 14 2020,12:00,FK Orenburg,1-3,1-1,Spartak Moskva,
22,Sat Mar 14 2020,14:30,Zenit St. Petersburg,7-1,4-0,FC Ural,
22,Sat Mar 14 2020,17:00,Arsenal Tula,0-1,0-1,Rubin Kazan,
22,Sun Mar 15 2020,12:00,PFC Sochi,2-0,0-0,FK Krasnodar,
22,Sun Mar 15 2020,14:30,CSKA Moskva,0-0,0-0,FK Ufa,
22,Sun Mar 15 2020,17:00,FK Rostov,1-3,0-3,Lokomotiv Moskva,
22,Mon Mar 16 2020,17:30,FK Tambov,3-0,1-0,Krylia Sovetov,
23,Fri Jun 19 2020,17:00,Krylia Sovetov,2-4,1-0,Akhmat Grozny,
23,Fri Jun 19 2020,19:00,PFC Sochi,10-1,4-1,FK Rostov,
23,Sat Jun 20 2020,13:00,FC Ural,1-2,1-1,Rubin Kazan,
23,Sat Jun 20 2020,15:30,Arsenal Tula,2-3,0-1,Spartak Moskva,
23,Sat Jun 20 2020,18:00,CSKA Moskva,0-4,0-3,Zenit St. Petersburg,
23,Sun Jun 21 2020,14:00,FK Ufa,2-1,1-0,FK Tambov,
23,Sun Jun 21 2020,16:30,Lokomotiv Moskva,1-0,1-0,FK Orenburg,
24,Fri Jun 26 2020,17:00,Akhmat Grozny,1-1,1-1,PFC Sochi,
24,Fri Jun 26 2020,19:30,Zenit St. Petersburg,2-1,0-1,Krylia Sovetov,
24,Sat Jun 27 2020,19:00,FK Rostov,2-1,2-0,Arsenal Tula,
24,Sat Jun 27 2020,,FK Orenburg,0-3 (*),,FK Krasnodar,awd.
24,Sat Jun 27 2020,15:30,Spartak Moskva,0-0,0-0,FK Ufa,
24,Sat Jun 27 2020,16:30,Rubin Kazan,0-2,0-2,Lokomotiv Moskva,
24,Sat Jun 27 2020,18:00,Dinamo Moskva,0-0,0-0,CSKA Moskva,
24,Sun Jun 28 2020,15:30,FC Ural,2-1,1-0,FK Tambov,
25,Tue Jun 30 2020,19:30,CSKA Moskva,2-0,1-0,Spartak Moskva,
25,Tue Jun 30 2020,17:00,Lokomotiv Moskva,1-1,0-1,Krylia Sovetov,
25,Wed Jul 1 2020,14:00,FK Ufa,0-0,0-0,Rubin Kazan,
25,Wed Jul 1 2020,19:00,PFC Sochi,1-1,0-0,Dinamo Moskva,
25,Wed Jul 1 2020,14:00,FK Orenburg,,,FC Ural,postponed
25,Wed Jul 1 2020,19:00,FK Rostov,1-1,0-1,FK Krasnodar,
25,Wed Jul 1 2020,16:30,Arsenal Tula,1-3,0-2,Akhmat Grozny,
25,Wed Jul 1 2020,16:30,FK Tambov,1-2,0-1,Zenit St. Petersburg,
26,Sat Jul 4 2020,19:30,Akhmat Grozny,0-4,0-0,CSKA Moskva,
26,Sat Jul 4 2020,15:30,Dinamo Moskva,0-1,0-1,Arsenal Tula,
26,Sat Jul 4 2020,17:30,Spartak Moskva,2-3,1-0,FK Tambov,
26,Sat Jul 4 2020,17:30,Krylia Sovetov,0-0,0-0,FK Rostov,
26,Sat Jul 4 2020,19:30,Lokomotiv Moskva,0-0,0-0,PFC Sochi,
26,Sun Jul 5 2020,15:30,FK Ufa,1-1,0-0,FC Ural,
26,Sun Jul 5 2020,19:30,FK Krasnodar,2-4,1-2,Zenit St. Petersburg,
26,Sun Jul 5 2020,17:30,Rubin Kazan,1-0,0-0,FK Orenburg,
27,Tue Jul 7 2020,19:30,Arsenal Tula,,,Krylia Sovetov,
27,Tue Jul 7 2020,17:30,FK Tambov,,,Akhmat Grozny,
27,Wed Jul 8 2020,19:30,FK Rostov,,,FK Ufa,
27,Wed Jul 8 2020,19:30,Spartak Moskva,,,Lokomotiv Moskva,
27,Wed Jul 8 2020,17:00,Zenit St. Petersburg,,,PFC Sochi,
27,Wed Jul 8 2020,15:00,FK Orenburg,,,CSKA Moskva,
27,Thu Jul 9 2020,19:30,Rubin Kazan,,,FK Krasnodar,
27,Thu Jul 9 2020,16:00,FC Ural,,,Dinamo Moskva,
28,Sat Jul 11 2020,19:30,PFC Sochi,,,Spartak Moskva,
28,Sat Jul 11 2020,15:00,Arsenal Tula,,,FK Tambov,
28,Sat Jul 11 2020,17:30,Akhmat Grozny,,,Zenit St. Petersburg,
28,Sun Jul 12 2020,17:30,Dinamo Moskva,,,Krylia Sovetov,
28,Sun Jul 12 2020,13:00,FK Orenburg,,,FK Rostov,
28,Sun Jul 12 2020,15:30,Lokomotiv Moskva,,,FK Ufa,
28,Sun Jul 12 2020,17:30,CSKA Moskva,,,Rubin Kazan,
28,Sun Jul 12 2020,19:30,FK Krasnodar,,,FC Ural,
29,Wed Jul 15 2020,,FK Tambov,,,PFC Sochi,
29,Wed Jul 15 2020,,Zenit St. Petersburg,,,FK Orenburg,
29,Wed Jul 15 2020,,Spartak Moskva,,,Akhmat Grozny,
29,Wed Jul 15 2020,,FC Ural,,,Arsenal Tula,
29,Wed Jul 15 2020,,Lokomotiv Moskva,,,CSKA Moskva,
29,Wed Jul 15 2020,,Rubin Kazan,,,FK Rostov,
29,Wed Jul 15 2020,,Krylia Sovetov,,,FK Krasnodar,
29,Wed Jul 15 2020,,FK Ufa,,,Dinamo Moskva,
23,Sun Jul 19 2020,,FK Krasnodar,,,Dinamo Moskva,
30,Wed Jul 22 2020,,FK Rostov,,,Zenit St. Petersburg,
30,Wed Jul 22 2020,,FK Krasnodar,,,Akhmat Grozny,
30,Wed Jul 22 2020,,CSKA Moskva,,,FK Tambov,
30,Wed Jul 22 2020,,Dinamo Moskva,,,FK Orenburg,
30,Wed Jul 22 2020,,Rubin Kazan,,,Spartak Moskva,
30,Wed Jul 22 2020,,Krylia Sovetov,,,PFC Sochi,
30,Wed Jul 22 2020,,FK Ufa,,,Arsenal Tula,
30,Wed Jul 22 2020,,FC Ural,,,Lokomotiv Moskva,
