Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
6,Sat Aug 31 2019,15:00,BST/+0100,Port Vale FC,1-0,0-0,Cambridge United,,2019-08-31T14:00Z
6,Sat Aug 31 2019,15:00,BST/+0100,Salford City,1-1,1-0,Leyton Orient,,2019-08-31T14:00Z
6,Sat Aug 31 2019,15:00,BST/+0100,Scunthorpe United,0-1,0-0,Carlisle United,,2019-08-31T14:00Z
6,Sat Aug 31 2019,15:00,BST/+0100,Stevenage FC,2-2,0-1,Macclesfield Town,,2019-08-31T14:00Z
6,Sat Aug 31 2019,15:00,BST/+0100,Swindon Town,3-1,3-1,Morecambe FC,,2019-08-31T14:00Z
6,Sat Aug 31 2019,15:00,BST/+0100,Walsall FC,1-3,1-1,Grimsby Town,,2019-08-31T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Bradford City,2-1,0-1,Northampton Town,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Cambridge United,0-1,0-0,Forest Green Rovers,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Carlisle United,1-3,0-1,Exeter City,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Cheltenham Town,4-2,1-0,Stevenage FC,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Colchester United,0-0,0-0,Walsall FC,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Grimsby Town,0-2,0-0,Crewe Alexandra,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Leyton Orient,1-3,0-3,Swindon Town,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Macclesfield Town,1-1,1-0,Crawley Town,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Mansfield Town,2-0,1-0,Scunthorpe United,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Morecambe FC,2-2,0-1,Salford City,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Newport County,1-0,0-0,Port Vale FC,,2019-09-07T14:00Z
7,Sat Sep 7 2019,15:00,BST/+0100,Plymouth Argyle,2-2,1-1,Oldham Athletic,,2019-09-07T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Crawley Town,1-0,0-0,Mansfield Town,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Crewe Alexandra,2-3,0-1,Cambridge United,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Exeter City,2-2,1-1,Leyton Orient,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Forest Green Rovers,1-0,1-0,Colchester United,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Northampton Town,2-0,1-0,Newport County,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Oldham Athletic,2-2,1-0,Grimsby Town,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Port Vale FC,1-0,0-0,Plymouth Argyle,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Salford City,0-2,0-1,Cheltenham Town,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Scunthorpe United,3-0,3-0,Morecambe FC,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Stevenage FC,2-3,1-1,Carlisle United,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Swindon Town,3-0,2-0,Macclesfield Town,,2019-09-14T14:00Z
8,Sat Sep 14 2019,15:00,BST/+0100,Walsall FC,0-1,0-0,Bradford City,,2019-09-14T14:00Z
9,Tue Sep 17 2019,19:45,BST/+0100,Carlisle United,0-0,0-0,Forest Green Rovers,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Cheltenham Town,3-2,0-0,Bradford City,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Crawley Town,2-2,1-0,Plymouth Argyle,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Exeter City,2-0,0-0,Port Vale FC,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Leyton Orient,1-2,1-1,Crewe Alexandra,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Macclesfield Town,1-1,1-1,Newport County,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Mansfield Town,0-4,0-0,Cambridge United,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Morecambe FC,0-1,0-1,Walsall FC,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Salford City,1-0,1-0,Grimsby Town,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Scunthorpe United,2-2,0-0,Oldham Athletic,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Stevenage FC,0-1,0-0,Northampton Town,,2019-09-17T18:45Z
9,Tue Sep 17 2019,19:45,BST/+0100,Swindon Town,0-3,0-1,Colchester United,,2019-09-17T18:45Z
10,Sat Sep 21 2019,15:00,BST/+0100,Bradford City,3-1,2-1,Carlisle United,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Cambridge United,0-1,0-1,Swindon Town,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Colchester United,2-1,2-1,Leyton Orient,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Crewe Alexandra,4-1,0-1,Salford City,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Forest Green Rovers,0-0,0-0,Stevenage FC,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Grimsby Town,1-0,0-0,Macclesfield Town,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Newport County,1-1,0-1,Exeter City,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Northampton Town,2-2,1-0,Crawley Town,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Oldham Athletic,3-1,1-0,Morecambe FC,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Plymouth Argyle,0-2,0-1,Cheltenham Town,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Port Vale FC,2-2,1-1,Mansfield Town,,2019-09-21T14:00Z
10,Sat Sep 21 2019,15:00,BST/+0100,Walsall FC,1-0,0-0,Scunthorpe United,,2019-09-21T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Carlisle United,1-0,1-0,Oldham Athletic,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Cheltenham Town,1-1,1-1,Crewe Alexandra,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Crawley Town,2-3,1-3,Walsall FC,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Exeter City,1-3,0-1,Grimsby Town,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Leyton Orient,3-3,1-2,Port Vale FC,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Macclesfield Town,1-1,1-1,Colchester United,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Mansfield Town,0-1,0-1,Plymouth Argyle,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Morecambe FC,2-2,0-2,Northampton Town,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Salford City,0-4,0-3,Forest Green Rovers,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Scunthorpe United,1-1,1-0,Bradford City,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Stevenage FC,1-1,1-0,Cambridge United,,2019-09-28T14:00Z
11,Sat Sep 28 2019,15:00,BST/+0100,Swindon Town,0-2,0-1,Newport County,,2019-09-28T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Bradford City,2-1,0-0,Swindon Town,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Cambridge United,2-2,1-0,Macclesfield Town,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Colchester United,3-1,0-1,Stevenage FC,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Crewe Alexandra,1-1,0-1,Exeter City,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Forest Green Rovers,3-1,1-0,Crawley Town,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Grimsby Town,0-1,0-0,Mansfield Town,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Newport County,1-0,0-0,Carlisle United,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Northampton Town,0-1,0-0,Leyton Orient,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Oldham Athletic,1-1,1-0,Cheltenham Town,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Plymouth Argyle,2-2,1-1,Scunthorpe United,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Port Vale FC,3-1,0-1,Morecambe FC,,2019-10-05T14:00Z
12,Sat Oct 5 2019,15:00,BST/+0100,Walsall FC,0-3,0-1,Salford City,,2019-10-05T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Carlisle United,2-4,0-2,Crewe Alexandra,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Crawley Town,2-1,0-1,Colchester United,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Exeter City,1-0,1-0,Forest Green Rovers,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Leyton Orient,3-1,0-1,Walsall FC,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Macclesfield Town,2-1,1-1,Port Vale FC,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Mansfield Town,6-1,3-1,Oldham Athletic,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Morecambe FC,1-2,0-0,Bradford City,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Salford City,1-0,0-0,Cambridge United,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Scunthorpe United,3-0,3-0,Northampton Town,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Stevenage FC,2-1,2-0,Grimsby Town,,2019-10-12T14:00Z
13,Sat Oct 12 2019,15:00,BST/+0100,Swindon Town,1-1,1-0,Plymouth Argyle,,2019-10-12T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Port Vale FC,1-1,1-1,Stevenage FC,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Bradford City,2-1,1-0,Crawley Town,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Cambridge United,4-0,1-0,Exeter City,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Colchester United,0-1,0-0,Morecambe FC,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Crewe Alexandra,3-1,0-1,Swindon Town,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Forest Green Rovers,2-2,1-0,Mansfield Town,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Grimsby Town,0-4,0-2,Leyton Orient,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Newport County,2-1,1-0,Scunthorpe United,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Northampton Town,2-0,1-0,Salford City,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Oldham Athletic,0-1,0-0,Macclesfield Town,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Plymouth Argyle,2-0,1-0,Carlisle United,,2019-10-19T14:00Z
14,Sat Oct 19 2019,15:00,BST/+0100,Walsall FC,1-2,0-1,Cheltenham Town,,2019-10-19T14:00Z
15,Tue Oct 22 2019,19:45,BST/+0100,Swindon Town,1-0,0-0,Stevenage FC,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Bradford City,1-2,1-1,Port Vale FC,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Cambridge United,0-0,0-0,Grimsby Town,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Carlisle United,0-2,0-0,Northampton Town,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Cheltenham Town,3-0,1-0,Macclesfield Town,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Crewe Alexandra,0-0,0-0,Colchester United,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Mansfield Town,1-2,0-0,Salford City,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Morecambe FC,0-2,0-0,Forest Green Rovers,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Newport County,1-1,0-1,Crawley Town,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Oldham Athletic,2-0,0-0,Walsall FC,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Plymouth Argyle,4-0,4-0,Leyton Orient,,2019-10-22T18:45Z
15,Tue Oct 22 2019,19:45,BST/+0100,Scunthorpe United,3-1,2-1,Exeter City,,2019-10-22T18:45Z
16,Sat Oct 26 2019,15:00,BST/+0100,Northampton Town,2-0,2-0,Cambridge United,,2019-10-26T14:00Z
16,Sat Oct 26 2019,13:00,BST/+0100,Exeter City,4-0,1-0,Plymouth Argyle,,2019-10-26T12:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Colchester United,3-1,2-1,Newport County,,2019-10-26T14:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Crawley Town,0-4,0-2,Swindon Town,,2019-10-26T14:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Leyton Orient,1-1,1-0,Carlisle United,,2019-10-26T14:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Walsall FC,1-2,1-1,Mansfield Town,,2019-10-26T14:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Port Vale FC,0-0,0-0,Oldham Athletic,,2019-10-26T14:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Salford City,1-1,1-1,Scunthorpe United,,2019-10-26T14:00Z
16,Sat Oct 26 2019,15:00,BST/+0100,Stevenage FC,1-0,0-0,Morecambe FC,,2019-10-26T14:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Swindon Town,2-1,1-0,Walsall FC,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Oldham Athletic,2-2,0-1,Northampton Town,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Scunthorpe United,0-0,0-0,Stevenage FC,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Newport County,1-2,1-1,Salford City,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Bradford City,2-0,2-0,Exeter City,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Cambridge United,2-1,0-0,Crawley Town,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Carlisle United,2-1,1-1,Macclesfield Town,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Cheltenham Town,1-2,0-2,Forest Green Rovers,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Crewe Alexandra,0-1,0-0,Port Vale FC,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Mansfield Town,2-3,1-1,Colchester United,,2019-11-02T15:00Z
17,Sat Nov 2 2019,15:00,GMT/+0000,Morecambe FC,1-0,0-0,Leyton Orient,,2019-11-02T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Salford City,2-3,1-1,Swindon Town,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Port Vale FC,2-1,0-1,Carlisle United,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Northampton Town,4-1,3-1,Crewe Alexandra,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Walsall FC,2-1,2-0,Cambridge United,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Macclesfield Town,0-0,0-0,Mansfield Town,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Crawley Town,1-1,1-0,Morecambe FC,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Exeter City,0-0,0-0,Cheltenham Town,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Forest Green Rovers,0-1,0-1,Plymouth Argyle,,2019-11-16T15:00Z
18,Sat Nov 16 2019,15:00,GMT/+0000,Leyton Orient,0-2,0-1,Scunthorpe United,,2019-11-16T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Plymouth Argyle,2-1,2-0,Bradford City,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Swindon Town,1-0,1-0,Mansfield Town,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Scunthorpe United,2-1,1-1,Port Vale FC,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Salford City,0-0,0-0,Macclesfield Town,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Northampton Town,2-0,2-0,Grimsby Town,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Newport County,0-1,0-1,Oldham Athletic,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Leyton Orient,2-4,0-3,Forest Green Rovers,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Crewe Alexandra,5-0,3-0,Morecambe FC,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Carlisle United,0-0,0-0,Cambridge United,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Cheltenham Town,1-1,0-1,Colchester United,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Crawley Town,0-1,0-0,Exeter City,,2019-11-23T15:00Z
19,Sat Nov 23 2019,15:00,GMT/+0000,Walsall FC,0-0,0-0,Stevenage FC,,2019-11-23T15:00Z
16,Tue Nov 26 2019,19:45,GMT/+0000,Grimsby Town,0-0,0-0,Cheltenham Town,,2019-11-26T19:45Z
16,Tue Nov 26 2019,19:45,GMT/+0000,Forest Green Rovers,0-0,0-0,Crewe Alexandra,,2019-11-26T19:45Z
