Round,Date,Time,Team 1,FT,HT,Team 2
33,Fri Jul 10 2020,21:00,AS Livorno,,,US Cremonese
33,Fri Jul 10 2020,21:00,AS Cittadella,,,FC Crotone
33,Fri Jul 10 2020,21:00,Empoli FC,,,Frosinone Calcio
33,Fri Jul 10 2020,21:00,Pescara Calcio,,,AC Perugia Calcio
33,Fri Jul 10 2020,21:00,Pordenone Calcio,,,AC Pisa
33,Fri Jul 10 2020,21:00,Ascoli Calcio,,,US Salernitana 1919
33,Fri Jul 10 2020,21:00,Chievo Verona,,,Trapani Calcio
33,Fri Jul 10 2020,21:00,Benevento Calcio,,,Venezia FC
34,Mon Jul 13 2020,18:45,Cosenza Calcio,,,AC Perugia Calcio
34,Mon Jul 13 2020,21:00,Trapani Calcio,,,Benevento Calcio
34,Mon Jul 13 2020,21:00,US Cremonese,,,Chievo Verona
34,Mon Jul 13 2020,21:00,US Salernitana 1919,,,AS Cittadella
34,Mon Jul 13 2020,21:00,AS Livorno,,,Spezia Calcio
34,Mon Jul 13 2020,21:00,Frosinone Calcio,,,SS Juve Stabia
34,Mon Jul 13 2020,21:00,Venezia FC,,,Pescara Calcio
34,Mon Jul 13 2020,21:00,Virtus Entella,,,AC Pisa
34,Mon Jul 13 2020,21:00,FC Crotone,,,Pordenone Calcio
34,Mon Jul 13 2020,21:00,Ascoli Calcio,,,Empoli FC
35,Fri Jul 17 2020,18:45,Pescara Calcio,,,Frosinone Calcio
35,Fri Jul 17 2020,21:00,AS Cittadella,,,Ascoli Calcio
35,Fri Jul 17 2020,21:00,SS Juve Stabia,,,Chievo Verona
35,Fri Jul 17 2020,21:00,Pordenone Calcio,,,Cosenza Calcio
35,Fri Jul 17 2020,21:00,AC Perugia Calcio,,,US Cremonese
35,Fri Jul 17 2020,21:00,Benevento Calcio,,,AS Livorno
35,Fri Jul 17 2020,21:00,FC Crotone,,,US Salernitana 1919
35,Fri Jul 17 2020,21:00,AC Pisa,,,Trapani Calcio
35,Fri Jul 17 2020,21:00,Spezia Calcio,,,Venezia FC
35,Fri Jul 17 2020,21:00,Empoli FC,,,Virtus Entella
36,Fri Jul 24 2020,18:45,AS Livorno,,,FC Crotone
36,Fri Jul 24 2020,21:00,Frosinone Calcio,,,Benevento Calcio
36,Fri Jul 24 2020,21:00,Chievo Verona,,,AS Cittadella
36,Fri Jul 24 2020,21:00,US Salernitana 1919,,,Empoli FC
36,Fri Jul 24 2020,21:00,US Cremonese,,,Spezia Calcio
36,Fri Jul 24 2020,21:00,Virtus Entella,,,AC Perugia Calcio
36,Fri Jul 24 2020,21:00,Trapani Calcio,,,Pescara Calcio
36,Fri Jul 24 2020,21:00,Cosenza Calcio,,,AC Pisa
36,Fri Jul 24 2020,21:00,Ascoli Calcio,,,Pordenone Calcio
36,Fri Jul 24 2020,21:00,Venezia FC,,,SS Juve Stabia
37,Mon Jul 27 2020,21:00,Spezia Calcio,,,Virtus Entella
37,Mon Jul 27 2020,21:00,Benevento Calcio,,,Chievo Verona
37,Mon Jul 27 2020,21:00,Empoli FC,,,Cosenza Calcio
37,Mon Jul 27 2020,21:00,SS Juve Stabia,,,US Cremonese
37,Mon Jul 27 2020,21:00,FC Crotone,,,Frosinone Calcio
37,Mon Jul 27 2020,21:00,Pescara Calcio,,,AS Livorno
37,Mon Jul 27 2020,21:00,Pordenone Calcio,,,US Salernitana 1919
37,Mon Jul 27 2020,21:00,AC Perugia Calcio,,,Trapani Calcio
37,Mon Jul 27 2020,21:00,AS Cittadella,,,Venezia FC
37,Mon Jul 27 2020,21:00,AC Pisa,,,Ascoli Calcio
38,Fri Jul 31 2020,21:00,Ascoli Calcio,,,Benevento Calcio
38,Fri Jul 31 2020,21:00,Virtus Entella,,,AS Cittadella
38,Fri Jul 31 2020,21:00,Trapani Calcio,,,FC Crotone
38,Fri Jul 31 2020,21:00,AS Livorno,,,Empoli FC
38,Fri Jul 31 2020,21:00,Cosenza Calcio,,,SS Juve Stabia
38,Fri Jul 31 2020,21:00,Venezia FC,,,AC Perugia Calcio
38,Fri Jul 31 2020,21:00,Chievo Verona,,,Pescara Calcio
38,Fri Jul 31 2020,21:00,Frosinone Calcio,,,AC Pisa
38,Fri Jul 31 2020,21:00,US Cremonese,,,Pordenone Calcio
38,Fri Jul 31 2020,21:00,US Salernitana 1919,,,Spezia Calcio
