Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
41,Sat Apr 4 2020,,,Wycombe Wanderers,(*),,Rotherham United,cancelled,
42,Fri Apr 10 2020,,,Southend United,(*),,Wycombe Wanderers,cancelled,
42,Fri Apr 10 2020,,,Blackpool FC,(*),,Rochdale AFC,cancelled,
42,Fri Apr 10 2020,,,Rotherham United,(*),,Portsmouth FC,cancelled,
42,Fri Apr 10 2020,,,AFC Wimbledon,(*),,Sunderland AFC,cancelled,
42,Fri Apr 10 2020,,,Accrington Stanley,(*),,Fleetwood Town,cancelled,
42,Fri Apr 10 2020,,,Peterborough United,(*),,Milton Keynes Dons,cancelled,
42,Fri Apr 10 2020,,,Burton Albion,(*),,Shrewsbury Town,cancelled,
42,Fri Apr 10 2020,,,Gillingham FC,(*),,Coventry City,cancelled,
42,Fri Apr 10 2020,,,Ipswich Town,(*),,Bolton Wanderers,cancelled,
42,Fri Apr 10 2020,,,Lincoln City,(*),,Doncaster Rovers,cancelled,
42,Fri Apr 10 2020,,,Oxford United,(*),,Bristol Rovers,cancelled,
43,Mon Apr 13 2020,,,Wycombe Wanderers,(*),,AFC Wimbledon,cancelled,
43,Mon Apr 13 2020,,,Tranmere Rovers,(*),,Rotherham United,cancelled,
43,Mon Apr 13 2020,,,Sunderland AFC,(*),,Peterborough United,cancelled,
43,Mon Apr 13 2020,,,Bristol Rovers,(*),,Burton Albion,cancelled,
43,Mon Apr 13 2020,,,Coventry City,(*),,Oxford United,cancelled,
43,Mon Apr 13 2020,,,Fleetwood Town,(*),,Lincoln City,cancelled,
43,Mon Apr 13 2020,,,Milton Keynes Dons,(*),,Accrington Stanley,cancelled,
43,Mon Apr 13 2020,,,Portsmouth FC,(*),,Blackpool FC,cancelled,
43,Mon Apr 13 2020,,,Rochdale AFC,(*),,Southend United,cancelled,
43,Mon Apr 13 2020,,,Shrewsbury Town,(*),,Ipswich Town,cancelled,
43,Tue Apr 14 2020,,,Bolton Wanderers,(*),,Gillingham FC,cancelled,
44,Sat Apr 18 2020,,,Southend United,(*),,Portsmouth FC,cancelled,
44,Sat Apr 18 2020,,,Rotherham United,(*),,Doncaster Rovers,cancelled,
44,Sat Apr 18 2020,,,Peterborough United,(*),,Shrewsbury Town,cancelled,
44,Sat Apr 18 2020,,,AFC Wimbledon,(*),,Milton Keynes Dons,cancelled,
44,Sat Apr 18 2020,,,Accrington Stanley,(*),,Bristol Rovers,cancelled,
44,Sat Apr 18 2020,,,Blackpool FC,(*),,Coventry City,cancelled,
44,Sat Apr 18 2020,,,Burton Albion,(*),,Sunderland AFC,cancelled,
44,Sat Apr 18 2020,,,Gillingham FC,(*),,Tranmere Rovers,cancelled,
44,Sat Apr 18 2020,,,Ipswich Town,(*),,Rochdale AFC,cancelled,
44,Sat Apr 18 2020,,,Lincoln City,(*),,Wycombe Wanderers,cancelled,
44,Sat Apr 18 2020,,,Oxford United,(*),,Fleetwood Town,cancelled,
41,Tue Apr 21 2020,,,Portsmouth FC,(*),,Bristol Rovers,cancelled,
36,Tue Apr 21 2020,,,Tranmere Rovers,(*),,Fleetwood Town,cancelled,
29,Tue Apr 21 2020,,,Shrewsbury Town,(*),,Bolton Wanderers,cancelled,
45,Sat Apr 25 2020,,,Bolton Wanderers,(*),,Rotherham United,cancelled,
45,Sat Apr 25 2020,,,Bristol Rovers,(*),,Lincoln City,cancelled,
45,Sat Apr 25 2020,,,Coventry City,(*),,Burton Albion,cancelled,
45,Sat Apr 25 2020,,,Doncaster Rovers,(*),,Ipswich Town,cancelled,
45,Sat Apr 25 2020,,,Fleetwood Town,(*),,Southend United,cancelled,
45,Sat Apr 25 2020,,,Milton Keynes Dons,(*),,Blackpool FC,cancelled,
45,Sat Apr 25 2020,,,Rochdale AFC,(*),,Peterborough United,cancelled,
45,Sat Apr 25 2020,,,Shrewsbury Town,(*),,AFC Wimbledon,cancelled,
45,Sat Apr 25 2020,,,Sunderland AFC,(*),,Accrington Stanley,cancelled,
45,Sat Apr 25 2020,,,Tranmere Rovers,(*),,Oxford United,cancelled,
45,Sat Apr 25 2020,,,Wycombe Wanderers,(*),,Gillingham FC,cancelled,
46,Sun May 3 2020,,,AFC Wimbledon,(*),,Coventry City,cancelled,
46,Sun May 3 2020,,,Accrington Stanley,(*),,Wycombe Wanderers,cancelled,
46,Sun May 3 2020,,,Blackpool FC,(*),,Doncaster Rovers,cancelled,
46,Sun May 3 2020,,,Burton Albion,(*),,Portsmouth FC,cancelled,
46,Sun May 3 2020,,,Gillingham FC,(*),,Bristol Rovers,cancelled,
46,Sun May 3 2020,,,Ipswich Town,(*),,Milton Keynes Dons,cancelled,
46,Sun May 3 2020,,,Lincoln City,(*),,Rochdale AFC,cancelled,
46,Sun May 3 2020,,,Oxford United,(*),,Bolton Wanderers,cancelled,
46,Sun May 3 2020,,,Peterborough United,(*),,Tranmere Rovers,cancelled,
46,Sun May 3 2020,,,Rotherham United,(*),,Sunderland AFC,cancelled,
46,Sun May 3 2020,,,Southend United,(*),,Shrewsbury Town,cancelled,
