Round,Date,Time,Team 1,FT,HT,Team 2
5,Sun Sep 15 2019,20:00,CD Lugo,2-0,2-0,CF Fuenlabrada
5,Sun Sep 15 2019,21:00,Sporting Gijón,1-1,1-0,Deportivo La Coruña
6,Tue Sep 17 2019,19:00,UD Almería,3-1,1-0,Girona FC
6,Tue Sep 17 2019,19:00,Málaga CF,1-1,1-0,Rayo Vallecano
6,Tue Sep 17 2019,21:00,AD Alcorcón,3-0,1-0,Cádiz CF
6,Tue Sep 17 2019,19:00,Racing Santander,4-0,2-0,CD Mirandés
6,Wed Sep 18 2019,19:00,SD Huesca,0-1,0-1,Albacete
6,Wed Sep 18 2019,19:00,CD Lugo,2-2,2-0,SD Ponferradina
6,Wed Sep 18 2019,21:00,Deportivo La Coruña,3-3,0-1,CD Numancia
6,Thu Sep 19 2019,19:00,Elche CF,1-1,1-0,CD Tenerife
6,Thu Sep 19 2019,19:00,Real Oviedo,1-1,0-0,Extremadura UD
6,Thu Sep 19 2019,22:00,UD Las Palmas,1-0,0-0,Sporting Gijón
7,Fri Sep 20 2019,21:00,CD Mirandés,2-2,2-1,AD Alcorcón
7,Sat Sep 21 2019,20:00,Rayo Vallecano,1-1,0-0,UD Almería
7,Sat Sep 21 2019,20:30,Albacete,1-0,0-0,Málaga CF
7,Sat Sep 21 2019,18:00,Real Zaragoza,0-0,0-0,CD Lugo
7,Sat Sep 21 2019,16:00,Cádiz CF,0-0,0-0,Deportivo La Coruña
7,Sun Sep 22 2019,20:00,CD Tenerife,0-1,0-0,CF Fuenlabrada
7,Sun Sep 22 2019,12:00,SD Ponferradina,2-1,0-0,Real Oviedo
7,Sun Sep 22 2019,20:00,Extremadura UD,0-1,0-1,SD Huesca
7,Sun Sep 22 2019,18:00,CD Numancia,1-1,1-1,Elche CF
7,Sun Sep 22 2019,18:00,Sporting Gijón,1-1,1-0,Racing Santander
7,Sun Sep 22 2019,16:00,Girona FC,1-0,0-0,UD Las Palmas
8,Fri Sep 27 2019,21:00,UD Las Palmas,3-2,2-0,Albacete
8,Sat Sep 28 2019,18:00,AD Alcorcón,0-2,0-0,Extremadura UD
8,Sat Sep 28 2019,16:00,CF Fuenlabrada,2-2,0-1,Rayo Vallecano
8,Sat Sep 28 2019,20:00,Elche CF,1-0,1-0,SD Ponferradina
8,Sat Sep 28 2019,18:00,SD Huesca,1-0,1-0,Girona FC
8,Sat Sep 28 2019,20:00,Racing Santander,0-0,0-0,CD Numancia
8,Sun Sep 29 2019,21:00,CD Lugo,1-4,1-2,CD Tenerife
8,Sun Sep 29 2019,12:00,Málaga CF,0-0,0-0,Sporting Gijón
8,Sun Sep 29 2019,16:00,UD Almería,1-2,0-0,Cádiz CF
8,Sun Sep 29 2019,18:30,Real Oviedo,2-2,1-1,Real Zaragoza
8,Sun Sep 29 2019,21:00,Deportivo La Coruña,1-1,0-0,CD Mirandés
9,Tue Oct 1 2019,21:00,Rayo Vallecano,1-1,1-0,AD Alcorcón
9,Tue Oct 1 2019,19:00,Albacete,0-0,0-0,Racing Santander
9,Tue Oct 1 2019,19:00,Extremadura UD,2-0,0-0,Elche CF
9,Tue Oct 1 2019,19:00,CD Numancia,1-0,1-0,CF Fuenlabrada
9,Wed Oct 2 2019,19:00,CD Mirandés,1-1,0-0,CD Lugo
9,Wed Oct 2 2019,19:00,Cádiz CF,1-0,0-0,SD Huesca
9,Wed Oct 2 2019,21:00,CD Tenerife,0-1,0-1,Real Oviedo
9,Wed Oct 2 2019,21:00,SD Ponferradina,0-2,0-1,UD Las Palmas
9,Thu Oct 3 2019,21:00,Girona FC,3-1,2-0,Deportivo La Coruña
9,Thu Oct 3 2019,19:00,Sporting Gijón,4-2,4-1,UD Almería
9,Thu Oct 3 2019,19:00,Real Zaragoza,2-2,1-1,Málaga CF
10,Fri Oct 4 2019,21:00,AD Alcorcón,0-1,0-0,Albacete
10,Sat Oct 5 2019,16:00,CD Lugo,0-2,0-0,UD Las Palmas
10,Sat Oct 5 2019,18:00,Elche CF,1-1,0-0,Rayo Vallecano
10,Sat Oct 5 2019,20:30,CD Tenerife,1-2,1-1,Extremadura UD
10,Sat Oct 5 2019,20:00,SD Ponferradina,2-0,1-0,CD Mirandés
10,Sun Oct 6 2019,12:00,CF Fuenlabrada,2-0,0-0,Sporting Gijón
10,Sun Oct 6 2019,20:30,Racing Santander,0-3,0-1,Girona FC
10,Sun Oct 6 2019,20:00,SD Huesca,2-0,2-0,Málaga CF
10,Sun Oct 6 2019,16:00,Real Zaragoza,0-2,0-0,Cádiz CF
10,Sun Oct 6 2019,18:30,Deportivo La Coruña,0-0,0-0,UD Almería
10,Sun Oct 6 2019,16:00,Real Oviedo,1-1,1-0,CD Numancia
11,Fri Oct 11 2019,21:00,Rayo Vallecano,2-1,1-1,CD Tenerife
11,Sat Oct 12 2019,18:00,Extremadura UD,1-1,1-0,SD Ponferradina
11,Sat Oct 12 2019,12:00,Girona FC,0-2,0-1,Elche CF
11,Sat Oct 12 2019,16:00,UD Almería,0-0,0-0,CD Lugo
11,Sat Oct 12 2019,16:00,Sporting Gijón,1-3,0-3,AD Alcorcón
11,Sat Oct 12 2019,18:00,Málaga CF,1-2,0-1,Cádiz CF
11,Sun Oct 13 2019,21:00,UD Las Palmas,3-0,2-0,Deportivo La Coruña
11,Sun Oct 13 2019,12:00,CD Mirandés,2-1,1-0,CF Fuenlabrada
11,Sun Oct 13 2019,16:00,CD Numancia,0-1,0-0,Real Zaragoza
11,Sun Oct 13 2019,18:00,Albacete,1-2,1-0,Real Oviedo
11,Sun Oct 13 2019,18:00,SD Huesca,1-1,0-0,Racing Santander
6,Wed Oct 16 2019,21:00,CF Fuenlabrada,2-1,1-0,Real Zaragoza
12,Fri Oct 18 2019,21:00,Cádiz CF,2-0,1-0,UD Las Palmas
12,Sat Oct 19 2019,20:00,Extremadura UD,0-3,0-1,Rayo Vallecano
12,Sat Oct 19 2019,16:00,AD Alcorcón,2-2,1-0,UD Almería
12,Sat Oct 19 2019,18:00,Elche CF,0-1,0-1,Sporting Gijón
12,Sat Oct 19 2019,18:00,CD Lugo,3-2,2-0,SD Huesca
12,Sat Oct 19 2019,16:00,SD Ponferradina,1-1,1-0,CD Numancia
12,Sun Oct 20 2019,12:00,CF Fuenlabrada,0-1,0-0,Albacete
12,Sun Oct 20 2019,16:00,Deportivo La Coruña,0-2,0-1,Málaga CF
12,Sun Oct 20 2019,18:00,Real Oviedo,4-2,2-1,Girona FC
12,Sun Oct 20 2019,21:00,Real Zaragoza,1-2,0-1,CD Mirandés
12,Sun Oct 20 2019,18:00,CD Tenerife,3-3,2-1,Racing Santander
13,Fri Oct 25 2019,21:00,Albacete,1-0,0-0,Cádiz CF
13,Sat Oct 26 2019,16:00,Rayo Vallecano,1-3,0-1,SD Ponferradina
13,Sat Oct 26 2019,18:00,CD Mirandés,0-0,0-0,CD Tenerife
13,Sat Oct 26 2019,18:00,Racing Santander,1-1,1-0,Deportivo La Coruña
13,Sat Oct 26 2019,20:00,Málaga CF,2-1,0-0,Real Oviedo
13,Sat Oct 26 2019,20:00,CD Numancia,3-1,1-1,CD Lugo
13,Sun Oct 27 2019,12:00,Girona FC,0-0,0-0,AD Alcorcón
13,Sun Oct 27 2019,21:00,UD Almería,3-2,0-0,Extremadura UD
13,Sun Oct 27 2019,18:00,SD Huesca,2-0,1-0,Elche CF
13,Sun Oct 27 2019,18:00,UD Las Palmas,1-3,0-2,CF Fuenlabrada
13,Sun Oct 27 2019,16:00,Sporting Gijón,4-0,2-0,Real Zaragoza
14,Fri Nov 1 2019,12:00,CD Numancia,1-0,0-0,Albacete
14,Fri Nov 1 2019,16:00,Cádiz CF,3-1,1-0,Sporting Gijón
14,Fri Nov 1 2019,21:00,Real Oviedo,0-0,0-0,UD Almería
14,Fri Nov 1 2019,18:30,SD Ponferradina,1-0,0-0,Málaga CF
14,Sat Nov 2 2019,16:00,CF Fuenlabrada,1-1,1-0,Deportivo La Coruña
14,Sat Nov 2 2019,18:00,AD Alcorcón,1-0,1-0,Racing Santander
14,Sat Nov 2 2019,20:00,CD Tenerife,0-0,0-0,SD Huesca
14,Sun Nov 3 2019,12:00,Extremadura UD,1-3,0-2,Girona FC
14,Sun Nov 3 2019,16:00,CD Lugo,1-0,0-0,Rayo Vallecano
14,Sun Nov 3 2019,18:30,Real Zaragoza,3-0,2-0,UD Las Palmas
14,Sun Nov 3 2019,20:00,Elche CF,4-2,2-1,CD Mirandés
15,Fri Nov 8 2019,21:00,Girona FC,1-0,0-0,CD Tenerife
15,Sat Nov 9 2019,16:00,CD Mirandés,2-0,1-0,Extremadura UD
15,Sat Nov 9 2019,20:00,UD Las Palmas,1-1,1-1,AD Alcorcón
15,Sat Nov 9 2019,18:00,Albacete,0-1,0-0,CD Lugo
15,Sat Nov 9 2019,18:00,Sporting Gijón,0-1,0-1,CD Numancia
15,Sat Nov 9 2019,16:00,SD Huesca,3-1,2-1,Real Oviedo
15,Sun Nov 10 2019,12:00,Deportivo La Coruña,1-3,1-1,Elche CF
15,Sun Nov 10 2019,21:00,Rayo Vallecano,1-1,0-1,Cádiz CF
15,Sun Nov 10 2019,18:00,Málaga CF,0-0,0-0,CF Fuenlabrada
15,Sun Nov 10 2019,18:00,Racing Santander,2-2,0-0,SD Ponferradina
15,Sun Nov 10 2019,16:00,UD Almería,1-1,1-0,Real Zaragoza
16,Sat Nov 16 2019,13:00,CF Fuenlabrada,3-2,1-0,SD Huesca
16,Sat Nov 16 2019,16:00,Extremadura UD,2-0,2-0,Deportivo La Coruña
16,Sat Nov 16 2019,18:30,Elche CF,1-1,0-0,UD Almería
16,Sat Nov 16 2019,18:30,CD Numancia,2-2,1-1,Rayo Vallecano
16,Sat Nov 16 2019,21:00,Real Zaragoza,0-1,0-0,Albacete
16,Sun Nov 17 2019,12:00,SD Ponferradina,1-1,0-0,Girona FC
16,Sun Nov 17 2019,14:00,AD Alcorcón,1-0,1-0,Málaga CF
16,Sun Nov 17 2019,21:00,CD Tenerife,1-1,1-1,Cádiz CF
16,Sun Nov 17 2019,18:30,CD Lugo,1-1,0-1,Racing Santander
16,Sun Nov 17 2019,18:30,CD Mirandés,2-1,2-1,UD Las Palmas
16,Sun Nov 17 2019,16:00,Real Oviedo,0-0,0-0,Sporting Gijón
17,Fri Nov 22 2019,21:00,Sporting Gijón,0-2,0-0,CD Tenerife
17,Sat Nov 23 2019,18:00,Deportivo La Coruña,0-0,0-0,AD Alcorcón
17,Sat Nov 23 2019,16:00,Rayo Vallecano,0-1,0-0,Real Zaragoza
17,Sat Nov 23 2019,18:00,Racing Santander,3-0,1-0,Extremadura UD
17,Sat Nov 23 2019,20:00,SD Huesca,2-0,1-0,SD Ponferradina
17,Sun Nov 24 2019,12:00,UD Almería,2-0,2-0,CD Numancia
17,Sun Nov 24 2019,16:00,Albacete,1-2,1-2,CD Mirandés
17,Sun Nov 24 2019,16:00,Málaga CF,3-3,1-2,Elche CF
17,Sun Nov 24 2019,21:00,Cádiz CF,2-1,1-1,CD Lugo
17,Sun Nov 24 2019,18:00,UD Las Palmas,3-1,2-0,Real Oviedo
17,Sun Nov 24 2019,18:00,Girona FC,2-0,0-0,CF Fuenlabrada
18,Fri Nov 29 2019,21:00,CD Numancia,0-0,0-0,Málaga CF
18,Sat Nov 30 2019,16:00,CD Mirandés,0-0,0-0,Sporting Gijón
18,Sat Nov 30 2019,16:00,AD Alcorcón,0-2,0-0,SD Huesca
18,Sat Nov 30 2019,21:00,Real Zaragoza,3-3,1-2,Girona FC
18,Sat Nov 30 2019,18:00,CD Tenerife,1-3,1-2,UD Almería
18,Sat Nov 30 2019,18:00,SD Ponferradina,1-1,0-1,Albacete
18,Sun Dec 1 2019,12:00,CF Fuenlabrada,1-0,0-0,Cádiz CF
18,Sun Dec 1 2019,16:00,Real Oviedo,2-1,1-1,Rayo Vallecano
18,Sun Dec 1 2019,18:00,Elche CF,2-0,1-0,Racing Santander
18,Sun Dec 1 2019,18:00,CD Lugo,0-0,0-0,Deportivo La Coruña
18,Sun Dec 1 2019,20:00,Extremadura UD,0-1,0-1,UD Las Palmas
19,Fri Dec 6 2019,21:00,Málaga CF,2-0,1-0,CD Tenerife
19,Fri Dec 6 2019,16:00,Racing Santander,2-2,1-0,CF Fuenlabrada
19,Fri Dec 6 2019,18:30,AD Alcorcón,1-3,1-2,Real Oviedo
19,Fri Dec 6 2019,12:00,Albacete,1-1,0-0,Extremadura UD
19,Sat Dec 7 2019,16:00,SD Huesca,0-2,0-1,Rayo Vallecano
19,Sat Dec 7 2019,20:00,UD Almería,3-1,0-1,CD Mirandés
19,Sat Dec 7 2019,18:00,Sporting Gijón,1-0,0-0,SD Ponferradina
19,Sun Dec 8 2019,12:00,Girona FC,3-1,1-0,CD Lugo
19,Sun Dec 8 2019,16:00,Deportivo La Coruña,1-3,0-2,Real Zaragoza
19,Sun Dec 8 2019,18:00,UD Las Palmas,3-1,2-0,CD Numancia
19,Sun Dec 8 2019,21:00,Cádiz CF,0-0,0-0,Elche CF
20,Fri Dec 13 2019,21:00,CD Numancia,2-0,1-0,Girona FC
20,Sat Dec 14 2019,16:00,CD Mirandés,2-0,0-0,SD Huesca
20,Sat Dec 14 2019,21:00,Real Zaragoza,2-0,1-0,Racing Santander
20,Sat Dec 14 2019,18:00,CD Tenerife,0-0,0-0,AD Alcorcón
20,Sat Dec 14 2019,18:00,SD Ponferradina,2-0,2-0,Deportivo La Coruña
20,Sun Dec 15 2019,12:00,Extremadura UD,0-0,0-0,Málaga CF
20,Sun Dec 15 2019,16:00,Real Oviedo,0-2,0-1,Cádiz CF
20,Sun Dec 15 2019,18:00,Elche CF,2-3,2-0,UD Las Palmas
20,Sun Dec 15 2019,20:00,CF Fuenlabrada,2-2,0-0,UD Almería
20,Sun Dec 15 2019,18:00,CD Lugo,1-2,0-1,Sporting Gijón
21,Fri Dec 20 2019,21:00,Deportivo La Coruña,2-1,1-0,CD Tenerife
21,Sat Dec 21 2019,16:00,Málaga CF,1-1,1-0,CD Lugo
21,Sat Dec 21 2019,16:00,Albacete,0-1,0-0,Elche CF
21,Sat Dec 21 2019,18:00,Sporting Gijón,0-1,0-0,Extremadura UD
21,Sat Dec 21 2019,18:00,UD Las Palmas,1-1,1-1,Rayo Vallecano
21,Sat Dec 21 2019,21:00,Cádiz CF,2-4,1-1,CD Numancia
21,Sat Dec 21 2019,20:00,Racing Santander,1-1,1-1,Real Oviedo
21,Sun Dec 22 2019,20:00,Girona FC,0-3,0-1,CD Mirandés
21,Sun Dec 22 2019,12:00,UD Almería,2-3,1-0,SD Ponferradina
21,Sun Dec 22 2019,16:00,SD Huesca,2-1,1-1,Real Zaragoza
21,Sun Dec 22 2019,18:00,AD Alcorcón,1-1,1-0,CF Fuenlabrada
22,Fri Jan 3 2020,19:00,Extremadura UD,0-0,0-0,AD Alcorcón
22,Sat Jan 4 2020,20:00,CD Mirandés,0-0,0-0,Racing Santander
22,Sat Jan 4 2020,13:00,CF Fuenlabrada,0-0,0-0,UD Las Palmas
22,Sat Jan 4 2020,16:00,SD Ponferradina,0-0,0-0,Cádiz CF
22,Sat Jan 4 2020,18:00,CD Lugo,0-4,0-2,UD Almería
22,Sat Jan 4 2020,18:00,CD Tenerife,4-2,2-0,Albacete
22,Sat Jan 4 2020,20:00,Elche CF,1-1,0-0,SD Huesca
22,Sun Jan 5 2020,21:00,Real Oviedo,1-1,1-0,Málaga CF
22,Sun Jan 5 2020,12:00,CD Numancia,0-1,0-0,Deportivo La Coruña
22,Sun Jan 5 2020,16:00,Rayo Vallecano,1-0,1-0,Girona FC
22,Tue Jan 7 2020,21:00,Real Zaragoza,2-0,1-0,Sporting Gijón
23,Tue Jan 14 2020,19:00,Sporting Gijón,1-0,0-0,Elche CF
23,Tue Jan 14 2020,20:00,Málaga CF,1-0,1-0,SD Ponferradina
23,Tue Jan 14 2020,21:30,UD Las Palmas,0-1,0-0,Real Zaragoza
23,Tue Jan 14 2020,19:00,Albacete,1-1,1-0,CF Fuenlabrada
23,Wed Jan 15 2020,21:00,Cádiz CF,3-3,1-1,CD Mirandés
23,Wed Jan 15 2020,19:00,AD Alcorcón,2-2,0-0,CD Numancia
23,Wed Jan 15 2020,19:00,SD Huesca,2-1,2-1,CD Tenerife
23,Wed Jan 15 2020,20:00,Rayo Vallecano,1-0,1-0,CD Lugo
23,Thu Jan 16 2020,20:00,Girona FC,3-1,2-0,Extremadura UD
23,Thu Jan 16 2020,19:00,Deportivo La Coruña,2-1,1-1,Racing Santander
23,Thu Jan 16 2020,21:00,UD Almería,2-0,0-0,Real Oviedo
24,Fri Jan 17 2020,21:00,CF Fuenlabrada,0-0,0-0,Málaga CF
24,Sat Jan 18 2020,16:00,CD Numancia,2-0,1-0,Sporting Gijón
24,Sat Jan 18 2020,18:15,SD Ponferradina,1-1,0-0,Rayo Vallecano
24,Sat Jan 18 2020,18:15,CD Lugo,1-0,0-0,Albacete
24,Sun Jan 19 2020,16:00,Deportivo La Coruña,1-0,0-0,Cádiz CF
24,Sun Jan 19 2020,12:00,Elche CF,1-1,1-0,AD Alcorcón
24,Sun Jan 19 2020,20:30,CD Tenerife,1-0,1-0,Girona FC
24,Sun Jan 19 2020,18:15,Real Oviedo,1-1,0-0,SD Huesca
24,Sun Jan 19 2020,18:15,Racing Santander,1-1,0-0,UD Las Palmas
24,Sun Jan 19 2020,20:30,Extremadura UD,1-2,1-1,UD Almería
25,Fri Jan 24 2020,21:00,Cádiz CF,1-0,0-0,Racing Santander
25,Sat Jan 25 2020,21:00,Real Zaragoza,1-0,0-0,CD Numancia
25,Sat Jan 25 2020,16:00,Sporting Gijón,1-0,1-0,CF Fuenlabrada
25,Sat Jan 25 2020,16:00,SD Huesca,2-1,0-1,CD Lugo
25,Sat Jan 25 2020,18:15,UD Las Palmas,0-0,0-0,CD Tenerife
25,Sun Jan 26 2020,18:15,AD Alcorcón,3-1,2-0,SD Ponferradina
25,Sun Jan 26 2020,18:15,Rayo Vallecano,1-1,0-0,Extremadura UD
25,Sun Jan 26 2020,12:00,Málaga CF,2-2,1-0,CD Mirandés
25,Sun Jan 26 2020,20:30,Girona FC,1-1,0-0,Real Oviedo
25,Sun Jan 26 2020,16:00,UD Almería,0-2,0-0,Elche CF
25,Sun Jan 26 2020,16:00,Albacete,0-1,0-1,Deportivo La Coruña
26,Fri Jan 31 2020,21:00,CD Tenerife,2-1,2-0,Sporting Gijón
26,Sat Feb 1 2020,18:15,SD Ponferradina,3-1,2-0,SD Huesca
26,Sat Feb 1 2020,21:00,Elche CF,2-0,1-0,Málaga CF
26,Sat Feb 1 2020,16:00,Extremadura UD,1-0,1-0,CD Lugo
26,Sat Feb 1 2020,18:15,Deportivo La Coruña,2-1,1-0,UD Las Palmas
26,Sun Feb 2 2020,20:30,Racing Santander,1-1,0-1,AD Alcorcón
26,Sun Feb 2 2020,20:30,Real Oviedo,3-1,1-1,Albacete
26,Sun Feb 2 2020,12:00,CF Fuenlabrada,0-1,0-1,Girona FC
26,Sun Feb 2 2020,16:00,Cádiz CF,1-1,0-0,Real Zaragoza
26,Sun Feb 2 2020,18:15,CD Numancia,1-1,0-0,UD Almería
26,Sun Feb 2 2020,18:15,CD Mirandés,0-0,0-0,Rayo Vallecano
27,Fri Feb 7 2020,21:00,UD Almería,0-1,0-1,Racing Santander
27,Sat Feb 8 2020,18:15,UD Las Palmas,1-2,0-1,Cádiz CF
27,Sat Feb 8 2020,16:00,Extremadura UD,2-4,0-2,CD Tenerife
27,Sat Feb 8 2020,21:00,Real Zaragoza,0-0,0-0,CF Fuenlabrada
27,Sat Feb 8 2020,16:00,Girona FC,1-0,0-0,SD Huesca
27,Sun Feb 9 2020,12:00,Albacete,1-1,0-1,SD Ponferradina
27,Sun Feb 9 2020,20:30,Málaga CF,2-1,0-1,CD Numancia
27,Sun Feb 9 2020,18:15,Rayo Vallecano,1-1,0-1,Real Oviedo
27,Sun Feb 9 2020,12:00,AD Alcorcón,0-1,0-0,Deportivo La Coruña
27,Sun Feb 9 2020,18:15,CD Lugo,2-2,1-0,Elche CF
27,Sun Feb 9 2020,16:00,Sporting Gijón,2-2,1-1,CD Mirandés
28,Fri Feb 14 2020,21:00,Deportivo La Coruña,2-2,1-0,Girona FC
28,Sat Feb 15 2020,18:15,CD Numancia,1-1,0-0,UD Las Palmas
28,Sat Feb 15 2020,21:00,Elche CF,1-2,1-2,Real Zaragoza
28,Sat Feb 15 2020,16:00,SD Huesca,3-2,2-0,UD Almería
28,Sat Feb 15 2020,18:15,Real Oviedo,1-2,0-2,AD Alcorcón
28,Sun Feb 16 2020,20:30,CD Tenerife,0-0,0-0,Rayo Vallecano
28,Sun Feb 16 2020,18:15,Racing Santander,0-2,0-1,Sporting Gijón
28,Sun Feb 16 2020,12:00,CF Fuenlabrada,0-1,0-0,CD Lugo
28,Sun Feb 16 2020,12:00,CD Mirandés,1-1,1-1,Albacete
28,Sun Feb 16 2020,16:00,Cádiz CF,0-1,0-0,Málaga CF
28,Sun Feb 16 2020,18:15,SD Ponferradina,0-0,0-0,Extremadura UD
24,Wed Feb 19 2020,21:00,CD Mirandés,1-1,0-1,Real Zaragoza
29,Fri Feb 21 2020,21:00,Sporting Gijón,1-0,0-0,Cádiz CF
29,Sat Feb 22 2020,16:00,AD Alcorcón,1-1,1-1,UD Las Palmas
29,Sat Feb 22 2020,18:15,CD Tenerife,1-0,1-0,Elche CF
29,Sat Feb 22 2020,16:00,UD Almería,0-0,0-0,CF Fuenlabrada
29,Sat Feb 22 2020,18:15,Girona FC,2-0,2-0,SD Ponferradina
29,Sat Feb 22 2020,20:30,Albacete,2-1,0-1,CD Numancia
29,Sun Feb 23 2020,21:00,Rayo Vallecano,2-0,0-0,SD Huesca
29,Sun Feb 23 2020,12:00,CD Lugo,1-0,1-0,Real Oviedo
29,Sun Feb 23 2020,16:00,Real Zaragoza,3-1,2-1,Deportivo La Coruña
29,Sun Feb 23 2020,18:15,Málaga CF,2-0,2-0,Racing Santander
29,Sun Feb 23 2020,18:15,Extremadura UD,3-2,0-0,CD Mirandés
30,Fri Feb 28 2020,21:00,UD Las Palmas,1-1,0-0,Málaga CF
30,Sat Feb 29 2020,21:00,Racing Santander,2-2,0-0,Real Zaragoza
30,Sat Feb 29 2020,16:00,SD Huesca,2-2,1-1,Extremadura UD
30,Sat Feb 29 2020,16:00,SD Ponferradina,1-0,1-0,Sporting Gijón
30,Sat Feb 29 2020,18:15,Cádiz CF,2-1,1-1,UD Almería
30,Sat Feb 29 2020,20:30,Albacete,1-1,1-1,Rayo Vallecano
30,Sun Mar 1 2020,16:00,Deportivo La Coruña,0-0,0-0,CD Lugo
30,Sun Mar 1 2020,12:00,CD Mirandés,1-1,0-0,Girona FC
30,Sun Mar 1 2020,18:15,Real Oviedo,1-0,0-0,CD Tenerife
30,Sun Mar 1 2020,16:00,Elche CF,2-0,1-0,CD Numancia
30,Sun Mar 1 2020,18:15,CF Fuenlabrada,3-4,1-3,AD Alcorcón
31,Fri Mar 6 2020,21:00,CD Lugo,1-1,0-1,Cádiz CF
31,Sat Mar 7 2020,21:00,UD Almería,4-0,2-0,Deportivo La Coruña
31,Sat Mar 7 2020,16:00,Extremadura UD,1-2,0-1,Real Oviedo
