Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Round 1,Thu Feb 16 2017,22:30,-0200,Fast Clube AM,1-1,0-0,Vila Nova GO,,2017-02-17T00:30Z
Round 1,Thu Feb 16 2017,16:00,-0200,Santo André SP,0-1,0-0,Criciúma SC,,2017-02-16T18:00Z
Round 2,Wed Feb 22 2017,16:00,-0300,Murici AL,0-0,0-0,América MG,5-4,2017-02-22T19:00Z
Round 2,Wed Feb 22 2017,19:30,-0300,Portuguesa SP,0-2,0-0,Boavista RJ,,2017-02-22T22:30Z
Round 2,Wed Feb 22 2017,19:30,-0300,Vitória BA,3-2,2-1,CA Bragantino,,2017-02-22T22:30Z
Round 2,Wed Feb 22 2017,19:30,-0300,Criciúma SC,2-2,1-0,Altos PI,4-3,2017-02-22T22:30Z
Round 2,Wed Feb 22 2017,21:45,-0300,Cruzeiro,6-0,5-0,São Francisco PA,,2017-02-23T00:45Z
Round 2,Wed Feb 22 2017,21:45,-0300,Internacional,4-1,3-0,Oeste SP,,2017-02-23T00:45Z
Round 2,Wed Feb 22 2017,21:45,-0300,Sport Recife PE,3-0,2-0,Sete de Setembro MS,,2017-02-23T00:45Z
Round 2,Thu Feb 23 2017,21:30,-0300,Coritiba PR,0-2,0-1,ASA AL,,2017-02-24T00:30Z
Round 2,Wed Mar 1 2017,19:30,-0300,ABC RN,1-1,0-0,Audax SP,4-1,2017-03-01T22:30Z
Round 2,Wed Mar 1 2017,19:30,-0300,Avaí SC,1-1,0-1,Luverdense MT,2-3,2017-03-01T22:30Z
Round 2,Wed Mar 1 2017,19:30,-0300,Joinville SC,1-0,1-0,São Raimundo PA,,2017-03-01T22:30Z
Round 2,Wed Mar 1 2017,19:30,-0300,PSTC PR,2-4,2-3,São Paulo FC,,2017-03-01T22:30Z
Round 2,Wed Mar 1 2017,19:30,-0300,Sinop MT,1-3,1-0,Fluminense RJ,,2017-03-01T22:30Z
Round 2,Wed Mar 1 2017,20:30,-0300,Gurupi TO,2-0,0-0,Rio Branco AC,,2017-03-01T23:30Z
Round 2,Wed Mar 1 2017,20:30,-0300,Sampaio Corrêa MA,2-0,0-0,Guarani CE,,2017-03-01T23:30Z
Round 2,Wed Mar 1 2017,21:45,-0300,Boa Esporte MG,0-0,0-0,Goiás GO,2-3,2017-03-02T00:45Z
Round 2,Wed Mar 1 2017,21:45,-0300,Brusque SC,0-0,0-0,Corinthians SP,4-5,2017-03-02T00:45Z
Round 2,Wed Mar 1 2017,21:45,-0300,Vila Nova GO,1-2,1-1,Vasco da Gama RJ,,2017-03-02T00:45Z
Round 2,Thu Mar 2 2017,19:30,-0300,Ponte Preta,1-1,1-1,Cuiabá MT,4-5,2017-03-02T22:30Z
Round 2,Wed Mar 8 2017,19:30,-0300,Paraná Clube,2-0,0-0,Bahia BA,,2017-03-08T22:30Z
Round 3,Wed Mar 8 2017,19:30,-0300,Goiás GO,4-0,1-0,Cuiabá MT,,2017-03-08T22:30Z
Round 3,Wed Mar 8 2017,19:30,-0300,São Paulo FC,3-1,1-0,ABC RN,,2017-03-08T22:30Z
Round 3,Wed Mar 8 2017,20:30,-0300,Joinville SC,3-1,1-1,Gurupi TO,,2017-03-08T23:30Z
Round 3,Wed Mar 8 2017,21:45,-0300,Boavista RJ,0-3,0-2,Sport Recife PE,,2017-03-09T00:45Z
Round 3,Wed Mar 8 2017,21:45,-0300,Murici AL,0-2,0-0,Cruzeiro,,2017-03-09T00:45Z
Round 3,Wed Mar 8 2017,21:45,-0300,Sampaio Corrêa MA,1-4,0-1,Internacional,,2017-03-09T00:45Z
Round 3,Thu Mar 9 2017,19:15,-0300,Vasco da Gama RJ,1-1,0-0,Vitória BA,,2017-03-09T22:15Z
Round 3,Thu Mar 9 2017,21:30,-0300,Luverdense MT,0-2,0-2,Corinthians SP,,2017-03-10T00:30Z
Round 3,Thu Mar 9 2017,19:15,-0300,Criciúma SC,1-1,1-1,Fluminense RJ,,2017-03-09T22:15Z
Round 3,Wed Mar 15 2017,21:45,-0300,Internacional,3-0,1-0,Sampaio Corrêa MA,,2017-03-16T00:45Z
Round 3,Wed Mar 15 2017,19:30,-0300,Fluminense RJ,3-2,2-1,Criciúma SC,,2017-03-15T22:30Z
Round 3,Wed Mar 15 2017,19:30,-0300,ABC RN,1-1,1-1,São Paulo FC,,2017-03-15T22:30Z
Round 3,Wed Mar 15 2017,20:30,-0300,Gurupi TO,1-0,0-0,Joinville SC,,2017-03-15T23:30Z
Round 3,Wed Mar 15 2017,21:45,-0300,Sport Recife PE,1-0,1-0,Boavista RJ,,2017-03-16T00:45Z
Round 3,Wed Mar 15 2017,21:45,-0300,Cruzeiro,3-0,2-0,Murici AL,,2017-03-16T00:45Z
Round 3,Thu Mar 16 2017,19:30,-0300,Corinthians SP,1-1,1-0,Luverdense MT,,2017-03-16T22:30Z
Round 3,Thu Mar 16 2017,19:30,-0300,Vitória BA,1-0,0-0,Vasco da Gama RJ,,2017-03-16T22:30Z
Round 3,Thu Mar 16 2017,21:30,-0300,Cuiabá MT,1-1,1-0,Goiás GO,,2017-03-17T00:30Z
Round 3,Thu Mar 16 2017,21:30,-0300,ASA AL,0-0,0-0,Paraná Clube,,2017-03-17T00:30Z
Round 3,Wed Apr 5 2017,20:30,-0300,Paraná Clube,0-0,0-0,ASA AL,4-1,2017-04-05T23:30Z
Round 4,Wed Apr 12 2017,21:45,-0300,Internacional,1-1,0-0,Corinthians SP,,2017-04-13T00:45Z
Round 4,Wed Apr 12 2017,21:45,-0300,Sport Recife PE,2-1,1-0,Joinville SC,,2017-04-13T00:45Z
Round 4,Thu Apr 13 2017,21:30,-0300,Goiás GO,2-1,0-1,Fluminense RJ,,2017-04-14T00:30Z
Round 4,Thu Apr 13 2017,21:30,-0300,São Paulo FC,0-2,0-0,Cruzeiro,,2017-04-14T00:30Z
Round 4,Thu Apr 13 2017,19:15,-0300,Vitória BA,0-2,0-1,Paraná Clube,,2017-04-13T22:15Z
Round 4,Wed Apr 19 2017,19:30,-0300,Paraná Clube,0-0,0-0,Vitória BA,,2017-04-19T22:30Z
Round 4,Wed Apr 19 2017,19:30,-0300,Cruzeiro,1-2,0-1,São Paulo FC,,2017-04-19T22:30Z
Round 4,Wed Apr 19 2017,21:45,-0300,Joinville SC,2-1,0-0,Sport Recife PE,3-4,2017-04-20T00:45Z
Round 4,Wed Apr 19 2017,21:45,-0300,Fluminense RJ,3-0,0-0,Goiás GO,,2017-04-20T00:45Z
Round 4,Wed Apr 19 2017,21:45,-0300,Corinthians SP,1-1,1-0,Internacional,3-4,2017-04-20T00:45Z
Round of 16,Wed Apr 26 2017,21:45,-0300,Botafogo RJ,2-1,0-1,Sport Recife PE,,2017-04-27T00:45Z
Round of 16,Wed Apr 26 2017,19:30,-0300,Santos FC,2-0,0-0,Paysandu PA,,2017-04-26T22:30Z
Round of 16,Wed May 3 2017,21:45,-0300,Cruzeiro,1-0,1-0,Chapecoense,,2017-05-04T00:45Z
Round of 16,Wed May 10 2017,19:30,-0300,Flamengo RJ,0-0,0-0,Atlético Goianiense,,2017-05-10T22:30Z
Round of 16,Wed May 10 2017,21:45,-0300,Santa Cruz PE,0-0,0-0,Athletico Paranaense,,2017-05-11T00:45Z
Round of 16,Wed May 10 2017,21:45,-0300,Paysandu PA,1-3,0-1,Santos FC,,2017-05-11T00:45Z
Round of 16,Wed May 17 2017,21:45,-0300,Grêmio Porto Alegre,3-1,1-1,Fluminense RJ,,2017-05-18T00:45Z
Round of 16,Wed May 17 2017,21:45,-0300,Palmeiras,1-0,1-0,Internacional,,2017-05-18T00:45Z
Round of 16,Wed May 24 2017,21:45,-0300,Atlético Goianiense,1-2,1-1,Flamengo RJ,,2017-05-25T00:45Z
Round of 16,Wed May 24 2017,21:45,-0300,Paraná Clube,3-2,1-1,Atlético Mineiro,,2017-05-25T00:45Z
Round of 16,Wed May 31 2017,19:30,-0300,Athletico Paranaense,2-0,1-0,Santa Cruz PE,,2017-05-31T22:30Z
Round of 16,Wed May 31 2017,19:30,-0300,Fluminense RJ,0-2,0-2,Grêmio Porto Alegre,,2017-05-31T22:30Z
Round of 16,Wed May 31 2017,21:45,-0300,Sport Recife PE,1-1,0-1,Botafogo RJ,,2017-06-01T00:45Z
Round of 16,Wed May 31 2017,21:45,-0300,Atlético Mineiro,2-0,1-0,Paraná Clube,,2017-06-01T00:45Z
Round of 16,Wed May 31 2017,21:45,-0300,Internacional,2-1,1-0,Palmeiras,,2017-06-01T00:45Z
Round of 16,Thu Jun 1 2017,21:30,-0300,Chapecoense,0-0,0-0,Cruzeiro,,2017-06-02T00:30Z
Quarterfinals,Wed Jun 28 2017,19:30,-0300,Grêmio Porto Alegre,4-0,3-0,Athletico Paranaense,,2017-06-28T22:30Z
Quarterfinals,Wed Jun 28 2017,21:45,-0300,Flamengo RJ,2-0,1-0,Santos FC,,2017-06-29T00:45Z
Quarterfinals,Wed Jun 28 2017,21:45,-0300,Palmeiras,3-3,0-3,Cruzeiro,,2017-06-29T00:45Z
Quarterfinals,Thu Jun 29 2017,19:30,-0300,Atlético Mineiro,1-0,1-0,Botafogo RJ,,2017-06-29T22:30Z
Quarterfinals,Wed Jul 26 2017,21:45,-0300,Santos FC,4-2,1-1,Flamengo RJ,,2017-07-27T00:45Z
Quarterfinals,Wed Jul 26 2017,21:45,-0300,Cruzeiro,1-1,0-0,Palmeiras,,2017-07-27T00:45Z
Quarterfinals,Wed Jul 26 2017,19:30,-0300,Botafogo RJ,3-0,2-0,Atlético Mineiro,,2017-07-26T22:30Z
Quarterfinals,Thu Jul 27 2017,21:45,-0300,Athletico Paranaense,2-3,1-1,Grêmio Porto Alegre,,2017-07-28T00:45Z
Semifinals,Wed Aug 16 2017,21:45,-0300,Botafogo RJ,0-0,0-0,Flamengo RJ,,2017-08-17T00:45Z
Semifinals,Wed Aug 16 2017,21:45,-0300,Grêmio Porto Alegre,1-0,1-0,Cruzeiro,,2017-08-17T00:45Z
Semifinals,Wed Aug 23 2017,21:45,-0300,Cruzeiro,1-0,0-0,Grêmio Porto Alegre,3-2,2017-08-24T00:45Z
Semifinals,Wed Aug 23 2017,21:45,-0300,Flamengo RJ,1-0,0-0,Botafogo RJ,,2017-08-24T00:45Z
Final,Thu Sep 7 2017,21:45,-0300,Flamengo RJ,1-1,0-0,Cruzeiro,,2017-09-08T00:45Z
Final,Wed Sep 27 2017,21:45,-0300,Cruzeiro,0-0,0-0,Flamengo RJ,5-3,2017-09-28T00:45Z
