Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Taça Guanabara,3,Sun Jan 26 2020,16:00,-0300,Portuguesa RJ,1-0,0-0,Resende FC RJ,,2020-01-26T19:00Z
Taça Guanabara,4,Tue Jan 28 2020,19:15,-0300,Boavista RJ,3-1,3-0,Madureira RJ,,2020-01-28T22:15Z
Taça Guanabara,4,Wed Jan 29 2020,16:00,-0300,Bangu RJ,0-1,0-0,Volta Redonda RJ,,2020-01-29T19:00Z
Taça Guanabara,4,Wed Jan 29 2020,16:00,-0300,Portuguesa RJ,4-1,3-0,Macaé Esporte RJ,,2020-01-29T19:00Z
Taça Guanabara,4,Wed Jan 29 2020,20:30,-0300,Flamengo RJ,0-1,0-0,Fluminense RJ,,2020-01-29T23:30Z
Taça Guanabara,4,Thu Jan 30 2020,19:15,-0300,Botafogo RJ,2-1,0-1,Resende FC RJ,,2020-01-30T22:15Z
Taça Guanabara,4,Fri Jan 31 2020,11:00,-0300,Vasco da Gama RJ,0-1,0-1,Cabofriense RJ,,2020-01-31T14:00Z
Taça Guanabara,5,Sat Feb 1 2020,19:00,-0300,Fluminense RJ,0-1,0-0,Boavista RJ,,2020-02-01T22:00Z
Taça Guanabara,5,Sat Feb 1 2020,16:00,-0300,Madureira RJ,0-0,0-0,Bangu RJ,,2020-02-01T19:00Z
Taça Guanabara,5,Sun Feb 2 2020,16:00,-0300,Botafogo RJ,1-0,0-0,Vasco da Gama RJ,,2020-02-02T19:00Z
Taça Guanabara,5,Mon Feb 3 2020,20:00,-0300,Resende FC RJ,1-3,0-0,Flamengo RJ,,2020-02-03T23:00Z
Taça Guanabara,5,Mon Feb 3 2020,18:00,-0300,Volta Redonda RJ,2-0,0-0,Portuguesa RJ,,2020-02-03T21:00Z
Taça Guanabara,5,Mon Feb 3 2020,16:00,-0300,Macaé Esporte RJ,1-0,0-0,Cabofriense RJ,,2020-02-03T19:00Z
Taça Guanabara,6,Sat Feb 8 2020,18:00,-0300,Boavista RJ,2-1,2-0,Volta Redonda RJ,,2020-02-08T21:00Z
Taça Guanabara,6,Sat Feb 8 2020,18:00,-0300,Flamengo RJ,2-0,0-0,Madureira RJ,,2020-02-08T21:00Z
Taça Guanabara,6,Sat Feb 8 2020,16:00,-0300,Bangu RJ,1-0,1-0,Macaé Esporte RJ,,2020-02-08T19:00Z
Taça Guanabara,6,Sun Feb 9 2020,16:00,-0300,Portuguesa RJ,2-3,1-2,Vasco da Gama RJ,,2020-02-09T19:00Z
Taça Guanabara,6,Sun Feb 9 2020,16:00,-0300,Cabofriense RJ,2-3,1-1,Resende FC RJ,,2020-02-09T19:00Z
Taça Guanabara,6,Sun Feb 9 2020,16:00,-0300,Fluminense RJ,3-0,3-0,Botafogo RJ,,2020-02-09T19:00Z
Taça Guanabara Finals,Semifinals,Wed Feb 12 2020,20:30,-0300,Fluminense RJ,2-3,0-2,Flamengo RJ,,2020-02-12T23:30Z
Taça Guanabara Finals,Semifinals,Sun Feb 16 2020,16:00,-0300,Boavista RJ,1-1,1-0,Volta Redonda RJ,,2020-02-16T19:00Z
Taça Guanabara Finals,Final,Sat Feb 22 2020,18:00,-0300,Boavista RJ,1-2,1-1,Flamengo RJ,,2020-02-22T21:00Z
Taça Rio,1,Fri Feb 28 2020,16:00,-0300,Bangu RJ,1-0,1-0,Portuguesa RJ,,2020-02-28T19:00Z
Taça Rio,1,Fri Feb 28 2020,19:00,-0300,Volta Redonda RJ,1-0,0-0,Macaé Esporte RJ,,2020-02-28T22:00Z
Taça Rio,1,Sat Feb 29 2020,18:00,-0300,Cabofriense RJ,1-4,1-1,Flamengo RJ,,2020-02-29T21:00Z
Taça Rio,1,Sat Feb 29 2020,19:00,-0300,Resende FC RJ,1-1,1-1,Vasco da Gama RJ,,2020-02-29T22:00Z
Taça Rio,1,Sun Mar 1 2020,19:00,-0300,Botafogo RJ,2-1,1-0,Boavista RJ,,2020-03-01T22:00Z
Taça Rio,1,Sun Mar 1 2020,16:00,-0300,Fluminense RJ,5-1,3-1,Madureira RJ,,2020-03-01T19:00Z
Taça Rio,2,Fri Mar 6 2020,19:15,-0300,Boavista RJ,2-1,1-0,Bangu RJ,,2020-03-06T22:15Z
Taça Rio,2,Sat Mar 7 2020,16:00,-0300,Macaé Esporte RJ,0-3,0-1,Madureira RJ,,2020-03-07T19:00Z
Taça Rio,2,Sat Mar 7 2020,16:00,-0300,Cabofriense RJ,1-4,0-2,Portuguesa RJ,,2020-03-07T19:00Z
Taça Rio,2,Sat Mar 7 2020,18:00,-0300,Flamengo RJ,3-0,0-0,Botafogo RJ,,2020-03-07T21:00Z
Taça Rio,2,Sun Mar 8 2020,18:00,-0300,Fluminense RJ,4-0,1-0,Resende FC RJ,,2020-03-08T21:00Z
Taça Rio,2,Sun Mar 8 2020,16:00,-0300,Volta Redonda RJ,0-0,0-0,Vasco da Gama RJ,,2020-03-08T19:00Z
Taça Rio,3,Sat Mar 14 2020,18:00,-0300,Flamengo RJ,2-1,0-0,Portuguesa RJ,,2020-03-14T21:00Z
Taça Rio,3,Sat Mar 14 2020,19:00,-0300,Boavista RJ,2-0,0-0,Cabofriense RJ,,2020-03-14T22:00Z
Taça Rio,3,Sat Mar 14 2020,16:00,-0300,Resende FC RJ,0-1,0-0,Macaé Esporte RJ,,2020-03-14T19:00Z
Taça Rio,3,Sun Mar 15 2020,18:00,-0300,Vasco da Gama RJ,0-2,0-1,Fluminense RJ,,2020-03-15T21:00Z
Taça Rio,3,Sun Mar 15 2020,16:00,-0300,Botafogo RJ,1-1,1-0,Bangu RJ,,2020-03-15T19:00Z
Taça Rio,3,Mon Mar 16 2020,16:00,-0300,Madureira RJ,2-1,0-0,Volta Redonda RJ,,2020-03-16T19:00Z
Taça Rio,4,Thu Jun 18 2020,21:00,-0300,Bangu RJ,0-3,0-1,Flamengo RJ,,2020-06-19T00:00Z
Taça Rio,4,Fri Jun 19 2020,15:30,-0300,Portuguesa RJ,0-0,0-0,Boavista RJ,,2020-06-19T18:30Z
Taça Rio,4,Sun Jun 28 2020,19:00,-0300,Fluminense RJ,0-3,0-1,Volta Redonda RJ,,2020-06-28T22:00Z
Taça Rio,4,Sun Jun 28 2020,15:15,-0300,Madureira RJ,0-2,0-0,Resende FC RJ,,2020-06-28T18:15Z
Taça Rio,4,Sun Jun 28 2020,11:00,-0300,Botafogo RJ,6-2,2-0,Cabofriense RJ,,2020-06-28T14:00Z
Taça Rio,4,Sun Jun 28 2020,16:00,-0300,Vasco da Gama RJ,3-1,3-1,Macaé Esporte RJ,,2020-06-28T19:00Z
Taça Rio,5,Wed Jul 1 2020,21:30,-0300,Flamengo RJ,2-0,1-0,Boavista RJ,,2020-07-02T00:30Z
Taça Rio,5,Wed Jul 1 2020,15:15,-0300,Bangu RJ,1-0,0-0,Cabofriense RJ,,2020-07-01T18:15Z
Taça Rio,5,Wed Jul 1 2020,21:30,-0300,Portuguesa RJ,0-0,0-0,Botafogo RJ,,2020-07-02T00:30Z
Taça Rio,5,Thu Jul 2 2020,20:00,-0300,Volta Redonda RJ,2-1,0-0,Resende FC RJ,,2020-07-02T23:00Z
Taça Rio,5,Thu Jul 2 2020,20:00,-0300,Vasco da Gama RJ,1-0,0-0,Madureira RJ,,2020-07-02T23:00Z
Taça Rio,5,Thu Jul 2 2020,17:30,-0300,Macaé Esporte RJ,0-0,0-0,Fluminense RJ,,2020-07-02T20:30Z
Taça Rio Finals,Semifinals,Sun Jul 5 2020,16:00,-0300,Fluminense RJ,0-0,0-0,Botafogo RJ,,2020-07-05T19:00Z
Taça Rio Finals,Semifinals,Sun Jul 5 2020,16:00,-0300,Flamengo RJ,2-0,1-0,Volta Redonda RJ,,2020-07-05T19:00Z
Taça Rio Finals,Final,Wed Jul 8 2020,21:30,-0300,Flamengo RJ,1-1,0-1,Fluminense RJ,2-3,2020-07-09T00:30Z
Finals,Final,Sun Jul 12 2020,16:00,-0300,Fluminense RJ,1-2,0-1,Flamengo RJ,,2020-07-12T19:00Z
Finals,Final,Wed Jul 15 2020,21:00,-0300,Flamengo RJ,1-0,0-0,Fluminense RJ,,2020-07-16T00:00Z
