Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
Gruppe A,4,Sat Aug 29 2020,17:00,-0300,Santa Cruz PE,2-0,1-0,Imperatriz MA,2020-08-29T20:00Z
Gruppe A,4,Sat Aug 29 2020,19:00,-0300,Manaus AM,2-1,1-1,Paysandu PA,2020-08-29T22:00Z
Gruppe A,4,Sun Aug 30 2020,18:00,-0300,Remo PA,0-0,0-0,Vila Nova GO,2020-08-30T21:00Z
Gruppe A,4,Sun Aug 30 2020,20:00,-0300,Treze PB,0-3,0-0,Ferroviário CE,2020-08-30T23:00Z
Gruppe B,4,Sun Aug 30 2020,16:00,-0300,São José RS,0-2,0-0,Volta Redonda RJ,2020-08-30T19:00Z
Gruppe B,4,Sun Aug 30 2020,16:00,-0300,Brusque SC,2-0,1-0,Ituano SP,2020-08-30T19:00Z
Gruppe B,4,Sun Aug 30 2020,16:00,-0300,Londrina PR,2-0,0-0,Boa Esporte MG,2020-08-30T19:00Z
Gruppe B,4,Wed Sep 2 2020,16:00,-0300,São Bento SP,1-1,1-0,Ypiranga RS,2020-09-02T19:00Z
Gruppe B,5,Sat Sep 5 2020,16:00,-0300,Ituano SP,2-2,1-1,São José RS,2020-09-05T19:00Z
Gruppe B,5,Sat Sep 5 2020,16:00,-0300,Londrina PR,1-0,0-0,São Bento SP,2020-09-05T19:00Z
Gruppe A,5,Sat Sep 5 2020,19:00,-0300,Vila Nova GO,1-0,1-0,Santa Cruz PE,2020-09-05T22:00Z
Gruppe A,5,Sat Sep 5 2020,17:00,-0300,Imperatriz MA,1-2,0-1,Botafogo PB,2020-09-05T20:00Z
Gruppe B,5,Sun Sep 6 2020,15:30,-0300,Ypiranga RS,2-0,0-0,Tombense MG,2020-09-06T18:30Z
Gruppe B,5,Sun Sep 6 2020,16:00,-0300,Boa Esporte MG,0-1,0-0,Brusque SC,2020-09-06T19:00Z
Gruppe A,5,Sun Sep 6 2020,18:00,-0300,Ferroviário CE,1-1,0-0,Manaus AM,2020-09-06T21:00Z
Gruppe B,5,Sun Sep 6 2020,16:00,-0300,Criciúma SC,1-1,1-1,Volta Redonda RJ,2020-09-06T19:00Z
Gruppe A,5,Wed Sep 9 2020,20:00,-0300,Paysandu PA,1-2,0-1,Jacuipense BA,2020-09-09T23:00Z
Gruppe A,5,Thu Sep 10 2020,20:00,-0300,Treze PB,2-2,0-1,Remo PA,2020-09-10T23:00Z
Gruppe B,6,Thu Sep 10 2020,15:00,-0300,Volta Redonda RJ,1-2,0-1,Ypiranga RS,2020-09-10T18:00Z
Gruppe B,6,Fri Sep 11 2020,20:00,-0300,Ituano SP,2-2,1-1,Criciúma SC,2020-09-11T23:00Z
Gruppe B,6,Sat Sep 12 2020,16:00,-0300,Tombense MG,1-1,1-1,São Bento SP,2020-09-12T19:00Z
Gruppe B,6,Sat Sep 12 2020,15:00,-0300,São José RS,0-0,0-0,Boa Esporte MG,2020-09-12T18:00Z
Gruppe A,6,Sat Sep 12 2020,19:00,-0300,Paysandu PA,6-1,2-1,Imperatriz MA,2020-09-12T22:00Z
Gruppe A,6,Sat Sep 12 2020,17:00,-0300,Botafogo PB,0-0,0-0,Vila Nova GO,2020-09-12T20:00Z
Gruppe A,6,Sun Sep 13 2020,18:00,-0300,Santa Cruz PE,1-0,0-0,Remo PA,2020-09-13T21:00Z
Gruppe A,6,Mon Sep 14 2020,18:00,-0300,Manaus AM,1-1,0-0,Treze PB,2020-09-14T21:00Z
Gruppe A,6,Mon Sep 14 2020,20:00,-0300,Jacuipense BA,0-0,0-0,Ferroviário CE,2020-09-14T23:00Z
Gruppe B,7,Thu Sep 17 2020,20:00,-0300,Londrina PR,1-0,0-0,São José RS,2020-09-17T23:00Z
Gruppe B,7,Sat Sep 19 2020,16:00,-0300,São Bento SP,1-1,0-1,Volta Redonda RJ,2020-09-19T19:00Z
Gruppe A,7,Sat Sep 19 2020,17:00,-0300,Treze PB,0-0,0-0,Jacuipense BA,2020-09-19T20:00Z
Gruppe A,7,Sat Sep 19 2020,19:00,-0300,Manaus AM,0-0,0-0,Santa Cruz PE,2020-09-19T22:00Z
Gruppe B,7,Sun Sep 20 2020,16:00,-0300,Brusque SC,1-0,0-0,Tombense MG,2020-09-20T19:00Z
Gruppe B,7,Sun Sep 20 2020,16:00,-0300,Boa Esporte MG,1-2,0-0,Ituano SP,2020-09-20T19:00Z
Gruppe A,7,Sun Sep 20 2020,20:00,-0300,Ferroviário CE,0-2,0-2,Paysandu PA,2020-09-20T23:00Z
Gruppe B,7,Sun Sep 20 2020,16:00,-0300,Ypiranga RS,2-0,1-0,Criciúma SC,2020-09-20T19:00Z
Gruppe A,7,Sun Sep 20 2020,18:00,-0300,Remo PA,0-0,0-0,Botafogo PB,2020-09-20T21:00Z
Gruppe A,7,Mon Sep 21 2020,20:00,-0300,Vila Nova GO,3-0,1-0,Imperatriz MA,2020-09-21T23:00Z
Gruppe B,8,Fri Sep 25 2020,20:00,-0300,Criciúma SC,2-0,0-0,São José RS,2020-09-25T23:00Z
Gruppe A,8,Sat Sep 26 2020,19:00,-0300,Botafogo PB,1-1,0-0,Paysandu PA,2020-09-26T22:00Z
Gruppe A,8,Sat Sep 26 2020,19:00,-0300,Vila Nova GO,0-0,0-0,Treze PB,2020-09-26T22:00Z
Gruppe A,8,Sat Sep 26 2020,20:00,-0300,Imperatriz MA,1-2,0-1,Ferroviário CE,2020-09-26T23:00Z
Gruppe B,8,Sat Sep 26 2020,16:00,-0300,São Bento SP,1-1,1-0,Boa Esporte MG,2020-09-26T19:00Z
Gruppe B,8,Sun Sep 27 2020,15:00,-0300,Volta Redonda RJ,2-2,1-0,Brusque SC,2020-09-27T18:00Z
Gruppe B,8,Sun Sep 27 2020,15:30,-0300,Ypiranga RS,2-1,0-0,Ituano SP,2020-09-27T18:30Z
Gruppe A,8,Sun Sep 27 2020,18:00,-0300,Remo PA,1-0,0-0,Manaus AM,2020-09-27T21:00Z
Gruppe B,8,Sun Sep 27 2020,16:00,-0300,Tombense MG,2-1,0-1,Londrina PR,2020-09-27T19:00Z
Gruppe A,8,Mon Sep 28 2020,20:00,-0300,Santa Cruz PE,3-3,2-1,Jacuipense BA,2020-09-28T23:00Z
Gruppe B,4,Wed Sep 30 2020,20:00,-0300,Tombense MG,1-0,1-0,Criciúma SC,2020-09-30T23:00Z
Gruppe B,6,Thu Oct 1 2020,20:00,-0300,Brusque SC,2-1,2-1,Londrina PR,2020-10-01T23:00Z
Gruppe B,9,Fri Oct 2 2020,20:00,-0300,Ituano SP,0-0,0-0,São Bento SP,2020-10-02T23:00Z
Gruppe B,9,Sat Oct 3 2020,15:00,-0300,São José RS,2-0,1-0,Ypiranga RS,2020-10-03T18:00Z
Gruppe A,9,Sat Oct 3 2020,17:00,-0300,Treze PB,2-0,2-0,Botafogo PB,2020-10-03T20:00Z
Gruppe A,9,Sat Oct 3 2020,19:00,-0300,Paysandu PA,2-3,0-0,Remo PA,2020-10-03T22:00Z
Gruppe A,9,Sat Oct 3 2020,17:00,-0300,Manaus AM,1-0,0-0,Imperatriz MA,2020-10-03T20:00Z
Gruppe B,9,Sun Oct 4 2020,16:00,-0300,Boa Esporte MG,1-1,0-0,Tombense MG,2020-10-04T19:00Z
Gruppe B,9,Sun Oct 4 2020,16:00,-0300,Londrina PR,1-0,1-0,Volta Redonda RJ,2020-10-04T19:00Z
Gruppe A,9,Sun Oct 4 2020,15:30,-0300,Ferroviário CE,1-3,1-1,Santa Cruz PE,2020-10-04T18:30Z
Gruppe B,9,Mon Oct 5 2020,20:00,-0300,Brusque SC,3-1,2-1,Criciúma SC,2020-10-05T23:00Z
Gruppe A,9,Mon Oct 5 2020,20:00,-0300,Jacuipense BA,0-3,0-2,Vila Nova GO,2020-10-05T23:00Z
Gruppe A,1,Thu Oct 8 2020,20:00,-0300,Treze PB,4-1,2-0,Imperatriz MA,2020-10-08T23:00Z
Gruppe A,10,Sat Oct 10 2020,17:00,-0300,Botafogo PB,2-1,0-0,Ferroviário CE,2020-10-10T20:00Z
Gruppe A,10,Sat Oct 10 2020,19:00,-0300,Remo PA,2-0,0-0,Jacuipense BA,2020-10-10T22:00Z
Gruppe B,10,Sat Oct 10 2020,15:00,-0300,Volta Redonda RJ,0-0,0-0,Boa Esporte MG,2020-10-10T18:00Z
Gruppe B,10,Sat Oct 10 2020,17:00,-0300,Tombense MG,0-0,0-0,Ituano SP,2020-10-10T20:00Z
Gruppe A,10,Sun Oct 11 2020,18:00,-0300,Santa Cruz PE,2-1,1-0,Paysandu PA,2020-10-11T21:00Z
Gruppe A,10,Sun Oct 11 2020,18:00,-0300,Imperatriz MA,1-2,0-1,Treze PB,2020-10-11T21:00Z
Gruppe B,10,Sun Oct 11 2020,15:30,-0300,Ypiranga RS,1-1,1-1,Brusque SC,2020-10-11T18:30Z
Gruppe B,10,Sun Oct 11 2020,20:00,-0300,Criciúma SC,2-1,0-0,Londrina PR,2020-10-11T23:00Z
Gruppe A,10,Mon Oct 12 2020,20:00,-0300,Vila Nova GO,2-1,1-1,Manaus AM,2020-10-12T23:00Z
Gruppe A,2,Wed Oct 14 2020,20:00,-0300,Imperatriz MA,1-2,1-0,Jacuipense BA,2020-10-14T23:00Z
Gruppe B,11,Thu Oct 15 2020,20:00,-0300,Ituano SP,2-0,1-0,Volta Redonda RJ,2020-10-15T23:00Z
Gruppe B,10,Thu Oct 15 2020,20:00,-0300,São Bento SP,2-0,1-0,São José RS,2020-10-15T23:00Z
Gruppe A,11,Sat Oct 17 2020,19:00,-0300,Treze PB,0-1,0-0,Santa Cruz PE,2020-10-17T22:00Z
Gruppe A,11,Sat Oct 17 2020,17:00,-0300,Ferroviário CE,1-0,0-0,Remo PA,2020-10-17T20:00Z
Gruppe B,11,Sun Oct 18 2020,16:00,-0300,Boa Esporte MG,2-0,0-0,Criciúma SC,2020-10-18T19:00Z
Gruppe B,11,Sun Oct 18 2020,16:00,-0300,Brusque SC,1-0,0-0,São Bento SP,2020-10-18T19:00Z
Gruppe A,11,Sun Oct 18 2020,18:00,-0300,Paysandu PA,0-0,0-0,Vila Nova GO,2020-10-18T21:00Z
Gruppe B,11,Sun Oct 18 2020,16:00,-0300,Londrina PR,3-2,2-1,Ypiranga RS,2020-10-18T19:00Z
Gruppe A,11,Sun Oct 18 2020,16:00,-0300,Jacuipense BA,3-1,2-1,Imperatriz MA,2020-10-18T19:00Z
Gruppe A,11,Mon Oct 19 2020,20:00,-0300,Manaus AM,3-2,3-1,Botafogo PB,2020-10-19T23:00Z
Gruppe B,11,Mon Oct 19 2020,16:00,-0300,São José RS,2-2,1-0,Tombense MG,2020-10-19T19:00Z
Gruppe A,12,Sat Oct 24 2020,17:00,-0300,Treze PB,0-1,0-1,Paysandu PA,2020-10-24T20:00Z
Gruppe A,12,Sat Oct 24 2020,19:00,-0300,Remo PA,5-0,4-0,Imperatriz MA,2020-10-24T22:00Z
Gruppe A,12,Sat Oct 24 2020,17:00,-0300,Manaus AM,2-1,1-1,Jacuipense BA,2020-10-24T20:00Z
Gruppe B,12,Sun Oct 25 2020,16:00,-0300,Londrina PR,1-0,0-0,Ituano SP,2020-10-25T19:00Z
Gruppe A,12,Sun Oct 25 2020,18:00,-0300,Santa Cruz PE,1-0,1-0,Botafogo PB,2020-10-25T21:00Z
Gruppe B,12,Sun Oct 25 2020,16:00,-0300,Brusque SC,0-0,0-0,São José RS,2020-10-25T19:00Z
Gruppe B,12,Sun Oct 25 2020,17:00,-0300,Tombense MG,1-0,1-0,Volta Redonda RJ,2020-10-25T20:00Z
Gruppe B,12,Sun Oct 25 2020,15:30,-0300,Ypiranga RS,2-1,2-0,Boa Esporte MG,2020-10-25T18:30Z
Gruppe B,12,Mon Oct 26 2020,18:00,-0300,São Bento SP,0-0,0-0,Criciúma SC,2020-10-26T21:00Z
Gruppe A,12,Mon Oct 26 2020,20:00,-0300,Vila Nova GO,3-0,2-0,Ferroviário CE,2020-10-26T23:00Z
Gruppe B,13,Thu Oct 29 2020,20:00,-0300,Ituano SP,3-1,2-1,Brusque SC,2020-10-29T23:00Z
Gruppe A,13,Sat Oct 31 2020,19:00,-0300,Paysandu PA,1-1,0-0,Manaus AM,2020-10-31T22:00Z
Gruppe A,13,Sat Oct 31 2020,17:00,-0300,Imperatriz MA,1-6,0-1,Santa Cruz PE,2020-10-31T20:00Z
Gruppe A,13,Sun Nov 1 2020,18:00,-0300,Botafogo PB,1-1,0-1,Jacuipense BA,2020-11-01T21:00Z
Gruppe B,13,Sun Nov 1 2020,16:00,-0300,Boa Esporte MG,0-0,0-0,Londrina PR,2020-11-01T19:00Z
Gruppe A,13,Sun Nov 1 2020,18:00,-0300,Vila Nova GO,0-0,0-0,Remo PA,2020-11-01T21:00Z
Gruppe B,13,Sun Nov 1 2020,15:00,-0300,Volta Redonda RJ,3-4,2-2,São José RS,2020-11-01T18:00Z
Gruppe B,13,Sun Nov 1 2020,16:00,-0300,Criciúma SC,0-1,0-0,Tombense MG,2020-11-01T19:00Z
Gruppe A,13,Sun Nov 1 2020,15:30,-0300,Ferroviário CE,0-1,0-0,Treze PB,2020-11-01T18:30Z
Gruppe B,13,Sun Nov 1 2020,16:30,-0300,Ypiranga RS,2-1,1-0,São Bento SP,2020-11-01T19:30Z
Gruppe A,14,Sat Nov 7 2020,17:00,-0300,Manaus AM,1-1,1-1,Ferroviário CE,2020-11-07T20:00Z
Gruppe A,14,Sat Nov 7 2020,17:00,-0300,Botafogo PB,7-0,3-0,Imperatriz MA,2020-11-07T20:00Z
Gruppe B,14,Sat Nov 7 2020,17:00,-0300,Tombense MG,2-0,1-0,Ypiranga RS,2020-11-07T20:00Z
Gruppe B,14,Sat Nov 7 2020,15:00,-0300,Volta Redonda RJ,0-0,0-0,Criciúma SC,2020-11-07T18:00Z
Gruppe B,14,Sat Nov 7 2020,15:00,-0300,São José RS,0-1,0-0,Ituano SP,2020-11-07T18:00Z
Gruppe B,14,Sat Nov 7 2020,16:00,-0300,São Bento SP,1-0,0-0,Londrina PR,2020-11-07T19:00Z
Gruppe A,14,Sat Nov 7 2020,19:00,-0300,Santa Cruz PE,2-0,2-0,Vila Nova GO,2020-11-07T22:00Z
Gruppe A,14,Sun Nov 8 2020,20:00,-0300,Jacuipense BA,0-1,0-1,Paysandu PA,2020-11-08T23:00Z
Gruppe A,14,Sun Nov 8 2020,18:00,-0300,Remo PA,1-0,1-0,Treze PB,2020-11-08T21:00Z
Gruppe B,14,Mon Nov 9 2020,20:00,-0300,Brusque SC,2-2,0-1,Boa Esporte MG,2020-11-09T23:00Z
Gruppe A,15,Fri Nov 13 2020,20:00,-0300,Remo PA,0-2,0-0,Santa Cruz PE,2020-11-13T23:00Z
Gruppe A,15,Sat Nov 14 2020,17:00,-0300,Treze PB,1-1,0-0,Manaus AM,2020-11-14T20:00Z
Gruppe B,15,Sat Nov 14 2020,16:00,-0300,São Bento SP,2-2,2-1,Tombense MG,2020-11-14T19:00Z
Gruppe B,15,Sat Nov 14 2020,19:00,-0300,Londrina PR,2-1,1-0,Brusque SC,2020-11-14T22:00Z
Gruppe A,15,Sat Nov 14 2020,15:00,-0300,Ferroviário CE,0-0,0-0,Jacuipense BA,2020-11-14T18:00Z
Gruppe B,15,Sat Nov 14 2020,16:00,-0300,Ypiranga RS,2-3,0-1,Volta Redonda RJ,2020-11-14T19:00Z
Gruppe B,15,Sat Nov 14 2020,18:00,-0300,Criciúma SC,0-2,0-2,Ituano SP,2020-11-14T21:00Z
Gruppe A,15,Mon Nov 16 2020,20:00,-0300,Imperatriz MA,0-3,0-3,Paysandu PA,2020-11-16T23:00Z
Gruppe B,15,Mon Nov 16 2020,16:00,-0300,Boa Esporte MG,1-0,0-0,São José RS,2020-11-16T19:00Z
Gruppe A,15,Mon Nov 16 2020,18:00,-0300,Vila Nova GO,0-1,0-1,Botafogo PB,2020-11-16T21:00Z
Gruppe B,16,Thu Nov 19 2020,20:00,-0300,Criciúma SC,4-4,3-1,Ypiranga RS,2020-11-19T23:00Z
Gruppe B,16,Sat Nov 21 2020,17:00,-0300,Tombense MG,2-0,0-0,Brusque SC,2020-11-21T20:00Z
Gruppe A,16,Sat Nov 21 2020,17:00,-0300,Imperatriz MA,1-3,1-1,Vila Nova GO,2020-11-21T20:00Z
Gruppe A,16,Sat Nov 21 2020,19:00,-0300,Santa Cruz PE,1-2,0-0,Manaus AM,2020-11-21T22:00Z
Gruppe B,16,Sat Nov 21 2020,16:00,-0300,Ituano SP,4-3,0-0,Boa Esporte MG,2020-11-21T19:00Z
Gruppe A,16,Sun Nov 22 2020,18:00,-0300,Paysandu PA,3-0,1-0,Ferroviário CE,2020-11-22T21:00Z
Gruppe A,16,Sun Nov 22 2020,20:00,-0300,Jacuipense BA,3-2,1-1,Treze PB,2020-11-22T23:00Z
Gruppe B,16,Sun Nov 22 2020,15:00,-0300,São José RS,0-0,0-0,Londrina PR,2020-11-22T18:00Z
Gruppe B,16,Sun Nov 22 2020,15:00,-0300,Volta Redonda RJ,1-1,1-1,São Bento SP,2020-11-22T18:00Z
Gruppe A,16,Mon Nov 23 2020,20:00,-0300,Botafogo PB,0-0,0-0,Remo PA,2020-11-23T23:00Z
Gruppe A,17,Fri Nov 27 2020,20:00,-0300,Paysandu PA,1-0,1-0,Botafogo PB,2020-11-27T23:00Z
Gruppe B,17,Sat Nov 28 2020,16:00,-0300,Ituano SP,1-2,0-2,Ypiranga RS,2020-11-28T19:00Z
Gruppe A,17,Sat Nov 28 2020,19:00,-0300,Manaus AM,0-2,0-0,Remo PA,2020-11-28T22:00Z
Gruppe A,17,Sat Nov 28 2020,18:00,-0300,Ferroviário CE,7-0,4-0,Imperatriz MA,2020-11-28T21:00Z
Gruppe A,17,Sat Nov 28 2020,17:00,-0300,Treze PB,1-1,0-1,Vila Nova GO,2020-11-28T20:00Z
Gruppe B,17,Sat Nov 28 2020,15:00,-0300,Brusque SC,1-8,0-6,Volta Redonda RJ,2020-11-28T18:00Z
Gruppe B,17,Sat Nov 28 2020,16:00,-0300,Londrina PR,2-1,0-1,Tombense MG,2020-11-28T19:00Z
Gruppe B,17,Sat Nov 28 2020,15:00,-0300,São José RS,2-0,1-0,Criciúma SC,2020-11-28T18:00Z
Gruppe B,17,Sat Nov 28 2020,16:00,-0300,Boa Esporte MG,0-1,0-0,São Bento SP,2020-11-28T19:00Z
Gruppe A,17,Mon Nov 30 2020,20:00,-0300,Jacuipense BA,1-0,0-0,Santa Cruz PE,2020-11-30T23:00Z
Gruppe A,18,Sat Dec 5 2020,17:00,-0300,Botafogo PB,1-1,0-1,Treze PB,2020-12-05T20:00Z
Gruppe A,18,Sat Dec 5 2020,17:00,-0300,Remo PA,0-0,0-0,Paysandu PA,2020-12-05T20:00Z
Gruppe A,18,Sat Dec 5 2020,17:00,-0300,Vila Nova GO,1-0,0-0,Jacuipense BA,2020-12-05T20:00Z
Gruppe A,18,Sat Dec 5 2020,17:00,-0300,Imperatriz MA,1-2,1-0,Manaus AM,2020-12-05T20:00Z
Gruppe A,18,Sat Dec 5 2020,17:00,-0300,Santa Cruz PE,3-3,0-0,Ferroviário CE,2020-12-05T20:00Z
Gruppe B,18,Sat Dec 5 2020,19:00,-0300,Ypiranga RS,3-1,1-0,São José RS,2020-12-05T22:00Z
Gruppe B,18,Sat Dec 5 2020,19:00,-0300,Criciúma SC,2-2,2-1,Brusque SC,2020-12-05T22:00Z
Gruppe B,18,Sat Dec 5 2020,19:00,-0300,São Bento SP,0-3,0-1,Ituano SP,2020-12-05T22:00Z
Gruppe B,18,Sat Dec 5 2020,19:00,-0300,Tombense MG,1-1,0-1,Boa Esporte MG,2020-12-05T22:00Z
Gruppe B,18,Sat Dec 5 2020,19:00,-0300,Volta Redonda RJ,2-2,1-1,Londrina PR,2020-12-05T22:00Z
Playoffs,Gruppe D,Sat Dec 12 2020,17:00,-0300,Londrina PR,0-0,0-0,Remo PA,2020-12-12T20:00Z
Playoffs,Gruppe D,Sun Dec 13 2020,18:00,-0300,Paysandu PA,2-1,2-1,Ypiranga RS,2020-12-13T21:00Z
Playoffs,Gruppe C,Sun Dec 13 2020,20:00,-0300,Brusque SC,0-0,0-0,Santa Cruz PE,2020-12-13T23:00Z
Playoffs,Gruppe C,Mon Dec 14 2020,20:00,-0300,Vila Nova GO,1-2,1-1,Ituano SP,2020-12-14T23:00Z
Playoffs,Gruppe C,Sat Dec 19 2020,17:00,-0300,Santa Cruz PE,1-2,0-1,Vila Nova GO,2020-12-19T20:00Z
Playoffs,Gruppe D,Sun Dec 20 2020,20:00,-0300,Ypiranga RS,2-3,2-0,Londrina PR,2020-12-20T23:00Z
Playoffs,Gruppe D,Sun Dec 20 2020,18:00,-0300,Remo PA,3-1,1-1,Paysandu PA,2020-12-20T21:00Z
Playoffs,Gruppe C,Mon Dec 21 2020,20:00,-0300,Ituano SP,1-1,1-1,Brusque SC,2020-12-21T23:00Z
Playoffs,Gruppe C,Sat Dec 26 2020,19:00,-0300,Ituano SP,1-2,1-0,Santa Cruz PE,2020-12-26T22:00Z
Playoffs,Gruppe C,Sat Dec 26 2020,21:00,-0300,Brusque SC,0-0,0-0,Vila Nova GO,2020-12-27T00:00Z
Playoffs,Gruppe D,Sat Dec 26 2020,17:00,-0300,Paysandu PA,3-2,1-0,Londrina PR,2020-12-26T20:00Z
Playoffs,Gruppe D,Sun Dec 27 2020,18:00,-0300,Remo PA,2-1,0-0,Ypiranga RS,2020-12-27T21:00Z
Playoffs,Gruppe C,Sat Jan 2 2021,17:00,-0300,Vila Nova GO,0-3,0-1,Brusque SC,2021-01-02T20:00Z
Playoffs,Gruppe D,Sun Jan 3 2021,20:00,-0300,Ypiranga RS,2-1,1-1,Remo PA,2021-01-03T23:00Z
Playoffs,Gruppe C,Sun Jan 3 2021,18:00,-0300,Santa Cruz PE,1-1,1-0,Ituano SP,2021-01-03T21:00Z
Playoffs,Gruppe D,Mon Jan 4 2021,20:00,-0300,Londrina PR,0-0,0-0,Paysandu PA,2021-01-04T23:00Z
Playoffs,Gruppe C,Sat Jan 9 2021,17:00,-0300,Vila Nova GO,2-1,1-0,Santa Cruz PE,2021-01-09T20:00Z
Playoffs,Gruppe D,Sun Jan 10 2021,18:00,-0300,Paysandu PA,0-1,0-1,Remo PA,2021-01-10T21:00Z
Playoffs,Gruppe D,Sun Jan 10 2021,20:00,-0300,Londrina PR,1-1,1-1,Ypiranga RS,2021-01-10T23:00Z
Playoffs,Gruppe C,Mon Jan 11 2021,20:00,-0300,Brusque SC,4-2,2-2,Ituano SP,2021-01-11T23:00Z
Playoffs,Gruppe D,Sat Jan 16 2021,17:00,-0300,Remo PA,0-1,0-0,Londrina PR,2021-01-16T20:00Z
Playoffs,Gruppe D,Sat Jan 16 2021,17:00,-0300,Ypiranga RS,1-0,0-0,Paysandu PA,2021-01-16T20:00Z
Playoffs,Gruppe C,Sun Jan 17 2021,18:00,-0300,Ituano SP,0-1,0-0,Vila Nova GO,2021-01-17T21:00Z
Playoffs,Gruppe C,Sun Jan 17 2021,18:00,-0300,Santa Cruz PE,3-1,2-0,Brusque SC,2021-01-17T21:00Z
Playoffs,Final,Sat Jan 23 2021,17:00,-0300,Vila Nova GO,5-1,3-1,Remo PA,2021-01-23T20:00Z
Playoffs,Final,Sat Jan 30 2021,17:00,-0300,Remo PA,2-3,2-2,Vila Nova GO,2021-01-30T20:00Z
