Round,Date,Time,Team 1,FT,HT,Team 2
19,Sun Sep 20 2020,16:00,Trelleborgs FF,,,Örgryte IS
19,Sun Sep 20 2020,16:00,Umeå FC,,,Degerfors IF
20,Sun Sep 27 2020,16:00,Dalkurd FF,,,Akropolis IF
20,Sun Sep 27 2020,16:00,Halmstads BK,,,Ljungskile SK
20,Sun Sep 27 2020,16:00,IK Brage,,,Östers IF
20,Sun Sep 27 2020,16:00,Norrby IF,,,Degerfors IF
20,Sun Sep 27 2020,16:00,Örgryte IS,,,GAIS Göteborg
20,Sun Sep 27 2020,16:00,GIF Sundsvall,,,Trelleborgs FF
20,Sun Sep 27 2020,16:00,Umeå FC,,,AFC Eskilstuna
20,Sun Sep 27 2020,16:00,Västerås SK,,,Jönköpings Södra IF
21,Sun Oct 4 2020,16:00,Akropolis IF,,,Umeå FC
21,Sun Oct 4 2020,16:00,Degerfors IF,,,Västerås SK
21,Sun Oct 4 2020,16:00,Jönköpings Södra IF,,,Halmstads BK
21,Sun Oct 4 2020,16:00,Ljungskile SK,,,GAIS Göteborg
21,Sun Oct 4 2020,16:00,Örgryte IS,,,IK Brage
21,Sun Oct 4 2020,16:00,Östers IF,,,Dalkurd FF
21,Sun Oct 4 2020,16:00,GIF Sundsvall,,,AFC Eskilstuna
21,Sun Oct 4 2020,16:00,Trelleborgs FF,,,Norrby IF
22,Sun Oct 11 2020,16:00,AFC Eskilstuna,,,Örgryte IS
22,Sun Oct 11 2020,16:00,Dalkurd FF,,,Ljungskile SK
22,Sun Oct 11 2020,16:00,GAIS Göteborg,,,Halmstads BK
22,Sun Oct 11 2020,16:00,IK Brage,,,Degerfors IF
22,Sun Oct 11 2020,16:00,Norrby IF,,,Östers IF
22,Sun Oct 11 2020,16:00,Trelleborgs FF,,,Akropolis IF
22,Sun Oct 11 2020,16:00,Umeå FC,,,Jönköpings Södra IF
22,Sun Oct 11 2020,16:00,Västerås SK,,,GIF Sundsvall
23,Sun Oct 18 2020,16:00,Akropolis IF,,,AFC Eskilstuna
23,Sun Oct 18 2020,16:00,GAIS Göteborg,,,Norrby IF
23,Sun Oct 18 2020,16:00,Halmstads BK,,,IK Brage
23,Sun Oct 18 2020,16:00,Ljungskile SK,,,Västerås SK
23,Sun Oct 18 2020,16:00,Örgryte IS,,,Dalkurd FF
23,Sun Oct 18 2020,16:00,Östers IF,,,Degerfors IF
23,Sun Oct 18 2020,16:00,GIF Sundsvall,,,Jönköpings Södra IF
23,Sun Oct 18 2020,16:00,Umeå FC,,,Trelleborgs FF
24,Wed Oct 21 2020,16:00,AFC Eskilstuna,,,Trelleborgs FF
24,Wed Oct 21 2020,16:00,Dalkurd FF,,,GIF Sundsvall
24,Wed Oct 21 2020,16:00,Degerfors IF,,,Örgryte IS
24,Wed Oct 21 2020,16:00,IK Brage,,,Ljungskile SK
24,Wed Oct 21 2020,16:00,Jönköpings Södra IF,,,GAIS Göteborg
24,Wed Oct 21 2020,16:00,Norrby IF,,,Halmstads BK
24,Wed Oct 21 2020,16:00,Östers IF,,,Umeå FC
24,Wed Oct 21 2020,16:00,Västerås SK,,,Akropolis IF
25,Sun Oct 25 2020,16:00,AFC Eskilstuna,,,Dalkurd FF
25,Sun Oct 25 2020,16:00,Akropolis IF,,,Norrby IF
25,Sun Oct 25 2020,16:00,Halmstads BK,,,Västerås SK
25,Sun Oct 25 2020,16:00,IK Brage,,,Jönköpings Södra IF
25,Sun Oct 25 2020,16:00,Ljungskile SK,,,GIF Sundsvall
25,Sun Oct 25 2020,16:00,Örgryte IS,,,Östers IF
25,Sun Oct 25 2020,16:00,Trelleborgs FF,,,Degerfors IF
25,Sun Oct 25 2020,16:00,Umeå FC,,,GAIS Göteborg
26,Sun Nov 1 2020,16:00,Dalkurd FF,,,Jönköpings Södra IF
26,Sun Nov 1 2020,16:00,Degerfors IF,,,Akropolis IF
26,Sun Nov 1 2020,16:00,GAIS Göteborg,,,AFC Eskilstuna
26,Sun Nov 1 2020,16:00,Ljungskile SK,,,Umeå FC
26,Sun Nov 1 2020,16:00,Norrby IF,,,IK Brage
26,Sun Nov 1 2020,16:00,Östers IF,,,Halmstads BK
26,Sun Nov 1 2020,16:00,GIF Sundsvall,,,Örgryte IS
26,Sun Nov 1 2020,16:00,Västerås SK,,,Trelleborgs FF
27,Sun Nov 8 2020,16:00,Degerfors IF,,,GAIS Göteborg
27,Sun Nov 8 2020,16:00,Halmstads BK,,,Dalkurd FF
27,Sun Nov 8 2020,16:00,IK Brage,,,Västerås SK
27,Sun Nov 8 2020,16:00,Jönköpings Södra IF,,,Norrby IF
27,Sun Nov 8 2020,16:00,Örgryte IS,,,Akropolis IF
27,Sun Nov 8 2020,16:00,Östers IF,,,AFC Eskilstuna
27,Sun Nov 8 2020,16:00,Trelleborgs FF,,,Ljungskile SK
27,Sun Nov 8 2020,16:00,Umeå FC,,,GIF Sundsvall
28,Sun Nov 22 2020,16:00,AFC Eskilstuna,,,Degerfors IF
28,Sun Nov 22 2020,16:00,Akropolis IF,,,IK Brage
28,Sun Nov 22 2020,16:00,Dalkurd FF,,,Trelleborgs FF
28,Sun Nov 22 2020,16:00,GAIS Göteborg,,,Östers IF
28,Sun Nov 22 2020,16:00,Ljungskile SK,,,Jönköpings Södra IF
28,Sun Nov 22 2020,16:00,Norrby IF,,,Umeå FC
28,Sun Nov 22 2020,16:00,GIF Sundsvall,,,Halmstads BK
28,Sun Nov 22 2020,16:00,Västerås SK,,,Örgryte IS
29,Sun Nov 29 2020,16:00,Degerfors IF,,,GIF Sundsvall
29,Sun Nov 29 2020,16:00,GAIS Göteborg,,,Akropolis IF
29,Sun Nov 29 2020,16:00,Halmstads BK,,,Örgryte IS
29,Sun Nov 29 2020,16:00,IK Brage,,,AFC Eskilstuna
29,Sun Nov 29 2020,16:00,Jönköpings Södra IF,,,Trelleborgs FF
29,Sun Nov 29 2020,16:00,Norrby IF,,,Dalkurd FF
29,Sun Nov 29 2020,16:00,Östers IF,,,Ljungskile SK
29,Sun Nov 29 2020,16:00,Umeå FC,,,Västerås SK
30,Sat Dec 5 2020,16:00,AFC Eskilstuna,,,Norrby IF
30,Sat Dec 5 2020,16:00,Akropolis IF,,,Jönköpings Södra IF
30,Sat Dec 5 2020,16:00,Dalkurd FF,,,GAIS Göteborg
30,Sat Dec 5 2020,16:00,Ljungskile SK,,,Degerfors IF
30,Sat Dec 5 2020,16:00,Örgryte IS,,,Umeå FC
30,Sat Dec 5 2020,16:00,GIF Sundsvall,,,IK Brage
30,Sat Dec 5 2020,16:00,Trelleborgs FF,,,Halmstads BK
30,Sat Dec 5 2020,16:00,Västerås SK,,,Östers IF
