Round,Date,Time,Team 1,FT,HT,Team 2
33,Sat Apr 15 2017,15:00,RC Lens,0-1,0-1,AJ Auxerre
33,Mon Apr 17 2017,20:45,RC Strasbourg,4-2,2-1,AC Ajaccio
34,Fri Apr 21 2017,20:00,Clermont Foot,1-1,0-1,ESTAC Troyes
34,Fri Apr 21 2017,20:00,AJ Auxerre,1-1,1-1,Tours FC
34,Fri Apr 21 2017,20:00,AC Ajaccio,3-1,3-1,Chamois Niortais
34,Fri Apr 21 2017,20:00,Stade Laval,1-2,1-0,RC Strasbourg
34,Fri Apr 21 2017,20:00,Red Star FC,4-1,2-1,FC Bourg-Péronnas
34,Fri Apr 21 2017,20:00,Valenciennes FC,4-0,1-0,US Orléans
34,Fri Apr 21 2017,20:00,FC Sochaux,1-2,1-0,GFC Ajaccio
34,Fri Apr 21 2017,20:00,Stade Reims,1-1,1-0,Nîmes Olympique
34,Sat Apr 22 2017,15:00,Stade Brest,2-3,1-1,Amiens SC
34,Mon Apr 24 2017,20:45,Le Havre AC,1-0,1-0,RC Lens
35,Fri Apr 28 2017,20:00,Nîmes Olympique,0-1,0-0,AJ Auxerre
35,Fri Apr 28 2017,20:00,FC Bourg-Péronnas,0-1,0-1,FC Sochaux
35,Fri Apr 28 2017,20:00,GFC Ajaccio,1-0,1-0,Valenciennes FC
35,Fri Apr 28 2017,20:00,Amiens SC,2-1,0-0,AC Ajaccio
35,Fri Apr 28 2017,20:00,Chamois Niortais,0-3,0-2,Stade Reims
35,Fri Apr 28 2017,20:00,US Orléans,4-0,2-0,Red Star FC
35,Fri Apr 28 2017,20:00,RC Strasbourg,2-0,1-0,Le Havre AC
35,Fri Apr 28 2017,20:00,Tours FC,3-0,2-0,Clermont Foot
35,Sat Apr 29 2017,15:00,ESTAC Troyes,1-0,1-0,Stade Brest
35,Mon May 1 2017,20:45,RC Lens,2-0,0-0,Stade Laval
36,Fri May 5 2017,20:00,AJ Auxerre,2-3,2-1,ESTAC Troyes
36,Fri May 5 2017,20:00,Clermont Foot,2-3,0-1,FC Bourg-Péronnas
36,Fri May 5 2017,20:00,Stade Laval,1-3,0-2,Tours FC
36,Fri May 5 2017,20:00,Le Havre AC,0-0,0-0,Chamois Niortais
36,Fri May 5 2017,20:00,Valenciennes FC,0-0,0-0,Red Star FC
36,Fri May 5 2017,20:00,FC Sochaux,1-2,1-1,Amiens SC
36,Fri May 5 2017,20:00,Stade Reims,0-2,0-1,US Orléans
36,Sat May 6 2017,15:00,Stade Brest,2-3,1-1,Nîmes Olympique
36,Mon May 8 2017,19:00,AC Ajaccio,1-0,0-0,GFC Ajaccio
36,Mon May 8 2017,20:45,RC Lens,1-1,0-0,RC Strasbourg
37,Fri May 12 2017,20:30,Amiens SC,3-0,2-0,Stade Laval
37,Fri May 12 2017,20:30,FC Bourg-Péronnas,1-2,0-1,Stade Brest
37,Fri May 12 2017,20:30,GFC Ajaccio,0-4,0-2,RC Lens
37,Fri May 12 2017,20:30,Nîmes Olympique,3-1,1-1,AC Ajaccio
37,Fri May 12 2017,20:30,Chamois Niortais,2-2,1-1,RC Strasbourg
37,Fri May 12 2017,20:30,US Orléans,2-2,2-2,Clermont Foot
37,Fri May 12 2017,20:30,Red Star FC,1-1,0-1,FC Sochaux
37,Fri May 12 2017,20:30,Tours FC,0-4,0-2,Le Havre AC
37,Fri May 12 2017,20:30,ESTAC Troyes,2-0,2-0,Stade Reims
37,Fri May 12 2017,20:30,Valenciennes FC,0-0,0-0,AJ Auxerre
38,Fri May 19 2017,20:30,AC Ajaccio,3-2,1-0,Tours FC
38,Fri May 19 2017,20:30,AJ Auxerre,1-0,0-0,Red Star FC
38,Fri May 19 2017,20:30,Stade Brest,6-2,3-0,GFC Ajaccio
38,Fri May 19 2017,20:30,Clermont Foot,1-0,0-0,Valenciennes FC
38,Fri May 19 2017,20:30,Stade Laval,1-2,1-0,Nîmes Olympique
38,Fri May 19 2017,20:30,Le Havre AC,4-1,2-1,US Orléans
38,Fri May 19 2017,20:30,RC Lens,3-1,2-0,Chamois Niortais
38,Fri May 19 2017,20:30,Stade Reims,1-2,0-1,Amiens SC
38,Fri May 19 2017,20:30,FC Sochaux,2-3,2-0,ESTAC Troyes
38,Fri May 19 2017,20:30,RC Strasbourg,2-1,2-0,FC Bourg-Péronnas
