Round,Date,Time,Team 1,FT,HT,Team 2
7,Sat Oct 1 2016,15:00,Trapani Calcio,0-2,0-0,AS Cittadella
7,Sat Oct 1 2016,15:00,Frosinone Calcio,1-2,1-1,AC Perugia Calcio
7,Sat Oct 1 2016,15:00,SPAL 2013 Ferrara,3-2,2-1,US Salernitana 1919
7,Sat Oct 1 2016,15:00,Ternana Calcio,0-3,0-3,Hellas Verona
7,Sat Oct 1 2016,15:00,Virtus Entella,4-1,2-0,Vicenza Calcio
7,Sun Oct 2 2016,15:00,AC Cesena,2-2,1-1,Latina Calcio
7,Sun Oct 2 2016,17:30,Ascoli Picchio FC,0-2,0-2,Spezia Calcio
7,Mon Oct 3 2016,20:30,Carpi FC,1-1,1-0,AC Pisa
8,Sat Oct 8 2016,18:00,Novara Calcio,1-0,0-0,Ascoli Picchio FC
8,Sat Oct 8 2016,20:30,AS Cittadella,2-3,1-2,Frosinone Calcio
8,Sun Oct 9 2016,15:00,Latina Calcio,2-0,2-0,Trapani Calcio
8,Sun Oct 9 2016,15:00,FC Bari 1908,1-1,1-1,Virtus Entella
8,Sun Oct 9 2016,17:30,US Salernitana 1919,2-1,2-0,Benevento Calcio
8,Sun Oct 9 2016,15:00,AC Perugia Calcio,3-0,2-0,US Avellino
8,Sun Oct 9 2016,15:00,AC Pisa,0-1,0-0,SPAL 2013 Ferrara
8,Sun Oct 9 2016,15:00,Pro Vercelli,1-0,0-0,Ternana Calcio
8,Sun Oct 9 2016,15:00,Spezia Calcio,0-1,0-0,Carpi FC
8,Sun Oct 9 2016,15:00,Vicenza Calcio,0-0,0-0,AC Cesena
8,Sun Oct 9 2016,12:30,Hellas Verona,2-2,0-1,Brescia Calcio
9,Fri Oct 14 2016,20:30,AC Cesena,1-1,0-0,SPAL 2013 Ferrara
9,Sat Oct 15 2016,15:00,AC Pisa,0-1,0-0,Vicenza Calcio
9,Sat Oct 15 2016,15:00,US Avellino,1-0,0-0,Spezia Calcio
9,Sat Oct 15 2016,15:00,Ascoli Picchio FC,1-4,0-1,Hellas Verona
9,Sat Oct 15 2016,15:00,Carpi FC,2-0,1-0,Latina Calcio
9,Sat Oct 15 2016,15:00,Virtus Entella,3-2,2-2,Benevento Calcio
9,Sat Oct 15 2016,15:00,AC Perugia Calcio,2-0,0-0,AS Cittadella
9,Sat Oct 15 2016,15:00,Brescia Calcio,1-1,0-1,US Salernitana 1919
9,Sun Oct 16 2016,15:00,Frosinone Calcio,3-1,2-0,FC Bari 1908
9,Sun Oct 16 2016,17:30,Pro Vercelli,2-1,0-1,Novara Calcio
9,Mon Oct 17 2016,20:30,Trapani Calcio,2-2,1-0,Ternana Calcio
10,Fri Oct 21 2016,19:00,AS Cittadella,0-1,0-0,Ascoli Picchio FC
10,Fri Oct 21 2016,21:00,Spezia Calcio,2-0,1-0,Brescia Calcio
10,Sat Oct 22 2016,15:00,Benevento Calcio,0-0,0-0,AC Perugia Calcio
10,Sat Oct 22 2016,15:00,FC Bari 1908,3-0,1-0,Trapani Calcio
10,Sat Oct 22 2016,15:00,Latina Calcio,1-1,1-0,AC Pisa
10,Sat Oct 22 2016,15:00,Novara Calcio,1-0,0-0,US Avellino
10,Sat Oct 22 2016,15:00,US Salernitana 1919,1-1,0-1,Virtus Entella
10,Sat Oct 22 2016,15:00,SPAL 2013 Ferrara,3-1,1-0,Carpi FC
10,Sat Oct 22 2016,15:00,Ternana Calcio,1-1,1-0,AC Cesena
10,Sat Oct 22 2016,15:00,Vicenza Calcio,1-1,0-0,Frosinone Calcio
10,Sat Oct 22 2016,15:00,Hellas Verona,3-0,1-0,Pro Vercelli
11,Mon Oct 24 2016,20:30,Spezia Calcio,1-1,0-1,AS Cittadella
11,Tue Oct 25 2016,20:30,Frosinone Calcio,2-1,2-1,SPAL 2013 Ferrara
11,Tue Oct 25 2016,20:30,US Avellino,1-0,1-0,Ternana Calcio
11,Tue Oct 25 2016,20:30,Brescia Calcio,2-1,0-1,Vicenza Calcio
11,Tue Oct 25 2016,20:30,AC Cesena,0-1,0-0,Virtus Entella
11,Tue Oct 25 2016,20:30,Ascoli Picchio FC,0-0,0-0,US Salernitana 1919
11,Tue Oct 25 2016,20:30,Novara Calcio,1-0,1-0,FC Bari 1908
11,Tue Oct 25 2016,20:30,AC Perugia Calcio,0-2,0-1,Carpi FC
11,Tue Oct 25 2016,20:30,AC Pisa,0-0,0-0,Hellas Verona
11,Tue Oct 25 2016,20:30,Trapani Calcio,1-0,1-0,Benevento Calcio
11,Tue Oct 25 2016,20:30,Pro Vercelli,1-1,0-0,Latina Calcio
12,Sat Oct 29 2016,15:00,FC Bari 1908,2-0,1-0,Pro Vercelli
12,Sat Oct 29 2016,15:00,Benevento Calcio,1-0,0-0,Spezia Calcio
12,Sat Oct 29 2016,15:00,Carpi FC,0-2,0-1,Ascoli Picchio FC
12,Sat Oct 29 2016,15:00,AS Cittadella,2-1,1-0,Latina Calcio
12,Sat Oct 29 2016,15:00,Ternana Calcio,4-3,3-2,Novara Calcio
12,Sat Oct 29 2016,15:00,Frosinone Calcio,2-1,1-0,AC Cesena
12,Sat Oct 29 2016,15:00,US Salernitana 1919,0-0,0-0,AC Pisa
12,Sat Oct 29 2016,15:00,Virtus Entella,4-0,1-0,Brescia Calcio
12,Sun Oct 30 2016,15:00,Hellas Verona,2-0,1-0,Trapani Calcio
12,Sun Oct 30 2016,17:30,Vicenza Calcio,1-4,0-3,AC Perugia Calcio
12,Mon Oct 31 2016,20:30,SPAL 2013 Ferrara,3-0,1-0,US Avellino
13,Fri Nov 4 2016,20:30,Brescia Calcio,3-2,2-0,AC Cesena
13,Sat Nov 5 2016,15:00,Novara Calcio,0-1,0-1,SPAL 2013 Ferrara
13,Sat Nov 5 2016,15:00,Latina Calcio,2-1,2-0,FC Bari 1908
13,Sat Nov 5 2016,15:00,AS Cittadella,2-0,1-0,US Salernitana 1919
13,Sat Nov 5 2016,15:00,Trapani Calcio,0-1,0-0,Vicenza Calcio
13,Sat Nov 5 2016,15:00,Pro Vercelli,0-0,0-0,Carpi FC
13,Sat Nov 5 2016,15:00,Spezia Calcio,1-4,1-2,Hellas Verona
13,Sat Nov 5 2016,15:00,AC Pisa,0-1,0-1,AC Perugia Calcio
13,Sun Nov 6 2016,15:00,US Avellino,0-1,0-1,Frosinone Calcio
13,Mon Nov 7 2016,20:30,Ternana Calcio,0-1,0-1,Benevento Calcio
14,Sat Nov 12 2016,18:00,Vicenza Calcio,0-1,0-0,Latina Calcio
14,Sat Nov 12 2016,15:00,SPAL 2013 Ferrara,3-2,2-2,Brescia Calcio
14,Sun Nov 13 2016,15:00,Benevento Calcio,1-0,0-0,AS Cittadella
14,Sun Nov 13 2016,12:30,AC Cesena,2-0,1-0,AC Pisa
14,Sun Nov 13 2016,20:30,FC Bari 1908,1-1,1-0,Spezia Calcio
14,Sun Nov 13 2016,15:00,Carpi FC,1-1,0-0,US Avellino
14,Sun Nov 13 2016,15:00,Virtus Entella,0-0,0-0,Pro Vercelli
14,Sun Nov 13 2016,15:00,Frosinone Calcio,3-1,1-0,Ascoli Picchio FC
14,Sun Nov 13 2016,15:00,AC Perugia Calcio,1-1,0-0,Trapani Calcio
14,Sun Nov 13 2016,15:00,US Salernitana 1919,4-2,3-2,Ternana Calcio
14,Sun Nov 13 2016,15:00,Hellas Verona,0-4,0-1,Novara Calcio
15,Fri Nov 18 2016,20:30,AS Cittadella,5-1,4-1,Hellas Verona
15,Sat Nov 19 2016,15:00,FC Bari 1908,2-0,0-0,Carpi FC
15,Sat Nov 19 2016,15:00,US Avellino,1-0,0-0,AC Pisa
15,Sat Nov 19 2016,15:00,Pro Vercelli,1-1,1-0,Vicenza Calcio
15,Sat Nov 19 2016,15:00,Benevento Calcio,4-0,1-0,Brescia Calcio
15,Sat Nov 19 2016,15:00,Spezia Calcio,1-0,0-0,AC Cesena
15,Sat Nov 19 2016,15:00,Ternana Calcio,3-0,2-0,Virtus Entella
15,Sat Nov 19 2016,15:00,Latina Calcio,1-1,0-0,US Salernitana 1919
15,Sun Nov 20 2016,17:30,Novara Calcio,1-2,0-0,Frosinone Calcio
15,Sun Nov 20 2016,15:00,Ascoli Picchio FC,2-2,0-1,AC Perugia Calcio
15,Mon Nov 21 2016,20:30,Trapani Calcio,1-1,0-1,SPAL 2013 Ferrara
16,Fri Nov 25 2016,20:30,Virtus Entella,1-1,0-1,Spezia Calcio
16,Sat Nov 26 2016,15:00,AC Cesena,3-0,1-0,US Avellino
16,Sat Nov 26 2016,15:00,Brescia Calcio,1-0,0-0,Ascoli Picchio FC
16,Sat Nov 26 2016,15:00,Carpi FC,2-0,2-0,AS Cittadella
16,Sat Nov 26 2016,15:00,Vicenza Calcio,0-0,0-0,Benevento Calcio
16,Sat Nov 26 2016,15:00,Frosinone Calcio,1-1,1-1,Ternana Calcio
16,Sat Nov 26 2016,15:00,AC Perugia Calcio,0-0,0-0,Novara Calcio
16,Sat Nov 26 2016,15:00,SPAL 2013 Ferrara,0-0,0-0,Latina Calcio
16,Sat Nov 26 2016,15:00,AC Pisa,1-0,0-0,Trapani Calcio
16,Sun Nov 27 2016,17:30,Hellas Verona,1-0,0-0,FC Bari 1908
16,Mon Nov 28 2016,20:30,US Salernitana 1919,1-1,1-0,Pro Vercelli
17,Fri Dec 2 2016,20:30,Trapani Calcio,0-1,0-1,Carpi FC
17,Sat Dec 3 2016,15:00,Ternana Calcio,1-0,0-0,Brescia Calcio
17,Sat Dec 3 2016,15:00,US Avellino,1-2,1-1,Ascoli Picchio FC
17,Sat Dec 3 2016,15:00,FC Bari 1908,2-0,1-0,US Salernitana 1919
17,Sat Dec 3 2016,15:00,Spezia Calcio,0-0,0-0,Frosinone Calcio
17,Sat Dec 3 2016,15:00,Latina Calcio,1-1,1-0,Virtus Entella
17,Sat Dec 3 2016,15:00,Novara Calcio,2-1,1-1,Vicenza Calcio
17,Sat Dec 3 2016,15:00,Pro Vercelli,0-0,0-0,AC Pisa
17,Sat Dec 3 2016,15:00,AS Cittadella,1-2,0-1,SPAL 2013 Ferrara
17,Sun Dec 4 2016,15:00,Hellas Verona,2-2,2-1,AC Perugia Calcio
17,Mon Dec 5 2016,20:30,Benevento Calcio,2-1,1-1,AC Cesena
18,Fri Dec 9 2016,20:30,AC Pisa,0-0,0-0,FC Bari 1908
18,Sat Dec 10 2016,15:00,Carpi FC,1-1,0-1,Ternana Calcio
18,Sat Dec 10 2016,15:00,Ascoli Picchio FC,2-2,0-0,Latina Calcio
18,Sat Dec 10 2016,15:00,US Avellino,1-1,1-0,Benevento Calcio
18,Sat Dec 10 2016,15:00,SPAL 2013 Ferrara,2-1,1-1,Spezia Calcio
18,Sat Dec 10 2016,15:00,AC Cesena,3-0,0-0,AS Cittadella
18,Sat Dec 10 2016,15:00,Vicenza Calcio,1-0,0-0,Hellas Verona
18,Sat Dec 10 2016,15:00,Frosinone Calcio,1-3,1-1,US Salernitana 1919
18,Sat Dec 10 2016,15:00,AC Perugia Calcio,1-0,0-0,Pro Vercelli
18,Sat Dec 10 2016,15:00,Virtus Entella,2-2,0-1,Trapani Calcio
18,Sun Dec 11 2016,17:30,Brescia Calcio,0-0,0-0,Novara Calcio
13,Tue Dec 13 2016,20:30,Ascoli Picchio FC,2-1,1-1,Virtus Entella
19,Fri Dec 16 2016,20:30,Trapani Calcio,1-4,0-1,Frosinone Calcio
19,Sat Dec 17 2016,15:00,Novara Calcio,3-1,3-0,AC Cesena
19,Sat Dec 17 2016,15:00,AS Cittadella,1-0,1-0,AC Pisa
19,Sat Dec 17 2016,15:00,Ternana Calcio,1-2,0-1,Vicenza Calcio
19,Sat Dec 17 2016,15:00,FC Bari 1908,2-1,0-1,US Avellino
19,Sat Dec 17 2016,15:00,Pro Vercelli,3-1,0-0,SPAL 2013 Ferrara
19,Sat Dec 17 2016,15:00,US Salernitana 1919,1-2,0-0,Carpi FC
19,Sat Dec 17 2016,15:00,Spezia Calcio,2-1,0-1,AC Perugia Calcio
19,Sat Dec 17 2016,15:00,Latina Calcio,1-1,0-0,Brescia Calcio
19,Sun Dec 18 2016,17:30,Benevento Calcio,0-0,0-0,Ascoli Picchio FC
19,Mon Dec 19 2016,20:30,Hellas Verona,1-0,0-0,Virtus Entella
20,Sat Dec 24 2016,15:00,Carpi FC,1-1,1-1,Hellas Verona
20,Sat Dec 24 2016,15:00,Ascoli Picchio FC,1-1,0-0,FC Bari 1908
20,Sat Dec 24 2016,15:00,Vicenza Calcio,2-0,1-0,AS Cittadella
20,Sat Dec 24 2016,15:00,Brescia Calcio,2-1,1-0,Pro Vercelli
20,Sat Dec 24 2016,12:30,AC Pisa,0-0,0-0,Spezia Calcio
20,Sat Dec 24 2016,15:00,AC Cesena,3-1,2-0,Trapani Calcio
20,Sat Dec 24 2016,15:00,Virtus Entella,4-1,3-0,Novara Calcio
20,Sat Dec 24 2016,15:00,Frosinone Calcio,3-2,1-0,Benevento Calcio
20,Sat Dec 24 2016,15:00,AC Perugia Calcio,1-1,1-1,Latina Calcio
20,Sat Dec 24 2016,15:00,SPAL 2013 Ferrara,4-0,2-0,Ternana Calcio
20,Sat Dec 24 2016,15:00,US Avellino,3-2,2-0,US Salernitana 1919
21,Wed Dec 28 2016,20:30,Spezia Calcio,0-0,0-0,Vicenza Calcio
21,Thu Dec 29 2016,20:30,FC Bari 1908,1-1,0-1,SPAL 2013 Ferrara
21,Fri Dec 30 2016,20:30,AS Cittadella,2-1,1-0,Virtus Entella
21,Fri Dec 30 2016,17:30,Novara Calcio,2-1,2-1,Carpi FC
21,Fri Dec 30 2016,20:30,Benevento Calcio,1-0,1-0,AC Pisa
21,Fri Dec 30 2016,15:00,US Salernitana 1919,2-1,1-0,AC Perugia Calcio
21,Fri Dec 30 2016,20:30,Latina Calcio,0-0,0-0,US Avellino
21,Fri Dec 30 2016,20:30,Pro Vercelli,2-0,1-0,Frosinone Calcio
21,Fri Dec 30 2016,20:30,Ternana Calcio,0-1,0-0,Ascoli Picchio FC
21,Fri Dec 30 2016,20:30,Hellas Verona,3-0,2-0,AC Cesena
21,Fri Dec 30 2016,20:30,Trapani Calcio,0-0,0-0,Brescia Calcio
22,Sat Jan 21 2017,15:00,Trapani Calcio,2-1,1-1,Novara Calcio
22,Sat Jan 21 2017,15:00,Carpi FC,0-0,0-0,Vicenza Calcio
22,Sat Jan 21 2017,15:00,AS Cittadella,2-0,1-0,FC Bari 1908
22,Sat Jan 21 2017,15:00,Virtus Entella,2-1,0-1,Frosinone Calcio
22,Sat Jan 21 2017,15:00,Latina Calcio,2-0,1-0,Hellas Verona
22,Sat Jan 21 2017,15:00,AC Pisa,1-0,1-0,Ternana Calcio
22,Sat Jan 21 2017,15:00,SPAL 2013 Ferrara,2-0,1-0,Benevento Calcio
22,Sat Jan 21 2017,15:00,Brescia Calcio,0-2,0-1,US Avellino
22,Sun Jan 22 2017,17:30,US Salernitana 1919,1-0,1-0,Spezia Calcio
22,Mon Jan 23 2017,20:30,AC Perugia Calcio,3-3,1-0,AC Cesena
23,Fri Jan 27 2017,20:30,Frosinone Calcio,1-0,1-0,Brescia Calcio
23,Sat Jan 28 2017,15:00,FC Bari 1908,0-0,0-0,AC Perugia Calcio
23,Sat Jan 28 2017,15:00,US Avellino,2-2,1-1,Virtus Entella
23,Sat Jan 28 2017,15:00,Vicenza Calcio,1-1,0-0,SPAL 2013 Ferrara
23,Sat Jan 28 2017,15:00,Benevento Calcio,3-0,2-0,Carpi FC
23,Sat Jan 28 2017,15:00,AC Cesena,2-2,1-0,Ascoli Picchio FC
23,Sat Jan 28 2017,15:00,Novara Calcio,1-1,0-0,AC Pisa
23,Sat Jan 28 2017,15:00,Pro Vercelli,1-3,1-0,Trapani Calcio
23,Sat Jan 28 2017,15:00,Ternana Calcio,1-0,0-0,AS Cittadella
23,Sun Jan 29 2017,17:30,Hellas Verona,2-0,1-0,US Salernitana 1919
23,Mon Jan 30 2017,20:30,Spezia Calcio,3-2,2-0,Latina Calcio
24,Fri Feb 3 2017,20:30,Hellas Verona,2-2,1-2,Benevento Calcio
24,Sat Feb 4 2017,15:00,Spezia Calcio,2-0,1-0,Ternana Calcio
24,Sat Feb 4 2017,15:00,AS Cittadella,0-0,0-0,Pro Vercelli
24,Sat Feb 4 2017,18:00,FC Bari 1908,2-1,1-0,Vicenza Calcio
24,Sat Feb 4 2017,15:00,AC Perugia Calcio,3-2,1-1,Brescia Calcio
24,Sat Feb 4 2017,15:00,AC Pisa,1-1,0-0,Virtus Entella
24,Sat Feb 4 2017,15:00,US Salernitana 1919,0-0,0-0,Novara Calcio
24,Sat Feb 4 2017,15:00,SPAL 2013 Ferrara,1-1,0-0,Ascoli Picchio FC
24,Sat Feb 4 2017,15:00,Latina Calcio,0-1,0-1,Frosinone Calcio
24,Sun Feb 5 2017,12:30,Carpi FC,1-2,0-2,AC Cesena
24,Mon Feb 6 2017,20:30,Trapani Calcio,0-0,0-0,US Avellino
25,Fri Feb 10 2017,20:30,Vicenza Calcio,0-1,0-1,US Salernitana 1919
25,Sat Feb 11 2017,15:00,US Avellino,2-0,0-0,Hellas Verona
25,Sat Feb 11 2017,15:00,Ascoli Picchio FC,2-2,2-0,Trapani Calcio
25,Sat Feb 11 2017,18:00,Virtus Entella,0-3,0-3,SPAL 2013 Ferrara
25,Sat Feb 11 2017,15:00,Pro Vercelli,0-2,0-0,Spezia Calcio
25,Sat Feb 11 2017,15:00,Brescia Calcio,1-1,1-1,AC Pisa
25,Sat Feb 11 2017,15:00,AC Cesena,1-1,0-1,FC Bari 1908
25,Sat Feb 11 2017,15:00,Frosinone Calcio,1-0,1-0,Carpi FC
25,Sat Feb 11 2017,15:00,Novara Calcio,1-1,1-0,AS Cittadella
25,Sat Feb 11 2017,15:00,Benevento Calcio,2-1,1-1,Latina Calcio
25,Sun Feb 12 2017,15:00,Ternana Calcio,0-1,0-0,AC Perugia Calcio
22,Tue Feb 14 2017,18:30,Ascoli Picchio FC,3-1,2-0,Pro Vercelli
26,Fri Feb 17 2017,20:30,Latina Calcio,0-1,0-0,Novara Calcio
26,Sat Feb 18 2017,15:00,AS Cittadella,1-3,1-0,US Avellino
26,Sat Feb 18 2017,15:00,Carpi FC,2-1,2-0,Brescia Calcio
26,Sat Feb 18 2017,15:00,FC Bari 1908,3-1,1-1,Ternana Calcio
26,Sat Feb 18 2017,15:00,AC Perugia Calcio,0-0,0-0,Virtus Entella
26,Sat Feb 18 2017,15:00,Pro Vercelli,0-1,0-0,Benevento Calcio
26,Sat Feb 18 2017,15:00,US Salernitana 1919,1-1,1-1,AC Cesena
26,Sat Feb 18 2017,15:00,Spezia Calcio,2-2,2-1,Trapani Calcio
26,Sat Feb 18 2017,15:00,Vicenza Calcio,1-1,0-1,Ascoli Picchio FC
26,Sun Feb 19 2017,15:00,AC Pisa,0-0,0-0,Frosinone Calcio
26,Mon Feb 20 2017,20:30,Hellas Verona,0-0,0-0,SPAL 2013 Ferrara
27,Fri Feb 24 2017,19:00,Brescia Calcio,4-1,4-1,AS Cittadella
27,Fri Feb 24 2017,21:00,Benevento Calcio,3-4,2-3,FC Bari 1908
27,Sat Feb 25 2017,15:00,AC Cesena,1-2,1-1,Pro Vercelli
27,Sat Feb 25 2017,15:00,US Avellino,3-1,2-0,Vicenza Calcio
27,Sat Feb 25 2017,15:00,Ascoli Picchio FC,2-4,1-3,AC Pisa
27,Sat Feb 25 2017,15:00,Virtus Entella,2-0,0-0,Carpi FC
27,Sat Feb 25 2017,15:00,Frosinone Calcio,1-0,1-0,Hellas Verona
27,Sat Feb 25 2017,15:00,Novara Calcio,2-1,2-1,Spezia Calcio
27,Sat Feb 25 2017,15:00,SPAL 2013 Ferrara,2-0,1-0,AC Perugia Calcio
27,Sat Feb 25 2017,15:00,Trapani Calcio,1-0,1-0,US Salernitana 1919
27,Sat Feb 25 2017,15:00,Ternana Calcio,0-1,0-1,Latina Calcio
28,Mon Feb 27 2017,20:30,FC Bari 1908,2-0,1-0,Brescia Calcio
28,Tue Feb 28 2017,20:30,AS Cittadella,3-2,0-1,Trapani Calcio
28,Tue Feb 28 2017,20:30,Latina Calcio,1-1,0-1,AC Cesena
28,Tue Feb 28 2017,20:30,Novara Calcio,1-0,0-0,Benevento Calcio
28,Tue Feb 28 2017,20:30,AC Perugia Calcio,1-1,0-1,Frosinone Calcio
28,Tue Feb 28 2017,20:30,AC Pisa,0-0,0-0,Carpi FC
28,Tue Feb 28 2017,20:30,Pro Vercelli,1-1,0-1,US Avellino
28,Tue Feb 28 2017,20:30,US Salernitana 1919,1-2,0-1,SPAL 2013 Ferrara
28,Tue Feb 28 2017,20:30,Spezia Calcio,2-1,1-0,Ascoli Picchio FC
28,Tue Feb 28 2017,20:30,Vicenza Calcio,2-2,1-0,Virtus Entella
28,Tue Feb 28 2017,20:30,Hellas Verona,2-0,2-0,Ternana Calcio
29,Sat Mar 4 2017,15:00,Ascoli Picchio FC,1-2,1-1,Novara Calcio
29,Sat Mar 4 2017,15:00,US Avellino,0-5,0-2,AC Perugia Calcio
29,Sat Mar 4 2017,15:00,Carpi FC,1-0,1-0,Spezia Calcio
29,Sat Mar 4 2017,15:00,Trapani Calcio,1-1,1-1,Latina Calcio
29,Sat Mar 4 2017,15:00,Virtus Entella,2-0,1-0,FC Bari 1908
29,Sat Mar 4 2017,15:00,SPAL 2013 Ferrara,1-1,1-1,AC Pisa
29,Sat Mar 4 2017,15:00,Ternana Calcio,1-2,1-2,Pro Vercelli
29,Sat Mar 4 2017,15:00,AC Cesena,1-1,1-1,Vicenza Calcio
29,Sun Mar 5 2017,15:00,Brescia Calcio,0-1,0-1,Hellas Verona
