Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
21,Sat Dec 14 2002,15:00,GMT/+0000,Hull City,0-1,Darlington FC,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Kidderminster Harriers,1-2,York City,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Leyton Orient,2-0,Torquay United,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Lincoln City,2-2,Cambridge United,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Macclesfield Town,0-1,Rushden & Diamonds FC,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Rochdale AFC,4-0,Hartlepool United,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Scunthorpe United,0-1,Bury FC,2002-12-14T15:00Z
21,Sat Dec 14 2002,15:00,GMT/+0000,Shrewsbury Town,0-0,AFC Bournemouth,2002-12-14T15:00Z
22,Fri Dec 20 2002,19:45,GMT/+0000,York City,1-1,Lincoln City,2002-12-20T19:45Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Wrexham AFC,0-2,Kidderminster Harriers,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Boston United,6-0,Shrewsbury Town,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,AFC Bournemouth,0-0,Hull City,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Bury FC,1-1,Rochdale AFC,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Cambridge United,3-1,Bristol Rovers,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Darlington FC,0-0,Macclesfield Town,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Hartlepool United,2-2,Scunthorpe United,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Oxford United,2-2,Exeter City,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Rushden & Diamonds FC,1-1,Carlisle United,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Swansea City,0-1,Leyton Orient,2002-12-21T15:00Z
22,Sat Dec 21 2002,15:00,GMT/+0000,Torquay United,3-1,Southend United,2002-12-21T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Shrewsbury Town,4-1,Bury FC,2002-12-26T15:00Z
23,Thu Dec 26 2002,13:00,GMT/+0000,Cambridge United,1-1,Southend United,2002-12-26T13:00Z
23,Thu Dec 26 2002,13:00,GMT/+0000,Carlisle United,2-2,Darlington FC,2002-12-26T13:00Z
23,Thu Dec 26 2002,13:00,GMT/+0000,Swansea City,0-1,Bristol Rovers,2002-12-26T13:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Boston United,3-0,York City,2002-12-26T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Hull City,2-0,Hartlepool United,2002-12-26T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Kidderminster Harriers,3-2,Leyton Orient,2002-12-26T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Macclesfield Town,0-1,Lincoln City,2002-12-26T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Oxford United,3-0,AFC Bournemouth,2002-12-26T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Rochdale AFC,2-2,Wrexham AFC,2002-12-26T15:00Z
23,Thu Dec 26 2002,15:00,GMT/+0000,Scunthorpe United,0-0,Rushden & Diamonds FC,2002-12-26T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,York City,1-1,Hull City,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Rushden & Diamonds FC,0-2,Oxford United,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,AFC Bournemouth,3-3,Rochdale AFC,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Bristol Rovers,1-1,Boston United,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Darlington FC,1-1,Torquay United,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Exeter City,1-1,Macclesfield Town,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Hartlepool United,3-0,Cambridge United,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Leyton Orient,2-1,Carlisle United,2002-12-28T15:00Z
24,Sat Dec 28 2002,15:00,GMT/+0000,Lincoln City,1-0,Swansea City,2002-12-28T15:00Z
24,Sun Dec 29 2002,15:00,GMT/+0000,Bury FC,1-1,Kidderminster Harriers,2002-12-29T15:00Z
24,Sun Dec 29 2002,15:00,GMT/+0000,Southend United,1-2,Scunthorpe United,2002-12-29T15:00Z
25,Wed Jan 1 2003,15:00,GMT/+0000,Rushden & Diamonds FC,5-1,Shrewsbury Town,2003-01-01T15:00Z
25,Wed Jan 1 2003,15:00,GMT/+0000,York City,1-3,Scunthorpe United,2003-01-01T15:00Z
25,Wed Jan 1 2003,15:00,GMT/+0000,Lincoln City,1-1,Boston United,2003-01-01T15:00Z
25,Wed Jan 1 2003,13:00,GMT/+0000,Hartlepool United,2-1,Carlisle United,2003-01-01T13:00Z
25,Wed Jan 1 2003,15:00,GMT/+0000,Bury FC,1-0,Hull City,2003-01-01T15:00Z
25,Wed Jan 1 2003,15:00,GMT/+0000,Wrexham AFC,1-3,Macclesfield Town,2003-01-01T15:00Z
26,Sat Jan 4 2003,15:00,GMT/+0000,Boston United,0-1,Hartlepool United,2003-01-04T15:00Z
26,Sat Jan 4 2003,15:00,GMT/+0000,Torquay United,1-1,Rushden & Diamonds FC,2003-01-04T15:00Z
26,Sat Jan 4 2003,15:00,GMT/+0000,Carlisle United,1-0,Southend United,2003-01-04T15:00Z
26,Sat Jan 4 2003,15:00,GMT/+0000,Hull City,1-0,Bristol Rovers,2003-01-04T15:00Z
27,Sat Jan 11 2003,15:00,GMT/+0000,Torquay United,3-1,York City,2003-01-11T15:00Z
27,Sat Jan 11 2003,15:00,GMT/+0000,Scunthorpe United,2-1,Leyton Orient,2003-01-11T15:00Z
27,Sat Jan 11 2003,15:00,GMT/+0000,Kidderminster Harriers,0-2,Rushden & Diamonds FC,2003-01-11T15:00Z
27,Sat Jan 11 2003,15:00,GMT/+0000,Hull City,2-2,Exeter City,2003-01-11T15:00Z
27,Tue Jan 14 2003,19:45,GMT/+0000,Shrewsbury Town,0-1,Southend United,2003-01-14T19:45Z
27,Tue Jan 14 2003,19:45,GMT/+0000,Swansea City,2-3,Bury FC,2003-01-14T19:45Z
25,Tue Jan 14 2003,19:45,GMT/+0000,Bristol Rovers,1-1,Torquay United,2003-01-14T19:45Z
27,Tue Jan 14 2003,19:45,GMT/+0000,Oxford United,1-1,Darlington FC,2003-01-14T19:45Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Leyton Orient,2-0,Hull City,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Darlington FC,2-1,Kidderminster Harriers,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Bury FC,0-0,Boston United,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Bristol Rovers,2-1,Scunthorpe United,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Lincoln City,1-1,Shrewsbury Town,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Rushden & Diamonds FC,4-1,Cambridge United,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,York City,3-1,Swansea City,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Wrexham AFC,2-1,Torquay United,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Southend United,1-0,Rochdale AFC,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Hartlepool United,3-1,Oxford United,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,AFC Bournemouth,2-2,Macclesfield Town,2003-01-18T15:00Z
28,Sat Jan 18 2003,15:00,GMT/+0000,Exeter City,1-0,Carlisle United,2003-01-18T15:00Z
26,Tue Jan 21 2003,19:45,GMT/+0000,Scunthorpe United,1-1,Exeter City,2003-01-21T19:45Z
26,Tue Jan 21 2003,19:45,GMT/+0000,Rochdale AFC,0-1,Lincoln City,2003-01-21T19:45Z
25,Tue Jan 21 2003,19:45,GMT/+0000,Southend United,2-1,Oxford United,2003-01-21T19:45Z
27,Tue Jan 21 2003,19:45,GMT/+0000,Macclesfield Town,0-1,Hartlepool United,2003-01-21T19:45Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Swansea City,2-0,Lincoln City,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Boston United,0-0,Bristol Rovers,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Cambridge United,0-0,Hartlepool United,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Hull City,0-0,York City,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Kidderminster Harriers,3-2,Bury FC,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Macclesfield Town,1-1,Exeter City,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Oxford United,3-0,Rushden & Diamonds FC,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Scunthorpe United,4-1,Southend United,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Torquay United,3-1,Darlington FC,2003-01-25T15:00Z
29,Sat Jan 25 2003,15:00,GMT/+0000,Carlisle United,3-0,Leyton Orient,2003-01-25T15:00Z
19,Tue Jan 28 2003,19:45,GMT/+0000,Kidderminster Harriers,1-3,Oxford United,2003-01-28T19:45Z
25,Tue Jan 28 2003,19:45,GMT/+0000,Leyton Orient,1-1,Cambridge United,2003-01-28T19:45Z
30,Sat Feb 1 2003,15:00,GMT/+0000,Hartlepool United,3-2,Torquay United,2003-02-01T15:00Z
30,Sat Feb 1 2003,15:00,GMT/+0000,Exeter City,1-1,Shrewsbury Town,2003-02-01T15:00Z
30,Sat Feb 1 2003,15:00,GMT/+0000,Bristol Rovers,1-2,Carlisle United,2003-02-01T15:00Z
30,Sat Feb 1 2003,15:00,GMT/+0000,AFC Bournemouth,2-1,Boston United,2003-02-01T15:00Z
30,Sat Feb 1 2003,15:00,GMT/+0000,Southend United,3-0,Hull City,2003-02-01T15:00Z
30,Sat Feb 1 2003,15:00,GMT/+0000,Wrexham AFC,2-1,Scunthorpe United,2003-02-01T15:00Z
30,Sat Feb 1 2003,17:35,GMT/+0000,Rushden & Diamonds FC,1-1,Swansea City,2003-02-01T17:35Z
30,Sun Feb 2 2003,15:00,GMT/+0000,York City,2-1,Macclesfield Town,2003-02-02T15:00Z
26,Tue Feb 4 2003,19:45,GMT/+0000,Oxford United,0-2,Wrexham AFC,2003-02-04T19:45Z
26,Tue Feb 4 2003,19:45,GMT/+0000,Swansea City,1-0,Darlington FC,2003-02-04T19:45Z
26,Tue Feb 4 2003,19:45,GMT/+0000,Cambridge United,1-2,Bury FC,2003-02-04T19:45Z
26,Tue Feb 4 2003,19:45,GMT/+0000,Kidderminster Harriers,1-0,AFC Bournemouth,2003-02-04T19:45Z
27,Tue Feb 4 2003,19:45,GMT/+0000,Carlisle United,1-4,Lincoln City,2003-02-04T19:45Z
31,Sat Feb 8 2003,15:00,GMT/+0000,AFC Bournemouth,2-0,Wrexham AFC,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Cambridge United,5-0,Shrewsbury Town,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Hartlepool United,2-1,Exeter City,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Darlington FC,2-2,Rushden & Diamonds FC,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Southend United,2-2,Bristol Rovers,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Carlisle United,2-2,Kidderminster Harriers,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Rochdale AFC,2-1,Oxford United,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Torquay United,1-1,Bury FC,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Macclesfield Town,1-3,Swansea City,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Leyton Orient,0-1,York City,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Hull City,0-1,Lincoln City,2003-02-08T15:00Z
31,Sat Feb 8 2003,15:00,GMT/+0000,Boston United,1-0,Scunthorpe United,2003-02-08T15:00Z
25,Tue Feb 11 2003,19:45,GMT/+0000,AFC Bournemouth,3-0,Swansea City,2003-02-11T19:45Z
25,Tue Feb 11 2003,19:30,GMT/+0000,Darlington FC,0-1,Rochdale AFC,2003-02-11T19:30Z
26,Tue Feb 11 2003,19:45,GMT/+0000,Shrewsbury Town,2-2,York City,2003-02-11T19:45Z
23,Tue Feb 11 2003,19:45,GMT/+0000,Torquay United,1-0,Exeter City,2003-02-11T19:45Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Scunthorpe United,3-1,Hull City,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Wrexham AFC,3-0,Southend United,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Swansea City,2-0,Cambridge United,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Lincoln City,1-1,Darlington FC,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Kidderminster Harriers,2-0,Torquay United,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Exeter City,0-2,Boston United,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Bury FC,0-1,Leyton Orient,2003-02-15T15:00Z
32,Sat Feb 15 2003,15:00,GMT/+0000,Bristol Rovers,0-0,AFC Bournemouth,2003-02-15T15:00Z
32,Sat Feb 15 2003,17:35,GMT/+0000,York City,0-0,Hartlepool United,2003-02-15T17:35Z
25,Tue Feb 18 2003,19:45,GMT/+0000,Exeter City,2-5,Kidderminster Harriers,2003-02-18T19:45Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Bristol Rovers,1-1,Macclesfield Town,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Boston United,3-0,Kidderminster Harriers,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Hartlepool United,4-0,Swansea City,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Hull City,1-1,Cambridge United,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Leyton Orient,0-2,Shrewsbury Town,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Rochdale AFC,0-1,Carlisle United,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Scunthorpe United,0-0,Lincoln City,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,York City,1-1,Bury FC,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Southend United,2-1,Rushden & Diamonds FC,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,Torquay United,2-3,Oxford United,2003-02-22T15:00Z
33,Sat Feb 22 2003,15:00,GMT/+0000,AFC Bournemouth,2-0,Exeter City,2003-02-22T15:00Z
33,Sun Feb 23 2003,15:00,GMT/+0000,Wrexham AFC,0-0,Darlington FC,2003-02-23T15:00Z
30,Tue Feb 25 2003,19:45,GMT/+0000,Leyton Orient,0-1,Rochdale AFC,2003-02-25T19:45Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Rushden & Diamonds FC,2-1,York City,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Oxford United,2-1,Boston United,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Bury FC,2-1,AFC Bournemouth,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Cambridge United,0-1,Torquay United,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Carlisle United,1-5,Hull City,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Darlington FC,2-2,Hartlepool United,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Exeter City,0-0,Bristol Rovers,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Kidderminster Harriers,1-3,Scunthorpe United,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Swansea City,0-0,Wrexham AFC,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Lincoln City,1-1,Leyton Orient,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Macclesfield Town,2-1,Southend United,2003-03-01T15:00Z
34,Sat Mar 1 2003,15:00,GMT/+0000,Shrewsbury Town,3-1,Rochdale AFC,2003-03-01T15:00Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Swansea City,0-0,Boston United,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Rushden & Diamonds FC,2-1,AFC Bournemouth,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Oxford United,0-2,Leyton Orient,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Macclesfield Town,0-1,Hull City,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Lincoln City,3-0,Hartlepool United,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Kidderminster Harriers,1-0,Southend United,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Exeter City,1-0,Wrexham AFC,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Cambridge United,2-2,Rochdale AFC,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:45,GMT/+0000,Bury FC,0-1,Bristol Rovers,2003-03-04T19:45Z
35,Tue Mar 4 2003,19:30,GMT/+0000,Darlington FC,2-1,York City,2003-03-04T19:30Z
36,Fri Mar 7 2003,19:45,GMT/+0000,Hartlepool United,0-0,Bury FC,2003-03-07T19:45Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Wrexham AFC,3-0,Rushden & Diamonds FC,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Torquay United,0-0,Swansea City,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Southend United,0-1,Lincoln City,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Scunthorpe United,1-1,Macclesfield Town,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Leyton Orient,1-1,Exeter City,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Bristol Rovers,0-0,Shrewsbury Town,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,AFC Bournemouth,2-0,Darlington FC,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Boston United,0-0,Carlisle United,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,Hull City,0-0,Oxford United,2003-03-08T15:00Z
36,Sat Mar 8 2003,15:00,GMT/+0000,York City,3-1,Cambridge United,2003-03-08T15:00Z
26,Tue Mar 11 2003,19:45,GMT/+0000,Macclesfield Town,3-1,Leyton Orient,2003-03-11T19:45Z
24,Tue Mar 11 2003,19:45,GMT/+0000,Wrexham AFC,3-3,Shrewsbury Town,2003-03-11T19:45Z
30,Tue Mar 11 2003,19:30,GMT/+0000,Darlington FC,1-2,Cambridge United,2003-03-11T19:30Z
35,Tue Mar 11 2003,19:45,GMT/+0000,Carlisle United,1-2,Scunthorpe United,2003-03-11T19:45Z
29,Tue Mar 11 2003,19:45,GMT/+0000,Rochdale AFC,1-1,AFC Bournemouth,2003-03-11T19:45Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Lincoln City,1-1,Wrexham AFC,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Leyton Orient,1-2,Bristol Rovers,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Darlington FC,2-2,Exeter City,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Macclesfield Town,0-0,Bury FC,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Hartlepool United,2-1,Southend United,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Rushden & Diamonds FC,4-2,Hull City,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Shrewsbury Town,1-2,Oxford United,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Swansea City,1-2,Carlisle United,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Torquay United,1-1,Scunthorpe United,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Rochdale AFC,1-0,Boston United,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,Cambridge United,0-2,Kidderminster Harriers,2003-03-15T15:00Z
37,Sat Mar 15 2003,15:00,GMT/+0000,York City,1-0,AFC Bournemouth,2003-03-15T15:00Z
38,Tue Mar 18 2003,19:45,GMT/+0000,AFC Bournemouth,3-1,Leyton Orient,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Bristol Rovers,0-1,York City,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Bury FC,0-1,Rushden & Diamonds FC,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Carlisle United,1-0,Macclesfield Town,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Southend United,0-2,Swansea City,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Exeter City,2-0,Lincoln City,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Hull City,1-1,Torquay United,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Kidderminster Harriers,2-2,Shrewsbury Town,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Oxford United,1-1,Cambridge United,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:45,GMT/+0000,Wrexham AFC,2-0,Hartlepool United,2003-03-18T19:45Z
38,Tue Mar 18 2003,19:30,GMT/+0000,Scunthorpe United,3-1,Rochdale AFC,2003-03-18T19:30Z
38,Wed Mar 19 2003,19:45,GMT/+0000,Boston United,1-0,Darlington FC,2003-03-19T19:45Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Exeter City,1-1,Rochdale AFC,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Carlisle United,0-1,Cambridge United,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Wrexham AFC,1-1,York City,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Southend United,1-0,Leyton Orient,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Scunthorpe United,0-1,Darlington FC,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Bury FC,2-0,Lincoln City,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Bristol Rovers,1-0,Hartlepool United,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,AFC Bournemouth,1-1,Torquay United,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Oxford United,0-1,Macclesfield Town,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Kidderminster Harriers,2-2,Swansea City,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Boston United,1-1,Rushden & Diamonds FC,2003-03-22T15:00Z
39,Sat Mar 22 2003,15:00,GMT/+0000,Hull City,2-0,Shrewsbury Town,2003-03-22T15:00Z
32,Mon Mar 24 2003,19:45,GMT/+0000,Rushden & Diamonds FC,3-3,Rochdale AFC,2003-03-24T19:45Z
30,Tue Mar 25 2003,19:45,GMT/+0000,Bury FC,1-1,Oxford United,2003-03-25T19:45Z
27,Tue Mar 25 2003,19:45,GMT/+0000,Cambridge United,2-1,AFC Bournemouth,2003-03-25T19:45Z
35,Tue Mar 25 2003,19:45,GMT/+0000,Shrewsbury Town,2-3,Torquay United,2003-03-25T19:45Z
30,Tue Mar 25 2003,19:45,GMT/+0000,Lincoln City,1-0,Kidderminster Harriers,2003-03-25T19:45Z
40,Fri Mar 28 2003,19:45,GMT/+0000,Swansea City,3-2,Oxford United,2003-03-28T19:45Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Lincoln City,2-1,Bristol Rovers,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Torquay United,1-1,Boston United,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Rushden & Diamonds FC,1-0,Exeter City,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Macclesfield Town,2-0,Kidderminster Harriers,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Hartlepool United,0-0,AFC Bournemouth,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,York City,2-0,Southend United,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Cambridge United,1-1,Scunthorpe United,2003-03-29T15:00Z
40,Sat Mar 29 2003,15:00,GMT/+0000,Darlington FC,3-1,Bury FC,2003-03-29T15:00Z
32,Tue Apr 1 2003,19:45,BST/+0100,Oxford United,0-0,Carlisle United,2003-04-01T18:45Z
27,Wed Apr 2 2003,19:45,BST/+0100,Boston United,3-3,Wrexham AFC,2003-04-02T18:45Z
41,Sat Apr 5 2003,15:00,BST/+0100,Scunthorpe United,0-2,AFC Bournemouth,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Rochdale AFC,0-2,Torquay United,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Shrewsbury Town,0-0,Swansea City,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Macclesfield Town,1-1,Cambridge United,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Lincoln City,0-1,Oxford United,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Leyton Orient,3-2,Boston United,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Kidderminster Harriers,2-2,Hartlepool United,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Bristol Rovers,1-2,Rushden & Diamonds FC,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Exeter City,1-2,Bury FC,2003-04-05T14:00Z
41,Sat Apr 5 2003,15:00,BST/+0100,Hull City,1-2,Wrexham AFC,2003-04-05T14:00Z
