Round,Date,Time,Team 1,FT,HT,Team 2
6,Sun Sep 22 2013,12:00,CD Alavés,3-0,2-0,Sporting Gijón
6,Sun Sep 22 2013,17:00,RCD Mallorca,1-0,1-0,CD Mirandés
6,Sun Sep 22 2013,17:00,SD Ponferradina,5-1,3-0,Hércules CF
6,Sun Sep 22 2013,17:00,Girona FC,0-2,0-0,UD Las Palmas
6,Sun Sep 22 2013,18:15,Deportivo La Coruña,1-0,1-0,AD Alcorcón
6,Sun Sep 22 2013,21:00,Real Jaén,0-0,0-0,Córdoba CF
7,Sat Sep 28 2013,18:00,Sporting Gijón,3-2,1-1,SD Eibar
7,Sat Sep 28 2013,18:00,CE Sabadell,3-0,1-0,Real Jaén
7,Sat Sep 28 2013,18:00,CD Lugo,3-0,2-0,UD Las Palmas
7,Sat Sep 28 2013,18:15,AD Alcorcón,2-0,1-0,CD Alavés
7,Sun Sep 29 2013,12:00,Hércules CF,0-2,0-2,Deportivo La Coruña
7,Sun Sep 29 2013,17:00,FC Barcelona B,0-1,0-0,RCD Mallorca
7,Sun Sep 29 2013,17:00,CD Mirandés,1-0,0-0,SD Ponferradina
7,Sun Sep 29 2013,17:00,Córdoba CF,2-0,0-0,Girona FC
7,Sun Sep 29 2013,18:00,CD Tenerife,1-0,0-0,Real Madrid Castilla
7,Sun Sep 29 2013,18:15,Real Zaragoza,1-2,0-1,Recreativo Huelva
7,Sun Sep 29 2013,21:00,Real Murcia,2-1,1-0,CD Numancia
8,Sat Oct 5 2013,18:00,CD Numancia,0-0,0-0,Sporting Gijón
8,Sat Oct 5 2013,18:00,UD Las Palmas,2-0,0-0,Córdoba CF
8,Sat Oct 5 2013,18:15,Deportivo La Coruña,0-0,0-0,CD Mirandés
8,Sun Oct 6 2013,12:00,RCD Mallorca,2-4,1-3,Real Zaragoza
8,Sun Oct 6 2013,17:00,Recreativo Huelva,2-1,0-0,CD Tenerife
8,Sun Oct 6 2013,17:00,SD Ponferradina,1-0,0-0,FC Barcelona B
8,Sun Oct 6 2013,17:00,SD Eibar,0-0,0-0,AD Alcorcón
8,Sun Oct 6 2013,17:00,Girona FC,1-1,0-0,CE Sabadell
8,Sun Oct 6 2013,17:00,Real Jaén,3-2,2-0,Real Murcia
8,Sun Oct 6 2013,18:15,Real Madrid Castilla,2-0,2-0,CD Lugo
8,Sun Oct 6 2013,21:00,CD Alavés,3-1,1-1,Hércules CF
9,Sat Oct 12 2013,18:00,CD Mirandés,2-3,1-3,CD Alavés
9,Sat Oct 12 2013,18:00,CD Lugo,1-0,0-0,Córdoba CF
9,Sat Oct 12 2013,18:00,Real Murcia,1-0,0-0,Girona FC
9,Sat Oct 12 2013,18:15,Real Madrid Castilla,1-2,1-2,Recreativo Huelva
9,Sat Oct 12 2013,20:00,CE Sabadell,0-0,0-0,UD Las Palmas
9,Sun Oct 13 2013,12:00,FC Barcelona B,0-1,0-1,Deportivo La Coruña
9,Sun Oct 13 2013,17:00,Sporting Gijón,1-1,1-0,Real Jaén
9,Sun Oct 13 2013,18:00,CD Tenerife,0-1,0-0,RCD Mallorca
9,Sun Oct 13 2013,18:00,Hércules CF,0-0,0-0,SD Eibar
9,Sun Oct 13 2013,18:15,Real Zaragoza,2-1,1-1,SD Ponferradina
9,Sun Oct 13 2013,21:00,AD Alcorcón,0-1,0-0,CD Numancia
10,Sat Oct 19 2013,18:00,SD Ponferradina,0-1,0-0,CD Tenerife
10,Sat Oct 19 2013,18:00,CD Alavés,2-3,1-2,FC Barcelona B
10,Sat Oct 19 2013,18:00,Córdoba CF,1-0,1-0,CE Sabadell
10,Sat Oct 19 2013,18:15,Recreativo Huelva,3-3,0-3,CD Lugo
10,Sun Oct 20 2013,12:00,Deportivo La Coruña,1-1,0-0,Real Zaragoza
10,Sun Oct 20 2013,17:00,SD Eibar,1-0,0-0,CD Mirandés
10,Sun Oct 20 2013,17:00,Real Jaén,1-0,0-0,AD Alcorcón
10,Sun Oct 20 2013,18:15,RCD Mallorca,2-0,2-0,Real Madrid Castilla
10,Sun Oct 20 2013,19:00,Girona FC,2-1,0-1,Sporting Gijón
10,Sun Oct 20 2013,19:00,UD Las Palmas,0-0,0-0,Real Murcia
10,Sun Oct 20 2013,21:00,CD Numancia,1-1,0-1,Hércules CF
11,Sat Oct 26 2013,18:15,Real Zaragoza,2-2,2-0,CD Alavés
11,Sat Oct 26 2013,20:00,CD Tenerife,2-0,0-0,Deportivo La Coruña
11,Sun Oct 27 2013,12:00,Recreativo Huelva,3-1,1-1,RCD Mallorca
11,Sun Oct 27 2013,17:00,FC Barcelona B,0-2,0-0,SD Eibar
11,Sun Oct 27 2013,17:00,CD Mirandés,0-0,0-0,CD Numancia
11,Sun Oct 27 2013,17:00,Hércules CF,0-1,0-0,Real Jaén
11,Sun Oct 27 2013,17:00,Sporting Gijón,2-3,2-2,UD Las Palmas
11,Sun Oct 27 2013,17:00,CD Lugo,1-0,1-0,CE Sabadell
11,Sun Oct 27 2013,17:00,Real Murcia,2-2,0-0,Córdoba CF
11,Sun Oct 27 2013,18:15,Real Madrid Castilla,1-1,1-0,SD Ponferradina
11,Sun Oct 27 2013,21:00,AD Alcorcón,0-0,0-0,Girona FC
12,Sat Nov 2 2013,18:00,SD Eibar,3-2,2-0,Real Zaragoza
12,Sat Nov 2 2013,18:00,CD Numancia,1-0,0-0,FC Barcelona B
12,Sat Nov 2 2013,18:15,RCD Mallorca,0-0,0-0,CD Lugo
12,Sat Nov 2 2013,20:00,Girona FC,2-2,1-1,Hércules CF
12,Sat Nov 2 2013,20:00,UD Las Palmas,1-0,0-0,AD Alcorcón
12,Sun Nov 3 2013,12:00,Córdoba CF,2-2,1-0,Sporting Gijón
12,Sun Nov 3 2013,17:00,Real Jaén,1-2,0-1,CD Mirandés
12,Sun Nov 3 2013,17:00,CE Sabadell,2-1,1-1,Real Murcia
12,Sun Nov 3 2013,18:00,CD Alavés,2-2,2-0,CD Tenerife
12,Sun Nov 3 2013,18:15,Deportivo La Coruña,2-0,1-0,Real Madrid Castilla
12,Sun Nov 3 2013,21:00,SD Ponferradina,3-1,1-0,Recreativo Huelva
13,Sat Nov 9 2013,18:00,FC Barcelona B,0-3,0-2,Real Jaén
13,Sat Nov 9 2013,18:00,CD Lugo,1-1,0-0,Real Murcia
13,Sat Nov 9 2013,18:15,Real Zaragoza,1-2,0-0,CD Numancia
13,Sat Nov 9 2013,19:00,AD Alcorcón,0-0,0-0,Córdoba CF
13,Sat Nov 9 2013,20:00,Hércules CF,2-1,1-1,UD Las Palmas
13,Sun Nov 10 2013,12:00,Recreativo Huelva,0-1,0-0,Deportivo La Coruña
13,Sun Nov 10 2013,17:00,RCD Mallorca,2-2,2-1,SD Ponferradina
13,Sun Nov 10 2013,17:00,CD Mirandés,1-2,0-2,Girona FC
13,Sun Nov 10 2013,17:00,Sporting Gijón,3-1,0-0,CE Sabadell
13,Sun Nov 10 2013,18:00,CD Tenerife,2-0,1-0,SD Eibar
13,Sun Nov 10 2013,18:15,Real Madrid Castilla,1-0,1-0,CD Alavés
14,Sat Nov 16 2013,18:00,SD Ponferradina,0-2,0-0,CD Lugo
14,Sat Nov 16 2013,18:00,CD Alavés,3-3,2-1,Recreativo Huelva
14,Sat Nov 16 2013,18:00,Girona FC,1-2,1-1,FC Barcelona B
14,Sat Nov 16 2013,18:00,Real Murcia,1-1,1-1,Sporting Gijón
14,Sat Nov 16 2013,18:15,Real Jaén,3-0,2-0,Real Zaragoza
14,Sat Nov 16 2013,20:00,UD Las Palmas,3-1,1-0,CD Mirandés
14,Sat Nov 16 2013,20:00,CE Sabadell,1-2,0-1,AD Alcorcón
14,Sun Nov 17 2013,12:00,Deportivo La Coruña,3-1,2-0,RCD Mallorca
14,Sun Nov 17 2013,18:00,CD Numancia,0-0,0-0,CD Tenerife
14,Sun Nov 17 2013,18:15,SD Eibar,6-0,1-0,Real Madrid Castilla
14,Sun Nov 17 2013,21:00,Córdoba CF,4-2,2-0,Hércules CF
15,Sat Nov 23 2013,18:00,RCD Mallorca,2-1,0-0,CD Alavés
15,Sat Nov 23 2013,18:15,Real Madrid Castilla,0-0,0-0,CD Numancia
15,Sat Nov 23 2013,18:30,FC Barcelona B,1-2,1-0,UD Las Palmas
15,Sun Nov 24 2013,12:00,CD Lugo,1-3,1-2,Sporting Gijón
15,Sun Nov 24 2013,17:00,Recreativo Huelva,1-2,0-0,SD Eibar
15,Sun Nov 24 2013,17:00,Real Zaragoza,1-0,0-0,Girona FC
15,Sun Nov 24 2013,17:00,CD Mirandés,3-1,2-1,Córdoba CF
15,Sun Nov 24 2013,17:00,Hércules CF,3-0,0-0,CE Sabadell
15,Sun Nov 24 2013,18:00,CD Tenerife,2-1,1-0,Real Jaén
15,Sun Nov 24 2013,18:15,SD Ponferradina,0-1,0-1,Deportivo La Coruña
15,Sun Nov 24 2013,21:00,AD Alcorcón,0-0,0-0,Real Murcia
16,Sat Nov 30 2013,18:00,SD Eibar,0-1,0-0,RCD Mallorca
16,Sat Nov 30 2013,18:00,Córdoba CF,1-2,0-1,FC Barcelona B
16,Sat Nov 30 2013,18:15,Deportivo La Coruña,0-0,0-0,CD Lugo
16,Sat Nov 30 2013,20:00,UD Las Palmas,0-1,0-0,Real Zaragoza
16,Sun Dec 1 2013,12:00,Real Murcia,1-2,0-2,Hércules CF
16,Sun Dec 1 2013,17:00,CD Alavés,2-2,1-0,SD Ponferradina
16,Sun Dec 1 2013,17:00,Girona FC,2-2,0-1,CD Tenerife
16,Sun Dec 1 2013,17:00,CE Sabadell,3-1,2-0,CD Mirandés
16,Sun Dec 1 2013,17:00,Sporting Gijón,2-2,1-2,AD Alcorcón
16,Sun Dec 1 2013,18:15,Real Jaén,0-1,0-0,Real Madrid Castilla
16,Sun Dec 1 2013,21:00,CD Numancia,2-3,2-1,Recreativo Huelva
17,Wed Dec 4 2013,20:00,Real Madrid Castilla,3-2,1-1,Girona FC
17,Wed Dec 4 2013,20:00,CD Lugo,1-2,0-0,AD Alcorcón
17,Wed Dec 4 2013,21:00,Recreativo Huelva,1-1,1-1,Real Jaén
17,Wed Dec 4 2013,21:00,CD Tenerife,3-0,1-0,UD Las Palmas
17,Sat Dec 7 2013,18:00,FC Barcelona B,2-0,0-0,CE Sabadell
17,Sat Dec 7 2013,18:00,Hércules CF,0-1,0-1,Sporting Gijón
17,Sat Dec 7 2013,18:15,Deportivo La Coruña,2-1,1-0,CD Alavés
17,Sun Dec 8 2013,17:00,RCD Mallorca,0-0,0-0,CD Numancia
17,Sun Dec 8 2013,17:00,CD Mirandés,1-1,0-1,Real Murcia
17,Sun Dec 8 2013,18:15,Real Zaragoza,2-1,1-0,Córdoba CF
17,Sun Dec 8 2013,21:00,SD Ponferradina,2-1,1-1,SD Eibar
18,Sat Dec 14 2013,18:00,CD Alavés,2-1,1-0,CD Lugo
18,Sat Dec 14 2013,18:00,CE Sabadell,1-0,0-0,Real Zaragoza
18,Sat Dec 14 2013,18:15,AD Alcorcón,0-2,0-0,Hércules CF
18,Sat Dec 14 2013,20:00,Girona FC,1-1,1-0,Recreativo Huelva
18,Sat Dec 14 2013,20:00,UD Las Palmas,0-2,0-1,Real Madrid Castilla
18,Sat Dec 14 2013,21:00,CD Numancia,2-0,1-0,SD Ponferradina
18,Sun Dec 15 2013,12:00,SD Eibar,2-1,1-0,Deportivo La Coruña
18,Sun Dec 15 2013,17:00,Real Murcia,3-1,0-1,FC Barcelona B
18,Sun Dec 15 2013,17:00,Sporting Gijón,3-2,3-1,CD Mirandés
18,Sun Dec 15 2013,18:00,Córdoba CF,1-0,0-0,CD Tenerife
18,Sun Dec 15 2013,18:15,Real Jaén,2-1,2-0,RCD Mallorca
19,Sat Dec 21 2013,17:00,CD Lugo,1-3,0-2,Hércules CF
19,Sat Dec 21 2013,18:00,CD Alavés,0-2,0-1,SD Eibar
19,Sat Dec 21 2013,18:00,Deportivo La Coruña,3-3,2-1,CD Numancia
19,Sat Dec 21 2013,18:00,FC Barcelona B,2-2,1-1,Sporting Gijón
19,Sat Dec 21 2013,18:15,Real Madrid Castilla,3-1,1-0,Córdoba CF
19,Sat Dec 21 2013,20:00,CD Tenerife,0-3,0-1,CE Sabadell
19,Sun Dec 22 2013,12:00,Recreativo Huelva,1-3,1-2,UD Las Palmas
19,Sun Dec 22 2013,17:00,SD Ponferradina,1-0,1-0,Real Jaén
19,Sun Dec 22 2013,17:00,RCD Mallorca,2-0,1-0,Girona FC
19,Sun Dec 22 2013,18:15,Real Zaragoza,0-0,0-0,Real Murcia
19,Sun Dec 22 2013,21:00,CD Mirandés,1-1,0-0,AD Alcorcón
20,Sat Jan 4 2014,18:00,CD Lugo,0-0,0-0,SD Eibar
20,Sat Jan 4 2014,18:00,CD Numancia,0-2,0-0,CD Alavés
20,Sat Jan 4 2014,18:00,CE Sabadell,3-2,2-1,Real Madrid Castilla
20,Sat Jan 4 2014,18:00,Real Murcia,1-2,1-2,CD Tenerife
20,Sat Jan 4 2014,18:00,Hércules CF,1-0,1-0,CD Mirandés
20,Sat Jan 4 2014,18:15,Córdoba CF,2-0,1-0,Recreativo Huelva
20,Sat Jan 4 2014,20:00,UD Las Palmas,2-2,1-0,RCD Mallorca
20,Sun Jan 5 2014,12:00,Sporting Gijón,2-3,1-1,Real Zaragoza
20,Sun Jan 5 2014,16:00,Girona FC,1-1,0-0,SD Ponferradina
20,Sun Jan 5 2014,18:00,AD Alcorcón,2-2,0-1,FC Barcelona B
20,Sun Jan 5 2014,18:15,Real Jaén,0-0,0-0,Deportivo La Coruña
21,Sat Jan 11 2014,18:00,CD Alavés,1-2,0-0,Real Jaén
21,Sat Jan 11 2014,18:00,Deportivo La Coruña,0-0,0-0,Girona FC
21,Sat Jan 11 2014,18:15,Real Madrid Castilla,2-2,2-1,Real Murcia
21,Sat Jan 11 2014,20:00,SD Ponferradina,0-0,0-0,UD Las Palmas
21,Sun Jan 12 2014,12:00,RCD Mallorca,2-2,0-1,Córdoba CF
21,Sun Jan 12 2014,17:00,SD Eibar,1-2,0-1,CD Numancia
21,Sun Jan 12 2014,17:00,Recreativo Huelva,1-2,1-0,CE Sabadell
21,Sun Jan 12 2014,17:00,FC Barcelona B,5-0,2-0,Hércules CF
21,Sun Jan 12 2014,18:00,CD Tenerife,0-0,0-0,Sporting Gijón
21,Sun Jan 12 2014,18:15,Real Zaragoza,3-1,2-0,AD Alcorcón
21,Sun Jan 12 2014,21:00,CD Mirandés,2-0,0-0,CD Lugo
22,Sat Jan 18 2014,18:00,Real Madrid Castilla,1-2,0-1,Sporting Gijón
22,Sat Jan 18 2014,18:00,CD Alavés,1-1,1-0,Girona FC
22,Sat Jan 18 2014,18:15,Recreativo Huelva,0-0,0-0,Real Murcia
22,Sat Jan 18 2014,20:00,CD Tenerife,0-4,0-2,AD Alcorcón
22,Sun Jan 19 2014,12:00,Deportivo La Coruña,1-2,1-1,UD Las Palmas
22,Sun Jan 19 2014,17:00,FC Barcelona B,1-1,1-1,CD Mirandés
22,Sun Jan 19 2014,17:00,RCD Mallorca,4-1,2-0,CE Sabadell
22,Sun Jan 19 2014,17:00,SD Eibar,2-0,1-0,Real Jaén
22,Sun Jan 19 2014,17:00,CD Numancia,0-1,0-0,CD Lugo
22,Sun Jan 19 2014,18:15,Real Zaragoza,0-0,0-0,Hércules CF
22,Sun Jan 19 2014,21:00,SD Ponferradina,0-1,0-0,Córdoba CF
23,Sat Jan 25 2014,18:00,CD Mirandés,0-1,0-0,Real Zaragoza
23,Sat Jan 25 2014,18:00,Girona FC,1-1,0-0,SD Eibar
23,Sat Jan 25 2014,18:15,Córdoba CF,0-1,0-0,Deportivo La Coruña
23,Sat Jan 25 2014,20:00,CD Lugo,1-0,0-0,FC Barcelona B
23,Sat Jan 25 2014,20:00,UD Las Palmas,0-2,0-1,CD Alavés
23,Sun Jan 26 2014,12:00,Sporting Gijón,0-0,0-0,Recreativo Huelva
23,Sun Jan 26 2014,17:00,CE Sabadell,1-1,1-1,SD Ponferradina
23,Sun Jan 26 2014,17:00,Real Jaén,0-0,0-0,CD Numancia
23,Sun Jan 26 2014,18:00,Hércules CF,2-3,1-2,CD Tenerife
23,Sun Jan 26 2014,18:15,AD Alcorcón,0-2,0-0,Real Madrid Castilla
23,Sun Jan 26 2014,21:00,Real Murcia,2-2,1-1,RCD Mallorca
24,Sat Feb 1 2014,18:15,Real Madrid Castilla,4-0,2-0,Hércules CF
24,Sat Feb 1 2014,20:00,Deportivo La Coruña,2-1,0-0,CE Sabadell
24,Sat Feb 1 2014,20:00,SD Eibar,1-0,1-0,UD Las Palmas
24,Sat Feb 1 2014,21:00,SD Ponferradina,2-0,1-0,Real Murcia
24,Sun Feb 2 2014,12:00,RCD Mallorca,1-3,0-1,Sporting Gijón
24,Sun Feb 2 2014,17:00,Real Zaragoza,0-2,0-1,FC Barcelona B
24,Sun Feb 2 2014,17:00,CD Alavés,1-1,1-1,Córdoba CF
24,Sun Feb 2 2014,17:00,CD Numancia,0-0,0-0,Girona FC
24,Sun Feb 2 2014,17:00,Real Jaén,0-0,0-0,CD Lugo
24,Sun Feb 2 2014,18:00,CD Tenerife,3-0,1-0,CD Mirandés
24,Sun Feb 2 2014,18:15,Recreativo Huelva,2-1,1-0,AD Alcorcón
25,Sat Feb 8 2014,18:00,CE Sabadell,0-4,0-2,CD Alavés
25,Sat Feb 8 2014,18:15,CD Lugo,1-0,0-0,Real Zaragoza
25,Sat Feb 8 2014,19:00,UD Las Palmas,0-0,0-0,CD Numancia
25,Sat Feb 8 2014,20:00,Girona FC,1-1,1-0,Real Jaén
25,Sun Feb 9 2014,12:00,Hércules CF,1-2,0-0,Recreativo Huelva
25,Sun Feb 9 2014,17:00,FC Barcelona B,2-0,1-0,CD Tenerife
25,Sun Feb 9 2014,17:00,CD Mirandés,2-1,0-0,Real Madrid Castilla
25,Sun Feb 9 2014,17:00,Sporting Gijón,1-1,0-1,SD Ponferradina
25,Sun Feb 9 2014,17:00,Córdoba CF,0-2,0-1,SD Eibar
25,Sun Feb 9 2014,18:15,Real Murcia,1-0,1-0,Deportivo La Coruña
25,Sun Feb 9 2014,21:00,AD Alcorcón,1-1,1-0,RCD Mallorca
26,Sat Feb 15 2014,18:00,CD Tenerife,1-1,1-0,Real Zaragoza
26,Sat Feb 15 2014,18:00,Real Madrid Castilla,3-1,2-1,FC Barcelona B
26,Sat Feb 15 2014,18:00,SD Eibar,1-0,0-0,CE Sabadell
26,Sat Feb 15 2014,18:15,RCD Mallorca,0-1,0-1,Hércules CF
26,Sat Feb 15 2014,20:00,Real Jaén,3-0,2-0,UD Las Palmas
26,Sun Feb 16 2014,12:00,Deportivo La Coruña,1-1,0-1,Sporting Gijón
26,Sun Feb 16 2014,17:00,CD Alavés,0-1,0-1,Real Murcia
26,Sun Feb 16 2014,17:00,SD Ponferradina,0-2,0-1,AD Alcorcón
26,Sun Feb 16 2014,17:00,Girona FC,6-0,2-0,CD Lugo
26,Sun Feb 16 2014,18:15,Recreativo Huelva,1-0,1-0,CD Mirandés
26,Sun Feb 16 2014,21:00,CD Numancia,3-0,0-0,Córdoba CF
27,Sat Feb 22 2014,18:00,FC Barcelona B,0-1,0-1,Recreativo Huelva
27,Sat Feb 22 2014,18:00,Sporting Gijón,2-0,0-0,CD Alavés
27,Sat Feb 22 2014,18:15,CD Mirandés,0-0,0-0,RCD Mallorca
27,Sat Feb 22 2014,20:00,UD Las Palmas,2-1,0-0,Girona FC
27,Sun Feb 23 2014,12:00,AD Alcorcón,1-2,1-1,Deportivo La Coruña
27,Sun Feb 23 2014,16:00,CE Sabadell,0-0,0-0,CD Numancia
27,Sun Feb 23 2014,17:00,Hércules CF,1-0,0-0,SD Ponferradina
27,Sun Feb 23 2014,17:00,Córdoba CF,0-0,0-0,Real Jaén
27,Sun Feb 23 2014,18:00,CD Lugo,1-3,1-1,CD Tenerife
27,Sun Feb 23 2014,18:15,Real Zaragoza,0-2,0-1,Real Madrid Castilla
27,Sun Feb 23 2014,21:00,Real Murcia,0-0,0-0,SD Eibar
28,Sat Mar 1 2014,18:00,CD Alavés,1-0,0-0,AD Alcorcón
28,Sat Mar 1 2014,18:15,Recreativo Huelva,2-2,1-1,Real Zaragoza
28,Sat Mar 1 2014,20:00,Real Madrid Castilla,2-2,0-1,CD Tenerife
28,Sat Mar 1 2014,20:00,RCD Mallorca,1-2,0-2,FC Barcelona B
28,Sun Mar 2 2014,12:00,SD Eibar,3-0,1-0,Sporting Gijón
28,Sun Mar 2 2014,17:00,Real Jaén,0-1,0-0,CE Sabadell
28,Sun Mar 2 2014,17:00,Girona FC,0-1,0-0,Córdoba CF
28,Sun Mar 2 2014,17:00,UD Las Palmas,0-0,0-0,CD Lugo
28,Sun Mar 2 2014,18:15,Deportivo La Coruña,3-2,2-0,Hércules CF
28,Sun Mar 2 2014,19:00,SD Ponferradina,1-1,0-0,CD Mirandés
28,Sun Mar 2 2014,21:00,CD Numancia,1-0,0-0,Real Murcia
29,Sat Mar 8 2014,18:00,AD Alcorcón,0-0,0-0,SD Eibar
29,Sat Mar 8 2014,18:15,CD Mirandés,1-0,0-0,Deportivo La Coruña
29,Sat Mar 8 2014,20:00,CE Sabadell,4-0,1-0,Girona FC
29,Sat Mar 8 2014,20:00,Córdoba CF,0-1,0-1,UD Las Palmas
29,Sun Mar 9 2014,12:00,Real Zaragoza,1-1,1-1,RCD Mallorca
29,Sun Mar 9 2014,17:00,FC Barcelona B,1-0,0-0,SD Ponferradina
29,Sun Mar 9 2014,17:00,Hércules CF,2-0,2-0,CD Alavés
29,Sun Mar 9 2014,17:00,Sporting Gijón,2-2,1-1,CD Numancia
29,Sun Mar 9 2014,18:00,CD Tenerife,1-0,1-0,Recreativo Huelva
29,Sun Mar 9 2014,18:15,CD Lugo,1-1,1-0,Real Madrid Castilla
29,Sun Mar 9 2014,21:00,Real Murcia,2-0,0-0,Real Jaén
30,Sat Mar 15 2014,18:00,CD Alavés,0-2,0-1,CD Mirandés
30,Sat Mar 15 2014,18:00,Real Jaén,3-2,1-1,Sporting Gijón
30,Sat Mar 15 2014,18:15,Recreativo Huelva,2-3,1-2,Real Madrid Castilla
30,Sat Mar 15 2014,20:00,Deportivo La Coruña,0-0,0-0,FC Barcelona B
30,Sat Mar 15 2014,20:00,UD Las Palmas,5-0,3-0,CE Sabadell
30,Sun Mar 16 2014,12:00,SD Ponferradina,4-2,1-1,Real Zaragoza
30,Sun Mar 16 2014,17:00,Girona FC,0-1,0-0,Real Murcia
30,Sun Mar 16 2014,17:00,Córdoba CF,1-1,0-0,CD Lugo
