Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 1,Fri Jul 12 2013,19:30,CEST/+0200,SC Sollenau,1-1,1-0,Wiener Sportklub,1-1,4-3,2013-07-12T17:30Z
Round 1,Sat Jul 13 2013,16:30,CEST/+0200,SC Pinkafeld,1-1,0-0,TSV Neumarkt,4-2,,2013-07-13T14:30Z
Round 1,Sat Jul 13 2013,17:00,CEST/+0200,ASK Bad Vöslau,2-3,1-2,TSV Hartberg,,,2013-07-13T15:00Z
Round 1,Sat Jul 13 2013,17:00,CEST/+0200,Austria Salzburg,0-0,0-0,SV Grödig,1-1,6-5,2013-07-13T15:00Z
Round 1,Sat Jul 13 2013,17:00,CEST/+0200,Dornbirner SV,1-0,0-0,FC Kitzbühel,,,2013-07-13T15:00Z
Round 1,Sat Jul 13 2013,17:30,CEST/+0200,SK Austria Klagenfurt,3-2,2-0,SC Wiener Viktoria,,,2013-07-13T15:30Z
Round 1,Sat Jul 13 2013,18:00,CEST/+0200,FC Hard,1-3,0-1,SV Horn,,,2013-07-13T16:00Z
Round 1,Sat Jul 13 2013,18:00,CEST/+0200,SC Schwaz,0-3,0-0,Wolfsberger AC,,,2013-07-13T16:00Z
Round 1,Sat Jul 13 2013,18:00,CEST/+0200,ASV Draßburg,0-3,0-2,1. Wiener Neustädter SC,,,2013-07-13T16:00Z
Round 1,Sat Jul 13 2013,18:00,CEST/+0200,SC Retz,0-0,0-0,Vorwärts Steyr,0-0,2-4,2013-07-13T16:00Z
Round 1,Sat Jul 13 2013,18:00,CEST/+0200,FC Sankt Veit,1-5,0-2,FC Lankowitz,,,2013-07-13T16:00Z
Round 1,Sat Jul 13 2013,18:00,CEST/+0200,Villacher SV,4-4,2-3,WSG Wattens,5-5,4-3,2013-07-13T16:00Z
Round 1,Sat Jul 13 2013,18:30,CEST/+0200,TSV St. Johann,0-5,0-1,FC Pasching,,,2013-07-13T16:30Z
Round 1,Sat Jul 13 2013,19:00,CEST/+0200,SC Team Wiener Linien,0-5,0-2,Sturm Graz,,,2013-07-13T17:00Z
Round 1,Sat Jul 13 2013,19:00,CEST/+0200,SC Mannsdorf,0-0,0-0,FC Gratkorn,1-0,,2013-07-13T17:00Z
Round 1,Sat Jul 13 2013,19:30,CEST/+0200,SV Stegersbach,0-2,0-1,Austria Lustenau,,,2013-07-13T17:30Z
Round 1,Sun Jul 14 2013,16:30,CEST/+0200,LASK Linz,0-0,0-0,Rapid Wien,0-0,5-4,2013-07-14T14:30Z
Round 1,Sun Jul 14 2013,18:00,CEST/+0200,USV Allerheiligen,1-4,0-3,FC Wacker Innsbruck,,,2013-07-14T16:00Z
Round 1,Sun Jul 14 2013,19:00,CEST/+0200,Union St. Florian,0-9,0-4,RB Salzburg,,,2013-07-14T17:00Z
Round 2,Mon Sep 23 2013,19:00,CEST/+0200,LASK Linz,3-4,0-1,SKN St. Pölten,,,2013-09-23T17:00Z
Round 2,Mon Sep 23 2013,19:00,CEST/+0200,Villacher SV,0-3,0-1,Kapfenberger SV 1919,,,2013-09-23T17:00Z
Round 2,Mon Sep 23 2013,16:00,CEST/+0200,SAK Klagenfurt,2-2,0-2,TSV Hartberg,4-2,,2013-09-23T14:00Z
Round 2,Tue Sep 24 2013,18:30,CEST/+0200,Austria Salzburg,1-1,0-0,SV Mattersburg,1-1,2-4,2013-09-24T16:30Z
Round 2,Tue Sep 24 2013,19:00,CEST/+0200,SK Austria Klagenfurt,0-2,0-1,SC/ESV Parndorf,,,2013-09-24T17:00Z
Round 2,Tue Sep 24 2013,19:00,CEST/+0200,Vorwärts Steyr,1-2,0-1,Austria Lustenau,,,2013-09-24T17:00Z
Round 2,Tue Sep 24 2013,19:00,CEST/+0200,SC Kalsdorf,2-1,1-0,Austria Wien,,,2013-09-24T17:00Z
Round 2,Tue Sep 24 2013,19:30,CEST/+0200,SKU Amstetten,2-1,1-0,SCR Altach,,,2013-09-24T17:30Z
Round 2,Tue Sep 24 2013,19:30,CEST/+0200,SC Sollenau,0-4,0-1,First Vienna FC,,,2013-09-24T17:30Z
Round 2,Tue Sep 24 2013,19:30,CEST/+0200,SC Mannsdorf,4-4,2-3,SV Horn,4-6,,2013-09-24T17:30Z
Round 2,Tue Sep 24 2013,20:25,CEST/+0200,FC Pasching,2-1,0-0,FC Wacker Innsbruck,,,2013-09-24T18:25Z
Round 2,Wed Sep 25 2013,16:15,CEST/+0200,Dornbirner SV,0-2,0-0,SV Ried,,,2013-09-25T14:15Z
Round 2,Wed Sep 25 2013,18:00,CEST/+0200,Sturm Graz,0-0,0-0,1. Wiener Neustädter SC,3-0,,2013-09-25T16:00Z
Round 2,Wed Sep 25 2013,18:30,CEST/+0200,SC Pinkafeld,1-4,0-0,Wolfsberger AC,,,2013-09-25T16:30Z
Round 2,Wed Sep 25 2013,19:00,CEST/+0200,FC Lankowitz,1-1,0-1,RB Salzburg,1-1,5-6,2013-09-25T17:00Z
Round 2,Wed Sep 25 2013,19:00,CEST/+0200,FAC Team für Wien,0-0,0-0,FC Admira Wacker,0-0,5-6,2013-09-25T17:00Z
Round of 16,Mon Oct 28 2013,19:30,CET/+0100,SV Horn,5-4,2-1,SC/ESV Parndorf,,,2013-10-28T18:30Z
Round of 16,Mon Oct 28 2013,19:00,CET/+0100,SC Kalsdorf,0-4,0-0,SKN St. Pölten,,,2013-10-28T18:00Z
Round of 16,Tue Oct 29 2013,18:00,CET/+0100,SAK Klagenfurt,0-1,0-1,SV Ried,,,2013-10-29T17:00Z
Round of 16,Tue Oct 29 2013,19:30,CET/+0100,SKU Amstetten,2-0,1-0,SV Mattersburg,,,2013-10-29T18:30Z
Round of 16,Tue Oct 29 2013,19:30,CET/+0100,FC Admira Wacker,3-1,1-0,First Vienna FC,,,2013-10-29T18:30Z
Round of 16,Tue Oct 29 2013,18:00,CET/+0100,FC Pasching,2-2,0-0,Wolfsberger AC,2-4,,2013-10-29T17:00Z
Round of 16,Wed Oct 30 2013,18:00,CET/+0100,Austria Lustenau,0-4,0-1,Sturm Graz,,,2013-10-30T17:00Z
Round of 16,Wed Oct 30 2013,19:00,CET/+0100,Kapfenberger SV 1919,1-7,1-2,RB Salzburg,,,2013-10-30T18:00Z
Quarterfinals,Tue Apr 8 2014,18:00,CEST/+0200,FC Admira Wacker,0-1,0-0,Sturm Graz,,,2014-04-08T16:00Z
Quarterfinals,Tue Apr 15 2014,20:30,CEST/+0200,SV Ried,1-2,1-1,SKN St. Pölten,,,2014-04-15T18:30Z
Quarterfinals,Tue Apr 15 2014,19:30,CEST/+0200,SV Horn,2-0,0-0,SKU Amstetten,,,2014-04-15T17:30Z
Quarterfinals,Wed Apr 16 2014,18:00,CEST/+0200,Wolfsberger AC,0-6,0-0,RB Salzburg,,,2014-04-16T16:00Z
Semifinals,Wed May 7 2014,20:30,CEST/+0200,SKN St. Pölten,0-0,0-0,Sturm Graz,1-0,,2014-05-07T18:30Z
Semifinals,Wed May 7 2014,18:00,CEST/+0200,SV Horn,0-7,0-2,RB Salzburg,,,2014-05-07T16:00Z
Final,Sun May 18 2014,16:30,CEST/+0200,RB Salzburg,4-2,2-1,SKN St. Pölten,,,2014-05-18T14:30Z
