Round,Date,Time,Team 1,FT,HT,Team 2
21,Sat Feb 3 2018,18:30,Wolfsberger AC,0-0,0-0,SCR Altach
21,Sat Feb 3 2018,18:30,LASK,2-1,0-0,SKN St. Pölten
21,Sun Feb 4 2018,16:30,Rapid Wien,1-1,0-0,Austria Wien
22,Sat Feb 10 2018,16:00,SCR Altach,0-1,0-0,RB Salzburg
22,Sat Feb 10 2018,18:30,Austria Wien,1-3,1-1,LASK
22,Sat Feb 10 2018,18:30,Sturm Graz,0-1,0-0,Wolfsberger AC
22,Sat Feb 10 2018,18:30,SKN St. Pölten,0-3,0-0,SV Mattersburg
22,Sun Feb 11 2018,16:30,FC Admira Wacker,2-1,0-0,Rapid Wien
23,Sat Feb 17 2018,16:00,Rapid Wien,1-1,0-1,Sturm Graz
23,Sat Feb 17 2018,18:30,SV Mattersburg,2-1,1-1,Austria Wien
23,Sat Feb 17 2018,18:30,Wolfsberger AC,1-3,0-2,FC Admira Wacker
23,Sat Feb 17 2018,18:30,LASK,2-0,0-0,SCR Altach
23,Sun Feb 18 2018,16:30,RB Salzburg,4-0,1-0,SKN St. Pölten
24,Sat Feb 24 2018,16:00,FC Admira Wacker,2-1,1-1,Austria Wien
24,Sat Feb 24 2018,18:30,SCR Altach,1-1,0-1,SV Mattersburg
24,Sat Feb 24 2018,18:30,Rapid Wien,2-0,1-0,LASK
24,Sat Feb 24 2018,18:30,Wolfsberger AC,0-1,0-0,SKN St. Pölten
24,Sun Feb 25 2018,16:30,Sturm Graz,2-4,1-1,RB Salzburg
25,Sat Mar 3 2018,16:00,LASK,0-2,0-1,Sturm Graz
25,Sat Mar 3 2018,18:30,Austria Wien,2-0,1-0,Wolfsberger AC
25,Sat Mar 3 2018,18:30,SV Mattersburg,3-2,2-1,FC Admira Wacker
25,Sat Mar 3 2018,18:30,SKN St. Pölten,1-2,0-0,SCR Altach
25,Sun Mar 4 2018,16:30,RB Salzburg,1-0,0-0,Rapid Wien
26,Sat Mar 10 2018,16:00,SCR Altach,0-0,0-0,Rapid Wien
26,Sat Mar 10 2018,18:30,Austria Wien,4-0,2-0,SKN St. Pölten
26,Sat Mar 10 2018,18:30,FC Admira Wacker,2-4,2-2,Sturm Graz
26,Sat Mar 10 2018,18:30,Wolfsberger AC,0-3,0-2,LASK
26,Sun Mar 11 2018,16:30,SV Mattersburg,2-2,0-1,RB Salzburg
27,Sat Mar 17 2018,16:00,Rapid Wien,5-1,3-0,Wolfsberger AC
27,Sat Mar 17 2018,18:30,Sturm Graz,1-0,1-0,SCR Altach
27,Sat Mar 17 2018,18:30,SKN St. Pölten,1-2,0-2,FC Admira Wacker
27,Sat Mar 17 2018,18:30,LASK,3-1,0-1,SV Mattersburg
27,Sun Mar 18 2018,14:30,RB Salzburg,5-0,1-0,Austria Wien
28,Sat Mar 31 2018,16:00,FC Admira Wacker,0-1,0-1,LASK
28,Sat Mar 31 2018,18:30,SKN St. Pölten,1-5,1-2,Sturm Graz
28,Sat Mar 31 2018,18:30,Austria Wien,2-1,1-0,SCR Altach
28,Sat Mar 31 2018,18:30,RB Salzburg,2-0,1-0,Wolfsberger AC
28,Sun Apr 1 2018,16:30,SV Mattersburg,2-4,1-4,Rapid Wien
29,Sat Apr 7 2018,16:00,Sturm Graz,0-2,0-2,Austria Wien
29,Sat Apr 7 2018,18:30,SCR Altach,1-2,1-1,FC Admira Wacker
29,Sat Apr 7 2018,18:30,Wolfsberger AC,0-2,0-0,SV Mattersburg
29,Sat Apr 7 2018,18:30,Rapid Wien,2-1,1-0,SKN St. Pölten
29,Sun Apr 8 2018,15:00,LASK,1-0,0-0,RB Salzburg
30,Sat Apr 14 2018,16:00,Sturm Graz,3-0,2-0,SV Mattersburg
30,Sat Apr 14 2018,18:30,SCR Altach,2-1,1-1,Wolfsberger AC
30,Sat Apr 14 2018,18:30,SKN St. Pölten,1-3,0-0,LASK
30,Sun Apr 15 2018,16:30,Austria Wien,0-4,0-2,Rapid Wien
30,Sun Apr 15 2018,19:00,FC Admira Wacker,2-6,1-3,RB Salzburg
31,Sat Apr 21 2018,16:00,Wolfsberger AC,2-1,1-1,Sturm Graz
31,Sat Apr 21 2018,18:30,LASK,1-0,0-0,Austria Wien
31,Sat Apr 21 2018,18:30,SV Mattersburg,1-1,0-1,SKN St. Pölten
31,Sun Apr 22 2018,14:30,RB Salzburg,3-1,1-0,SCR Altach
31,Sun Apr 22 2018,16:30,Rapid Wien,4-1,2-0,FC Admira Wacker
32,Sat Apr 28 2018,16:00,Austria Wien,2-3,2-2,SV Mattersburg
32,Sat Apr 28 2018,18:30,FC Admira Wacker,4-2,1-1,Wolfsberger AC
32,Sat Apr 28 2018,18:30,SCR Altach,0-2,0-1,LASK
32,Sun Apr 29 2018,16:30,Sturm Graz,4-2,2-1,Rapid Wien
32,Sun Apr 29 2018,19:00,SKN St. Pölten,0-2,0-1,RB Salzburg
33,Sat May 5 2018,16:00,LASK,0-2,0-1,Rapid Wien
33,Sat May 5 2018,18:30,SV Mattersburg,0-1,0-1,SCR Altach
33,Sat May 5 2018,18:30,Austria Wien,0-0,0-0,FC Admira Wacker
33,Sat May 5 2018,18:30,SKN St. Pölten,0-1,0-0,Wolfsberger AC
33,Sun May 6 2018,16:30,RB Salzburg,4-1,1-1,Sturm Graz
34,Sat May 12 2018,16:00,Sturm Graz,3-1,2-1,LASK
34,Sat May 12 2018,18:30,FC Admira Wacker,1-1,0-0,SV Mattersburg
34,Sat May 12 2018,18:30,SCR Altach,1-3,1-2,SKN St. Pölten
34,Sun May 13 2018,16:30,Rapid Wien,1-4,0-3,RB Salzburg
34,Tue May 15 2018,19:00,Wolfsberger AC,2-1,2-0,Austria Wien
35,Sun May 20 2018,16:30,SKN St. Pölten,2-0,1-0,Austria Wien
35,Sun May 20 2018,16:30,Rapid Wien,4-1,2-1,SCR Altach
35,Sun May 20 2018,16:30,Sturm Graz,2-0,0-0,FC Admira Wacker
35,Sun May 20 2018,16:30,RB Salzburg,1-0,0-0,SV Mattersburg
35,Sun May 20 2018,16:30,LASK,1-3,0-1,Wolfsberger AC
36,Sun May 27 2018,17:30,Austria Wien,4-0,2-0,RB Salzburg
36,Sun May 27 2018,17:30,SCR Altach,0-0,0-0,Sturm Graz
36,Sun May 27 2018,17:30,Wolfsberger AC,0-0,0-0,Rapid Wien
36,Sun May 27 2018,17:30,FC Admira Wacker,0-2,0-1,SKN St. Pölten
36,Sun May 27 2018,17:30,SV Mattersburg,2-1,1-0,LASK
