Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 2,Tue Oct 18 2022,18:00,CEST/+0200,Waldhof Mannheim,0-1,0-0,1. FC Nürnberg,,,2022-10-18T16:00Z
Round 2,Tue Oct 18 2022,18:00,CEST/+0200,RB Leipzig,4-0,2-0,Hamburger SV,,,2022-10-18T16:00Z
Round 2,Tue Oct 18 2022,20:45,CEST/+0200,SV Darmstadt 98,2-1,1-0,Bor. Mönchengladbach,,,2022-10-18T18:45Z
Round 2,Tue Oct 18 2022,20:45,CEST/+0200,SV 07 Elversberg,0-1,0-0,VfL Bochum,,,2022-10-18T18:45Z
Round 2,Tue Oct 18 2022,20:45,CEST/+0200,Eintracht Braunschweig,1-2,1-1,VfL Wolfsburg,,,2022-10-18T18:45Z
Round 2,Tue Oct 18 2022,20:45,CEST/+0200,1899 Hoffenheim,5-1,3-0,FC Schalke 04,,,2022-10-18T18:45Z
Round 2,Tue Oct 18 2022,18:00,CEST/+0200,VfB Lübeck,0-3,0-2,1. FSV Mainz 05,,,2022-10-18T16:00Z
Round 2,Wed Oct 19 2022,18:00,CEST/+0200,Hannover 96,0-2,0-1,Borussia Dortmund,,,2022-10-19T16:00Z
Round 2,Wed Oct 19 2022,18:00,CEST/+0200,SC Freiburg,1-1,0-1,FC St. Pauli,2-1,,2022-10-19T16:00Z
Round 2,Wed Oct 19 2022,18:00,CEST/+0200,SV Sandhausen,2-2,2-0,Karlsruher SC,2-2,8-7,2022-10-19T16:00Z
Round 2,Wed Oct 19 2022,18:00,CEST/+0200,SC Paderborn 07,2-2,2-0,Werder Bremen,2-2,5-4,2022-10-19T16:00Z
Round 2,Wed Oct 19 2022,20:45,CEST/+0200,FC Augsburg,2-5,1-1,Bayern München,,,2022-10-19T18:45Z
Round 2,Wed Oct 19 2022,20:45,CEST/+0200,VfB Stuttgart,6-0,4-0,Arminia Bielefeld,,,2022-10-19T18:45Z
Round 2,Wed Oct 19 2022,20:45,CEST/+0200,1. FC Union Berlin,2-0,1-0,1. FC Heidenheim 1846,,,2022-10-19T18:45Z
Round 2,Wed Oct 19 2022,20:45,CEST/+0200,Jahn Regensburg,0-3,0-3,Fortuna Düsseldorf,,,2022-10-19T18:45Z
Round of 16,Tue Jan 31 2023,20:45,CET/+0100,1. FC Union Berlin,2-1,1-1,VfL Wolfsburg,,,2023-01-31T19:45Z
Round of 16,Tue Jan 31 2023,18:00,CET/+0100,SC Paderborn 07,1-2,1-0,VfB Stuttgart,,,2023-01-31T17:00Z
Round of 16,Wed Feb 1 2023,20:45,CET/+0100,1. FSV Mainz 05,0-4,0-3,Bayern München,,,2023-02-01T19:45Z
Round of 16,Wed Feb 1 2023,18:00,CET/+0100,RB Leipzig,3-1,2-0,1899 Hoffenheim,,,2023-02-01T17:00Z
Round of 16,Tue Feb 7 2023,20:45,CET/+0100,Eintracht Frankfurt,4-2,2-2,SV Darmstadt 98,,,2023-02-07T19:45Z
Round of 16,Tue Feb 7 2023,18:00,CET/+0100,SV Sandhausen,0-2,0-0,SC Freiburg,,,2023-02-07T17:00Z
Round of 16,Wed Feb 8 2023,18:00,CET/+0100,1. FC Nürnberg,1-1,0-1,Fortuna Düsseldorf,1-1,5-3,2023-02-08T17:00Z
Round of 16,Wed Feb 8 2023,20:45,CET/+0100,VfL Bochum,1-2,0-1,Borussia Dortmund,,,2023-02-08T19:45Z
Quarterfinals,Tue Apr 4 2023,20:45,CEST/+0200,Bayern München,1-2,1-1,SC Freiburg,,,2023-04-04T18:45Z
Quarterfinals,Tue Apr 4 2023,18:00,CEST/+0200,Eintracht Frankfurt,2-0,2-0,1. FC Union Berlin,,,2023-04-04T16:00Z
Quarterfinals,Wed Apr 5 2023,20:45,CEST/+0200,RB Leipzig,2-0,1-0,Borussia Dortmund,,,2023-04-05T18:45Z
Quarterfinals,Wed Apr 5 2023,18:30,CEST/+0200,1. FC Nürnberg,0-1,0-0,VfB Stuttgart,,,2023-04-05T16:30Z
Semifinals,Tue May 2 2023,20:45,CEST/+0200,SC Freiburg,1-5,0-4,RB Leipzig,,,2023-05-02T18:45Z
Semifinals,Wed May 3 2023,20:45,CEST/+0200,VfB Stuttgart,2-3,1-0,Eintracht Frankfurt,,,2023-05-03T18:45Z
Final,Sat Jun 3 2023,20:00,CEST/+0200,RB Leipzig,2-0,0-0,Eintracht Frankfurt,,,2023-06-03T18:00Z
