Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Round 3,Tue Jan 3 2023,21:00,CET/+0100,CP Cacereño,0-1,0-0,Real Madrid,,,2023-01-03T20:00Z
Round 3,Tue Jan 3 2023,21:00,CET/+0100,AD Ceuta FC,1-0,1-0,Elche CF,,,2023-01-03T20:00Z
Round 3,Tue Jan 3 2023,21:00,CET/+0100,Levante UD,3-2,0-1,Getafe CF,,,2023-01-03T20:00Z
Round 3,Tue Jan 3 2023,21:00,CET/+0100,Sporting Gijón,2-0,0-0,Rayo Vallecano,,,2023-01-03T20:00Z
Round 3,Wed Jan 4 2023,19:00,CET/+0100,UD Logroñés,0-1,0-1,Real Sociedad,,,2023-01-04T18:00Z
Round 3,Wed Jan 4 2023,19:00,CET/+0100,Pontevedra CF,0-0,0-0,RCD Mallorca,0-2,,2023-01-04T18:00Z
Round 3,Wed Jan 4 2023,19:00,CET/+0100,Linares Deportivo,0-5,0-2,Sevilla FC,,,2023-01-04T18:00Z
Round 3,Wed Jan 4 2023,20:00,CET/+0100,Real Oviedo,0-2,0-1,Atlético Madrid,,,2023-01-04T19:00Z
Round 3,Wed Jan 4 2023,21:00,CET/+0100,CF Intercity,3-3,0-1,FC Barcelona,3-4,,2023-01-04T20:00Z
Round 3,Wed Jan 4 2023,21:00,CET/+0100,CD Alavés,1-0,1-0,Real Valladolid,,,2023-01-04T20:00Z
Round 3,Thu Jan 5 2023,16:00,CET/+0100,Gimnàstic de Tarragona,1-1,0-1,CA Osasuna,1-2,,2023-01-05T15:00Z
Round 3,Thu Jan 5 2023,21:00,CET/+0100,CD Eldense,1-6,0-2,Athletic Bilbao,,,2023-01-05T20:00Z
Round 3,Thu Jan 5 2023,16:00,CET/+0100,CD Ibiza,1-4,1-0,Real Betis,,,2023-01-05T15:00Z
Round of 16,Tue Jan 17 2023,21:00,CET/+0100,CD Alavés,0-1,0-0,Sevilla FC,,,2023-01-17T20:00Z
Round of 16,Tue Jan 17 2023,19:00,CET/+0100,Real Sociedad,1-0,1-0,RCD Mallorca,,,2023-01-17T18:00Z
Round of 16,Wed Jan 18 2023,19:00,CET/+0100,Sporting Gijón,0-4,0-3,Valencia CF,,,2023-01-18T18:00Z
Round of 16,Wed Jan 18 2023,20:00,CET/+0100,Athletic Bilbao,1-0,1-0,Espanyol Barcelona,,,2023-01-18T19:00Z
Round of 16,Wed Jan 18 2023,21:00,CET/+0100,Levante UD,0-2,0-0,Atlético Madrid,,,2023-01-18T20:00Z
Round of 16,Wed Jan 18 2023,21:00,CET/+0100,Real Betis,1-1,0-0,CA Osasuna,2-2,2-4,2023-01-18T20:00Z
Round of 16,Thu Jan 19 2023,21:00,CET/+0100,Villarreal CF,2-3,2-0,Real Madrid,,,2023-01-19T20:00Z
Round of 16,Thu Jan 19 2023,20:00,CET/+0100,AD Ceuta FC,0-5,0-1,FC Barcelona,,,2023-01-19T19:00Z
Quarterfinals,Wed Jan 25 2023,22:00,CET/+0100,CA Osasuna,1-1,0-0,Sevilla FC,2-1,,2023-01-25T21:00Z
Quarterfinals,Wed Jan 25 2023,21:00,CET/+0100,FC Barcelona,1-0,0-0,Real Sociedad,,,2023-01-25T20:00Z
Quarterfinals,Thu Jan 26 2023,20:00,CET/+0100,Valencia CF,1-3,1-2,Athletic Bilbao,,,2023-01-26T19:00Z
Quarterfinals,Thu Jan 26 2023,21:00,CET/+0100,Real Madrid,1-1,0-1,Atlético Madrid,3-1,,2023-01-26T20:00Z
Semifinals,Wed Mar 1 2023,21:00,CET/+0100,CA Osasuna,1-0,0-0,Athletic Bilbao,,,2023-03-01T20:00Z
Semifinals,Thu Mar 2 2023,21:00,CET/+0100,Real Madrid,0-1,0-1,FC Barcelona,,,2023-03-02T20:00Z
Semifinals,Tue Apr 4 2023,21:10,CEST/+0200,Athletic Bilbao,1-0,1-0,CA Osasuna,1-1,,2023-04-04T19:10Z
Semifinals,Wed Apr 5 2023,21:00,CEST/+0200,FC Barcelona,0-4,0-1,Real Madrid,,,2023-04-05T19:00Z
Final,Sat May 6 2023,22:00,CEST/+0200,Real Madrid,2-1,1-0,CA Osasuna,,,2023-05-06T20:00Z
