Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,Comments,UTC
25,Sat Apr 22 2023,17:00,CEST/+0200,SV Leobendorf,2-2,0-0,SR Donaufeld,,2023-04-22T15:00Z
25,Sat Apr 22 2023,16:30,CEST/+0200,SC Wiener Viktoria,2-1,1-1,SC Neusiedl/See 1919,,2023-04-22T14:30Z
26,Fri Apr 28 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,1-3,0-1,FC Marchfeld Donauauen,,2023-04-28T17:00Z
26,Fri Apr 28 2023,19:00,CEST/+0200,ASV Draßburg,0-1,0-1,SV Leobendorf,,2023-04-28T17:00Z
26,Fri Apr 28 2023,19:30,CEST/+0200,FCM Traiskirchen,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,2023-04-28T17:30Z
26,Fri Apr 28 2023,19:30,CEST/+0200,Wiener Sport-Club,1-1,0-0,Kremser SC,,2023-04-28T17:30Z
26,Sat Apr 29 2023,18:00,CEST/+0200,1. Wiener Neustädter SC,2-2,2-2,FC Mauerwerk,,2023-04-29T16:00Z
26,Sat Apr 29 2023,16:30,CEST/+0200,SV Stripfing/Weiden,3-1,1-0,ASV Siegendorf,,2023-04-29T14:30Z
26,Sun Apr 30 2023,14:00,CEST/+0200,USV Scheiblingkirchen-Warth,2-2,0-0,SC Wiener Viktoria,,2023-04-30T12:00Z
26,Tue May 2 2023,18:00,CEST/+0200,SR Donaufeld,4-1,1-0,TWL Elektra,,2023-05-02T16:00Z
27,Fri May 5 2023,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,0-3 (*),,SR Donaufeld,awd.,2023-05-05T17:00Z
27,Fri May 5 2023,19:00,CEST/+0200,ASV Siegendorf,1-0,0-0,FCM Traiskirchen,,2023-05-05T17:00Z
27,Fri May 5 2023,19:30,CEST/+0200,Wiener Sport-Club,2-1,2-1,ASV Draßburg,,2023-05-05T17:30Z
27,Fri May 5 2023,19:30,CEST/+0200,TWL Elektra,0-0,0-0,SV Leobendorf,,2023-05-05T17:30Z
27,Fri May 5 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,2-2,1-1,USV Scheiblingkirchen-Warth,,2023-05-05T17:30Z
27,Fri May 5 2023,20:00,CEST/+0200,Kremser SC,3-3,2-1,1. Wiener Neustädter SC,,2023-05-05T18:00Z
27,Fri May 5 2023,20:00,CEST/+0200,FC Mauerwerk,1-3,1-1,SC Neusiedl/See 1919,,2023-05-05T18:00Z
27,Sat May 6 2023,16:30,CEST/+0200,SC Wiener Viktoria,1-6,0-3,SV Stripfing/Weiden,,2023-05-06T14:30Z
28,Fri May 12 2023,19:00,CEST/+0200,SC Neusiedl/See 1919,0-2,0-0,Kremser SC,,2023-05-12T17:00Z
28,Fri May 12 2023,19:00,CEST/+0200,ASV Draßburg,2-1,0-1,TWL Elektra,,2023-05-12T17:00Z
28,Fri May 12 2023,19:00,CEST/+0200,USV Scheiblingkirchen-Warth,2-2,1-0,FC Mauerwerk,,2023-05-12T17:00Z
28,Fri May 12 2023,19:00,CEST/+0200,SV Leobendorf,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,2023-05-12T17:00Z
28,Fri May 12 2023,19:30,CEST/+0200,1. Wiener Neustädter SC,0-3,0-1,Wiener Sport-Club,,2023-05-12T17:30Z
28,Sat May 13 2023,17:00,CEST/+0200,SV Stripfing/Weiden,3-1,3-1,FC Marchfeld Donauauen,,2023-05-13T15:00Z
28,Sat May 13 2023,16:00,CEST/+0200,SR Donaufeld,1-2,0-0,ASV Siegendorf,,2023-05-13T14:00Z
29,Thu May 18 2023,16:00,CEST/+0200,1. Wiener Neustädter SC,0-1,0-0,ASV Draßburg,,2023-05-18T14:00Z
29,Fri May 19 2023,20:00,CEST/+0200,FC Mauerwerk,1-4,0-2,SV Stripfing/Weiden,,2023-05-19T18:00Z
29,Fri May 19 2023,19:00,CEST/+0200,ASK-BSC Bruck/Leitha,0-3 (*),,TWL Elektra,awd.,2023-05-19T17:00Z
29,Fri May 19 2023,19:30,CEST/+0200,Kremser SC,3-0,2-0,USV Scheiblingkirchen-Warth,,2023-05-19T17:30Z
29,Fri May 19 2023,19:30,CEST/+0200,Wiener Sport-Club,1-1,0-0,SC Neusiedl/See 1919,,2023-05-19T17:30Z
29,Fri May 19 2023,19:30,CEST/+0200,FC Marchfeld Donauauen,5-3,2-2,FCM Traiskirchen,,2023-05-19T17:30Z
29,Sat May 20 2023,16:30,CEST/+0200,SC Wiener Viktoria,0-2,0-0,SR Donaufeld,,2023-05-20T14:30Z
29,Sun May 21 2023,16:00,CEST/+0200,ASV Siegendorf,0-4,0-2,SV Leobendorf,,2023-05-21T14:00Z
28,Tue May 23 2023,19:30,CEST/+0200,FCM Traiskirchen,3-0,2-0,SC Wiener Viktoria,,2023-05-23T17:30Z
30,Fri May 26 2023,18:00,CEST/+0200,SR Donaufeld,2-3,1-2,FC Marchfeld Donauauen,,2023-05-26T16:00Z
30,Fri May 26 2023,19:00,CEST/+0200,ASV Draßburg,3-0 (*),,ASK-BSC Bruck/Leitha,awd.,2023-05-26T17:00Z
30,Fri May 26 2023,19:30,CEST/+0200,SC Neusiedl/See 1919,4-0,2-0,1. Wiener Neustädter SC,,2023-05-26T17:30Z
30,Fri May 26 2023,19:30,CEST/+0200,USV Scheiblingkirchen-Warth,1-1,1-1,Wiener Sport-Club,,2023-05-26T17:30Z
30,Fri May 26 2023,19:30,CEST/+0200,FCM Traiskirchen,7-0,4-0,FC Mauerwerk,,2023-05-26T17:30Z
30,Fri May 26 2023,19:30,CEST/+0200,TWL Elektra,0-1,0-1,ASV Siegendorf,,2023-05-26T17:30Z
30,Sat May 27 2023,17:30,CEST/+0200,SV Stripfing/Weiden,3-1,0-1,Kremser SC,,2023-05-27T15:30Z
30,Sat May 27 2023,16:30,CEST/+0200,SV Leobendorf,2-1,1-0,SC Wiener Viktoria,,2023-05-27T14:30Z
