Stage,Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,ET,P,UTC
Apertura,4,Wed Jul 20 2022,19:05,CDT/-0500,Club Celaya,2-0,1-0,Tapatío,,,2022-07-21T00:05Z
Apertura,4,Wed Jul 20 2022,21:05,CDT/-0500,CF Monterrey II,0-0,0-0,Atlante,,,2022-07-21T02:05Z
Apertura,4,Wed Jul 20 2022,17:00,CDT/-0500,Alacranes de Durango,1-1,1-0,Venados FC,,,2022-07-20T22:00Z
Apertura,4,Thu Jul 21 2022,19:00,CDT/-0500,Leones Negros,0-0,0-0,Correcaminos UAT,,,2022-07-22T00:00Z
Apertura,4,Fri Jul 22 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,1-1,1-0,Cimarrones de Sonora,,,2022-07-22T22:00Z
Apertura,4,Sun Jul 24 2022,21:00,CDT/-0500,Atlético Morelia,1-1,0-0,Pumas Tabasco,,,2022-07-25T02:00Z
Apertura,5,Tue Jul 26 2022,19:05,CDT/-0500,Correcaminos UAT,0-0,0-0,Alebrijes de Oaxaca,,,2022-07-27T00:05Z
Apertura,5,Tue Jul 26 2022,21:05,CDT/-0500,Atlético La Paz,0-0,0-0,Club Celaya,,,2022-07-27T02:05Z
Apertura,5,Tue Jul 26 2022,17:05,CDT/-0500,Atlante,3-0,0-0,Dorados de Sinaloa,,,2022-07-26T22:05Z
Apertura,5,Wed Jul 27 2022,19:05,CDT/-0500,Pumas Tabasco,1-1,0-1,Mineros de Zacatecas,,,2022-07-28T00:05Z
Apertura,5,Wed Jul 27 2022,21:05,CDT/-0500,Cimarrones de Sonora,0-0,0-0,Cancún FC,,,2022-07-28T02:05Z
Apertura,5,Wed Jul 27 2022,17:00,CDT/-0500,Coyotes de Tlaxcala,1-1,1-0,CF Monterrey II,,,2022-07-27T22:00Z
Apertura,5,Thu Jul 28 2022,19:05,CDT/-0500,Tepatitlán,0-0,0-0,Alacranes de Durango,,,2022-07-29T00:05Z
Apertura,5,Fri Jul 29 2022,19:00,CDT/-0500,Venados FC,0-2,0-1,Atlético Morelia,,,2022-07-30T00:00Z
Apertura,5,Sun Jul 31 2022,17:00,CDT/-0500,Tapatío,0-2,0-1,Leones Negros,,,2022-07-31T22:00Z
Apertura,6,Tue Aug 2 2022,19:05,CDT/-0500,Cancún FC,2-0,1-0,Atlético La Paz,,,2022-08-03T00:05Z
Apertura,6,Tue Aug 2 2022,21:05,CDT/-0500,Dorados de Sinaloa,0-1,0-1,Club Celaya,,,2022-08-03T02:05Z
Apertura,6,Tue Aug 2 2022,17:05,CDT/-0500,Alacranes de Durango,3-0,1-0,Coyotes de Tlaxcala,,,2022-08-02T22:05Z
Apertura,6,Wed Aug 3 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,4-0,1-0,Tapatío,,,2022-08-03T22:00Z
Apertura,6,Wed Aug 3 2022,19:05,CDT/-0500,Tepatitlán,4-3,3-3,Pumas Tabasco,,,2022-08-04T00:05Z
Apertura,6,Wed Aug 3 2022,21:05,CDT/-0500,CF Monterrey II,1-1,0-1,Cimarrones de Sonora,,,2022-08-04T02:05Z
Apertura,6,Thu Aug 4 2022,19:00,CDT/-0500,Atlético Morelia,1-0,0-0,Correcaminos UAT,,,2022-08-05T00:00Z
Apertura,6,Fri Aug 5 2022,17:00,CDT/-0500,Mineros de Zacatecas,1-3,0-3,Atlante,,,2022-08-05T22:00Z
Apertura,6,Sun Aug 7 2022,21:00,CDT/-0500,Leones Negros,4-0,3-0,Venados FC,,,2022-08-08T02:00Z
Apertura,7,Tue Aug 9 2022,19:05,CDT/-0500,Pumas Tabasco,2-1,2-0,Alacranes de Durango,,,2022-08-10T00:05Z
Apertura,7,Tue Aug 9 2022,21:05,CDT/-0500,Atlético La Paz,2-2,1-1,Coyotes de Tlaxcala,,,2022-08-10T02:05Z
Apertura,7,Tue Aug 9 2022,17:05,CDT/-0500,Club Celaya,1-0,0-0,Tepatitlán,,,2022-08-09T22:05Z
Apertura,7,Wed Aug 10 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,2-2,2-1,Mineros de Zacatecas,,,2022-08-10T22:00Z
Apertura,7,Wed Aug 10 2022,19:05,CDT/-0500,Venados FC,1-1,0-0,Dorados de Sinaloa,,,2022-08-11T00:05Z
Apertura,7,Wed Aug 10 2022,21:05,CDT/-0500,Cimarrones de Sonora,2-1,2-0,Leones Negros,,,2022-08-11T02:05Z
Apertura,7,Thu Aug 11 2022,19:05,CDT/-0500,Atlante,1-0,0-0,Atlético Morelia,,,2022-08-12T00:05Z
Apertura,7,Thu Aug 11 2022,21:00,CDT/-0500,Correcaminos UAT,0-0,0-0,Cancún FC,,,2022-08-12T02:00Z
Apertura,7,Thu Aug 11 2022,17:00,CDT/-0500,Tapatío,1-1,0-0,CF Monterrey II,,,2022-08-11T22:00Z
Apertura,8,Tue Aug 16 2022,17:05,CDT/-0500,Mineros de Zacatecas,2-1,1-1,Atlético La Paz,,,2022-08-16T22:05Z
Apertura,8,Tue Aug 16 2022,19:05,CDT/-0500,Cancún FC,0-0,0-0,Alebrijes de Oaxaca,,,2022-08-17T00:05Z
Apertura,8,Tue Aug 16 2022,21:05,CDT/-0500,CF Monterrey II,1-2,1-1,Venados FC,,,2022-08-17T02:05Z
Apertura,8,Wed Aug 17 2022,19:05,CDT/-0500,Coyotes de Tlaxcala,0-1,0-1,Club Celaya,,,2022-08-18T00:05Z
Apertura,8,Wed Aug 17 2022,17:00,CDT/-0500,Alacranes de Durango,1-0,1-0,Leones Negros,,,2022-08-17T22:00Z
Apertura,8,Thu Aug 18 2022,19:00,CDT/-0500,Pumas Tabasco,1-1,1-0,Atlante,,,2022-08-19T00:00Z
Apertura,8,Thu Aug 18 2022,17:00,CDT/-0500,Tepatitlán,3-0,1-0,Correcaminos UAT,,,2022-08-18T22:00Z
Apertura,8,Sun Aug 21 2022,21:00,CDT/-0500,Atlético Morelia,2-1,1-0,Cimarrones de Sonora,,,2022-08-22T02:00Z
Apertura,9,Tue Aug 23 2022,17:05,CDT/-0500,Leones Negros,3-2,2-2,Mineros de Zacatecas,,,2022-08-23T22:05Z
Apertura,9,Tue Aug 23 2022,19:05,CDT/-0500,Correcaminos UAT,0-2,0-1,Coyotes de Tlaxcala,,,2022-08-24T00:05Z
Apertura,9,Tue Aug 23 2022,21:05,CDT/-0500,Atlético La Paz,1-0,0-0,CF Monterrey II,,,2022-08-24T02:05Z
Apertura,9,Wed Aug 24 2022,21:05,CDT/-0500,Dorados de Sinaloa,2-2,0-1,Alacranes de Durango,,,2022-08-25T02:05Z
Apertura,9,Wed Aug 24 2022,17:00,CDT/-0500,Club Celaya,3-1,2-0,Cimarrones de Sonora,,,2022-08-24T22:00Z
Apertura,9,Wed Aug 24 2022,19:05,CDT/-0500,Venados FC,2-0,2-0,Pumas Tabasco,,,2022-08-25T00:05Z
Apertura,9,Thu Aug 25 2022,17:00,CDT/-0500,Tapatío,1-0,0-0,Cancún FC,,,2022-08-25T22:00Z
Apertura,9,Fri Aug 26 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,1-3,0-1,Atlético Morelia,,,2022-08-26T22:00Z
Apertura,9,Sun Aug 28 2022,17:00,CDT/-0500,Atlante,1-1,1-1,Tepatitlán,,,2022-08-28T22:00Z
Apertura,10,Tue Aug 30 2022,17:05,CDT/-0500,Mineros de Zacatecas,1-0,1-0,Correcaminos UAT,,,2022-08-30T22:05Z
Apertura,10,Tue Aug 30 2022,19:05,CDT/-0500,Cancún FC,1-2,1-2,Venados FC,,,2022-08-31T00:05Z
Apertura,10,Tue Aug 30 2022,21:05,CDT/-0500,Cimarrones de Sonora,4-0,1-0,Atlético La Paz,,,2022-08-31T02:05Z
Apertura,10,Wed Aug 31 2022,21:05,CDT/-0500,Pumas Tabasco,1-0,1-0,Tapatío,,,2022-09-01T02:05Z
Apertura,10,Wed Aug 31 2022,17:00,CDT/-0500,Alacranes de Durango,1-1,0-1,Atlante,,,2022-08-31T22:00Z
Apertura,10,Wed Aug 31 2022,19:05,CDT/-0500,Coyotes de Tlaxcala,2-0,1-0,Leones Negros,,,2022-09-01T00:05Z
Apertura,10,Thu Sep 1 2022,19:00,CDT/-0500,Tepatitlán,1-1,1-0,Alebrijes de Oaxaca,,,2022-09-02T00:00Z
Apertura,10,Thu Sep 1 2022,21:00,CDT/-0500,CF Monterrey II,2-3,0-2,Club Celaya,,,2022-09-02T02:00Z
Apertura,10,Sun Sep 4 2022,19:05,CDT/-0500,Atlético Morelia,3-0,1-0,Dorados de Sinaloa,,,2022-09-05T00:05Z
Apertura,17,Sun Sep 4 2022,21:00,CDT/-0500,Coyotes de Tlaxcala,0-5,0-3,Atlante,,,2022-09-05T02:00Z
Apertura,11,Tue Sep 6 2022,17:05,CDT/-0500,Leones Negros,3-0,1-0,Cancún FC,,,2022-09-06T22:05Z
Apertura,11,Tue Sep 6 2022,19:05,CDT/-0500,Correcaminos UAT,1-0,1-0,Pumas Tabasco,,,2022-09-07T00:05Z
Apertura,11,Wed Sep 7 2022,19:05,CDT/-0500,Venados FC,0-1,0-0,Mineros de Zacatecas,,,2022-09-08T00:05Z
Apertura,11,Wed Sep 7 2022,21:05,CDT/-0500,Dorados de Sinaloa,2-1,0-1,CF Monterrey II,,,2022-09-08T02:05Z
Apertura,11,Wed Sep 7 2022,17:00,CDT/-0500,Club Celaya,2-0,1-0,Atlético Morelia,,,2022-09-07T22:00Z
Apertura,11,Thu Sep 8 2022,17:00,CDT/-0500,Tapatío,1-1,0-1,Coyotes de Tlaxcala,,,2022-09-08T22:00Z
Apertura,11,Thu Sep 8 2022,19:00,CDT/-0500,Atlético La Paz,1-1,0-1,Tepatitlán,,,2022-09-09T00:00Z
Apertura,11,Thu Sep 8 2022,19:05,CDT/-0500,Atlante,2-2,1-1,Cimarrones de Sonora,,,2022-09-09T00:05Z
Apertura,11,Fri Sep 9 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,4-0,2-0,Alacranes de Durango,,,2022-09-09T22:00Z
Apertura,12,Tue Sep 13 2022,19:05,CDT/-0500,Cancún FC,0-4,0-2,Club Celaya,,,2022-09-14T00:05Z
Apertura,12,Tue Sep 13 2022,21:05,CDT/-0500,Pumas Tabasco,0-2,0-1,Leones Negros,,,2022-09-14T02:05Z
Apertura,12,Tue Sep 13 2022,17:00,CDT/-0500,Mineros de Zacatecas,1-1,0-0,Coyotes de Tlaxcala,,,2022-09-13T22:00Z
Apertura,12,Wed Sep 14 2022,17:00,CDT/-0500,Alacranes de Durango,3-1,3-1,CF Monterrey II,,,2022-09-14T22:00Z
Apertura,12,Wed Sep 14 2022,19:05,CDT/-0500,Alebrijes de Oaxaca,2-2,1-1,Atlante,,,2022-09-15T00:05Z
Apertura,12,Wed Sep 14 2022,21:05,CDT/-0500,Cimarrones de Sonora,1-1,1-0,Tapatío,,,2022-09-15T02:05Z
Apertura,12,Thu Sep 15 2022,21:00,CDT/-0500,Correcaminos UAT,0-2,0-0,Dorados de Sinaloa,,,2022-09-16T02:00Z
Apertura,12,Thu Sep 15 2022,19:00,CDT/-0500,Tepatitlán,1-2,0-0,Venados FC,,,2022-09-16T00:00Z
Apertura,12,Sun Sep 18 2022,12:00,CDT/-0500,Atlético Morelia,4-2,2-2,Atlético La Paz,,,2022-09-18T17:00Z
Apertura,13,Tue Sep 20 2022,19:05,CDT/-0500,Coyotes de Tlaxcala,2-1,0-1,Tepatitlán,,,2022-09-21T00:05Z
Apertura,13,Tue Sep 20 2022,21:05,CDT/-0500,CF Monterrey II,0-1,0-0,Leones Negros,,,2022-09-21T02:05Z
Apertura,13,Tue Sep 20 2022,17:00,CDT/-0500,Tapatío,2-0,1-0,Correcaminos UAT,,,2022-09-20T22:00Z
Apertura,13,Wed Sep 21 2022,17:00,CDT/-0500,Club Celaya,2-0,0-0,Alebrijes de Oaxaca,,,2022-09-21T22:00Z
Apertura,13,Wed Sep 21 2022,19:05,CDT/-0500,Atlético La Paz,6-1,1-1,Pumas Tabasco,,,2022-09-22T00:05Z
Apertura,13,Wed Sep 21 2022,21:05,CDT/-0500,Dorados de Sinaloa,4-1,1-0,Mineros de Zacatecas,,,2022-09-22T02:05Z
Apertura,13,Wed Sep 21 2022,21:05,CDT/-0500,Cimarrones de Sonora,5-0,0-0,Alacranes de Durango,,,2022-09-22T02:05Z
Apertura,13,Thu Sep 22 2022,19:05,CDT/-0500,Atlante,1-0,0-0,Venados FC,,,2022-09-23T00:05Z
Apertura,13,Thu Sep 22 2022,17:00,CDT/-0500,Atlético Morelia,0-0,0-0,Cancún FC,,,2022-09-22T22:00Z
Apertura,14,Fri Sep 23 2022,17:00,CDT/-0500,Tepatitlán,3-2,1-2,Tapatío,,,2022-09-23T22:00Z
Apertura,14,Fri Sep 23 2022,19:05,CDT/-0500,Correcaminos UAT,1-1,1-1,CF Monterrey II,,,2022-09-24T00:05Z
Apertura,14,Sat Sep 24 2022,19:05,CDT/-0500,Pumas Tabasco,0-1,0-0,Cimarrones de Sonora,,,2022-09-25T00:05Z
Apertura,14,Sat Sep 24 2022,21:05,CDT/-0500,Mineros de Zacatecas,2-2,2-1,Atlético Morelia,,,2022-09-25T02:05Z
Apertura,14,Sat Sep 24 2022,17:00,CDT/-0500,Alebrijes de Oaxaca,3-0,1-0,Coyotes de Tlaxcala,,,2022-09-24T22:00Z
Apertura,14,Sun Sep 25 2022,17:00,CDT/-0500,Alacranes de Durango,1-1,1-0,Club Celaya,,,2022-09-25T22:00Z
Apertura,14,Sun Sep 25 2022,19:05,CDT/-0500,Cancún FC,1-2,1-2,Dorados de Sinaloa,,,2022-09-26T00:05Z
Apertura,14,Sun Sep 25 2022,19:05,CDT/-0500,Leones Negros,2-2,0-1,Atlante,,,2022-09-26T00:05Z
Apertura,14,Sun Sep 25 2022,21:05,CDT/-0500,Venados FC,3-0,0-0,Atlético La Paz,,,2022-09-26T02:05Z
Apertura,15,Tue Sep 27 2022,19:05,CDT/-0500,Coyotes de Tlaxcala,1-0,0-0,Pumas Tabasco,,,2022-09-28T00:05Z
Apertura,15,Tue Sep 27 2022,17:05,CDT/-0500,CF Monterrey II,0-3,0-1,Mineros de Zacatecas,,,2022-09-27T22:05Z
Apertura,15,Wed Sep 28 2022,17:00,CDT/-0500,Club Celaya,2-1,0-1,Atlante,,,2022-09-28T22:00Z
Apertura,15,Wed Sep 28 2022,19:05,CDT/-0500,Cancún FC,0-0,0-0,Alacranes de Durango,,,2022-09-29T00:05Z
Apertura,15,Wed Sep 28 2022,21:05,CDT/-0500,Dorados de Sinaloa,0-2,0-0,Leones Negros,,,2022-09-29T02:05Z
Apertura,15,Wed Sep 28 2022,12:00,CDT/-0500,Cimarrones de Sonora,2-1,0-1,Correcaminos UAT,,,2022-09-28T17:00Z
Apertura,15,Thu Sep 29 2022,17:00,CDT/-0500,Atlético Morelia,1-1,1-1,Tepatitlán,,,2022-09-29T22:00Z
Apertura,15,Thu Sep 29 2022,19:05,CDT/-0500,Tapatío,1-0,0-0,Venados FC,,,2022-09-30T00:05Z
Apertura,15,Thu Sep 29 2022,21:05,CDT/-0500,Atlético La Paz,2-1,0-1,Alebrijes de Oaxaca,,,2022-09-30T02:05Z
Apertura,16,Tue Oct 4 2022,19:05,CDT/-0500,Pumas Tabasco,0-3,0-0,Dorados de Sinaloa,,,2022-10-05T00:05Z
Apertura,16,Tue Oct 4 2022,21:05,CDT/-0500,Venados FC,3-0,0-0,Coyotes de Tlaxcala,,,2022-10-05T02:05Z
Apertura,16,Tue Oct 4 2022,17:00,CDT/-0500,Leones Negros,0-2,0-0,Club Celaya,,,2022-10-04T22:00Z
Apertura,16,Wed Oct 5 2022,17:00,CDT/-0500,Alacranes de Durango,2-2,1-1,Atlético Morelia,,,2022-10-05T22:00Z
Apertura,16,Wed Oct 5 2022,19:05,CDT/-0500,Alebrijes de Oaxaca,0-1,0-0,CF Monterrey II,,,2022-10-06T00:05Z
Apertura,16,Wed Oct 5 2022,21:05,CDT/-0500,Correcaminos UAT,4-2,0-0,Atlético La Paz,,,2022-10-06T02:05Z
Apertura,16,Thu Oct 6 2022,19:00,CDT/-0500,Tepatitlán,0-2,0-1,Cimarrones de Sonora,,,2022-10-07T00:00Z
Apertura,16,Fri Oct 7 2022,17:00,CDT/-0500,Mineros de Zacatecas,4-0,3-0,Cancún FC,,,2022-10-07T22:00Z
Apertura,16,Sun Oct 9 2022,16:00,CDT/-0500,Atlante,4-1,3-0,Tapatío,,,2022-10-09T21:00Z
Apertura,17,Tue Oct 11 2022,21:05,CDT/-0500,Dorados de Sinaloa,2-0,0-0,Alebrijes de Oaxaca,,,2022-10-12T02:05Z
Apertura,17,Tue Oct 11 2022,17:05,CDT/-0500,CF Monterrey II,2-2,1-1,Pumas Tabasco,,,2022-10-11T22:05Z
Apertura,17,Tue Oct 11 2022,19:05,CDT/-0500,Cancún FC,1-2,0-1,Tepatitlán,,,2022-10-12T00:05Z
Apertura,17,Wed Oct 12 2022,19:05,CDT/-0500,Atlético La Paz,3-2,2-1,Tapatío,,,2022-10-13T00:05Z
Apertura,17,Wed Oct 12 2022,21:05,CDT/-0500,Cimarrones de Sonora,1-1,0-0,Venados FC,,,2022-10-13T02:05Z
Apertura,17,Thu Oct 13 2022,19:00,CDT/-0500,Atlético Morelia,0-1,0-0,Leones Negros,,,2022-10-14T00:00Z
Apertura,17,Fri Oct 14 2022,17:00,CDT/-0500,Alacranes de Durango,4-1,1-0,Mineros de Zacatecas,,,2022-10-14T22:00Z
Apertura,8,Sat Oct 15 2022,21:00,CDT/-0500,Dorados de Sinaloa,1-1,1-0,Tapatío,,,2022-10-16T02:00Z
Apertura,17,Sun Oct 16 2022,16:00,CDT/-0500,Club Celaya,0-3,0-3,Correcaminos UAT,,,2022-10-16T21:00Z
Apertura Playoffs,Reclassification,Wed Oct 19 2022,19:00,CDT/-0500,Venados FC,4-2,4-0,Tepatitlán,,,2022-10-20T00:00Z
Apertura Playoffs,Reclassification,Thu Oct 20 2022,19:00,CDT/-0500,Mineros de Zacatecas,1-0,0-0,Tapatío,,,2022-10-21T00:00Z
Apertura Playoffs,Reclassification,Fri Oct 21 2022,21:15,CDT/-0500,Dorados de Sinaloa,1-3,1-1,Alacranes de Durango,,,2022-10-22T02:15Z
Apertura Playoffs,Reclassification,Fri Oct 21 2022,19:00,CDT/-0500,Atlético Morelia,1-1,1-0,Alebrijes de Oaxaca,,4-3,2022-10-22T00:00Z
Apertura Playoffs,Quarterfinals,Tue Oct 25 2022,21:05,CDT/-0500,Atlético Morelia,2-0,1-0,Cimarrones de Sonora,,,2022-10-26T02:05Z
Apertura Playoffs,Quarterfinals,Tue Oct 25 2022,19:00,CDT/-0500,Venados FC,2-0,1-0,Leones Negros,,,2022-10-26T00:00Z
Apertura Playoffs,Quarterfinals,Wed Oct 26 2022,17:00,CDT/-0500,Alacranes de Durango,0-1,0-0,Club Celaya,,,2022-10-26T22:00Z
Apertura Playoffs,Quarterfinals,Wed Oct 26 2022,19:05,CDT/-0500,Mineros de Zacatecas,1-2,1-2,Atlante,,,2022-10-27T00:05Z
Apertura Playoffs,Quarterfinals,Fri Oct 28 2022,21:15,CDT/-0500,Cimarrones de Sonora,3-1,3-1,Atlético Morelia,,,2022-10-29T02:15Z
Apertura Playoffs,Quarterfinals,Fri Oct 28 2022,19:00,CDT/-0500,Leones Negros,3-0,2-0,Venados FC,,,2022-10-29T00:00Z
Apertura Playoffs,Quarterfinals,Sat Oct 29 2022,19:00,CDT/-0500,Atlante,2-1,2-1,Mineros de Zacatecas,,,2022-10-30T00:00Z
Apertura Playoffs,Quarterfinals,Sat Oct 29 2022,18:00,CDT/-0500,Club Celaya,1-0,0-0,Alacranes de Durango,,,2022-10-29T23:00Z
Apertura Playoffs,Semifinals,Wed Nov 2 2022,20:10,CST/-0600,Cimarrones de Sonora,0-0,0-0,Club Celaya,,,2022-11-03T02:10Z
Apertura Playoffs,Semifinals,Wed Nov 2 2022,19:00,CST/-0600,Leones Negros,1-1,0-1,Atlante,,,2022-11-03T01:00Z
Apertura Playoffs,Semifinals,Sat Nov 5 2022,19:00,CST/-0600,Atlante,1-0,0-0,Leones Negros,,,2022-11-06T01:00Z
Apertura Playoffs,Semifinals,Sat Nov 5 2022,15:00,CST/-0600,Club Celaya,3-1,1-0,Cimarrones de Sonora,,,2022-11-05T21:00Z
Apertura Playoffs,Final,Wed Nov 9 2022,20:00,CST/-0600,Atlante,0-0,0-0,Club Celaya,,,2022-11-10T02:00Z
Apertura Playoffs,Final,Sat Nov 12 2022,17:00,CST/-0600,Club Celaya,1-1,0-1,Atlante,1-3,,2022-11-12T23:00Z
Clausura,1,Wed Jan 4 2023,19:05,CST/-0600,Atlético La Paz,2-0,0-0,Mineros de Zacatecas,,,2023-01-05T01:05Z
Clausura,1,Wed Jan 4 2023,17:05,CST/-0600,Club Celaya,2-0,0-0,Cancún FC,,,2023-01-04T23:05Z
Clausura,1,Wed Jan 4 2023,21:05,CST/-0600,Venados FC,1-0,1-0,Tepatitlán,,,2023-01-05T03:05Z
Clausura,1,Thu Jan 5 2023,17:00,CST/-0600,Alacranes de Durango,0-4,0-1,Cimarrones de Sonora,,,2023-01-05T23:00Z
Clausura,1,Thu Jan 5 2023,19:05,CST/-0600,Atlante,4-0,1-0,Alebrijes de Oaxaca,,,2023-01-06T01:05Z
Clausura,1,Fri Jan 6 2023,17:00,CST/-0600,CF Monterrey II,0-0,0-0,Tapatío,,,2023-01-06T23:00Z
Clausura,1,Fri Jan 6 2023,17:00,CST/-0600,Coyotes de Tlaxcala,0-0,0-0,Atlético Morelia,,,2023-01-06T23:00Z
Clausura,2,Tue Jan 10 2023,19:05,CST/-0600,Pumas Tabasco,3-0,1-0,Coyotes de Tlaxcala,,,2023-01-11T01:05Z
Clausura,2,Tue Jan 10 2023,21:05,CST/-0600,Mineros de Zacatecas,1-1,0-0,Dorados de Sinaloa,,,2023-01-11T03:05Z
Clausura,2,Tue Jan 10 2023,17:05,CST/-0600,Correcaminos UAT,1-1,0-1,Venados FC,,,2023-01-10T23:05Z
Clausura,2,Wed Jan 11 2023,19:05,CST/-0600,Cancún FC,2-2,1-1,Leones Negros,,,2023-01-12T01:05Z
Clausura,2,Wed Jan 11 2023,21:05,CST/-0600,Cimarrones de Sonora,1-2,1-1,CF Monterrey II,,,2023-01-12T03:05Z
Clausura,2,Wed Jan 11 2023,17:00,CST/-0600,Alebrijes de Oaxaca,0-1,0-0,Club Celaya,,,2023-01-11T23:00Z
Clausura,2,Thu Jan 12 2023,19:00,CST/-0600,Atlético Morelia,3-0,0-0,Alacranes de Durango,,,2023-01-13T01:00Z
Clausura,2,Fri Jan 13 2023,17:00,CST/-0600,Tapatío,4-3,1-2,Atlante,,,2023-01-13T23:00Z
Clausura,2,Sun Jan 15 2023,12:00,CST/-0600,Tepatitlán,3-0,1-0,Atlético La Paz,,,2023-01-15T18:00Z
Clausura,3,Tue Jan 17 2023,19:05,CST/-0600,Club Celaya,1-1,0-0,CF Monterrey II,,,2023-01-18T01:05Z
Clausura,3,Tue Jan 17 2023,21:05,CST/-0600,Dorados de Sinaloa,1-2,1-0,Cancún FC,,,2023-01-18T03:05Z
Clausura,3,Tue Jan 17 2023,17:05,CST/-0600,Coyotes de Tlaxcala,1-2,1-0,Mineros de Zacatecas,,,2023-01-17T23:05Z
