Round,Date,Time,Team 1,FT,HT,Team 2
8,Sat May 11 2019,16:00,Kalmar FF,1-0,0-0,Helsingborgs IF
8,Sun May 12 2019,15:00,Djurgårdens IF,0-2,0-0,AIK Solna
8,Sun May 12 2019,17:30,Malmö FF,4-1,1-0,IF Elfsborg
8,Mon May 13 2019,19:00,IFK Norrköping,1-2,1-1,IFK Göteborg
9,Tue May 14 2019,19:00,Hammarby IF,4-0,3-0,Östersunds FK
9,Wed May 15 2019,19:00,Falkenbergs FF,0-3,0-3,Djurgårdens IF
9,Wed May 15 2019,19:00,IF Elfsborg,1-0,0-0,AFC Eskilstuna
9,Wed May 15 2019,19:00,IK Sirius,1-0,1-0,GIF Sundsvall
9,Wed May 15 2019,19:00,Helsingborgs IF,1-3,1-2,AIK Solna
9,Wed May 15 2019,19:00,BK Häcken,1-0,0-0,Kalmar FF
9,Thu May 16 2019,19:00,IFK Göteborg,0-0,0-0,Malmö FF
9,Thu May 16 2019,19:00,Örebro SK,1-2,0-1,IFK Norrköping
10,Sat May 18 2019,16:00,AFC Eskilstuna,1-1,0-0,Helsingborgs IF
10,Sun May 19 2019,15:00,Malmö FF,1-0,0-0,Kalmar FF
10,Sun May 19 2019,15:00,IK Sirius,3-4,1-2,BK Häcken
10,Sun May 19 2019,17:30,Djurgårdens IF,2-0,2-0,IF Elfsborg
10,Mon May 20 2019,19:00,AIK Solna,2-0,0-0,Falkenbergs FF
10,Mon May 20 2019,19:00,IFK Göteborg,0-0,0-0,Hammarby IF
10,Mon May 20 2019,19:00,IFK Norrköping,2-0,2-0,GIF Sundsvall
10,Mon May 20 2019,19:00,Östersunds FK,1-3,0-2,Örebro SK
11,Fri May 24 2019,19:00,GIF Sundsvall,1-1,1-1,AIK Solna
11,Sat May 25 2019,16:00,BK Häcken,1-2,0-1,IFK Göteborg
11,Sat May 25 2019,16:00,Malmö FF,5-0,1-0,AFC Eskilstuna
11,Sat May 25 2019,18:00,Helsingborgs IF,1-1,0-1,Falkenbergs FF
11,Sun May 26 2019,15:00,Djurgårdens IF,3-1,2-1,Östersunds FK
11,Sun May 26 2019,17:30,Kalmar FF,1-1,0-0,IF Elfsborg
11,Mon May 27 2019,19:00,Örebro SK,0-2,0-1,IK Sirius
11,Mon May 27 2019,19:00,Hammarby IF,2-2,1-2,IFK Norrköping
18,Tue May 28 2019,19:00,Malmö FF,2-1,1-1,GIF Sundsvall
12,Sat Jun 1 2019,18:00,Falkenbergs FF,0-0,0-0,Kalmar FF
12,Sat Jun 1 2019,16:00,IK Sirius,0-2,0-1,Djurgårdens IF
12,Sat Jun 1 2019,18:00,Östersunds FK,1-1,0-1,GIF Sundsvall
12,Sat Jun 1 2019,16:00,IFK Göteborg,0-1,0-1,Örebro SK
12,Sun Jun 2 2019,15:00,AFC Eskilstuna,0-2,0-1,IFK Norrköping
12,Sun Jun 2 2019,15:00,IF Elfsborg,0-0,0-0,BK Häcken
12,Sun Jun 2 2019,17:30,Helsingborgs IF,0-1,0-1,Malmö FF
12,Sun Jun 2 2019,15:00,AIK Solna,2-0,2-0,Hammarby IF
18,Tue Jun 25 2019,19:00,AIK Solna,0-2,0-1,IFK Norrköping
13,Fri Jun 28 2019,18:00,Örebro SK,0-1,0-1,Helsingborgs IF
13,Sat Jun 29 2019,18:00,Falkenbergs FF,2-1,1-1,IF Elfsborg
13,Sat Jun 29 2019,23:00,GIF Sundsvall,0-0,0-0,AFC Eskilstuna
13,Sat Jun 29 2019,16:00,Östersunds FK,0-0,0-0,IFK Göteborg
13,Sun Jun 30 2019,15:00,AIK Solna,0-0,0-0,Malmö FF
13,Sun Jun 30 2019,17:30,IFK Norrköping,0-1,0-0,IK Sirius
13,Mon Jul 1 2019,19:00,BK Häcken,2-0,1-0,Hammarby IF
13,Mon Jul 1 2019,19:00,Djurgårdens IF,2-0,0-0,Kalmar FF
14,Sat Jul 6 2019,16:00,IFK Göteborg,2-1,2-0,GIF Sundsvall
14,Sat Jul 6 2019,15:00,IK Sirius,1-1,0-0,Östersunds FK
14,Sat Jul 6 2019,15:00,Kalmar FF,0-1,0-0,AIK Solna
14,Sat Jul 6 2019,19:00,Malmö FF,2-1,1-1,Örebro SK
14,Sun Jul 7 2019,15:00,Hammarby IF,6-2,3-0,Falkenbergs FF
14,Sun Jul 7 2019,15:00,IFK Norrköping,2-1,1-0,BK Häcken
14,Mon Jul 8 2019,19:00,IF Elfsborg,1-1,0-0,Helsingborgs IF
14,Mon Jul 8 2019,19:00,AFC Eskilstuna,1-1,0-0,Djurgårdens IF
15,Sat Jul 13 2019,18:00,AFC Eskilstuna,3-1,2-0,Kalmar FF
15,Sat Jul 13 2019,16:00,AIK Solna,3-0,2-0,IF Elfsborg
15,Sat Jul 13 2019,16:00,Falkenbergs FF,1-1,0-0,IFK Göteborg
15,Sun Jul 14 2019,17:30,Djurgårdens IF,1-1,0-0,Malmö FF
15,Sun Jul 14 2019,15:00,Östersunds FK,2-1,0-0,IFK Norrköping
15,Sun Jul 14 2019,15:00,BK Häcken,3-0,0-0,Örebro SK
15,Mon Jul 15 2019,19:00,Helsingborgs IF,1-0,0-0,IK Sirius
15,Mon Jul 15 2019,19:00,GIF Sundsvall,2-3,1-2,Hammarby IF
16,Sat Jul 20 2019,16:00,Örebro SK,4-0,3-0,Falkenbergs FF
16,Sat Jul 20 2019,18:00,GIF Sundsvall,0-1,0-0,BK Häcken
16,Sat Jul 20 2019,16:00,AIK Solna,2-0,1-0,Helsingborgs IF
16,Sun Jul 21 2019,17:30,IFK Norrköping,3-0,2-0,Östersunds FK
16,Sun Jul 21 2019,15:00,Malmö FF,1-1,1-1,IK Sirius
16,Sun Jul 21 2019,15:00,IFK Göteborg,1-0,1-0,AFC Eskilstuna
16,Mon Jul 22 2019,19:00,Hammarby IF,5-2,4-1,IF Elfsborg
16,Mon Jul 22 2019,19:00,Kalmar FF,0-1,0-0,Djurgårdens IF
17,Sat Jul 27 2019,16:00,IK Sirius,0-2,0-0,AIK Solna
17,Sat Jul 27 2019,16:00,Falkenbergs FF,2-0,2-0,GIF Sundsvall
17,Sat Jul 27 2019,18:00,AFC Eskilstuna,1-6,1-3,Hammarby IF
17,Sun Jul 28 2019,15:00,Östersunds FK,0-0,0-0,Malmö FF
17,Sun Jul 28 2019,15:00,Djurgårdens IF,2-0,0-0,BK Häcken
17,Sun Jul 28 2019,17:30,IFK Göteborg,0-0,0-0,IFK Norrköping
17,Mon Jul 29 2019,19:00,Helsingborgs IF,1-4,1-3,Örebro SK
17,Mon Jul 29 2019,19:00,IF Elfsborg,2-1,0-1,Kalmar FF
18,Sat Aug 3 2019,18:00,Falkenbergs FF,1-1,1-0,Helsingborgs IF
18,Sat Aug 3 2019,16:00,Östersunds FK,1-2,1-1,AFC Eskilstuna
18,Sun Aug 4 2019,17:30,BK Häcken,4-1,3-1,IK Sirius
18,Sun Aug 4 2019,15:00,Kalmar FF,2-2,0-1,Hammarby IF
18,Mon Aug 5 2019,19:00,IF Elfsborg,0-1,0-0,Djurgårdens IF
18,Mon Aug 5 2019,19:00,Örebro SK,2-2,0-1,IFK Göteborg
19,Sat Aug 10 2019,16:00,Djurgårdens IF,4-0,3-0,IK Sirius
19,Sat Aug 10 2019,18:00,GIF Sundsvall,1-1,1-0,Östersunds FK
19,Sun Aug 11 2019,15:00,AFC Eskilstuna,2-4,1-1,AIK Solna
19,Sun Aug 11 2019,15:00,BK Häcken,1-1,0-0,Malmö FF
19,Sun Aug 11 2019,17:30,Hammarby IF,2-1,2-0,Helsingborgs IF
19,Sun Aug 11 2019,17:30,IFK Norrköping,2-0,2-0,IF Elfsborg
19,Mon Aug 12 2019,19:00,IFK Göteborg,1-1,0-1,Falkenbergs FF
19,Mon Aug 12 2019,19:00,Kalmar FF,1-1,0-0,Örebro SK
20,Sat Aug 17 2019,16:00,Hammarby IF,3-0,2-0,GIF Sundsvall
20,Sun Aug 18 2019,15:00,AIK Solna,1-2,0-2,Kalmar FF
20,Sun Aug 18 2019,17:30,Malmö FF,5-0,2-0,Falkenbergs FF
20,Sun Aug 18 2019,15:00,IK Sirius,0-2,0-0,IFK Norrköping
20,Sun Aug 18 2019,15:00,Örebro SK,1-2,0-1,BK Häcken
20,Mon Aug 19 2019,19:00,Djurgårdens IF,3-0,2-0,AFC Eskilstuna
20,Mon Aug 19 2019,19:00,IF Elfsborg,4-1,3-0,Östersunds FK
20,Mon Aug 19 2019,19:00,Helsingborgs IF,1-2,1-0,IFK Göteborg
21,Sat Aug 24 2019,16:00,IK Sirius,3-4,0-3,Örebro SK
21,Sun Aug 25 2019,15:00,AFC Eskilstuna,0-2,0-0,BK Häcken
21,Sun Aug 25 2019,15:00,IFK Norrköping,5-0,2-0,Helsingborgs IF
21,Sun Aug 25 2019,17:30,Malmö FF,0-1,0-0,Djurgårdens IF
21,Sun Aug 25 2019,15:00,Östersunds FK,1-3,0-0,AIK Solna
21,Mon Aug 26 2019,19:00,Falkenbergs FF,0-2,0-2,Hammarby IF
21,Mon Aug 26 2019,19:00,IFK Göteborg,4-0,1-0,Kalmar FF
21,Mon Aug 26 2019,19:00,GIF Sundsvall,1-2,1-1,IF Elfsborg
22,Fri Aug 30 2019,19:00,Helsingborgs IF,2-0,2-0,Östersunds FK
22,Sat Aug 31 2019,13:30,IF Elfsborg,1-1,1-0,IK Sirius
22,Sat Aug 31 2019,16:00,Örebro SK,3-1,2-1,AFC Eskilstuna
22,Sun Sep 1 2019,15:00,AIK Solna,1-0,1-0,Djurgårdens IF
22,Sun Sep 1 2019,15:00,Kalmar FF,0-5,0-2,Malmö FF
22,Sun Sep 1 2019,15:00,GIF Sundsvall,0-2,0-1,IFK Göteborg
22,Sun Sep 1 2019,17:30,IFK Norrköping,2-0,1-0,Hammarby IF
22,Sun Sep 1 2019,17:30,BK Häcken,4-1,2-1,Falkenbergs FF
23,Fri Sep 13 2019,19:00,IK Sirius,2-0,1-0,Falkenbergs FF
23,Sat Sep 14 2019,16:00,Östersunds FK,1-2,1-0,Kalmar FF
23,Sat Sep 14 2019,13:30,Örebro SK,0-0,0-0,GIF Sundsvall
23,Sun Sep 15 2019,15:00,BK Häcken,1-2,0-1,AIK Solna
23,Sun Sep 15 2019,15:00,Hammarby IF,6-2,3-1,IFK Göteborg
23,Sun Sep 15 2019,17:30,Malmö FF,1-0,0-0,IFK Norrköping
23,Mon Sep 16 2019,19:00,Djurgårdens IF,2-0,0-0,Helsingborgs IF
23,Mon Sep 16 2019,19:00,AFC Eskilstuna,2-2,1-0,IF Elfsborg
24,Fri Sep 20 2019,19:00,GIF Sundsvall,1-4,1-3,Djurgårdens IF
24,Sat Sep 21 2019,13:30,Falkenbergs FF,1-0,1-0,Östersunds FK
24,Sat Sep 21 2019,16:00,Kalmar FF,1-1,1-0,BK Häcken
24,Sat Sep 21 2019,18:00,IFK Göteborg,2-1,2-0,IK Sirius
24,Sat Sep 21 2019,16:00,IFK Norrköping,3-0,2-0,Örebro SK
24,Sun Sep 22 2019,15:00,Hammarby IF,2-1,1-0,AIK Solna
24,Sun Sep 22 2019,17:30,IF Elfsborg,0-3,0-0,Malmö FF
24,Sun Sep 22 2019,17:30,Helsingborgs IF,2-1,1-0,AFC Eskilstuna
25,Tue Sep 24 2019,19:00,Djurgårdens IF,1-0,0-0,Falkenbergs FF
25,Tue Sep 24 2019,19:00,Kalmar FF,0-2,0-1,GIF Sundsvall
25,Wed Sep 25 2019,19:00,AIK Solna,1-0,1-0,IFK Göteborg
25,Wed Sep 25 2019,19:00,IK Sirius,1-3,0-0,Hammarby IF
25,Wed Sep 25 2019,19:00,Örebro SK,2-0,0-0,Östersunds FK
25,Wed Sep 25 2019,19:00,BK Häcken,1-2,1-1,IF Elfsborg
25,Thu Sep 26 2019,19:00,Malmö FF,3-0,3-0,Helsingborgs IF
25,Thu Sep 26 2019,19:00,IFK Norrköping,4-0,3-0,AFC Eskilstuna
26,Sun Sep 29 2019,15:00,IF Elfsborg,1-1,0-0,AIK Solna
26,Sun Sep 29 2019,15:00,IFK Göteborg,0-0,0-0,BK Häcken
26,Sun Sep 29 2019,15:00,GIF Sundsvall,2-1,0-0,IK Sirius
26,Sun Sep 29 2019,17:30,Falkenbergs FF,0-2,0-1,IFK Norrköping
26,Sun Sep 29 2019,17:30,AFC Eskilstuna,0-1,0-0,Malmö FF
26,Mon Sep 30 2019,19:00,Hammarby IF,5-1,1-1,Örebro SK
26,Mon Sep 30 2019,19:00,Helsingborgs IF,2-0,0-0,Kalmar FF
26,Mon Sep 30 2019,19:00,Östersunds FK,1-2,1-1,Djurgårdens IF
27,Sat Oct 5 2019,13:30,GIF Sundsvall,4-4,3-0,IFK Norrköping
27,Sat Oct 5 2019,16:00,AIK Solna,2-0,0-0,Örebro SK
27,Sat Oct 5 2019,16:00,IK Sirius,2-1,1-0,Helsingborgs IF
27,Sun Oct 6 2019,15:00,Djurgårdens IF,1-2,0-0,Hammarby IF
27,Sun Oct 6 2019,17:30,Malmö FF,1-0,0-0,IFK Göteborg
27,Sun Oct 6 2019,15:00,Kalmar FF,0-0,0-0,AFC Eskilstuna
27,Sun Oct 6 2019,17:30,IF Elfsborg,4-0,1-0,Falkenbergs FF
27,Sun Oct 6 2019,15:00,BK Häcken,1-1,1-0,Östersunds FK
28,Fri Oct 18 2019,19:00,AFC Eskilstuna,1-0,0-0,GIF Sundsvall
28,Sat Oct 19 2019,13:30,Helsingborgs IF,0-2,0-1,BK Häcken
28,Sat Oct 19 2019,16:00,Östersunds FK,2-0,0-0,IK Sirius
28,Sun Oct 20 2019,17:30,IFK Norrköping,1-0,0-0,Kalmar FF
28,Sun Oct 20 2019,15:00,Hammarby IF,2-0,1-0,Malmö FF
28,Sun Oct 20 2019,15:00,Falkenbergs FF,1-5,0-2,AIK Solna
28,Mon Oct 21 2019,19:00,Örebro SK,2-2,1-1,IF Elfsborg
28,Mon Oct 21 2019,19:00,IFK Göteborg,0-1,0-0,Djurgårdens IF
29,Sat Oct 26 2019,13:30,GIF Sundsvall,1-2,0-0,Helsingborgs IF
29,Sat Oct 26 2019,16:00,Kalmar FF,2-3,0-0,Falkenbergs FF
29,Sun Oct 27 2019,15:00,AFC Eskilstuna,0-0,0-0,IK Sirius
29,Sun Oct 27 2019,15:00,BK Häcken,0-1,0-0,IFK Norrköping
29,Sun Oct 27 2019,17:30,Östersunds FK,1-2,0-0,Hammarby IF
29,Mon Oct 28 2019,19:00,Djurgårdens IF,3-0,1-0,Örebro SK
29,Mon Oct 28 2019,19:00,IF Elfsborg,2-0,1-0,IFK Göteborg
29,Mon Oct 28 2019,19:00,Malmö FF,2-0,0-0,AIK Solna
30,Sat Nov 2 2019,13:00,IFK Göteborg,7-1,2-1,Östersunds FK
30,Sat Nov 2 2019,13:00,Falkenbergs FF,1-0,0-0,AFC Eskilstuna
30,Sat Nov 2 2019,13:00,AIK Solna,2-1,0-0,GIF Sundsvall
30,Sat Nov 2 2019,13:00,Hammarby IF,4-1,1-0,BK Häcken
30,Sat Nov 2 2019,13:00,Helsingborgs IF,1-2,0-1,IF Elfsborg
30,Sat Nov 2 2019,13:00,IFK Norrköping,2-2,2-0,Djurgårdens IF
30,Sat Nov 2 2019,13:00,Örebro SK,0-5,0-2,Malmö FF
30,Sat Nov 2 2019,13:00,IK Sirius,3-0,0-0,Kalmar FF
