Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,P,UTC
Round 2,Thu Feb 21 2019,19:15,-0300,Criciúma SC,0-0,0-0,Oeste SP,7-6,2019-02-21T22:15Z
Round 2,Thu Feb 21 2019,21:30,-0300,Goiás GO,1-1,0-0,CR Brasil AL,2-3,2019-02-22T00:30Z
Round 2,Tue Feb 26 2019,21:30,-0300,Atlético Cearense CE,0-4,0-2,Atlético Goianiense,,2019-02-27T00:30Z
Round 2,Wed Feb 27 2019,19:15,-0300,Foz do Iguaçu PR,0-0,0-0,Ceará CE,2-4,2019-02-27T22:15Z
Round 2,Wed Feb 27 2019,21:30,-0300,U.R.T. MG,2-2,0-1,Vila Nova GO,4-5,2019-02-28T00:30Z
Round 2,Wed Feb 27 2019,21:30,-0300,Botafogo RJ,3-0,1-0,Cuiabá MT,,2019-02-28T00:30Z
Round 2,Thu Feb 28 2019,21:30,-0300,Juventude RS,2-1,1-0,América MG,,2019-03-01T00:30Z
Round 2,Thu Feb 28 2019,19:15,-0300,Tombense MG,2-2,1-1,Botafogo PB,6-7,2019-02-28T22:15Z
Round 2,Wed Mar 6 2019,19:15,-0300,Santa Cruz de Natal RN,0-1,0-1,Bahia BA,,2019-03-06T22:15Z
Round 2,Wed Mar 6 2019,21:30,-0300,Fluminense RJ,3-0,2-0,Ypiranga RS,,2019-03-07T00:30Z
Round 2,Wed Mar 6 2019,21:30,-0300,Mixto MT,1-2,0-0,Chapecoense,,2019-03-07T00:30Z
Round 2,Thu Mar 7 2019,21:30,-0300,Santos FC,4-0,1-0,América RN,,2019-03-08T00:30Z
Round 2,Thu Mar 7 2019,19:15,-0300,Avaí SC,2-0,0-0,Brasil de Pelotas RS,,2019-03-07T22:15Z
Round 2,Thu Mar 7 2019,20:30,-0300,ABC RN,2-2,0-1,Moto Club MA,5-3,2019-03-07T23:30Z
Round 3,Wed Mar 13 2019,21:30,-0300,Ceará CE,1-3,1-1,Corinthians SP,,2019-03-14T00:30Z
Round 3,Wed Mar 13 2019,19:15,-0300,Botafogo PB,0-2,0-0,Londrina PR,,2019-03-13T22:15Z
Round 3,Thu Mar 14 2019,21:30,-0300,Vasco da Gama RJ,3-2,1-1,Avaí SC,,2019-03-15T00:30Z
Round 3,Wed Mar 27 2019,19:15,-0300,Chapecoense,3-2,2-0,Criciúma SC,,2019-03-27T22:15Z
Round 3,Tue Apr 2 2019,19:15,-0300,CR Brasil AL,1-1,1-0,Bahia BA,,2019-04-02T22:15Z
Round 1,Wed Apr 3 2019,19:15,-0300,Aparecidense GO,2-0,0-0,Ponte Preta,,2019-04-03T22:15Z
Round 3,Wed Apr 3 2019,21:30,-0300,ABC RN,1-0,0-0,Santa Cruz PE,,2019-04-04T00:30Z
Round 3,Wed Apr 3 2019,19:15,-0300,Luverdense MT,0-0,0-0,Fluminense RJ,,2019-04-03T22:15Z
Round 3,Wed Apr 3 2019,21:30,-0300,Corinthians SP,0-1,0-0,Ceará CE,,2019-04-04T00:30Z
Round 3,Wed Apr 3 2019,20:30,-0300,Londrina PR,3-3,1-1,Botafogo PB,,2019-04-03T23:30Z
Round 3,Thu Apr 4 2019,21:30,-0300,Botafogo RJ,1-1,0-1,Juventude RS,,2019-04-05T00:30Z
Round 3,Thu Apr 4 2019,19:15,-0300,Atlético Goianiense,1-0,0-0,Santos FC,,2019-04-04T22:15Z
Round 3,Tue Apr 9 2019,19:15,-0300,Bahia BA,1-0,0-0,CR Brasil AL,,2019-04-09T22:15Z
Round 2,Wed Apr 10 2019,19:15,-0300,Bragantino PA,3-2,1-0,Aparecidense GO,,2019-04-10T22:15Z
Round 3,Wed Apr 10 2019,21:30,-0300,Santa Cruz PE,3-0,2-0,ABC RN,,2019-04-11T00:30Z
Round 3,Wed Apr 10 2019,19:15,-0300,Criciúma SC,0-2,0-1,Chapecoense,,2019-04-10T22:15Z
Round 3,Wed Apr 10 2019,19:15,-0300,Fluminense RJ,2-0,0-0,Luverdense MT,,2019-04-10T22:15Z
Round 3,Wed Apr 10 2019,21:30,-0300,Avaí SC,0-1,0-0,Vasco da Gama RJ,,2019-04-11T00:30Z
Round 3,Thu Apr 11 2019,19:15,-0300,Juventude RS,2-1,0-1,Botafogo RJ,,2019-04-11T22:15Z
Round 3,Thu Apr 11 2019,21:30,-0300,Santos FC,3-0,1-0,Atlético Goianiense,,2019-04-12T00:30Z
Round 3,Tue Apr 16 2019,20:00,-0300,Vila Nova GO,2-0,1-0,Bragantino PA,,2019-04-16T23:00Z
Round 4,Wed Apr 17 2019,19:15,-0300,Santos FC,2-0,0-0,Vasco da Gama RJ,,2019-04-17T22:15Z
Round 4,Wed Apr 17 2019,21:30,-0300,Fluminense RJ,2-0,2-0,Santa Cruz PE,,2019-04-18T00:30Z
Round 4,Wed Apr 17 2019,21:30,-0300,Chapecoense,1-0,1-0,Corinthians SP,,2019-04-18T00:30Z
Round 4,Thu Apr 18 2019,20:00,-0300,Bahia BA,4-0,2-0,Londrina PR,,2019-04-18T23:00Z
Round 3,Sat Apr 20 2019,16:00,-0300,Bragantino PA,2-1,1-1,Vila Nova GO,,2019-04-20T19:00Z
Round 4,Wed Apr 24 2019,19:15,-0300,Vasco da Gama RJ,2-1,2-0,Santos FC,,2019-04-24T22:15Z
Round 4,Wed Apr 24 2019,21:30,-0300,Corinthians SP,2-0,1-0,Chapecoense,,2019-04-25T00:30Z
Round 4,Wed Apr 24 2019,21:30,-0300,Juventude RS,0-0,0-0,Vila Nova GO,,2019-04-25T00:30Z
Round 4,Thu Apr 25 2019,21:30,-0300,Santa Cruz PE,2-0,0-0,Fluminense RJ,2-3,2019-04-26T00:30Z
Round 4,Thu Apr 25 2019,19:15,-0300,Londrina PR,2-1,2-1,Bahia BA,,2019-04-25T22:15Z
Round 4,Tue May 7 2019,21:30,-0300,Vila Nova GO,0-0,0-0,Juventude RS,3-4,2019-05-08T00:30Z
Round of 16,Wed May 15 2019,19:15,-0300,Atlético Mineiro,0-0,0-0,Santos FC,,2019-05-15T22:15Z
Round of 16,Wed May 15 2019,21:30,-0300,Corinthians SP,0-1,0-0,Flamengo RJ,,2019-05-16T00:30Z
Round of 16,Wed May 15 2019,21:30,-0300,Fluminense RJ,1-1,0-0,Cruzeiro,,2019-05-16T00:30Z
Round of 16,Thu May 16 2019,19:15,-0300,Fortaleza CE,0-0,0-0,Athletico Paranaense,,2019-05-16T22:15Z
Round of 16,Wed May 22 2019,21:30,-0300,Juventude RS,0-0,0-0,Grêmio Porto Alegre,,2019-05-23T00:30Z
Round of 16,Wed May 22 2019,21:30,-0300,São Paulo FC,0-1,0-0,Bahia BA,,2019-05-23T00:30Z
Round of 16,Wed May 22 2019,19:15,-0300,Sampaio Corrêa MA,0-1,0-0,Palmeiras,,2019-05-22T22:15Z
Round of 16,Thu May 23 2019,20:00,-0300,Internacional,3-1,1-0,Paysandu PA,,2019-05-23T23:00Z
Round of 16,Wed May 29 2019,19:15,-0300,Paysandu PA,0-1,0-0,Internacional,,2019-05-29T22:15Z
Round of 16,Wed May 29 2019,21:30,-0300,Grêmio Porto Alegre,3-0,1-0,Juventude RS,,2019-05-30T00:30Z
Round of 16,Wed May 29 2019,21:30,-0300,Bahia BA,1-0,0-0,São Paulo FC,,2019-05-30T00:30Z
Round of 16,Thu May 30 2019,20:00,-0300,Palmeiras,2-0,1-0,Sampaio Corrêa MA,,2019-05-30T23:00Z
Round of 16,Tue Jun 4 2019,21:30,-0300,Flamengo RJ,1-0,0-0,Corinthians SP,,2019-06-05T00:30Z
Round of 16,Wed Jun 5 2019,19:15,-0300,Cruzeiro,2-2,0-1,Fluminense RJ,3-1,2019-06-05T22:15Z
Round of 16,Wed Jun 5 2019,19:15,-0300,Athletico Paranaense,1-0,0-0,Fortaleza CE,,2019-06-05T22:15Z
Round of 16,Thu Jun 6 2019,20:00,-0300,Santos FC,1-2,1-1,Atlético Mineiro,,2019-06-06T23:00Z
Quarterfinals,Wed Jul 10 2019,19:15,-0300,Grêmio Porto Alegre,1-1,1-0,Bahia BA,,2019-07-10T22:15Z
Quarterfinals,Wed Jul 10 2019,21:30,-0300,Athletico Paranaense,1-1,0-0,Flamengo RJ,,2019-07-11T00:30Z
Quarterfinals,Wed Jul 10 2019,21:30,-0300,Palmeiras,1-0,1-0,Internacional,,2019-07-11T00:30Z
Quarterfinals,Thu Jul 11 2019,20:00,-0300,Cruzeiro,3-0,2-0,Atlético Mineiro,,2019-07-11T23:00Z
Quarterfinals,Wed Jul 17 2019,19:15,-0300,Atlético Mineiro,2-0,1-0,Cruzeiro,,2019-07-17T22:15Z
Quarterfinals,Wed Jul 17 2019,21:30,-0300,Flamengo RJ,1-1,0-0,Athletico Paranaense,1-3,2019-07-18T00:30Z
Quarterfinals,Wed Jul 17 2019,21:30,-0300,Internacional,1-0,1-0,Palmeiras,5-4,2019-07-18T00:30Z
Quarterfinals,Wed Jul 17 2019,19:15,-0300,Bahia BA,0-1,0-0,Grêmio Porto Alegre,,2019-07-17T22:15Z
Semifinals,Wed Aug 7 2019,21:30,-0300,Cruzeiro,0-1,0-0,Internacional,,2019-08-08T00:30Z
Semifinals,Wed Aug 14 2019,21:30,-0300,Grêmio Porto Alegre,2-0,1-0,Athletico Paranaense,,2019-08-15T00:30Z
Semifinals,Wed Sep 4 2019,21:30,-0300,Internacional,3-0,1-0,Cruzeiro,,2019-09-05T00:30Z
Semifinals,Wed Sep 4 2019,19:00,-0300,Athletico Paranaense,2-0,1-0,Grêmio Porto Alegre,5-4,2019-09-04T22:00Z
Final,Wed Sep 11 2019,21:30,-0300,Athletico Paranaense,1-0,0-0,Internacional,,2019-09-12T00:30Z
Final,Wed Sep 18 2019,21:30,-0300,Internacional,1-2,1-1,Athletico Paranaense,,2019-09-19T00:30Z
