Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
7,Tue Sep 12 2000,18:45,BST/+0100,Wycombe Wanderers,0-1,Bristol Rovers,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Wigan Athletic,1-0,Peterborough United,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Reading FC,5-0,Oldham Athletic,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Notts County,0-1,Swansea City,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Millwall FC,0-1,Northampton Town,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Luton Town,0-0,Walsall FC,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,AFC Bournemouth,3-0,Swindon Town,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Bury FC,0-0,Colchester United,2000-09-12T17:45Z
7,Tue Sep 12 2000,18:45,BST/+0100,Cambridge United,4-0,Port Vale FC,2000-09-12T17:45Z
7,Wed Sep 13 2000,18:45,BST/+0100,Stoke City,4-0,Oxford United,2000-09-13T17:45Z
8,Sat Sep 16 2000,15:00,BST/+0100,Oxford United,1-0,Bury FC,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Peterborough United,1-0,Reading FC,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Rotherham United,1-0,Wycombe Wanderers,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Walsall FC,1-1,AFC Bournemouth,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Swansea City,4-0,Luton Town,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Oldham Athletic,0-0,Bristol City,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Northampton Town,1-0,Notts County,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Colchester United,1-1,Wrexham AFC,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Brentford FC,1-1,Millwall FC,2000-09-16T14:00Z
8,Sat Sep 16 2000,15:00,BST/+0100,Bristol Rovers,0-0,Wigan Athletic,2000-09-16T14:00Z
8,Sun Sep 17 2000,16:00,BST/+0100,Port Vale FC,1-1,Stoke City,2000-09-17T15:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Notts County,2-2,Brentford FC,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Reading FC,5-1,Swansea City,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Stoke City,1-1,Rotherham United,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Wigan Athletic,2-1,Northampton Town,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Wrexham AFC,0-1,Walsall FC,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Wycombe Wanderers,2-0,Peterborough United,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Bristol City,1-1,Colchester United,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Millwall FC,5-0,Oxford United,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Luton Town,2-3,Swindon Town,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,AFC Bournemouth,1-1,Oldham Athletic,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Cambridge United,0-3,Bristol Rovers,2000-09-23T14:00Z
9,Sat Sep 23 2000,15:00,BST/+0100,Bury FC,2-0,Port Vale FC,2000-09-23T14:00Z
4,Tue Sep 26 2000,19:45,BST/+0100,AFC Bournemouth,1-2,Wrexham AFC,2000-09-26T18:45Z
10,Sat Sep 30 2000,15:00,BST/+0100,Peterborough United,1-4,Millwall FC,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Oxford United,0-1,Bristol City,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Port Vale FC,0-1,Wycombe Wanderers,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Colchester United,0-1,Stoke City,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Oldham Athletic,1-3,Cambridge United,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Walsall FC,5-1,Notts County,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Swindon Town,2-2,Wigan Athletic,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Swansea City,0-2,Bury FC,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Brentford FC,3-2,AFC Bournemouth,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Bristol Rovers,3-3,Luton Town,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Northampton Town,2-2,Wrexham AFC,2000-09-30T14:00Z
10,Sat Sep 30 2000,15:00,BST/+0100,Rotherham United,1-3,Reading FC,2000-09-30T14:00Z
11,Fri Oct 6 2000,19:45,BST/+0100,Wigan Athletic,1-1,Reading FC,2000-10-06T18:45Z
11,Fri Oct 6 2000,19:45,BST/+0100,Colchester United,0-2,Walsall FC,2000-10-06T18:45Z
11,Fri Oct 6 2000,19:45,BST/+0100,Bury FC,1-0,Bristol Rovers,2000-10-06T18:45Z
11,Fri Oct 6 2000,19:45,BST/+0100,Wycombe Wanderers,3-1,Notts County,2000-10-06T18:45Z
11,Fri Oct 6 2000,19:45,BST/+0100,Bristol City,3-3,AFC Bournemouth,2000-10-06T18:45Z
11,Sat Oct 7 2000,15:00,BST/+0100,Peterborough United,2-0,Port Vale FC,2000-10-07T14:00Z
11,Sat Oct 7 2000,15:00,BST/+0100,Luton Town,0-1,Millwall FC,2000-10-07T14:00Z
11,Sat Oct 7 2000,15:00,BST/+0100,Swindon Town,2-1,Oxford United,2000-10-07T14:00Z
11,Sat Oct 7 2000,15:00,BST/+0100,Rotherham United,3-0,Oldham Athletic,2000-10-07T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Notts County,2-2,Wigan Athletic,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Walsall FC,0-0,Bristol City,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Swansea City,2-1,Stoke City,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Reading FC,2-0,Wycombe Wanderers,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Port Vale FC,3-1,Colchester United,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Oxford United,3-4,Wrexham AFC,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Oldham Athletic,1-0,Swindon Town,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Millwall FC,4-0,Bury FC,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Cambridge United,2-1,Luton Town,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Bristol Rovers,0-1,Northampton Town,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,Brentford FC,1-0,Peterborough United,2000-10-14T14:00Z
12,Sat Oct 14 2000,15:00,BST/+0100,AFC Bournemouth,0-1,Rotherham United,2000-10-14T14:00Z
13,Tue Oct 17 2000,19:45,BST/+0100,AFC Bournemouth,0-0,Wigan Athletic,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Swansea City,0-0,Swindon Town,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Reading FC,4-1,Wrexham AFC,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Port Vale FC,2-2,Northampton Town,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Oxford United,0-0,Luton Town,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Oldham Athletic,2-0,Wycombe Wanderers,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Notts County,1-0,Bury FC,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Millwall FC,1-1,Bristol City,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Cambridge United,1-1,Stoke City,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Bristol Rovers,1-1,Rotherham United,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Brentford FC,1-0,Colchester United,2000-10-17T18:45Z
13,Tue Oct 17 2000,19:45,BST/+0100,Walsall FC,1-1,Peterborough United,2000-10-17T18:45Z
14,Sat Oct 21 2000,15:00,BST/+0100,Bury FC,2-5,AFC Bournemouth,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Colchester United,2-0,Cambridge United,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Luton Town,3-1,Brentford FC,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Northampton Town,2-1,Oldham Athletic,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Peterborough United,1-0,Notts County,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Stoke City,3-2,Millwall FC,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Swindon Town,1-3,Bristol Rovers,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Wigan Athletic,1-0,Port Vale FC,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Wrexham AFC,1-0,Swansea City,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Wycombe Wanderers,3-1,Walsall FC,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Rotherham United,3-1,Oxford United,2000-10-21T14:00Z
14,Sat Oct 21 2000,15:00,BST/+0100,Bristol City,4-0,Reading FC,2000-10-21T14:00Z
15,Tue Oct 24 2000,19:30,BST/+0100,Wrexham AFC,0-0,Wycombe Wanderers,2000-10-24T18:30Z
15,Tue Oct 24 2000,19:45,BST/+0100,Swindon Town,0-2,Millwall FC,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Rotherham United,4-2,Swansea City,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Port Vale FC,1-1,Brentford FC,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Oxford United,0-2,Wigan Athletic,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Colchester United,2-1,Bristol Rovers,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Cambridge United,1-2,Northampton Town,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Bury FC,0-2,Reading FC,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Bristol City,2-1,Peterborough United,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,AFC Bournemouth,0-1,Notts County,2000-10-24T18:45Z
15,Tue Oct 24 2000,19:45,BST/+0100,Walsall FC,3-0,Stoke City,2000-10-24T18:45Z
16,Sat Oct 28 2000,15:00,BST/+0100,Wigan Athletic,1-0,Bury FC,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Swansea City,0-1,Port Vale FC,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Stoke City,2-1,AFC Bournemouth,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Reading FC,4-3,Oxford United,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Peterborough United,3-1,Colchester United,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Wycombe Wanderers,1-2,Bristol City,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Notts County,3-2,Swindon Town,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Northampton Town,0-1,Rotherham United,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Millwall FC,3-1,Cambridge United,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Luton Town,3-4,Wrexham AFC,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Bristol Rovers,0-2,Oldham Athletic,2000-10-28T14:00Z
16,Sat Oct 28 2000,15:00,BST/+0100,Brentford FC,2-1,Walsall FC,2000-10-28T14:00Z
5,Tue Oct 31 2000,19:45,GMT/+0000,Swansea City,2-2,Bristol City,2000-10-31T19:45Z
8,Tue Oct 31 2000,19:45,GMT/+0000,Swindon Town,3-1,Cambridge United,2000-10-31T19:45Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Colchester United,0-2,Northampton Town,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Cambridge United,1-1,Brentford FC,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Oldham Athletic,1-1,Swansea City,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Oxford United,0-1,Bristol Rovers,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Port Vale FC,1-1,Millwall FC,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Rotherham United,1-1,Wigan Athletic,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Bury FC,1-1,Luton Town,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Swindon Town,1-1,Wycombe Wanderers,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Walsall FC,2-1,Reading FC,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Wrexham AFC,1-2,Stoke City,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,AFC Bournemouth,2-1,Peterborough United,2000-11-04T15:00Z
17,Sat Nov 4 2000,15:00,GMT/+0000,Bristol City,4-0,Notts County,2000-11-04T15:00Z
5,Tue Nov 7 2000,19:45,GMT/+0000,Northampton Town,2-2,Stoke City,2000-11-07T19:45Z
4,Tue Nov 7 2000,19:45,GMT/+0000,Wigan Athletic,1-0,Millwall FC,2000-11-07T19:45Z
5,Tue Nov 7 2000,19:45,GMT/+0000,Swindon Town,2-2,Wrexham AFC,2000-11-07T19:45Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Wigan Athletic,2-1,Cambridge United,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Reading FC,0-1,Colchester United,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Swansea City,1-2,Oxford United,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Stoke City,0-1,Oldham Athletic,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Peterborough United,4-0,Swindon Town,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Northampton Town,0-3,AFC Bournemouth,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Millwall FC,1-0,Wrexham AFC,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Brentford FC,0-3,Rotherham United,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Bristol Rovers,0-0,Walsall FC,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Luton Town,0-3,Bristol City,2000-11-11T15:00Z
18,Sat Nov 11 2000,15:00,GMT/+0000,Wycombe Wanderers,2-1,Bury FC,2000-11-11T15:00Z
11,Tue Nov 21 2000,19:30,GMT/+0000,Wrexham AFC,2-2,Cambridge United,2000-11-21T19:30Z
5,Wed Nov 22 2000,19:45,GMT/+0000,Bristol Rovers,1-2,Millwall FC,2000-11-22T19:45Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Rotherham United,3-0,Peterborough United,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Walsall FC,3-0,Northampton Town,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Swindon Town,0-3,Stoke City,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Port Vale FC,3-0,Luton Town,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Oxford United,2-3,Notts County,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Oldham Athletic,0-1,Millwall FC,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Bristol City,1-1,Wigan Athletic,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Cambridge United,3-3,Swansea City,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Colchester United,0-0,Wycombe Wanderers,2000-11-25T15:00Z
19,Sat Nov 25 2000,15:00,GMT/+0000,Wrexham AFC,1-0,Bristol Rovers,2000-11-25T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Swansea City,0-0,Bristol Rovers,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Walsall FC,2-1,Port Vale FC,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Wycombe Wanderers,0-3,AFC Bournemouth,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Brentford FC,2-2,Wigan Athletic,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Stoke City,1-3,Luton Town,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Rotherham United,3-2,Millwall FC,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Reading FC,3-0,Cambridge United,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Peterborough United,1-0,Wrexham AFC,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Oldham Athletic,3-2,Oxford United,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Bristol City,4-1,Bury FC,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Colchester United,2-0,Notts County,2000-12-02T15:00Z
20,Sat Dec 2 2000,15:00,GMT/+0000,Northampton Town,0-1,Swindon Town,2000-12-02T15:00Z
7,Tue Dec 12 2000,19:45,GMT/+0000,Bristol City,1-2,Brentford FC,2000-12-12T19:45Z
21,Fri Dec 15 2000,20:00,GMT/+0000,Cambridge United,0-0,Peterborough United,2000-12-15T20:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Wrexham AFC,2-1,Brentford FC,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Wigan Athletic,2-1,Wycombe Wanderers,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Swindon Town,2-1,Rotherham United,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Millwall FC,2-0,Walsall FC,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Notts County,3-2,Reading FC,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Port Vale FC,1-2,Bristol City,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Bury FC,1-1,Oldham Athletic,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,AFC Bournemouth,2-0,Swansea City,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Bristol Rovers,0-3,Stoke City,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Luton Town,0-3,Colchester United,2000-12-16T15:00Z
21,Sat Dec 16 2000,15:00,GMT/+0000,Oxford United,3-1,Northampton Town,2000-12-16T15:00Z
