Round,Date,Time,Timezone,Team 1,FT,Team 2,UTC
42,Sat Apr 14 2001,15:00,BST/+0100,Wycombe Wanderers,1-1,Wrexham AFC,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Stoke City,0-0,Walsall FC,2001-04-14T14:00Z
42,Sat Apr 14 2001,15:00,BST/+0100,Reading FC,4-1,Bury FC,2001-04-14T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Swindon Town,1-2,Notts County,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Rotherham United,1-0,Northampton Town,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Port Vale FC,1-0,Swansea City,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Oldham Athletic,1-0,Bristol Rovers,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Bury FC,0-1,Wigan Athletic,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Bristol City,1-2,Wycombe Wanderers,2001-04-16T14:00Z
43,Mon Apr 16 2001,15:00,BST/+0100,Wrexham AFC,3-1,Luton Town,2001-04-16T14:00Z
43,Tue Apr 17 2001,19:45,BST/+0100,AFC Bournemouth,1-0,Stoke City,2001-04-17T18:45Z
43,Tue Apr 17 2001,19:45,BST/+0100,Colchester United,2-2,Peterborough United,2001-04-17T18:45Z
43,Tue Apr 17 2001,19:45,BST/+0100,Oxford United,0-2,Reading FC,2001-04-17T18:45Z
43,Tue Apr 17 2001,19:45,BST/+0100,Walsall FC,3-2,Brentford FC,2001-04-17T18:45Z
43,Tue Apr 17 2001,19:45,BST/+0100,Cambridge United,1-5,Millwall FC,2001-04-17T18:45Z
44,Sat Apr 21 2001,15:00,BST/+0100,Stoke City,3-1,Wrexham AFC,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Peterborough United,1-2,AFC Bournemouth,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Swansea City,1-2,Oldham Athletic,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Wigan Athletic,0-2,Rotherham United,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Bristol Rovers,6-2,Oxford United,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Wycombe Wanderers,0-0,Swindon Town,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Notts County,2-1,Bristol City,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Reading FC,2-2,Walsall FC,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Northampton Town,2-0,Colchester United,2001-04-21T14:00Z
44,Sat Apr 21 2001,15:00,BST/+0100,Luton Town,1-2,Bury FC,2001-04-21T14:00Z
41,Mon Apr 23 2001,19:45,BST/+0100,AFC Bournemouth,2-0,Wycombe Wanderers,2001-04-23T18:45Z
39,Tue Apr 24 2001,19:45,BST/+0100,Swansea City,0-1,Wrexham AFC,2001-04-24T18:45Z
38,Tue Apr 24 2001,19:45,BST/+0100,Peterborough United,2-0,Walsall FC,2001-04-24T18:45Z
44,Wed Apr 25 2001,19:45,BST/+0100,Brentford FC,2-2,Cambridge United,2001-04-25T18:45Z
38,Thu Apr 26 2001,19:45,BST/+0100,Northampton Town,0-2,Port Vale FC,2001-04-26T18:45Z
37,Thu Apr 26 2001,19:45,BST/+0100,Notts County,0-2,Wycombe Wanderers,2001-04-26T18:45Z
30,Fri Apr 27 2001,19:45,BST/+0100,Luton Town,0-1,Rotherham United,2001-04-27T18:45Z
45,Sat Apr 28 2001,15:00,BST/+0100,Swindon Town,2-1,Peterborough United,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Walsall FC,2-1,Bristol Rovers,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Port Vale FC,2-3,Notts County,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Rotherham United,2-1,Brentford FC,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Oxford United,3-1,Swansea City,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Oldham Athletic,1-2,Stoke City,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Colchester United,2-1,Reading FC,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Cambridge United,1-2,Wigan Athletic,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,AFC Bournemouth,2-0,Northampton Town,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Bristol City,3-1,Luton Town,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Bury FC,1-1,Wycombe Wanderers,2001-04-28T14:00Z
45,Sat Apr 28 2001,15:00,BST/+0100,Wrexham AFC,1-1,Millwall FC,2001-04-28T14:00Z
3,Mon Apr 30 2001,19:45,BST/+0100,Bristol Rovers,0-3,Port Vale FC,2001-04-30T18:45Z
24,Tue May 1 2001,19:45,BST/+0100,Swansea City,6-0,Brentford FC,2001-05-01T18:45Z
24,Tue May 1 2001,19:45,BST/+0100,Oxford United,1-1,Port Vale FC,2001-05-01T18:45Z
39,Tue May 1 2001,19:45,BST/+0100,Cambridge United,2-1,Colchester United,2001-05-01T18:45Z
33,Wed May 2 2001,19:45,BST/+0100,Bristol Rovers,1-2,Wycombe Wanderers,2001-05-02T18:45Z
41,Thu May 3 2001,19:45,BST/+0100,Notts County,2-2,Colchester United,2001-05-03T18:45Z
41,Thu May 3 2001,19:45,BST/+0100,Port Vale FC,0-2,Walsall FC,2001-05-03T18:45Z
39,Thu May 3 2001,19:45,BST/+0100,Brentford FC,2-2,Luton Town,2001-05-03T18:45Z
46,Sat May 5 2001,15:00,BST/+0100,Brentford FC,3-1,Bury FC,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Bristol Rovers,4-0,Wrexham AFC,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Luton Town,1-1,Port Vale FC,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Millwall FC,5-0,Oldham Athletic,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Northampton Town,0-3,Walsall FC,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Notts County,2-1,Oxford United,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Peterborough United,1-1,Rotherham United,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Reading FC,3-3,AFC Bournemouth,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Stoke City,4-1,Swindon Town,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Swansea City,1-1,Cambridge United,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Wigan Athletic,0-0,Bristol City,2001-05-05T14:00Z
46,Sat May 5 2001,15:00,BST/+0100,Wycombe Wanderers,1-1,Colchester United,2001-05-05T14:00Z
